stock_code,eps,report_year
002842,0.72,2013
603877,0.51,2013
603165,0.48,2013
601881,0.31,2013
603690,0.16,2013
601577,0.96,2013
300731,0.91,2013
300711,0.22,2013
300593,0.24,2013
002936,0.48,2013
603639,1.02,2013
002824,0.4,2013
603896,0.6,2013
603628,0.2,2013
300678,0.5345,2013
300625,0.62,2013
300622,0.51,2013
603903,0.39,2013
603811,0.57,2013
603444,2.86,2013
300621,0.61,2013
300617,0.71,2013
603266,0.92,2013
603037,0.95,2013
002836,1.14,2013
603689,0.38,2013
603278,0.26,2013
603228,0.73,2013
600903,0.02,2013
400232,0.04,2013
300710,0.3111,2013
300587,0.59,2013
300585,0.37,2013
002948,0.45,2013
002840,0.52,2013
603908,0.92,2013
603035,0.85,2013
603032,0.55,2013
300588,0.226,2013
002838,0.72,2013
002837,0.66,2013
603578,0.52,2013
603186,0.36,2013
300586,0.5,2013
002839,0.62,2013
002832,1.2,2013
603929,0.36,2013
300626,0.31,2013
688379,0.67,2013
603041,0.87,2013
601860,0.26,2013
002961,0.18,2013
002910,0.33,2013
002861,1.1,2013
002858,0.55,2013
002851,0.1775,2013
603218,0.39,2013
601375,0.12,2013
300579,0.7,2013
300582,0.95,2013
300581,0.9183,2013
002833,0.68,2013
603886,0.69,2013
002835,0.78,2013
603298,0.57,2013
600996,0.26,2013
300576,0.39,2013
603661,0.81,2013
603058,0.5098,2013
601077,0.64,2013
300729,0.59,2013
300575,1.25,2013
002966,0.53,2013
603577,0.6583,2013
002829,1.27,2013
603823,0.6,2013
603416,0.83,2013
002830,1.02,2013
603878,1.21,2013
300613,0.96,2013
300571,0.76,2013
603389,0.48,2013
300573,0.77,2013
002960,2.06,2013
002831,0.7815,2013
603585,0.82,2013
603990,0.52,2013
603239,0.68,2013
603098,0.7,2013
300570,0.77,2013
603708,0.81,2013
603928,0.49,2013
300618,0.17,2013
300616,1.44,2013
300572,0.7148,2013
603717,0.5329,2013
603036,0.53,2013
002849,0.55,2013
002828,1.16,2013
603960,0.58,2013
603660,0.4691,2013
002867,0.61,2013
603665,0.64,2013
603033,1.86,2013
600909,0.07,2013
300568,0.53,2013
002996,0.16,2013
603559,0.56,2013
603086,1.17,2013
002825,0.52,2013
300567,0.83,2013
300756,2.54,2013
300569,0.63,2013
002850,0.63,2013
002822,0.56,2013
002823,0.71,2013
300777,-0.03,2013
603987,0.4,2013
603900,0.64,2013
603858,1.9094,2013
603819,0.56,2013
603727,0.44,2013
603633,0.54,2013
603336,0.41,2013
300566,0.78,2013
300565,0.43,2013
300563,0.57,2013
300562,0.84,2013
300561,1.13,2013
002821,0.83,2013
002820,0.88,2013
603080,0.65,2013
300827,0.25,2013
002958,0.33,2013
603977,0.61,2013
603556,1.02,2013
603319,0.71,2013
603060,0.4718,2013
002819,0.3553,2013
300558,0.5,2013
300557,0.87,2013
603323,0.96,2013
603203,0.84,2013
300560,0.67,2013
300556,0.41,2013
603716,1.28,2013
601882,0.0764,2013
300559,1.49,2013
002818,0.77,2013
603378,0.39,2013
603303,1.0164,2013
300726,1.6,2013
300707,1.5166,2013
603888,1.07,2013
603258,1.69,2013
301266,1.81,2013
002945,0.08,2013
002925,0.26,2013
300553,0.89,2013
002926,0.31,2013
300550,0.88,2013
002817,0.74,2013
603667,0.53,2013
300555,0.86,2013
002816,0.5261,2013
603859,0.5523,2013
601229,2.21,2013
300552,0.74,2013
300551,0.7481,2013
003025,0.57,2013
002939,0.19,2013
002915,0.5,2013
603160,0.64,2013
603816,1.22,2013
601366,0.49,2013
300547,1.27,2013
603313,0.6,2013
300549,0.94,2013
300548,0.57,2013
603777,0.54,2013
300546,0.98,2013
603738,0.88,2013
603421,0.64,2013
600926,1.89,2013
300545,0.74,2013
002815,0.33,2013
002813,0.85,2013
605100,0.26,2013
002999,0.25,2013
920375,0.68,2013
836078,-0.3212,2013
601500,0.4,2013
300702,0.37,2013
300542,0.74,2013
603189,0.39,2013
300541,0.55,2013
603067,0.44,2013
300534,0.6819,2013
603887,0.62,2013
603393,1.68,2013
300543,0.94,2013
002812,1.24,2013
601163,1.51,2013
601128,0.49,2013
002811,0.77,2013
300619,0.54,2013
002922,0.46,2013
603658,0.33,2013
300539,0.41,2013
601206,0.6,2013
600908,0.56,2013
300538,0.96,2013
300537,0.65,2013
002809,1.0,2013
603515,0.91,2013
603090,0.48,2013
603031,0.89,2013
300540,1.02,2013
300536,0.58,2013
300533,1.69,2013
002810,0.87,2013
688588,0.88,2013
603843,0.27,2013
600936,0.25,2013
002807,0.6417,2013
603986,0.9,2013
300535,0.76,2013
300532,0.93,2013
601997,1.0,2013
601595,0.5,2013
300530,0.72,2013
603159,0.49,2013
300531,0.76,2013
603569,0.48,2013
600977,0.31,2013
601811,0.55,2013
603663,0.35,2013
300528,0.49,2013
300527,0.259,2013
603833,0.7439,2013
603322,0.29,2013
603007,0.57,2013
400284,0.72,2013
300529,0.34,2013
002865,0.6,2013
400185,0.67,2013
300525,0.54,2013
002806,0.4161,2013
300523,0.73,2013
002930,0.78,2013
837021,0.1,2013
873611,0.73,2013
688060,-0.02,2013
605006,0.15,2013
603937,0.42,2013
603829,0.36,2013
603302,0.53,2013
600968,0.3211,2013
301026,0.29,2013
300886,0.112,2013
300730,0.17,2013
300654,0.43,2013
002912,1.34,2013
002908,0.46,2013
001227,0.35,2013
837893,0.03,2013
837851,-0.01,2013
688318,1.12,2013
603983,0.61,2013
688377,0.36,2013
300504,0.47,2013
688687,0.2,2013
605296,0.55,2013
603917,0.49,2013
603797,0.27,2013
603602,0.76,2013
603392,0.23,2013
603367,0.59,2013
603277,1.14,2013
603214,0.58,2013
603045,0.1711,2013
601330,0.22,2013
300902,0.39,2013
300803,-0.1,2013
300743,0.63,2013
300720,0.77,2013
300717,0.65,2013
300713,0.22,2013
300696,0.4,2013
003036,0.18,2013
002929,0.45,2013
002903,0.15,2013
002856,0.64,2013
300521,0.7,2013
002803,0.42,2013
836318,0.48,2013
603069,0.25,2013
300522,0.79,2013
600919,0.86,2013
300520,0.62,2013
002805,0.29,2013
831171,0.41,2013
688118,-0.006,2013
603533,0.17,2013
603283,0.21,2013
600025,0.22,2013
300689,0.39,2013
003033,0.02,2013
003016,1.13,2013
002970,0.63,2013
002911,0.54,2013
601966,0.98,2013
603016,0.63,2013
603958,0.87,2013
002802,0.51,2013
002801,1.39,2013
837611,0.69,2013
603909,0.6303,2013
300519,1.21,2013
300518,1.09,2013
300517,0.47,2013
874228,0.98,2013
873732,0.46,2013
837494,0.0342,2013
605151,0.54,2013
603087,0.61,2013
603083,0.05,2013
603076,0.95,2013
300679,1.88,2013
002892,0.56,2013
920748,0.48,2013
837761,0.47,2013
837664,0.12,2013
837698,0.23,2013
837674,-0.14,2013
837633,0.2064,2013
837662,0.4,2013
603605,1.19,2013
603183,0.6,2013
603181,2.27,2013
300683,1.21,2013
300515,0.62,2013
001218,0.51,2013
002799,0.48,2013
837593,0.07,2013
301393,3.16,2013
837432,0.26,2013
601127,0.49,2013
300516,0.87,2013
874122,0.45,2013
603976,0.68,2013
300673,0.45,2013
002897,0.91,2013
603131,0.67,2013
002800,0.57,2013
603959,0.51,2013
603737,1.33,2013
601611,0.29,2013
300513,0.7618,2013
837555,0.49,2013
601828,1.0,2013
301503,0.13,2013
300665,0.58,2013
837404,-0.61,2013
688160,0.39,2013
603527,0.2,2013
603365,0.64,2013
300712,0.68,2013
300512,0.86,2013
837327,-0.1,2013
837302,1.04,2013
002798,0.81,2013
603339,0.64,2013
603779,0.24,2013
002797,0.08,2013
002796,0.86,2013
603129,0.54,2013
300688,-0.03,2013
300664,0.577,2013
300510,0.66,2013
603101,0.4982,2013
603822,0.5844,2013
300511,0.7,2013
603528,0.91,2013
300509,0.67,2013
002795,0.69,2013
832568,0.13,2013
603860,1.01,2013
603029,0.7,2013
603922,1.33,2013
603380,1.5,2013
400305,0.43,2013
002881,0.43,2013
874923,0.3,2013
870689,-0.37,2013
870438,0.61,2013
837922,0.7066,2013
837879,-0.04,2013
837874,-0.04,2013
837081,3.93,2013
837053,0.08,2013
603726,0.77,2013
300508,1.0,2013
874629,1.23,2013
300507,1.02,2013
000565,0.21,2013
836818,-0.5,2013
603868,0.74,2013
603701,0.74,2013
002793,0.61,2013
873936,1.22,2013
871757,0.0715,2013
870996,1.74,2013
836836,0.03,2013
603707,0.2,2013
300706,0.16,2013
300640,0.33,2013
002885,0.13,2013
837863,-0.61,2013
603801,0.6854,2013
002888,0.53,2013
603798,0.79,2013
300474,0.64,2013
603028,0.27,2013
002791,1.35,2013
300484,1.52,2013
002792,0.57,2013
603861,0.3702,2013
300506,0.51,2013
300505,0.83,2013
920663,0.45,2013
920493,-0.01,2013
920146,0.07,2013
873529,0.43,2013
872398,0.49,2013
870409,-0.06,2013
839999,-0.06,2013
839481,-0.01,2013
839216,0.31,2013
837777,-0.09,2013
837768,0.08,2013
837749,5.69,2013
837741,0.07,2013
837718,0.24,2013
837710,0.11,2013
837707,-0.01,2013
837704,1.43,2013
837661,0.52,2013
837656,0.05,2013
837591,-0.1775,2013
603919,0.52,2013
301538,0.4,2013
301148,1.46,2013
873798,0.16,2013
870523,0.07,2013
837785,-0.14,2013
837784,0.98,2013
837782,0.21,2013
837697,0.13,2013
837695,-0.63,2013
837641,10.24,2013
837631,-0.21,2013
837620,0.03,2013
837619,0.43,2013
837580,1.12,2013
837552,0.33,2013
603136,0.51,2013
301092,0.14,2013
837654,0.04,2013
837617,0.18,2013
601020,0.27,2013
837734,0.11,2013
837653,-0.0019,2013
837549,0.05,2013
837614,0.2733,2013
002789,1.45,2013
874476,0.1,2013
300817,0.32,2013
300656,0.53,2013
300503,1.01,2013
300502,1.36,2013
837667,0.0165,2013
603520,0.71,2013
836072,0.2,2013
603027,0.5872,2013
002790,1.12,2013
603617,0.35,2013
870924,-0.29,2013
837666,0.72,2013
600490,0.0668,2013
920181,0.78,2013
837758,6.5057,2013
837729,0.08,2013
837595,-0.24,2013
837535,0.15,2013
300614,0.17,2013
300500,1.32,2013
837558,-0.29,2013
837531,0.58,2013
837530,0.09,2013
920059,0.89,2013
920592,0.22,2013
874664,1.67,2013
871561,-0.23,2013
837512,0.02,2013
837510,0.28,2013
837509,-0.25,2013
837506,0.08,2013
837399,-0.12,2013
837396,0.18,2013
837375,0.33,2013
837372,0.76,2013
837370,2.08,2013
837368,-0.5,2013
837363,-0.12,2013
837215,-0.15,2013
688595,0.15,2013
688244,0.02,2013
301120,0.98,2013
301073,0.56,2013
837487,-0.52,2013
837485,-0.07,2013
837447,0.22,2013
837441,0.37,2013
837392,0.98,2013
837353,0.0501,2013
837348,0.0313,2013
837326,-0.08,2013
837274,0.05,2013
837273,0.16,2013
837231,0.08,2013
603956,1.17,2013
871272,-0.07,2013
839173,-0.09,2013
837429,0.09,2013
837189,0.15,2013
835856,2.7642,2013
920212,0.24,2013
874619,0.88,2013
874435,0.15,2013
837477,-0.01,2013
837341,-0.01,2013
837211,-0.14,2013
871654,3.35,2013
837726,-0.0318,2013
837525,-0.12,2013
837424,0.04,2013
837187,0.14,2013
920242,0.076,2013
874188,0.53,2013
839979,0.15,2013
837422,0.72,2013
837323,0.65,2013
837269,-0.0588,2013
837185,0.09,2013
836692,0.62,2013
688577,0.12,2013
603608,0.5,2013
300501,1.11,2013
301035,1.59,2013
002788,1.13,2013
001314,0.19,2013
837181,0.35,2013
603377,0.72,2013
601900,0.4,2013
300499,0.84,2013
837180,-0.07,2013
874944,0.15,2013
871644,1.52,2013
837319,-0.02,2013
837251,0.13,2013
837178,0.37,2013
835718,-0.24,2013
603596,0.26,2013
301106,0.32,2013
874136,0.43,2013
835620,0.75,2013
835198,0.04,2013
830885,0.48,2013
688435,0.41,2013
603980,0.565,2013
603813,0.43,2013
603722,0.15,2013
603458,1.72,2013
601949,0.55,2013
601619,0.0321,2013
600714,0.07,2013
300667,0.57,2013
300660,1.82,2013
002890,0.63,2013
837318,-0.19,2013
835453,0.78,2013
835051,0.08,2013
837317,-0.3,2013
837207,0.05,2013
920274,1.17,2013
837173,0.02,2013
835421,3.96,2013
920006,0.02,2013
873912,0.1325,2013
871402,0.25,2013
839898,-0.9,2013
837637,-0.06,2013
837143,0.02,2013
837125,0.25,2013
837058,-0.0236,2013
837003,0.3747,2013
836967,0.0299,2013
836955,0.22,2013
836903,0.02,2013
836793,0.02,2013
688226,0.64,2013
301519,-0.05,2013
003017,0.8,2013
920942,0.49,2013
920892,0.94,2013
920092,0.01,2013
874141,0.47,2013
871475,0.22,2013
837982,-0.87,2013
837299,-0.09,2013
837105,0.39,2013
837034,0.0037,2013
836949,0.09,2013
836944,3.7,2013
836890,0.28,2013
836885,0.04,2013
836792,-0.0308,2013
836790,0.05,2013
836786,0.1543,2013
835474,2.84,2013
688651,0.09,2013
301077,1.02,2013
920123,0.0043,2013
837461,-0.05,2013
837136,0.25,2013
837089,1.6477,2013
837085,-1.07,2013
837083,-0.17,2013
836979,0.097,2013
836978,-0.28,2013
836977,-2.09,2013
836935,-0.27,2013
836877,-0.36,2013
836847,-0.0198,2013
688793,0.28,2013
920871,0.91,2013
874992,-0.43,2013
873100,-0.5,2013
870784,0.2508,2013
839696,0.05,2013
837133,-0.92,2013
837074,0.95,2013
837073,0.13,2013
837022,0.31,2013
837019,-0.09,2013
836874,0.1445,2013
836872,0.1066,2013
836797,0.75,2013
836780,-0.08,2013
836746,-0.48,2013
603273,0.46,2013
001269,2.01,2013
920807,1.0,2013
870730,0.2,2013
837070,0.27,2013
837018,-0.22,2013
836932,0.56,2013
836810,0.09,2013
836745,0.15,2013
836744,-0.04,2013
688611,1.4,2013
688056,0.81,2013
603933,0.65,2013
603916,2.32,2013
603809,1.3308,2013
603683,0.6871,2013
603648,0.43,2013
603359,0.75,2013
603286,0.67,2013
601162,0.058,2013
301302,0.6087,2013
300963,0.48,2013
300929,0.26,2013
300690,0.63,2013
300680,0.42,2013
300651,0.45,2013
300649,0.69,2013
300641,0.09,2013
002889,0.8,2013
002887,1.18,2013
837017,0.11,2013
836782,0.09,2013
836774,0.03,2013
836742,0.22,2013
836719,0.18,2013
836772,-0.074,2013
920699,-0.0415,2013
874347,0.07,2013
603825,0.69,2013
603299,0.29,2013
837129,0.31,2013
874892,0.29,2013
837200,0.06,2013
837067,0.77,2013
836858,0.04,2013
836690,-0.04,2013
603697,0.51,2013
603226,0.4,2013
603110,0.61,2013
400260,1.84,2013
300715,0.16,2013
300676,1.66,2013
601086,0.32,2013
920717,0.09,2013
836831,-0.23,2013
836830,0.3319,2013
688286,-0.41,2013
603778,1.26,2013
301585,0.43,2013
300494,1.41,2013
300491,0.61,2013
300490,0.55,2013
300410,0.77,2013
002787,0.66,2013
002778,0.47,2013
002777,0.9,2013
836829,0.12,2013
836735,-0.28,2013
836867,0.08,2013
836696,0.16,2013
874031,0.36,2013
603289,0.28,2013
601019,0.42,2013
300837,0.57,2013
300650,0.66,2013
836650,-0.051,2013
836589,0.0285,2013
836503,1.6,2013
836297,0.05,2013
837012,-0.37,2013
836803,1.0093,2013
836851,0.44,2013
603936,0.583,2013
002949,2.02,2013
837011,-0.22,2013
603866,0.63,2013
603535,0.64,2013
603508,1.27,2013
603233,0.73,2013
603055,0.24,2013
400252,2.03,2013
400176,0.7,2013
400117,0.74,2013
300953,0.58,2013
300497,0.83,2013
300492,0.68,2013
002786,0.94,2013
002785,0.25,2013
002782,0.4153,2013
836915,0.0185,2013
834803,-3.66,2013
920547,1.49,2013
920504,0.83,2013
920422,0.1133,2013
920414,-0.09,2013
920260,1.7092,2013
920247,0.01,2013
920239,0.4349,2013
873864,0.57,2013
873760,0.39,2013
873722,-1.17,2013
870175,0.06,2013
836866,0.23,2013
836715,-0.19,2013
836674,-0.06,2013
836667,-1.43,2013
836666,-0.6,2013
836663,0.17,2013
836660,0.1455,2013
836658,0.74,2013
836652,0.02,2013
836649,0.05,2013
836647,0.03,2013
836645,0.72,2013
836642,-0.87,2013
836641,0.6617,2013
836610,-0.01,2013
836605,0.0967,2013
836597,-0.13,2013
836596,0.21,2013
836562,0.17,2013
836556,0.48,2013
836507,0.13,2013
836482,-0.32,2013
836479,0.0,2013
836477,0.58,2013
836476,0.3722,2013
836468,0.31,2013
836459,0.016,2013
836418,0.58,2013
836364,2.34,2013
836321,0.38,2013
836287,-0.02,2013
836284,1.9416,2013
836281,0.85,2013
836275,0.66,2013
836241,0.35,2013
836230,0.01,2013
836228,0.04,2013
836209,-0.1,2013
836164,0.11,2013
836159,0.62,2013
836123,0.08,2013
836113,0.28,2013
836109,5.49,2013
835968,-0.16,2013
688516,-0.3722,2013
688267,0.43,2013
688127,0.06,2013
603516,3.94,2013
300976,-0.0042,2013
003039,0.2119,2013
003030,0.13,2013
920208,0.1192,2013
874781,0.3,2013
870553,2.16,2013
836635,0.18,2013
836625,-0.1156,2013
836572,0.028,2013
836464,0.57,2013
836456,0.0,2013
836443,0.43,2013
836437,0.09,2013
836371,0.23,2013
836347,-0.17,2013
836274,1.05,2013
836216,0.81,2013
836215,-0.17,2013
836212,0.01,2013
836171,0.0493,2013
836170,0.4,2013
836129,0.0774,2013
835906,0.79,2013
688359,-0.01,2013
688138,0.19,2013
301316,0.33,2013
920519,0.09,2013
920068,0.01,2013
836619,0.005,2013
836432,0.21,2013
836417,0.07,2013
836312,0.3,2013
836206,-0.29,2013
836163,0.03,2013
836126,0.13,2013
834609,0.27,2013
603236,2.55,2013
836618,0.77,2013
836333,1.57,2013
836161,0.759,2013
836194,0.33,2013
836157,0.05,2013
836156,0.22,2013
836153,0.02,2013
836118,0.1151,2013
002923,0.79,2013
920149,0.23,2013
836191,0.0582,2013
836117,0.08,2013
836108,0.02,2013
603999,0.91,2013
603800,0.39,2013
603696,0.59,2013
603398,0.75,2013
300496,1.2891,2013
300493,0.44,2013
002783,1.94,2013
002780,0.65,2013
002779,0.7,2013
836259,0.1751,2013
836190,0.0234,2013
688109,1.53,2013
603700,0.96,2013
301172,0.54,2013
835898,0.33,2013
920101,0.44,2013
870487,0.1,2013
688335,-0.45,2013
836100,0.13,2013
836098,-0.05,2013
873942,0.0803,2013
836514,-0.07,2013
688719,0.45,2013
688170,0.62,2013
605303,0.8,2013
603985,0.2362,2013
603978,1.4,2013
603970,0.793,2013
603938,0.56,2013
603880,0.64,2013
603767,1.11,2013
603725,0.34,2013
603711,0.51,2013
603619,0.14,2013
603587,0.88,2013
603383,0.7,2013
603196,0.6235,2013
603187,0.49,2013
603093,0.26,2013
603079,0.97,2013
601326,0.41,2013
601108,0.18,2013
400116,1.14,2013
301286,0.35,2013
301208,0.84,2013
300908,0.98,2013
300736,0.77,2013
300728,0.11,2013
300708,0.07,2013
300701,0.48,2013
300699,0.27,2013
300670,0.1277,2013
300663,0.39,2013
300661,1.0682,2013
300637,0.21,2013
002982,0.0535,2013
002935,0.9108,2013
002900,0.7,2013
002886,0.35,2013
002884,1.51,2013
002880,1.1,2013
002879,0.62,2013
002877,0.69,2013
836552,0.81,2013
836179,0.05,2013
834898,0.7509,2013
834395,18.49,2013
688531,0.29,2013
836910,-0.007,2013
834342,0.73,2013
920368,0.07,2013
920077,-0.1673,2013
874786,0.08,2013
873828,-0.3483,2013
836668,0.96,2013
836613,-0.05,2013
836392,-0.23,2013
836390,-0.09,2013
836388,0.61,2013
836059,0.36,2013
836058,-0.13,2013
836041,0.02,2013
836030,0.03,2013
836029,0.2104,2013
836028,0.19,2013
835995,0.0754,2013
835891,0.16,2013
835861,0.36,2013
835834,-0.0902,2013
835806,0.53,2013
835759,-0.62,2013
835681,0.1,2013
835655,-0.2,2013
835541,0.5,2013
835540,0.11,2013
835539,-0.01,2013
835533,-0.05,2013
835532,0.12,2013
835521,0.04,2013
835487,0.43,2013
835354,0.28,2013
688159,1.15,2013
836254,0.02,2013
836073,0.05,2013
836070,0.0,2013
834281,1.33,2013
833907,-0.32,2013
301197,0.65,2013
836253,0.12,2013
836090,0.23,2013
836062,0.03,2013
836056,-0.1,2013
920992,0.13,2013
920057,1.09,2013
875088,0.16,2013
872123,0.69,2013
870819,-0.32,2013
836012,-5.55,2013
836008,1.04,2013
836005,0.26,2013
836002,-0.76,2013
835987,-0.21,2013
835963,0.3539,2013
835960,0.67,2013
835883,-0.16,2013
835881,0.46,2013
835862,2.25,2013
835848,-0.11,2013
835839,0.19,2013
835812,0.33,2013
835773,0.5,2013
835764,0.33,2013
835695,-0.31,2013
835692,-0.09,2013
835690,0.02,2013
835688,-0.02,2013
835685,-0.04,2013
835679,0.81,2013
835675,6.74,2013
835669,0.25,2013
835654,-0.02,2013
835570,4.36,2013
835567,0.05,2013
835538,0.02,2013
835534,0.04,2013
835526,0.36,2013
835483,0.01,2013
834019,0.12,2013
688391,0.69,2013
688255,-0.15,2013
688076,-0.27,2013
301372,-0.12,2013
300950,0.45,2013
300875,-0.36,2013
300774,0.1245,2013
300763,-0.57,2013
920985,-0.38,2013
920640,0.58,2013
920508,1.14,2013
874056,-0.13,2013
836909,0.0041,2013
836032,0.12,2013
835983,-0.17,2013
835927,0.03,2013
835924,-0.33,2013
835800,0.32,2013
835798,2.18,2013
835762,-0.052,2013
835756,0.14,2013
835637,0.92,2013
835636,-0.57,2013
835635,0.09,2013
835609,1.71,2013
835558,0.24,2013
835555,1.15,2013
835511,0.42,2013
835473,0.0017,2013
835471,-1.41,2013
835447,0.05,2013
835446,0.15,2013
835374,0.59,2013
835372,0.02,2013
834202,0.54,2013
400181,0.71,2013
300872,1.38,2013
002358,0.72,2013
920438,-0.04,2013
873954,1.28,2013
836024,0.17,2013
835792,0.11,2013
835667,0.03,2013
835631,0.32,2013
835597,0.21,2013
835595,-0.05,2013
835553,0.11,2013
835364,-0.23,2013
835217,0.12,2013
301178,0.55,2013
920187,0.86,2013
835746,0.43,2013
835709,-0.04,2013
835463,0.01,2013
835435,0.08,2013
835410,2.78,2013
835181,-0.02,2013
874852,0.1,2013
835708,0.24,2013
835461,0.65,2013
835425,0.42,2013
835409,0.53,2013
835211,0.67,2013
300825,0.0155,2013
001376,-0.13,2013
920179,0.27,2013
835737,-0.5169,2013
835352,-1.42,2013
873796,1.15,2013
835970,0.56,2013
835787,-0.01,2013
835405,0.35,2013
920207,0.06,2013
835301,0.15,2013
920950,0.12,2013
920237,-0.11,2013
920174,-0.21,2013
875020,0.45,2013
874497,0.18,2013
873934,0.92,2013
838796,0.3,2013
835969,0.3739,2013
835697,0.04,2013
835335,0.21,2013
835298,0.22,2013
835297,0.09,2013
835290,0.3965,2013
835281,1.7,2013
835049,-0.39,2013
834939,0.13,2013
834920,0.21,2013
834866,-0.07,2013
834857,0.11,2013
834826,0.2183,2013
834759,-0.11,2013
834648,0.03,2013
834530,-0.01,2013
834497,0.9,2013
688395,0.32,2013
301280,0.17,2013
300848,0.16,2013
835333,0.17,2013
835171,-0.96,2013
835591,0.69,2013
835500,0.5077,2013
835291,0.67,2013
835169,0.05,2013
835120,0.1551,2013
920914,0.01,2013
835912,0.94,2013
835702,-0.11,2013
835203,0.3847,2013
300749,0.08,2013
835911,-0.12,2013
835401,-0.01,2013
835287,0.17,2013
835159,0.41,2013
301192,1.55,2013
835414,-0.01,2013
835391,-0.07,2013
835328,-0.02,2013
835286,-0.069,2013
835256,-0.18,2013
835193,-0.28,2013
835063,0.1,2013
835007,0.78,2013
834954,0.1,2013
833818,-0.25,2013
874189,0.057,2013
835698,2.0197,2013
835665,0.01,2013
835156,0.56,2013
871760,-0.03,2013
835415,0.0088,2013
835330,-0.06,2013
835282,1.66,2013
835246,0.0236,2013
835196,0.05,2013
835138,2.18,2013
835136,-0.13,2013
835135,0.09,2013
835111,-0.01,2013
835072,0.16,2013
835071,-0.08,2013
835068,1.21,2013
835061,-2.27,2013
835015,-0.6,2013
835011,0.1,2013
834978,0.92,2013
834976,0.2,2013
834975,0.13,2013
834974,-0.07,2013
834966,-0.05,2013
834956,-0.27,2013
834952,-0.06,2013
834948,0.69,2013
834878,2.84,2013
688716,-0.01,2013
688269,0.56,2013
301680,0.71,2013
301206,0.0177,2013
300899,1.31,2013
300877,0.36,2013
300869,0.56,2013
300748,0.24,2013
920579,0.12,2013
835600,0.08,2013
835599,-0.5,2013
835582,-0.024,2013
