stock_code,eps,report_year
300410,0.259,2014
300368,0.1845,2014
300247,0.08,2014
300056,0.2,2014
300034,0.3465,2014
300026,0.53,2014
002753,0.8056,2014
002726,0.54,2014
002559,0.24,2014
002424,0.22,2014
002393,0.51,2014
002208,0.54,2014
002193,-0.01,2014
002151,0.13,2014
000900,0.41,2014
000885,0.3983,2014
000610,-0.106,2014
900932,0.8575,2014
900924,0.3774,2014
873977,0.43,2014
873881,0.52,2014
837950,0.06,2014
837925,0.55,2014
837835,0.06,2014
836191,0.0792,2014
835181,0.12,2014
835138,0.96,2014
834375,-0.1,2014
834344,0.54,2014
834293,-0.14,2014
833395,0.08,2014
833118,0.09,2014
833073,0.59,2014
832558,0.1,2014
832222,0.01,2014
831988,0.57,2014
831943,0.03,2014
831565,0.17,2014
831230,0.04,2014
603899,0.8489,2014
603010,0.52,2014
600963,0.06,2014
600889,0.02,2014
600857,0.184,2014
600843,0.3774,2014
600814,0.34,2014
600775,0.1677,2014
600728,0.2298,2014
600673,0.06,2014
600663,0.8575,2014
600598,0.45,2014
600576,-0.03,2014
600537,0.25,2014
600389,1.019,2014
600085,0.582,2014
430168,0.24,2014
400203,0.17,2014
301118,0.2997,2014
300491,0.62,2014
300466,0.6,2014
300256,0.1222,2014
300249,0.07,2014
300222,0.155,2014
300213,0.28,2014
300101,0.09,2014
300037,0.78,2014
300036,0.23,2014
300017,0.6957,2014
002765,0.52,2014
002637,0.39,2014
002634,0.28,2014
002626,0.34,2014
002583,0.03,2014
002569,-0.73,2014
002545,0.0686,2014
002534,0.18,2014
002383,0.214,2014
002368,0.4755,2014
002331,0.2149,2014
002313,0.04,2014
002294,1.0,2014
002184,0.252,2014
002092,0.252,2014
002051,1.13,2014
002011,0.15,2014
000903,0.234,2014
000639,0.31,2014
000619,0.3016,2014
000597,0.22,2014
000534,0.1,2014
000099,0.3495,2014
920304,0.2663,2014
920184,0.17,2014
874066,0.2273,2014
873885,-0.06,2014
835654,0.14,2014
835033,0.17,2014
834170,0.1,2014
833434,0.12,2014
833334,0.49,2014
833246,0.11,2014
833207,0.22,2014
832898,0.63,2014
832814,0.82,2014
832093,0.05,2014
832048,-0.15,2014
832007,0.21,2014
831973,0.0986,2014
831668,0.19,2014
831323,-0.04,2014
831231,0.19,2014
830790,0.36,2014
688739,1.23,2014
600660,1.11,2014
600109,0.323,2014
430695,0.71,2014
430592,0.17,2014
430485,0.13,2014
430337,-0.18,2014
400188,0.33,2014
400121,0.45,2014
002718,1.28,2014
002342,0.03,2014
002135,0.09,2014
601607,0.9636,2014
600990,0.5864,2014
600812,0.025,2014
600761,0.92,2014
600733,0.066,2014
600719,0.0239,2014
600675,-0.26,2014
600651,0.087,2014
600621,0.3,2014
600588,0.4,2014
600566,0.67,2014
600548,1.003,2014
600332,0.925,2014
600271,1.24,2014
600248,0.4325,2014
600228,0.14,2014
600211,0.14,2014
600131,0.31,2014
300255,0.28,2014
300184,0.0652,2014
300059,0.0894,2014
300045,0.09,2014
300019,0.2453,2014
200550,2.44,2014
002728,0.47,2014
002599,0.09,2014
002542,0.14,2014
002404,0.15,2014
002249,0.2,2014
000970,0.28,2014
000786,0.909,2014
000776,0.85,2014
000708,0.596,2014
000695,0.0152,2014
000550,2.44,2014
000524,0.13,2014
920992,0.17,2014
920476,1.01,2014
873865,0.4,2014
837814,0.03,2014
835685,0.01,2014
835364,0.26,2014
833727,0.38,2014
833694,0.34,2014
833574,0.42,2014
832656,0.6,2014
832480,-0.05,2014
832447,0.35,2014
832075,0.1938,2014
832050,0.12,2014
832008,-0.1,2014
831858,0.24,2014
831593,0.29,2014
831566,0.1,2014
831515,0.11,2014
831439,0.96,2014
831391,0.3,2014
831311,0.26,2014
831287,0.83,2014
831101,0.17,2014
831021,0.28,2014
830868,0.06,2014
830827,0.61,2014
688218,0.13,2014
601600,-1.2,2014
600976,0.76,2014
600860,0.05,2014
600765,0.2,2014
600746,0.0342,2014
600738,0.282,2014
600732,-0.08,2014
600717,0.69,2014
600495,0.12,2014
600426,0.844,2014
600378,0.26,2014
600279,0.22,2014
600246,0.0371,2014
600223,0.21,2014
600183,0.36,2014
600176,0.5438,2014
600101,0.3,2014
430508,0.21,2014
430500,0.2,2014
430457,0.13,2014
430251,0.2,2014
430236,1.06,2014
430161,0.35,2014
430056,0.26,2014
400268,0.5,2014
400233,0.27,2014
400195,0.7709,2014
400156,0.01,2014
400084,0.2,2014
301361,0.31,2014
301202,0.21,2014
300847,0.26,2014
300488,1.368,2014
300472,0.69,2014
300398,1.39,2014
300393,1.15,2014
300365,0.36,2014
300296,0.25,2014
300243,0.17,2014
300215,0.11,2014
300149,0.11,2014
300120,0.024,2014
200553,0.828,2014
002570,0.07,2014
002469,0.47,2014
002295,-0.2644,2014
002272,0.0253,2014
002255,0.123,2014
002243,-0.0996,2014
002232,0.0188,2014
002068,0.2,2014
000968,-1.9366,2014
000963,1.74,2014
000925,0.04,2014
000905,0.54,2014
000862,0.04,2014
000736,0.25,2014
000718,0.287,2014
000553,0.828,2014
000421,0.4687,2014
000062,0.72,2014
874019,0.57,2014
835667,0.07,2014
834498,2.01,2014
834277,0.02,2014
833242,0.62,2014
832935,0.01,2014
831896,0.02,2014
831378,0.3024,2014
605377,0.7,2014
603268,0.74,2014
600688,-0.066,2014
600583,0.97,2014
600538,-0.13,2014
600050,0.1878,2014
300458,0.92,2014
300422,0.34,2014
300225,0.187,2014
300025,0.42,2014
002644,0.0967,2014
002568,0.32,2014
002316,0.05,2014
002188,-0.13,2014
002148,0.06,2014
000068,-0.1208,2014
920896,0.87,2014
920879,0.32,2014
920832,0.15,2014
920670,0.25,2014
835034,1.14,2014
834653,0.42,2014
833098,0.08,2014
832792,0.23,2014
832641,0.09,2014
832445,0.16,2014
832069,0.01,2014
831532,0.26,2014
831511,0.03,2014
831161,0.43,2014
830860,0.21,2014
830813,0.27,2014
603718,0.48,2014
601318,2.47,2014
600787,0.29,2014
430066,0.91,2014
430053,0.07,2014
400286,0.065,2014
400097,0.512,2014
400093,0.37,2014
301390,0.27,2014
300428,0.96,2014
300403,1.2417,2014
300176,0.1488,2014
300143,-1.99,2014
300080,0.0912,2014
300072,0.61,2014
002707,0.314,2014
002653,0.42,2014
002649,1.03,2014
002374,0.16,2014
002252,0.22,2014
002166,0.1,2014
002141,0.0123,2014
002117,0.46,2014
920627,0.24,2014
920438,0.04,2014
874135,-0.11,2014
836033,0.21,2014
835156,0.13,2014
835120,0.1981,2014
834732,0.47,2014
834500,-1.49,2014
833784,7.28,2014
833713,0.25,2014
833606,0.17,2014
833496,0.49,2014
833349,0.06,2014
832834,3.78,2014
831828,0.17,2014
831184,0.45,2014
830848,0.07,2014
603798,0.89,2014
603026,0.28,2014
601799,1.1378,2014
601137,0.32,2014
600828,0.3404,2014
600577,0.08,2014
600486,1.467,2014
600433,0.11,2014
600273,0.57,2014
600206,0.07,2014
600120,1.22,2014
600096,-2.2881,2014
430553,0.25,2014
400212,0.1659,2014
300421,0.6236,2014
300408,0.84,2014
300383,0.18,2014
300375,0.71,2014
300244,0.47,2014
300172,0.25,2014
300087,0.0165,2014
300073,-0.16,2014
300068,0.18,2014
200512,0.28,2014
002436,0.28,2014
002356,0.17,2014
002330,0.07,2014
002329,0.1234,2014
002284,0.3,2014
002230,0.32,2014
002196,0.07,2014
002180,0.76,2014
002169,0.1654,2014
002091,0.57,2014
002033,0.428,2014
002020,0.397,2014
000973,0.08,2014
000936,0.08,2014
000049,1.1428,2014
837840,1.52,2014
833428,0.57,2014
832127,0.84,2014
603030,0.63,2014
600958,0.55,2014
300474,0.82,2014
000813,0.05,2014
000002,1.43,2014
600986,0.16,2014
600826,1.255,2014
600502,0.46,2014
600382,2.47,2014
600356,0.32,2014
600323,0.49,2014
600118,0.3,2014
600099,0.01,2014
600009,1.09,2014
400231,0.0357,2014
400220,-0.02,2014
300360,0.9,2014
300322,0.24,2014
002555,0.09,2014
002003,0.58,2014
000833,0.22,2014
000679,0.16,2014
000595,0.089,2014
000576,0.02,2014
900901,0.121,2014
833689,0.28,2014
832532,0.14,2014
830851,0.26,2014
830828,0.37,2014
603028,0.27,2014
601360,0.596,2014
600666,0.29,2014
600602,0.121,2014
600593,0.4186,2014
600315,1.36,2014
600298,0.4465,2014
600062,1.0168,2014
430626,0.31,2014
400192,0.03,2014
300457,0.58,2014
300430,0.71,2014
300245,0.27,2014
300111,0.03,2014
002695,0.8,2014
000848,0.59,2014
000815,-2.05,2014
000661,2.42,2014
875006,0.06,2014
835834,-0.0484,2014
835117,0.08,2014
835052,2.46,2014
835020,0.11,2014
835011,0.08,2014
834707,0.38,2014
834465,0.06,2014
834326,0.07,2014
832996,0.41,2014
832964,0.49,2014
832751,0.3,2014
832627,0.28,2014
832412,0.86,2014
832377,0.21,2014
832294,0.52,2014
831946,-0.03,2014
831710,0.42,2014
831367,0.19,2014
603409,0.2,2014
603288,0.78,2014
600864,0.53,2014
600641,0.4968,2014
600163,-0.611,2014
430491,0.91,2014
430427,0.18,2014
430211,0.12,2014
400249,0.1243,2014
400177,-1.21,2014
400138,0.02,2014
301290,1.26,2014
300895,0.46,2014
300414,1.54,2014
300316,0.07,2014
300314,0.19,2014
300238,0.2,2014
300105,0.33,2014
300024,0.5,2014
200026,0.371,2014
002658,0.33,2014
002564,0.09,2014
002541,0.51,2014
002538,0.24,2014
002537,0.2,2014
002485,-0.1456,2014
002448,0.3081,2014
002419,0.67,2014
002354,1.52,2014
002256,0.13,2014
002247,0.38,2014
002235,-0.472,2014
002172,-0.11,2014
002125,-0.1,2014
000999,1.06,2014
000757,0.04,2014
000677,-0.4973,2014
000514,0.145,2014
000423,2.0879,2014
000026,0.371,2014
000001,1.44,2014
833925,1.2202,2014
833693,0.25,2014
832637,-0.06,2014
831326,0.03,2014
430165,0.4,2014
300898,0.24,2014
002557,0.58,2014
002515,0.07,2014
002298,0.0362,2014
002114,0.1,2014
837838,0.72,2014
834802,-0.03,2014
832763,0.05,2014
603939,0.59,2014
603861,0.3732,2014
603085,0.43,2014
600982,0.2613,2014
600927,0.36,2014
600736,0.16,2014
600309,1.12,2014
600233,0.2923,2014
600141,1.04,2014
430724,1.17,2014
400246,0.2332,2014
301192,3.15,2014
300335,0.2,2014
002539,0.14,2014
002530,0.12,2014
002233,0.6798,2014
002090,0.5234,2014
002021,0.005,2014
920718,0.29,2014
837940,-0.29,2014
833767,5.7,2014
832774,0.33,2014
832591,0.16,2014
831319,0.155,2014
600136,0.01,2014
400206,1.16,2014
900903,0.27,2014
601717,0.13,2014
601198,0.52,2014
601099,0.171,2014
600721,-0.9401,2014
600635,0.14,2014
600611,0.27,2014
600571,0.55,2014
600530,0.272,2014
600455,0.096,2014
600408,-0.68,2014
600369,0.24,2014
600284,0.5089,2014
600079,0.39,2014
400261,0.12,2014
300163,0.07,2014
300148,0.33,2014
200992,0.06,2014
002683,0.29,2014
002434,0.38,2014
000812,0.16,2014
000796,0.1918,2014
000598,0.25,2014
837837,1.52,2014
834324,0.79,2014
833528,-0.008,2014
833112,0.38,2014
833029,1.09,2014
831850,0.07,2014
688579,0.7656,2014
603889,0.85,2014
600715,-0.21,2014
400198,0.12,2014
301062,0.59,2014
300283,0.08,2014
000822,0.18,2014
874721,-0.01,2014
832505,0.3,2014
600763,0.34,2014
400119,0.2219,2014
300505,0.58,2014
300485,2.25,2014
300441,0.32,2014
300432,1.5197,2014
300009,0.29,2014
000608,-0.78,2014
835447,0.25,2014
831900,0.01,2014
600967,0.244,2014
600644,-3.0025,2014
430193,-0.41,2014
400131,0.46,2014
300203,0.43,2014
300077,0.04,2014
002468,0.03,2014
001914,0.7384,2014
000430,0.19,2014
832992,0.17,2014
832859,0.62,2014
832021,0.76,2014
603618,0.73,2014
600999,0.72,2014
600988,0.54,2014
600987,0.7,2014
600873,0.16,2014
600731,0.034,2014
600217,0.2728,2014
600159,0.16,2014
400298,0.21,2014
400265,-0.18,2014
400076,0.1,2014
300204,0.58,2014
300122,0.19,2014
002494,0.28,2014
002296,0.2629,2014
002108,0.29,2014
000952,-0.869,2014
000912,-1.9501,2014
000850,0.4,2014
000676,-0.218,2014
000626,1.15,2014
000567,0.041,2014
920110,0.55,2014
873529,0.21,2014
872398,0.93,2014
837710,0.14,2014
834468,0.03,2014
834134,0.0291,2014
833717,0.04,2014
833333,0.004,2014
832944,0.13,2014
832513,0.58,2014
832428,0.19,2014
831203,0.23,2014
830917,0.26,2014
603919,0.59,2014
603678,1.1,2014
600379,0.0861,2014
600187,0.1032,2014
600071,-0.4245,2014
301171,0.2,2014
301148,0.54,2014
300191,0.08,2014
300144,0.27,2014
300014,0.21,2014
002745,1.08,2014
002730,0.45,2014
002727,1.305,2014
002655,0.07,2014
002652,0.11,2014
002575,0.0253,2014
002487,0.09,2014
002285,0.32,2014
002240,0.02,2014
002236,1.01,2014
002109,-0.42,2014
002061,-0.35,2014
001277,0.71,2014
603166,0.28,2014
601788,0.6051,2014
600793,0.0793,2014
600289,0.1718,2014
600226,0.08,2014
600155,-0.36,2014
400180,0.29,2014
400081,0.2,2014
300331,0.04,2014
300259,0.22,2014
300228,0.81,2014
300193,0.11,2014
300162,0.19,2014
300146,0.77,2014
300095,0.1366,2014
002675,0.6016,2014
002662,0.7,2014
002601,0.33,2014
002452,0.172,2014
002258,0.46,2014
002138,0.3,2014
002006,0.03,2014
000915,1.21,2014
000559,0.308,2014
000536,0.3205,2014
000034,0.17,2014
837631,-0.06,2014
832985,0.62,2014
832570,1.44,2014
832390,0.8,2014
832038,2.32,2014
831132,-0.04,2014
600753,0.003,2014
600237,-0.15,2014
600106,0.27,2014
430467,2.1,2014
430335,0.03,2014
400257,0.1261,2014
301092,0.16,2014
300846,0.3688,2014
300233,0.44,2014
300175,0.186,2014
300121,0.1,2014
002772,0.81,2014
002585,0.16,2014
002536,0.42,2014
002261,0.14,2014
000972,0.0146,2014
000563,0.2887,2014
920885,0.8,2014
920078,0.22,2014
837617,1.07,2014
603968,0.65,2014
601020,0.44,2014
600416,0.09,2014
300453,0.82,2014
300278,0.1,2014
300140,0.0348,2014
002972,0.44,2014
002768,1.05,2014
002714,0.17,2014
002667,0.34,2014
002547,0.12,2014
002546,0.61,2014
002286,0.06,2014
837579,0.05,2014
832316,0.11,2014
600771,0.15,2014
300443,2.03,2014
300363,0.32,2014
300132,0.1353,2014
002245,0.1856,2014
837614,0.0994,2014
833962,1.8,2014
833179,0.62,2014
600400,0.12,2014
400239,0.49,2014
300324,0.1501,2014
300271,0.5,2014
300161,0.0662,2014
300118,0.1135,2014
300054,0.31,2014
002691,0.19,2014
002674,0.4938,2014
002414,0.1133,2014
002209,0.0678,2014
002171,0.13,2014
000980,0.08,2014
833954,0.4,2014
831756,-0.07,2014
430558,0.16,2014
600879,0.24,2014
400114,0.01,2014
300376,0.7,2014
300349,0.76,2014
002301,0.08,2014
920008,0.94,2014
831116,0.09,2014
600529,0.48,2014
301213,0.58,2014
300817,0.59,2014
300503,0.53,2014
300502,1.59,2014
300437,0.7391,2014
002262,0.4733,2014
000050,0.7116,2014
835111,0.22,2014
835063,3.34,2014
832703,0.05,2014
831755,0.05,2014
002697,0.13,2014
002174,1.67,2014
837544,0.03,2014
833833,0.3,2014
603027,0.4414,2014
300450,1.28,2014
837566,-0.12,2014
830938,0.4,2014
000711,-0.45,2014
900922,0.3,2014
600689,0.3,2014
600664,0.13,2014
600168,0.46,2014
420254,0.17,2014
400288,0.0219,2014
400254,0.17,2014
400174,0.491,2014
400128,0.0211,2014
300227,0.198,2014
000892,-0.0058,2014
920982,0.69,2014
835205,11.52,2014
832646,0.03,2014
832405,1.35,2014
832263,1.0,2014
831999,0.55,2014
600603,-0.12,2014
600358,-0.38,2014
430690,0.11,2014
430607,0.72,2014
430353,0.13,2014
430338,0.35,2014
400124,-0.02,2014
300835,0.44,2014
300131,0.05,2014
300033,0.11,2014
002676,0.3,2014
002250,0.69,2014
002015,-4.32,2014
000802,0.2129,2014
837577,0.47,2014
832081,-0.01,2014
600785,0.87,2014
600531,0.08,2014
430505,0.19,2014
400142,0.17,2014
300125,0.12,2014
002732,0.65,2014
002643,0.35,2014
002014,0.47,2014
837638,0.0369,2014
832533,0.14,2014
603729,1.57,2014
600749,-0.1769,2014
600714,0.027,2014
600671,0.02,2014
600312,0.66,2014
400248,-0.36,2014
400145,0.466,2014
002402,0.15,2014
000975,0.2492,2014
920946,0.14,2014
835301,0.07,2014
833332,0.13,2014
688122,0.27,2014
600769,0.0,2014
600764,0.016,2014
600562,0.57,2014
600053,0.1743,2014
430670,-0.02,2014
430359,0.31,2014
400230,0.02,2014
002742,0.94,2014
002522,0.07,2014
002349,0.1973,2014
002082,0.45,2014
837527,0.32,2014
830922,0.03,2014
830794,0.6341,2014
430719,0.2,2014
430140,0.31,2014
600829,0.3232,2014
400281,0.06,2014
300298,0.9884,2014
920171,0.1,2014
833105,0.14,2014
831308,1.19,2014
688180,-1.88,2014
600722,-0.4586,2014
600063,0.12,2014
002168,-0.12,2014
430549,0.2511,2014
300351,0.3385,2014
002572,0.74,2014
832459,0.18,2014
300301,0.1877,2014
832236,1.5,2014
600116,0.53,2014
400054,-0.26,2014
300401,0.23,2014
002654,0.23,2014
871654,0.4,2014
400154,-0.1973,2014
400237,-0.491,2014
002192,-0.58,2014
002099,0.14,2014
600816,0.9016,2014
400186,0.0294,2014
000838,0.4119,2014
874136,0.48,2014
873100,-0.42,2014
688056,0.59,2014
300963,0.5,2014
300929,0.14,2014
688506,0.17,2014
688286,-0.28,2014
836867,0.07,2014
874031,0.43,2014
300837,0.63,2014
301130,0.94,2014
874246,0.42,2014
688719,0.54,2014
688590,0.35,2014
688589,0.45,2014
688208,0.3025,2014
688170,0.49,2014
605303,0.45,2014
603093,0.21,2014
301208,1.01,2014
001332,0.86,2014
872123,0.37,2014
835636,0.24,2014
871760,0.11,2014
920806,0.45,2014
874930,0.74,2014
874155,0.31,2014
873895,0.61,2014
873624,0.75,2014
872521,0.23,2014
601121,0.1384,2014
301098,0.53,2014
003041,0.55,2014
003020,0.82,2014
688398,0.37,2014
300806,0.4,2014
873425,0.5325,2014
300867,0.2119,2014
300800,0.59,2014
301665,0.4167,2014
831992,0.09,2014
000415,0.55,2014
000517,0.2828,2014
688187,2.04,2014
603317,0.4036,2014
400225,0.82,2014
300865,0.6398,2014
000006,0.3763,2014
600266,1.11,2014
400018,-0.37,2014
603217,0.377,2014
002360,0.21,2015
600973,0.383,2015
600169,0.0037,2015
300237,0.02,2015
400283,0.1435,2015
400272,0.53,2015
300437,0.2285,2015
603559,0.62,2015
600624,0.099,2015
600287,-0.1008,2015
920016,0.0,2015
600771,0.01,2015
300266,0.22,2015
300201,0.0727,2015
300159,0.02,2015
600748,0.48,2015
002412,0.313,2015
920493,-0.82,2015
400204,0.66,2015
002470,0.61,2015
400132,0.34,2015
600981,0.43,2015
300182,0.2407,2015
000821,0.03,2015
300001,0.16,2015
600712,0.05,2015
000839,0.0897,2015
002247,0.17,2015
002052,-0.06,2015
600965,0.2,2015
002642,0.3503,2015
832567,1.8,2015
400126,-2.0206,2015
000525,0.359,2015
836090,-0.18,2015
300152,0.01,2015
002370,0.2,2015
920566,0.55,2015
400102,-0.48,2015
300094,0.03,2015
300507,1.56,2015
836944,1.34,2015
301418,0.44,2015
001259,0.17,2015
300311,0.17,2015
000995,0.01,2015
400246,-0.2855,2015
600984,0.0173,2015
874472,0.49,2015
000010,0.034,2015
834425,-1.1,2015
920163,4.04,2015
002426,0.1014,2015
002267,0.5253,2015
834729,0.49,2015
833255,0.1,2015
830933,-0.07,2015
831235,0.03,2015
600918,1.05,2015
920368,0.4,2015
002815,0.84,2015
688095,1.25,2015
000892,0.45,2015
400098,0.03,2015
300189,-0.0199,2015
688579,0.5976,2015
002175,0.2315,2015
688556,0.04,2015
605589,0.56,2015
688096,0.76,2015
300337,-0.23,2015
300846,0.5114,2015
688518,0.42,2015
300317,0.4849,2015
300838,0.14,2015
871444,0.04,2015
000800,0.0325,2015
600830,0.26,2015
400129,-0.0824,2015
300859,0.3,2015
400100,-0.0368,2015
605305,0.69,2015
301257,-0.64,2015
871225,12.17,2015
831888,1.06,2015
300614,0.2,2015
003017,0.72,2015
688257,0.45,2015
834793,0.82,2015
300909,-0.05,2015
301073,2.17,2015
920799,0.5,2015
834489,0.78,2015
300054,0.36,2015
920152,0.15,2015
301172,0.53,2015
920792,0.16,2015
835425,1.23,2015
830978,0.04,2015
688181,0.02,2015
430325,0.42,2015
430208,0.4,2015
831402,0.82,2015
920770,0.38,2015
834316,1.16,2015
688981,0.07,2015
001206,1.3,2015
837129,0.5,2015
002170,0.1838,2015
300851,0.77,2015
832694,0.71,2015
600609,0.03,2015
200488,0.5,2015
000488,0.5,2015
688565,0.26,2015
001227,0.43,2015
874774,0.32,2015
001235,0.32,2015
600391,0.1,2015
301007,0.26,2015
002989,0.66,2015
688388,0.16,2015
400216,0.0428,2015
831185,0.18,2015
601609,0.14,2015
871728,0.51,2015
300824,0.1659,2015
688277,-0.1,2015
603681,0.63,2015
603927,0.45,2015
002958,0.37,2015
603956,0.27,2015
832297,0.08,2015
002949,0.49,2015
603390,0.27,2015
601865,0.31,2015
300819,0.98,2015
603863,0.34,2015
002947,0.76,2015
605368,0.54,2015
603950,0.49,2015
002965,0.73,2015
300758,0.49,2015
600928,0.57,2015
002946,0.63,2015
603351,2.09,2015
603053,0.61,2015
300860,0.52,2015
601615,0.3,2015
603700,0.81,2015
601298,0.4,2015
603332,1.97,2015
603739,0.61,2015
601860,0.35,2015
834607,1.26,2015
605333,0.14,2015
605288,7.42,2015
603682,0.25,2015
603489,1.38,2015
601975,0.1249,2015
601778,0.01,2015
601702,0.15,2015
300842,-0.11,2015
300836,0.58,2015
300823,0.18,2015
002983,2.54,2015
002981,0.63,2015
001313,0.35,2015
300801,0.5521,2015
300755,0.15,2015
605358,0.12,2015
605198,0.214,2015
605111,0.28,2015
603439,0.17,2015
300890,0.1428,2015
300840,0.09,2015
300828,0.63,2015
300827,0.67,2015
300817,0.54,2015
603995,0.45,2015
300800,0.66,2015
603185,0.12,2015
300802,0.57,2015
300790,1.05,2015
300756,3.33,2015
002945,0.44,2015
605289,0.3,2015
601696,0.83,2015
301017,0.32,2015
002999,0.31,2015
002975,0.48,2015
300869,0.18,2015
300796,0.38,2015
601077,0.78,2015
833290,0.28,2015
603217,0.153,2015
300928,0.36,2015
002982,1.1,2015
000519,0.352,2015
300806,0.39,2015
300793,0.05,2015
002948,0.58,2015
300883,0.23,2015
300839,0.66,2015
603815,0.11,2015
603256,0.11,2015
300752,0.39,2015
002943,0.19,2015
605128,0.71,2015
603893,0.08,2015
603392,0.33,2015
300898,0.98,2015
300821,-0.04,2015
300820,0.44,2015
002979,0.51,2015
603187,2.03,2015
603530,0.18,2015
300791,1.01,2015
301276,0.38,2015
300830,0.01,2015
300826,1.15,2015
603220,0.2978,2015
601319,0.45,2015
301258,0.8,2015
920138,0.16,2015
688560,0.3,2015
600956,0.05,2015
301186,0.53,2015
002980,0.9,2015
002978,0.23,2015
002942,0.42,2015
603867,0.62,2015
300787,0.25,2015
400243,-0.1838,2015
300858,1.07,2015
300792,0.49,2015
300674,0.21,2015
603948,0.25,2015
300810,0.53,2015
603379,0.56,2015
002984,0.28,2015
600869,0.2123,2015
002941,0.1,2015
874947,0.39,2015
603662,0.94,2015
603317,0.3882,2015
603290,0.11,2015
300816,0.15,2015
002972,0.44,2015
002940,0.95,2015
601187,0.5,2015
603949,0.43,2015
300825,-0.0979,2015
300815,0.65,2015
002959,7.17,2015
300760,0.98,2015
002939,0.84,2015
002971,0.2,2015
002970,0.92,2015
300694,0.09,2015
601162,0.24,2015
300936,1.36,2015
400065,-0.2209,2015
300749,0.22,2015
002937,0.3,2015
301020,-0.06,2015
300765,0.77,2015
002936,0.85,2015
300748,0.34,2015
603810,1.25,2015
002938,0.9,2015
300782,0.165,2015
000793,0.4122,2015
920168,0.46,2015
603327,0.14,2015
603115,0.47,2015
688006,1.14,2015
001205,0.49,2015
603790,0.64,2015
600366,0.662,2015
002935,1.05,2015
603297,0.79,2015
601577,0.98,2015
002933,1.2,2015
603590,1.63,2015
603583,1.18,2015
688180,-0.26,2015
002316,0.06,2015
831101,0.38,2015
834114,0.19,2015
603982,0.55,2015
601698,0.1429,2015
300724,0.17,2015
601068,0.19,2015
000911,0.19,2015
300866,27.55,2015
300779,0.07,2015
300594,0.28,2015
002957,0.75,2015
601606,0.2,2015
874228,0.48,2015
002967,0.41,2015
300899,0.34,2015
200468,-0.08,2015
603236,0.53,2015
002956,1.13,2015
002460,0.17,2015
601869,0.88,2015
600939,0.49,2015
002378,-0.17,2015
603713,0.4038,2015
834440,0.09,2015
600782,0.02,2015
920261,1.29,2015
603529,1.19,2015
002968,0.99,2015
600362,0.18,2015
600143,0.28,2015
002932,0.73,2015
872868,1.75,2015
872861,-0.0722,2015
603706,0.86,2015
603105,0.61,2015
600461,0.35,2015
600399,0.0542,2015
688550,0.45,2015
200550,2.57,2015
003816,0.148,2015
000550,2.57,2015
603693,0.36,2015
830885,0.43,2015
601963,1.17,2015
300767,0.9014,2015
000789,0.4053,2015
603587,1.48,2015
003012,3.87,2015
400093,0.17,2015
834377,0.21,2015
688317,0.24,2015
300747,0.26,2015
832853,0.58,2015
002674,0.0553,2015
872840,0.85,2015
872839,0.33,2015
872833,0.461,2015
000886,-0.238,2015
920436,1.01,2015
601066,1.37,2015
603666,0.3861,2015
601330,0.14,2015
300750,0.7755,2015
300132,0.0282,2015
835322,0.39,2015
872819,-1.24,2015
002953,0.18,2015
874455,-0.16,2015
872823,1.8,2015
605299,0.3925,2015
872813,0.57,2015
831284,0.33,2015
872818,0.36,2015
872817,0.21,2015
872816,0.1612,2015
300269,0.2609,2015
873617,0.63,2015
400217,-0.04,2015
301190,2.96,2015
300763,2.0,2015
003010,0.07,2015
600506,0.042,2015
838410,0.43,2015
603486,1.15,2015
301042,0.4527,2015
300772,0.61,2015
300746,0.31,2015
603045,0.557,2015
300454,0.95,2015
420073,-0.249,2015
400073,-0.249,2015
300745,1.19,2015
874173,0.4,2015
688368,1.8,2015
601990,0.71,2015
600029,0.39,2015
600654,0.23,2015
002190,0.29,2015
920808,0.48,2015
920419,0.08,2015
872810,1.38,2015
872807,0.17,2015
872806,-0.07,2015
872802,0.0003,2015
872801,3.4,2015
836870,0.36,2015
835911,0.1,2015
835637,1.19,2015
834044,0.47,2015
831730,0.36,2015
688800,0.54,2015
601528,0.54,2015
301519,0.1,2015
301263,0.29,2015
300931,0.41,2015
002463,0.0033,2015
000006,0.31,2015
873828,0.39,2015
839977,0.78,2015
838053,0.66,2015
834948,0.79,2015
834845,0.17,2015
834741,0.59,2015
832989,0.62,2015
688678,0.07,2015
688328,0.7,2015
688026,0.32,2015
301231,0.28,2015
300941,0.98,2015
002323,0.392,2015
920012,0.68,2015
872799,0.33,2015
831394,0.5,2015
688010,0.69,2015
430174,0.26,2015
301013,1.04,2015
300267,0.29,2015
002996,0.2,2015
002715,-0.35,2015
920768,0.21,2015
920663,1.0,2015
839582,0.24,2015
832534,0.27,2015
688390,0.21,2015
603013,0.87,2015
002966,0.61,2015
002020,0.58,2015
920344,0.04,2015
920086,0.37,2015
872793,0.08,2015
872792,0.0148,2015
837408,0.06,2015
834849,0.66,2015
603259,0.39,2015
300795,0.67,2015
300789,0.82,2015
000417,0.3364,2015
838381,0.92,2015
838246,0.3,2015
836346,-0.7,2015
836024,1.18,2015
605088,0.06,2015
601728,0.25,2015
920023,0.26,2015
832649,0.23,2015
603182,0.49,2015
430073,0.02,2015
301152,0.69,2015
002163,-0.29,2015
839009,0.21,2015
300235,0.13,2015
872787,-0.08,2015
831707,0.41,2015
