wind_code,i_weight
000016.SZ,0.141
000018.SZ,0.059
000030.SZ,0.092
000034.SZ,0.138
000035.SZ,0.086
000036.SZ,0.127
000038.SZ,0.041
000040.SZ,0.335
000055.SZ,0.098
000058.SZ,0.045
000059.SZ,0.201
000065.SZ,0.081
000070.SZ,0.073
000088.SZ,0.133
000150.SZ,0.158
000151.SZ,0.066
000155.SZ,0.113
000404.SZ,0.062
000407.SZ,0.085
000416.SZ,0.055
000429.SZ,0.125
000498.SZ,0.053
000506.SZ,0.063
000507.SZ,0.157
000514.SZ,0.043
000516.SZ,0.272
000517.SZ,0.054
000520.SZ,0.098
000525.SZ,0.103
000532.SZ,0.055
000533.SZ,0.047
000537.SZ,0.147
000544.SZ,0.08
000545.SZ,0.08
000546.SZ,0.12
000550.SZ,0.072
000554.SZ,0.069
000555.SZ,0.104
000558.SZ,0.064
000560.SZ,0.082
000561.SZ,0.057
000571.SZ,0.088
000576.SZ,0.039
000582.SZ,0.11
000584.SZ,0.125
000591.SZ,0.217
000601.SZ,0.085
000603.SZ,0.081
000607.SZ,0.054
000615.SZ,0.091
000626.SZ,0.039
000631.SZ,0.077
000639.SZ,0.08
000650.SZ,0.19
000657.SZ,0.072
000665.SZ,0.061
000666.SZ,0.087
000672.SZ,0.113
000673.SZ,0.074
000676.SZ,0.139
000683.SZ,0.233
000687.SZ,0.111
000688.SZ,0.118
000697.SZ,0.233
000700.SZ,0.053
000701.SZ,0.059
000710.SZ,0.144
000711.SZ,0.108
000717.SZ,0.27
000722.SZ,0.033
000731.SZ,0.101
000733.SZ,0.127
000735.SZ,0.29
000739.SZ,0.151
000751.SZ,0.109
000767.SZ,0.153
000782.SZ,0.067
000789.SZ,0.141
000791.SZ,0.054
000795.SZ,0.072
000796.SZ,0.062
000797.SZ,0.096
000799.SZ,0.135
000800.SZ,0.17
000801.SZ,0.085
000802.SZ,0.087
000810.SZ,0.091
000811.SZ,0.059
000815.SZ,0.074
000818.SZ,0.174
000819.SZ,0.057
000820.SZ,0.097
000821.SZ,0.071
000822.SZ,0.104
000828.SZ,0.096
000831.SZ,0.205
000836.SZ,0.151
000837.SZ,0.068
000838.SZ,0.059
000851.SZ,0.103
000869.SZ,0.152
000875.SZ,0.151
000881.SZ,0.078
000882.SZ,0.128
000885.SZ,0.062
000889.SZ,0.097
000892.SZ,0.051
000901.SZ,0.13
000902.SZ,0.178
000905.SZ,0.06
000910.SZ,0.117
000915.SZ,0.091
000917.SZ,0.176
000918.SZ,0.131
000920.SZ,0.045
000921.SZ,0.117
000923.SZ,0.067
000925.SZ,0.055
000927.SZ,0.066
000928.SZ,0.1
000933.SZ,0.178
000935.SZ,0.106
000936.SZ,0.072
000951.SZ,0.098
000952.SZ,0.084
000957.SZ,0.074
000958.SZ,0.083
000965.SZ,0.074
000967.SZ,0.097
000968.SZ,0.211
000971.SZ,0.064
000973.SZ,0.087
000976.SZ,0.087
000989.SZ,0.198
000996.SZ,0.097
001872.SZ,0.08
001896.SZ,0.035
001914.SZ,0.072
002016.SZ,0.076
002020.SZ,0.159
002023.SZ,0.21
002025.SZ,0.202
002031.SZ,0.112
002033.SZ,0.074
002035.SZ,0.231
002036.SZ,0.128
002042.SZ,0.193
002043.SZ,0.107
002047.SZ,0.139
002053.SZ,0.049
002055.SZ,0.088
002059.SZ,0.065
002060.SZ,0.076
002061.SZ,0.116
002067.SZ,0.126
002071.SZ,0.05
002079.SZ,0.077
002080.SZ,0.095
002086.SZ,0.093
002089.SZ,0.108
002091.SZ,0.136
002094.SZ,0.098
002095.SZ,0.143
002097.SZ,0.13
002099.SZ,0.145
002101.SZ,0.052
002102.SZ,0.158
002104.SZ,0.111
002108.SZ,0.142
002113.SZ,0.136
002114.SZ,0.049
002115.SZ,0.095
002117.SZ,0.115
002121.SZ,0.074
002124.SZ,0.08
002126.SZ,0.127
002130.SZ,0.16
002135.SZ,0.068
002137.SZ,0.053
002138.SZ,0.307
002139.SZ,0.1
002141.SZ,0.07
002145.SZ,0.144
002148.SZ,0.085
002151.SZ,0.194
002156.SZ,0.144
002157.SZ,0.134
002158.SZ,0.057
002166.SZ,0.074
002167.SZ,0.097
002171.SZ,0.119
002175.SZ,0.063
002177.SZ,0.063
002178.SZ,0.055
002182.SZ,0.082
002185.SZ,0.266
002192.SZ,0.098
002196.SZ,0.062
002197.SZ,0.089
002203.SZ,0.133
002204.SZ,0.075
002206.SZ,0.098
002210.SZ,0.132
002215.SZ,0.134
002218.SZ,0.065
002222.SZ,0.122
002224.SZ,0.08
002226.SZ,0.083
002229.SZ,0.068
002231.SZ,0.043
002232.SZ,0.049
002234.SZ,0.076
002235.SZ,0.075
002237.SZ,0.148
002239.SZ,0.094
002240.SZ,0.138
002245.SZ,0.097
002246.SZ,0.054
002247.SZ,0.064
002253.SZ,0.079
002255.SZ,0.076
002256.SZ,0.106
002258.SZ,0.154
002262.SZ,0.261
002267.SZ,0.097
002274.SZ,0.055
002279.SZ,0.101
002283.SZ,0.09
002284.SZ,0.071
002287.SZ,0.037
002288.SZ,0.067
002292.SZ,0.107
002293.SZ,0.102
002298.SZ,0.072
002301.SZ,0.114
002303.SZ,0.132
002305.SZ,0.07
002307.SZ,0.109
002313.SZ,0.161
002314.SZ,0.106
002318.SZ,0.113
002320.SZ,0.083
002321.SZ,0.066
