wind_code,i_weight
000011.SZ,0.036
000016.SZ,0.079
000019.SZ,0.04
000025.SZ,0.044
000028.SZ,0.083
000030.SZ,0.054
000032.SZ,0.174
000034.SZ,0.181
000035.SZ,0.139
000036.SZ,0.07
000048.SZ,0.067
000049.SZ,0.118
000058.SZ,0.03
000059.SZ,0.112
000061.SZ,0.057
000065.SZ,0.073
000088.SZ,0.069
000090.SZ,0.111
000403.SZ,0.147
000422.SZ,0.214
000423.SZ,0.321
000426.SZ,0.117
000488.SZ,0.095
000498.SZ,0.074
000503.SZ,0.11
000507.SZ,0.055
000517.SZ,0.046
000528.SZ,0.097
000539.SZ,0.085
000543.SZ,0.077
000546.SZ,0.096
000550.SZ,0.047
000555.SZ,0.09
000557.SZ,0.066
000560.SZ,0.08
000566.SZ,0.053
000567.SZ,0.076
000582.SZ,0.1
000597.SZ,0.053
000600.SZ,0.058
000601.SZ,0.048
000603.SZ,0.083
000612.SZ,0.072
000615.SZ,0.067
000627.SZ,0.101
000650.SZ,0.109
000652.SZ,0.067
000657.SZ,0.12
000672.SZ,0.098
000676.SZ,0.079
000681.SZ,0.125
000682.SZ,0.109
000685.SZ,0.095
000688.SZ,0.084
000690.SZ,0.192
000710.SZ,0.047
000712.SZ,0.095
000718.SZ,0.074
000727.SZ,0.087
000735.SZ,0.108
000737.SZ,0.051
000758.SZ,0.115
000761.SZ,0.039
000762.SZ,0.249
000767.SZ,0.091
000789.SZ,0.065
000791.SZ,0.051
000795.SZ,0.074
000801.SZ,0.066
000810.SZ,0.132
000811.SZ,0.084
000813.SZ,0.049
000818.SZ,0.253
000823.SZ,0.059
000828.SZ,0.061
000829.SZ,0.119
000848.SZ,0.086
000851.SZ,0.105
000860.SZ,0.257
000875.SZ,0.167
000881.SZ,0.059
000885.SZ,0.041
000893.SZ,0.194
000901.SZ,0.089
000902.SZ,0.118
000903.SZ,0.055
000910.SZ,0.048
000913.SZ,0.108
000915.SZ,0.116
000917.SZ,0.114
000921.SZ,0.127
000923.SZ,0.102
000927.SZ,0.079
000928.SZ,0.067
000933.SZ,0.432
000935.SZ,0.079
000950.SZ,0.057
000951.SZ,0.146
000958.SZ,0.046
000966.SZ,0.08
000968.SZ,0.064
000969.SZ,0.092
000976.SZ,0.08
000982.SZ,0.114
000989.SZ,0.079
001213.SZ,0.058
001258.SZ,0.046
001270.SZ,0.071
001308.SZ,0.031
001323.SZ,0.03
001696.SZ,0.072
002003.SZ,0.099
002004.SZ,0.129
002006.SZ,0.131
002011.SZ,0.134
002015.SZ,0.132
002017.SZ,0.058
002020.SZ,0.121
002023.SZ,0.08
002034.SZ,0.059
002036.SZ,0.206
002038.SZ,0.095
002041.SZ,0.103
002042.SZ,0.049
002043.SZ,0.094
002044.SZ,0.264
002051.SZ,0.063
002055.SZ,0.068
002061.SZ,0.098
002063.SZ,0.154
002079.SZ,0.141
002085.SZ,0.149
002088.SZ,0.074
002091.SZ,0.123
002097.SZ,0.062
002099.SZ,0.124
002100.SZ,0.126
002106.SZ,0.074
002108.SZ,0.069
002123.SZ,0.128
002126.SZ,0.176
002130.SZ,0.114
002135.SZ,0.07
002139.SZ,0.193
002145.SZ,0.193
002151.SZ,0.177
002158.SZ,0.083
002163.SZ,0.101
002171.SZ,0.112
002174.SZ,0.122
002176.SZ,0.448
002182.SZ,0.17
002190.SZ,0.065
002194.SZ,0.076
002201.SZ,0.074
002204.SZ,0.064
002206.SZ,0.08
002214.SZ,0.11
002215.SZ,0.077
002216.SZ,0.112
002217.SZ,0.093
002218.SZ,0.088
002222.SZ,0.088
002226.SZ,0.065
002232.SZ,0.046
002233.SZ,0.098
002234.SZ,0.09
002237.SZ,0.095
002239.SZ,0.098
002240.SZ,0.356
002243.SZ,0.063
002245.SZ,0.198
002251.SZ,0.047
002254.SZ,0.168
002258.SZ,0.132
002261.SZ,0.158
002262.SZ,0.241
002267.SZ,0.048
002274.SZ,0.074
002276.SZ,0.114
002283.SZ,0.073
002285.SZ,0.057
002287.SZ,0.025
002291.SZ,0.131
002292.SZ,0.068
002293.SZ,0.078
002302.SZ,0.06
002307.SZ,0.06
002310.SZ,0.066
002312.SZ,0.252
002314.SZ,0.058
002317.SZ,0.222
002318.SZ,0.177
002320.SZ,0.059
002324.SZ,0.146
002332.SZ,0.153
002335.SZ,0.211
002344.SZ,0.044
002349.SZ,0.088
002351.SZ,0.079
002367.SZ,0.056
002378.SZ,0.049
002389.SZ,0.245
002390.SZ,0.105
002400.SZ,0.102
002402.SZ,0.22
002405.SZ,0.456
002413.SZ,0.107
002421.SZ,0.088
002425.SZ,0.064
002428.SZ,0.091
002432.SZ,0.278
002435.SZ,0.052
002436.SZ,0.228
002437.SZ,0.059
002440.SZ,0.08
002446.SZ,0.134
002449.SZ,0.066
002453.SZ,0.08
002456.SZ,0.172
002461.SZ,0.058
002463.SZ,0.319
002467.SZ,0.119
002472.SZ,0.27
002481.SZ,0.068
002484.SZ,0.196
002487.SZ,0.184
002488.SZ,0.088
002489.SZ,0.061
002498.SZ,0.084
002516.SZ,0.056
002517.SZ,0.215
002518.SZ,0.172
002534.SZ,0.053
002537.SZ,0.098
002539.SZ,0.113
002541.SZ,0.215
002544.SZ,0.167
002545.SZ,0.084
002549.SZ,0.073
002550.SZ,0.086
002556.SZ,0.086
002558.SZ,0.209
002567.SZ,0.111
002573.SZ,0.062
002581.SZ,0.074
002585.SZ,0.14
002589.SZ,0.076
002597.SZ,0.16
002605.SZ,0.051
002610.SZ,0.187
002611.SZ,0.059
002612.SZ,0.094
002614.SZ,0.057
002617.SZ,0.151
002626.SZ,0.107
002635.SZ,0.071
002636.SZ,0.037
002639.SZ,0.081
002641.SZ,0.038
002643.SZ,0.144
002645.SZ,0.074
002646.SZ,0.07
002649.SZ,0.127
002651.SZ,0.035
002662.SZ,0.051
002664.SZ,0.044
002675.SZ,0.178
002677.SZ,0.051
002695.SZ,0.04
002697.SZ,0.069
002698.SZ,0.124
002706.SZ,0.141
002724.SZ,0.038
002726.SZ,0.101
002727.SZ,0.153
002733.SZ,0.065
002737.SZ,0.106
002741.SZ,0.087
002746.SZ,0.07
002747.SZ,0.19
002759.SZ,0.081
002761.SZ,0.137
002768.SZ,0.06
002773.SZ,0.096
002777.SZ,0.08
002782.SZ,0.055
002803.SZ,0.058
002807.SZ,0.136
002810.SZ,0.079
002815.SZ,0.059
002832.SZ,0.152
002833.SZ,0.067
002837.SZ,0.126
002838.SZ,0.048
002839.SZ,0.123
002847.SZ,0.095
002851.SZ,0.175
002859.SZ,0.096
002865.SZ,0.197
002891.SZ,0.054
002895.SZ,0.117
002906.SZ,0.101
002911.SZ,0.024
002913.SZ,0.039
002918.SZ,0.048
002928.SZ,0.095
002929.SZ,0.064
002930.SZ,0.073
002941.SZ,0.052
002946.SZ,0.043
002950.SZ,0.062
002959.SZ,0.05
002960.SZ,0.13
002961.SZ,0.032
002967.SZ,0.087
002975.SZ,0.025
002978.SZ,0.046
002979.SZ,0.069
002984.SZ,0.155
002987.SZ,0.069
002990.SZ,0.039
002991.SZ,0.049
002993.SZ,0.044
003006.SZ,0.049
003009.SZ,0.034
003012.SZ,0.064
003021.SZ,0.049
003031.SZ,0.095
003032.SZ,0.043
003039.SZ,0.033
003040.SZ,0.057
300007.SZ,0.076
300027.SZ,0.07
300031.SZ,0.075
300034.SZ,0.19
300035.SZ,0.203
300036.SZ,0.147
300039.SZ,0.096
300054.SZ,0.245
300055.SZ,0.086
300065.SZ,0.142
300068.SZ,0.328
300075.SZ,0.131
300077.SZ,0.14
300079.SZ,0.124
300080.SZ,0.056
300083.SZ,0.169
300085.SZ,0.057
300087.SZ,0.116
300091.SZ,0.049
300101.SZ,0.197
300102.SZ,0.08
300109.SZ,0.099
300118.SZ,0.315
300119.SZ,0.092
300123.SZ,0.07
300127.SZ,0.032
300130.SZ,0.07
300131.SZ,0.089
300133.SZ,0.105
300134.SZ,0.056
300143.SZ,0.064
300149.SZ,0.062
300151.SZ,0.094
300158.SZ,0.095
300166.SZ,0.132
300170.SZ,0.141
300171.SZ,0.125
300177.SZ,0.064
300180.SZ,0.085
300183.SZ,0.057
300184.SZ,0.068
300185.SZ,0.119
300188.SZ,0.117
300191.SZ,0.054
300203.SZ,0.159
300204.SZ,0.043
300205.SZ,0.056
300206.SZ,0.054
300208.SZ,0.07
300215.SZ,0.032
300219.SZ,0.039
300222.SZ,0.071
300224.SZ,0.098
300226.SZ,0.1
300229.SZ,0.178
300232.SZ,0.083
300233.SZ,0.11
300236.SZ,0.108
300255.SZ,0.04
300263.SZ,0.078
300266.SZ,0.06
300267.SZ,0.066
300271.SZ,0.092
