wind_code,i_weight
000021.SZ,0.239
000027.SZ,0.176
000031.SZ,0.051
000032.SZ,0.115
000039.SZ,0.287
000050.SZ,0.151
000060.SZ,0.187
000066.SZ,0.285
000155.SZ,0.148
000156.SZ,0.098
000400.SZ,0.414
000401.SZ,0.073
000423.SZ,0.476
000513.SZ,0.231
000519.SZ,0.207
000537.SZ,0.1
000539.SZ,0.076
000559.SZ,0.099
000563.SZ,0.142
000591.SZ,0.217
000598.SZ,0.189
000623.SZ,0.216
000629.SZ,0.196
000630.SZ,0.467
000636.SZ,0.204
000683.SZ,0.304
000703.SZ,0.263
000709.SZ,0.135
000723.SZ,0.208
000728.SZ,0.267
000729.SZ,0.21
000738.SZ,0.267
000739.SZ,0.134
000750.SZ,0.188
000778.SZ,0.14
000783.SZ,0.27
000785.SZ,0.103
000818.SZ,0.202
000825.SZ,0.13
000830.SZ,0.225
000831.SZ,0.272
000878.SZ,0.295
000883.SZ,0.198
000887.SZ,0.163
000893.SZ,0.177
000898.SZ,0.085
000921.SZ,0.252
000932.SZ,0.309
000933.SZ,0.537
000937.SZ,0.12
000958.SZ,0.1
000959.SZ,0.071
000960.SZ,0.258
000967.SZ,0.091
000987.SZ,0.126
000988.SZ,0.507
000997.SZ,0.194
000998.SZ,0.175
001203.SZ,0.073
001227.SZ,0.114
001286.SZ,0.146
001872.SZ,0.075
002008.SZ,0.295
002019.SZ,0.153
002025.SZ,0.214
002028.SZ,0.695
002044.SZ,0.199
002056.SZ,0.171
002064.SZ,0.24
002065.SZ,0.171
002078.SZ,0.394
002080.SZ,0.146
002120.SZ,0.189
002128.SZ,0.399
002138.SZ,0.373
002152.SZ,0.219
002153.SZ,0.079
002155.SZ,0.257
002156.SZ,0.4
002185.SZ,0.352
002195.SZ,0.24
002202.SZ,0.313
002203.SZ,0.161
002223.SZ,0.381
002240.SZ,0.146
002244.SZ,0.152
002261.SZ,0.187
002262.SZ,0.242
002266.SZ,0.123
002268.SZ,0.142
002273.SZ,0.398
002281.SZ,0.3
002294.SZ,0.25
002299.SZ,0.172
002340.SZ,0.551
002353.SZ,0.363
002368.SZ,0.166
002372.SZ,0.165
002373.SZ,0.145
002384.SZ,0.477
002385.SZ,0.213
002407.SZ,0.246
002408.SZ,0.134
002409.SZ,0.303
002414.SZ,0.17
002423.SZ,0.116
002429.SZ,0.183
002430.SZ,0.184
002432.SZ,0.268
002436.SZ,0.294
002439.SZ,0.213
002444.SZ,0.3
002465.SZ,0.303
002472.SZ,0.251
002487.SZ,0.148
002497.SZ,0.173
002500.SZ,0.171
002506.SZ,0.153
002507.SZ,0.167
002508.SZ,0.177
002517.SZ,0.346
002518.SZ,0.07
002531.SZ,0.135
002532.SZ,0.381
002557.SZ,0.145
002558.SZ,0.22
002563.SZ,0.079
002568.SZ,0.149
002572.SZ,0.149
002595.SZ,0.257
002607.SZ,0.111
002608.SZ,0.099
002624.SZ,0.174
002625.SZ,0.441
002653.SZ,0.173
002670.SZ,0.11
002673.SZ,0.28
002683.SZ,0.155
002690.SZ,0.098
002738.SZ,0.33
002739.SZ,0.311
002756.SZ,0.228
002791.SZ,0.056
002797.SZ,0.288
002831.SZ,0.161
002850.SZ,0.243
002865.SZ,0.103
002867.SZ,0.096
002926.SZ,0.175
002936.SZ,0.144
002939.SZ,0.182
002945.SZ,0.045
002958.SZ,0.201
002966.SZ,0.371
002984.SZ,0.25
003022.SZ,0.093
003031.SZ,0.105
003035.SZ,0.084
300001.SZ,0.251
300002.SZ,0.268
300003.SZ,0.329
300009.SZ,0.169
300012.SZ,0.285
300017.SZ,0.325
300024.SZ,0.204
300037.SZ,0.254
300054.SZ,0.287
300058.SZ,0.228
300070.SZ,0.154
300073.SZ,0.234
300088.SZ,0.194
300118.SZ,0.186
300136.SZ,0.319
300144.SZ,0.213
300146.SZ,0.233
300207.SZ,0.381
300212.SZ,0.123
300251.SZ,0.208
300253.SZ,0.172
300285.SZ,0.24
300296.SZ,0.153
300357.SZ,0.107
300373.SZ,0.214
300383.SZ,0.205
300390.SZ,0.17
300394.SZ,0.495
300395.SZ,0.269
300438.SZ,0.109
300474.SZ,0.293
300487.SZ,0.178
300502.SZ,1.263
300529.SZ,0.222
300558.SZ,0.138
300567.SZ,0.185
300568.SZ,0.186
300595.SZ,0.142
300601.SZ,0.176
300604.SZ,0.172
300676.SZ,0.147
300677.SZ,0.205
300682.SZ,0.093
300699.SZ,0.244
300724.SZ,0.254
300748.SZ,0.15
300763.SZ,0.169
300765.SZ,0.179
300776.SZ,0.106
300803.SZ,0.15
300861.SZ,0.063
300866.SZ,0.254
300888.SZ,0.1
301029.SZ,0.057
301165.SZ,0.034
301236.SZ,0.339
301267.SZ,0.088
301358.SZ,0.241
302132.SZ,0.225
600004.SH,0.189
600008.SH,0.199
600021.SH,0.235
600022.SH,0.11
600032.SH,0.089
600038.SH,0.253
600056.SH,0.128
600060.SH,0.327
600062.SH,0.137
600066.SH,0.578
600079.SH,0.331
600095.SH,0.086
600096.SH,0.42
600098.SH,0.113
600109.SH,0.331
600118.SH,0.222
600126.SH,0.094
600129.SH,0.19
600131.SH,0.171
600141.SH,0.248
600143.SH,0.208
600153.SH,0.226
600155.SH,0.225
600157.SH,0.442
600166.SH,0.182
600170.SH,0.193
600177.SH,0.333
600208.SH,0.113
