wind_code,i_weight
000002.SZ,1.06
000060.SZ,0.113
000063.SZ,0.325
000069.SZ,0.207
000100.SZ,0.304
000157.SZ,0.175
000166.SZ,0.281
000333.SZ,2.052
000338.SZ,0.386
000402.SZ,0.084
000413.SZ,0.218
000415.SZ,0.074
000423.SZ,0.224
000425.SZ,0.167
000503.SZ,0.188
000538.SZ,0.485
000540.SZ,0.192
000559.SZ,0.087
000568.SZ,0.376
000623.SZ,0.151
000625.SZ,0.147
000627.SZ,0.093
000630.SZ,0.13
000651.SZ,1.987
000671.SZ,0.093
000709.SZ,0.116
000723.SZ,0.056
000725.SZ,0.833
000728.SZ,0.133
000768.SZ,0.216
000776.SZ,0.37
000783.SZ,0.194
000786.SZ,0.162
000792.SZ,0.116
000826.SZ,0.116
000839.SZ,0.126
000858.SZ,1.309
000876.SZ,0.128
000895.SZ,0.233
000898.SZ,0.115
000938.SZ,0.092
000959.SZ,0.065
000961.SZ,0.105
000963.SZ,0.315
000983.SZ,0.101
001965.SZ,0.043
001979.SZ,0.421
002007.SZ,0.175
002008.SZ,0.384
002024.SZ,0.46
002027.SZ,0.727
002044.SZ,0.229
002050.SZ,0.117
002065.SZ,0.16
002074.SZ,0.087
002081.SZ,0.159
002085.SZ,0.112
002142.SZ,0.413
002146.SZ,0.133
002153.SZ,0.098
002202.SZ,0.265
002230.SZ,0.428
002236.SZ,0.305
002241.SZ,0.175
002252.SZ,0.272
002294.SZ,0.132
002304.SZ,0.723
002310.SZ,0.188
002352.SZ,0.107
002385.SZ,0.082
002411.SZ,0.081
002415.SZ,1.193
002450.SZ,0.338
002456.SZ,0.296
002460.SZ,0.269
002466.SZ,0.297
002468.SZ,0.05
002470.SZ,0.103
002475.SZ,0.417
002493.SZ,0.137
002500.SZ,0.106
002508.SZ,0.128
002555.SZ,0.09
002558.SZ,0.119
002572.SZ,0.182
002594.SZ,0.358
002601.SZ,0.079
002602.SZ,0.089
002608.SZ,0.038
002624.SZ,0.104
002625.SZ,0.042
002673.SZ,0.122
002714.SZ,0.156
002736.SZ,0.208
002739.SZ,0.228
002797.SZ,0.12
002925.SZ,0.045
300003.SZ,0.345
300015.SZ,0.298
300017.SZ,0.138
300024.SZ,0.174
300027.SZ,0.093
300033.SZ,0.078
300059.SZ,0.454
300070.SZ,0.234
300072.SZ,0.21
300122.SZ,0.17
300124.SZ,0.249
300136.SZ,0.252
300144.SZ,0.175
300251.SZ,0.081
300408.SZ,0.236
300433.SZ,0.093
600000.SH,1.116
600008.SH,0.096
600009.SH,0.543
600010.SH,0.213
600011.SH,0.297
600015.SH,0.456
600016.SH,1.612
600018.SH,0.171
600019.SH,0.723
600023.SH,0.192
600025.SH,0.052
600028.SH,0.664
600029.SH,0.233
600030.SH,1.24
600031.SH,0.4
600036.SH,2.737
600038.SH,0.108
600048.SH,0.807
600050.SH,0.453
600061.SH,0.075
600066.SH,0.209
600068.SH,0.202
600085.SH,0.173
600089.SH,0.24
600100.SH,0.159
600104.SH,1.044
600109.SH,0.14
600111.SH,0.226
600115.SH,0.215
600118.SH,0.107
600153.SH,0.116
600157.SH,0.097
600170.SH,0.134
600176.SH,0.217
600177.SH,0.17
600188.SH,0.1
600196.SH,0.348
600208.SH,0.148
600219.SH,0.148
600221.SH,0.262
600233.SH,0.042
600271.SH,0.284
600276.SH,1.422
600297.SH,0.143
600309.SH,0.781
600332.SH,0.192
600339.SH,0.069
600340.SH,0.29
600346.SH,0.118
600352.SH,0.284
600362.SH,0.15
600369.SH,0.102
600372.SH,0.071
600373.SH,0.064
600376.SH,0.087
600383.SH,0.193
600390.SH,0.039
600398.SH,0.195
600406.SH,0.272
600415.SH,0.111
600436.SH,0.325
600438.SH,0.128
600482.SH,0.147
600487.SH,0.281
600489.SH,0.113
600498.SH,0.149
600516.SH,0.254
600518.SH,0.595
600519.SH,3.411
600522.SH,0.208
600535.SH,0.211
600547.SH,0.17
600549.SH,0.12
600570.SH,0.236
600583.SH,0.11
600585.SH,0.72
600588.SH,0.229
600606.SH,0.22
600637.SH,0.175
600660.SH,0.33
600663.SH,0.108
600674.SH,0.182
600682.SH,0.073
600688.SH,0.074
600690.SH,0.589
600703.SH,0.433
600704.SH,0.087
600705.SH,0.206
600739.SH,0.168
600741.SH,0.344
600795.SH,0.306
600804.SH,0.154
600809.SH,0.148
600816.SH,0.154
600820.SH,0.112
600837.SH,0.716
600867.SH,0.293
600886.SH,0.297
600887.SH,1.502
600893.SH,0.2
600900.SH,1.039
600909.SH,0.096
600919.SH,0.416
600926.SH,0.156
600958.SH,0.305
600959.SH,0.072
600977.SH,0.106
600999.SH,0.288
601006.SH,0.497
601009.SH,0.429
601012.SH,0.286
601018.SH,0.159
601021.SH,0.087
601088.SH,0.34
601099.SH,0.154
601108.SH,0.041
601111.SH,0.216
601117.SH,0.13
601155.SH,0.243
601166.SH,1.8
601169.SH,0.823
601186.SH,0.44
601198.SH,0.161
601211.SH,0.527
601212.SH,0.032
601216.SH,0.105
601225.SH,0.284
601228.SH,0.091
601229.SH,0.577
601238.SH,0.064
601288.SH,1.303
