wind_code,i_weight
600010.SH,1.13
600015.SH,1.37
600016.SH,6.28
600018.SH,0.46
600028.SH,0.98
600030.SH,6.17
600036.SH,6.14
600048.SH,1.77
600050.SH,1.11
600089.SH,0.89
600104.SH,1.96
600109.SH,1.21
600111.SH,0.94
600150.SH,0.74
600196.SH,0.68
600256.SH,0.73
600332.SH,0.44
600372.SH,0.39
600406.SH,0.72
600518.SH,1.14
600519.SH,2.14
600585.SH,1.09
600637.SH,0.8
600690.SH,0.94
600703.SH,0.61
600832.SH,0.62
600837.SH,4.52
600887.SH,2.26
600999.SH,1.77
601006.SH,1.57
601088.SH,0.95
601118.SH,0.28
601166.SH,5.01
601169.SH,1.65
601288.SH,2.32
601299.SH,1.78
601318.SH,9.66
601328.SH,2.4
601398.SH,2.15
601601.SH,2.55
601628.SH,1.47
601668.SH,2.75
601688.SH,2.01
601766.SH,1.91
601818.SH,2.25
601857.SH,1.36
601901.SH,1.39
601989.SH,1.76
601998.SH,0.56
