wind_code,i_weight
000012.SZ,0.133
000021.SZ,0.245
000027.SZ,0.18
000031.SZ,0.069
000039.SZ,0.19
000050.SZ,0.178
000060.SZ,0.195
000062.SZ,0.057
000089.SZ,0.11
000155.SZ,0.159
000156.SZ,0.129
000400.SZ,0.234
000401.SZ,0.128
000402.SZ,0.089
000415.SZ,0.08
000513.SZ,0.197
000519.SZ,0.223
000537.SZ,0.096
000540.SZ,0.048
000547.SZ,0.191
000553.SZ,0.055
000559.SZ,0.099
000563.SZ,0.098
000581.SZ,0.123
000591.SZ,0.24
000598.SZ,0.138
000623.SZ,0.233
000629.SZ,0.266
000630.SZ,0.357
000636.SZ,0.188
000656.SZ,0.087
000683.SZ,0.274
000703.SZ,0.248
000709.SZ,0.141
000728.SZ,0.27
000729.SZ,0.271
000738.SZ,0.231
000739.SZ,0.179
000750.SZ,0.196
000778.SZ,0.16
000783.SZ,0.323
000785.SZ,0.12
000807.SZ,0.435
000825.SZ,0.135
000830.SZ,0.203
000831.SZ,0.293
000869.SZ,0.062
000878.SZ,0.223
000883.SZ,0.124
000887.SZ,0.136
000898.SZ,0.104
000930.SZ,0.13
000932.SZ,0.322
000937.SZ,0.115
000959.SZ,0.085
000960.SZ,0.227
000961.SZ,0.05
000967.SZ,0.099
000970.SZ,0.17
000975.SZ,0.315
000987.SZ,0.153
000988.SZ,0.493
000990.SZ,0.074
000997.SZ,0.194
000998.SZ,0.236
000999.SZ,0.343
001203.SZ,0.079
001227.SZ,0.028
001872.SZ,0.068
001914.SZ,0.097
002002.SZ,0.094
002010.SZ,0.114
002019.SZ,0.163
002025.SZ,0.26
002028.SZ,0.414
002030.SZ,0.225
002048.SZ,0.094
002056.SZ,0.227
002065.SZ,0.257
002078.SZ,0.27
002080.SZ,0.208
002081.SZ,0.127
002092.SZ,0.2
002110.SZ,0.085
002124.SZ,0.114
002127.SZ,0.127
002128.SZ,0.178
002131.SZ,0.224
002138.SZ,0.261
002146.SZ,0.051
002152.SZ,0.216
002153.SZ,0.177
002155.SZ,0.186
002156.SZ,0.239
002183.SZ,0.147
002185.SZ,0.338
002191.SZ,0.111
002192.SZ,0.215
002195.SZ,0.259
002203.SZ,0.211
002212.SZ,0.207
002221.SZ,0.123
002223.SZ,0.279
002242.SZ,0.073
002244.SZ,0.169
002249.SZ,0.129
002250.SZ,0.131
002266.SZ,0.121
002268.SZ,0.283
002273.SZ,0.238
002281.SZ,0.138
002294.SZ,0.295
002299.SZ,0.235
002326.SZ,0.154
002340.SZ,0.531
002353.SZ,0.205
002368.SZ,0.257
002372.SZ,0.207
002373.SZ,0.237
002384.SZ,0.497
002385.SZ,0.345
002396.SZ,0.146
002399.SZ,0.071
002407.SZ,0.32
002408.SZ,0.179
002409.SZ,0.284
002416.SZ,0.095
002422.SZ,0.53
002423.SZ,0.101
002429.SZ,0.16
002430.SZ,0.233
002434.SZ,0.098
002439.SZ,0.305
002444.SZ,0.201
002465.SZ,0.267
002468.SZ,0.121
002497.SZ,0.318
002500.SZ,0.186
002505.SZ,0.112
002506.SZ,0.184
002507.SZ,0.236
002508.SZ,0.182
002511.SZ,0.136
002531.SZ,0.183
002532.SZ,0.248
002557.SZ,0.194
002563.SZ,0.08
002568.SZ,0.317
002572.SZ,0.178
002595.SZ,0.18
002603.SZ,0.387
002624.SZ,0.438
002625.SZ,0.39
002653.SZ,0.083
002670.SZ,0.14
002673.SZ,0.264
002683.SZ,0.23
002690.SZ,0.141
002701.SZ,0.127
002705.SZ,0.079
002738.SZ,0.398
002739.SZ,0.229
002745.SZ,0.116
002797.SZ,0.293
002831.SZ,0.139
002850.SZ,0.282
002867.SZ,0.109
002901.SZ,0.034
002925.SZ,0.082
002926.SZ,0.205
002936.SZ,0.176
002939.SZ,0.155
002945.SZ,0.055
002948.SZ,0.086
002958.SZ,0.166
002966.SZ,0.406
002985.SZ,0.128
003035.SZ,0.114
300001.SZ,0.198
300003.SZ,0.463
300009.SZ,0.19
300012.SZ,0.476
300017.SZ,0.323
300024.SZ,0.203
300026.SZ,0.178
300037.SZ,0.373
300058.SZ,0.479
300070.SZ,0.204
300072.SZ,0.088
300073.SZ,0.319
300088.SZ,0.222
300115.SZ,0.141
300136.SZ,0.273
300144.SZ,0.337
300146.SZ,0.358
300168.SZ,0.277
300182.SZ,0.211
300212.SZ,0.2
300244.SZ,0.2
300251.SZ,0.176
300253.SZ,0.285
300257.SZ,0.097
300285.SZ,0.348
300296.SZ,0.188
300308.SZ,0.742
300357.SZ,0.25
300363.SZ,0.192
300373.SZ,0.177
300376.SZ,0.15
300383.SZ,0.26
300390.SZ,0.275
300418.SZ,0.907
300463.SZ,0.104
300474.SZ,0.297
300482.SZ,0.118
300558.SZ,0.25
300568.SZ,0.26
300604.SZ,0.257
300618.SZ,0.106
300630.SZ,0.081
300676.SZ,0.227
300677.SZ,0.149
300682.SZ,0.187
300699.SZ,0.239
300724.SZ,0.421
300741.SZ,0.043
300776.SZ,0.122
300832.SZ,0.245
300850.SZ,0.119
300861.SZ,0.129
300866.SZ,0.219
300869.SZ,0.061
300888.SZ,0.114
301029.SZ,0.077
600006.SH,0.068
600008.SH,0.194
600021.SH,0.173
600022.SH,0.124
600026.SH,0.268
600027.SH,0.303
600032.SH,0.035
600038.SH,0.184
600056.SH,0.157
600060.SH,0.257
600062.SH,0.128
600064.SH,0.121
600066.SH,0.264
600079.SH,0.454
600095.SH,0.106
600096.SH,0.362
600109.SH,0.309
600118.SH,0.23
600126.SH,0.12
600131.SH,0.132
600141.SH,0.283
600143.SH,0.244
600153.SH,0.268
600155.SH,0.114
600157.SH,0.497
600160.SH,0.301
600161.SH,0.325
600166.SH,0.231
600167.SH,0.083
600170.SH,0.224
600171.SH,0.158
600177.SH,0.28
600195.SH,0.098
600201.SH,0.177
600208.SH,0.175
600216.SH,0.119
600258.SH,0.214
600259.SH,0.113
600271.SH,0.238
600282.SH,0.166
600297.SH,0.126
600298.SH,0.307
600299.SH,0.048
600307.SH,0.074
600315.SH,0.146
600316.SH,0.161
600325.SH,0.264
600329.SH,0.181
600339.SH,0.116
600348.SH,0.248
600350.SH,0.072
600352.SH,0.367
600369.SH,0.188
600372.SH,0.504
600373.SH,0.178
600376.SH,0.085
600377.SH,0.065
600378.SH,0.157
600380.SH,0.22
600390.SH,0.184
600392.SH,0.284
600398.SH,0.164
600399.SH,0.255
600409.SH,0.105
600415.SH,0.391
600418.SH,0.301
600435.SH,0.165
600482.SH,0.27
600486.SH,0.252
600487.SH,0.423
600489.SH,0.51
600497.SH,0.286
600498.SH,0.214
600499.SH,0.252
600500.SH,0.131
600507.SH,0.11
600511.SH,0.229
600516.SH,0.229
600517.SH,0.135
600521.SH,0.256
600528.SH,0.208
600529.SH,0.192
600535.SH,0.2
600536.SH,0.332
600546.SH,0.252
600549.SH,0.245
600556.SH,0.103
600563.SH,0.265
600566.SH,0.171
600567.SH,0.113
600580.SH,0.166
600582.SH,0.133
600597.SH,0.11
600598.SH,0.142
600623.SH,0.071
600637.SH,0.248
600642.SH,0.241
600648.SH,0.064
600655.SH,0.229
600663.SH,0.131
600667.SH,0.143
600673.SH,0.172
600699.SH,0.217
600704.SH,0.25
600705.SH,0.298
600707.SH,0.096
600718.SH,0.144
600728.SH,0.156
600737.SH,0.137
600739.SH,0.204
600755.SH,0.207
600764.SH,0.086
600765.SH,0.336
600782.SH,0.112
600787.SH,0.078
600801.SH,0.148
600808.SH,0.097
600820.SH,0.212
600827.SH,0.158
600839.SH,0.221
600848.SH,0.173
600859.SH,0.26
600862.SH,0.274
600863.SH,0.193
600867.SH,0.244
600871.SH,0.135
600873.SH,0.299
600879.SH,0.248
600885.SH,0.384
600895.SH,0.178
600901.SH,0.115
600906.SH,0.145
600909.SH,0.207
600917.SH,0.034
600927.SH,0.04
600928.SH,0.071
600956.SH,0.041
600959.SH,0.16
600967.SH,0.119
600968.SH,0.11
600970.SH,0.223
600985.SH,0.198
600988.SH,0.325
600998.SH,0.228
601000.SH,0.172
601005.SH,0.149
