wind_code,i_weight
600010.SH,0.761
600016.SH,5.981
600028.SH,1.391
600029.SH,0.822
600030.SH,3.526
600036.SH,4.889
600048.SH,1.766
600050.SH,0.998
600104.SH,2.122
600109.SH,0.647
600111.SH,0.815
600518.SH,1.364
600519.SH,4.346
600637.SH,0.847
600795.SH,0.974
600837.SH,3.411
600887.SH,3.106
600893.SH,0.756
600958.SH,1.201
600999.SH,1.348
601006.SH,1.01
601088.SH,0.801
601166.SH,5.695
601169.SH,2.822
601186.SH,0.85
601211.SH,0.745
601288.SH,3.284
601318.SH,9.685
601328.SH,4.265
601336.SH,0.916
601377.SH,0.998
601390.SH,1.056
601398.SH,2.882
601601.SH,2.326
601628.SH,0.963
601668.SH,2.361
601669.SH,0.678
601688.SH,1.701
601727.SH,0.644
601766.SH,2.286
601788.SH,0.546
601800.SH,0.458
601818.SH,1.689
601857.SH,0.969
601919.SH,0.544
601985.SH,0.872
601988.SH,1.944
601989.SH,1.681
601998.SH,0.507
