wind_code,i_weight
000002.SZ,1.153
000060.SZ,0.114
000063.SZ,0.448
000069.SZ,0.203
000100.SZ,0.305
000157.SZ,0.171
000166.SZ,0.297
000333.SZ,1.891
000338.SZ,0.382
000402.SZ,0.082
000413.SZ,0.203
000415.SZ,0.065
000423.SZ,0.211
000425.SZ,0.189
000503.SZ,0.14
000538.SZ,0.409
000540.SZ,0.203
000559.SZ,0.083
000568.SZ,0.311
000623.SZ,0.15
000625.SZ,0.134
000627.SZ,0.093
000630.SZ,0.133
000651.SZ,1.848
000671.SZ,0.097
000709.SZ,0.12
000723.SZ,0.043
000725.SZ,0.797
000728.SZ,0.132
000768.SZ,0.209
000776.SZ,0.394
000783.SZ,0.193
000786.SZ,0.15
000792.SZ,0.116
000826.SZ,0.096
000839.SZ,0.118
000858.SZ,1.184
000876.SZ,0.126
000895.SZ,0.227
000898.SZ,0.111
000938.SZ,0.091
000959.SZ,0.066
000961.SZ,0.112
000963.SZ,0.323
000983.SZ,0.102
001965.SZ,0.045
001979.SZ,0.421
002007.SZ,0.187
002008.SZ,0.368
002024.SZ,0.454
002027.SZ,0.621
002044.SZ,0.203
002050.SZ,0.105
002065.SZ,0.16
002074.SZ,0.089
002081.SZ,0.147
002085.SZ,0.091
002142.SZ,0.419
002146.SZ,0.139
002153.SZ,0.113
002202.SZ,0.244
002230.SZ,0.449
002236.SZ,0.267
002241.SZ,0.17
002252.SZ,0.287
002294.SZ,0.121
002304.SZ,0.685
002310.SZ,0.152
002352.SZ,0.105
002385.SZ,0.072
002411.SZ,0.085
002415.SZ,1.144
002450.SZ,0.357
002456.SZ,0.32
002460.SZ,0.231
002466.SZ,0.247
002468.SZ,0.05
002470.SZ,0.103
002475.SZ,0.454
002493.SZ,0.143
002500.SZ,0.106
002508.SZ,0.103
002555.SZ,0.086
002558.SZ,0.12
002572.SZ,0.146
002594.SZ,0.397
002601.SZ,0.081
002602.SZ,0.093
002608.SZ,0.037
002624.SZ,0.096
002625.SZ,0.041
002673.SZ,0.136
002714.SZ,0.142
002736.SZ,0.204
002739.SZ,0.24
002797.SZ,0.108
002925.SZ,0.04
300003.SZ,0.331
300015.SZ,0.295
300017.SZ,0.142
300024.SZ,0.175
300027.SZ,0.089
300033.SZ,0.079
300059.SZ,0.453
300070.SZ,0.207
300072.SZ,0.157
300122.SZ,0.197
300124.SZ,0.257
300136.SZ,0.264
300144.SZ,0.161
300251.SZ,0.07
300408.SZ,0.248
300433.SZ,0.092
600000.SH,1.195
600008.SH,0.094
600009.SH,0.521
600010.SH,0.204
600011.SH,0.291
600015.SH,0.49
600016.SH,1.669
600018.SH,0.167
600019.SH,0.692
600023.SH,0.196
600025.SH,0.05
600028.SH,0.709
600029.SH,0.234
600030.SH,1.24
600031.SH,0.41
600036.SH,2.876
600038.SH,0.11
600048.SH,0.861
600050.SH,0.515
600061.SH,0.073
600066.SH,0.198
600068.SH,0.193
600085.SH,0.173
600089.SH,0.247
600100.SH,0.167
600104.SH,1.007
600109.SH,0.141
600111.SH,0.22
600115.SH,0.224
600118.SH,0.105
600153.SH,0.116
600157.SH,0.102
600170.SH,0.133
600176.SH,0.217
600177.SH,0.175
600188.SH,0.098
600196.SH,0.289
600208.SH,0.134
600219.SH,0.148
600221.SH,0.231
600233.SH,0.04
600271.SH,0.312
600276.SH,1.441
600297.SH,0.149
600309.SH,0.797
600332.SH,0.196
600339.SH,0.078
600340.SH,0.292
600346.SH,0.122
600352.SH,0.27
600362.SH,0.148
600369.SH,0.102
600372.SH,0.067
600373.SH,0.059
600376.SH,0.086
600383.SH,0.204
600390.SH,0.04
600398.SH,0.176
600406.SH,0.29
600415.SH,0.11
600436.SH,0.306
600438.SH,0.122
600482.SH,0.162
600487.SH,0.309
600489.SH,0.113
600498.SH,0.158
600516.SH,0.24
600518.SH,0.613
600519.SH,3.265
600522.SH,0.217
600535.SH,0.198
600547.SH,0.165
600549.SH,0.114
600570.SH,0.26
600583.SH,0.131
600585.SH,0.732
600588.SH,0.261
600606.SH,0.232
600637.SH,0.168
600660.SH,0.351
600663.SH,0.11
600674.SH,0.176
600682.SH,0.055
600688.SH,0.079
600690.SH,0.537
600703.SH,0.392
600704.SH,0.085
600705.SH,0.196
600739.SH,0.165
600741.SH,0.317
600795.SH,0.301
600804.SH,0.158
600809.SH,0.121
600816.SH,0.118
600820.SH,0.112
600837.SH,0.684
600867.SH,0.246
600886.SH,0.296
600887.SH,1.45
600893.SH,0.209
600900.SH,1.029
600909.SH,0.092
600919.SH,0.429
600926.SH,0.162
600958.SH,0.31
600959.SH,0.069
600977.SH,0.096
600999.SH,0.295
601006.SH,0.506
601009.SH,0.431
601012.SH,0.262
601018.SH,0.158
601021.SH,0.09
601088.SH,0.361
601099.SH,0.152
601108.SH,0.038
601111.SH,0.229
601117.SH,0.129
601155.SH,0.231
601166.SH,1.853
601169.SH,0.851
601186.SH,0.481
601198.SH,0.136
601211.SH,0.542
601212.SH,0.032
601216.SH,0.104
601225.SH,0.295
601228.SH,0.091
601229.SH,0.631
601238.SH,0.066
601288.SH,1.371
601318.SH,6.725
601328.SH,1.522
601333.SH,0.127
601336.SH,0.377
601360.SH,0.097
601377.SH,0.207
601390.SH,0.396
601398.SH,1.157
601555.SH,0.15
601600.SH,0.262
601601.SH,1.015
601607.SH,0.242
601611.SH,0.06
601618.SH,0.189
601628.SH,0.363
601633.SH,0.084
601668.SH,1.118
601669.SH,0.243
601688.SH,0.495
601718.SH,0.066
601727.SH,0.173
601766.SH,0.589
601788.SH,0.2
601800.SH,0.189
601808.SH,0.06
601818.SH,0.585
601828.SH,0.041
601838.SH,0.035
601857.SH,0.513
601866.SH,0.072
601877.SH,0.193
601878.SH,0.024
601881.SH,0.094
601888.SH,0.61
601898.SH,0.09
601899.SH,0.348
601901.SH,0.242
601919.SH,0.154
