wind_code,i_weight
000011.SZ,0.029
000016.SZ,0.079
000019.SZ,0.037
000025.SZ,0.043
000028.SZ,0.127
000029.SZ,0.043
000030.SZ,0.038
000032.SZ,0.225
000034.SZ,0.187
000035.SZ,0.121
000036.SZ,0.073
000048.SZ,0.061
000049.SZ,0.095
000058.SZ,0.027
000059.SZ,0.091
000061.SZ,0.061
000062.SZ,0.054
000065.SZ,0.113
000088.SZ,0.065
000090.SZ,0.099
000403.SZ,0.132
000422.SZ,0.155
000426.SZ,0.147
000488.SZ,0.089
000498.SZ,0.06
000503.SZ,0.131
000517.SZ,0.044
000528.SZ,0.139
000539.SZ,0.098
000543.SZ,0.112
000546.SZ,0.052
000550.SZ,0.043
000552.SZ,0.069
000555.SZ,0.109
000557.SZ,0.069
000560.SZ,0.066
000566.SZ,0.058
000567.SZ,0.078
000582.SZ,0.101
000597.SZ,0.045
000600.SZ,0.083
000603.SZ,0.075
000612.SZ,0.061
000627.SZ,0.089
000650.SZ,0.103
000652.SZ,0.064
000657.SZ,0.102
000672.SZ,0.066
000676.SZ,0.107
000681.SZ,0.135
000682.SZ,0.117
000685.SZ,0.101
000686.SZ,0.146
000688.SZ,0.076
000690.SZ,0.229
000712.SZ,0.084
000718.SZ,0.062
000727.SZ,0.086
000735.SZ,0.09
000736.SZ,0.075
000737.SZ,0.043
000756.SZ,0.078
000758.SZ,0.099
000761.SZ,0.045
000762.SZ,0.185
000767.SZ,0.088
000789.SZ,0.056
000791.SZ,0.05
000795.SZ,0.077
000801.SZ,0.067
000810.SZ,0.14
000811.SZ,0.106
000813.SZ,0.039
000818.SZ,0.272
000821.SZ,0.134
000828.SZ,0.057
000829.SZ,0.097
000848.SZ,0.084
000851.SZ,0.095
000860.SZ,0.263
000875.SZ,0.158
000881.SZ,0.058
000885.SZ,0.051
000901.SZ,0.09
000902.SZ,0.101
000913.SZ,0.087
000915.SZ,0.099
000917.SZ,0.156
000921.SZ,0.188
000923.SZ,0.093
000927.SZ,0.076
000928.SZ,0.094
000935.SZ,0.058
000950.SZ,0.07
000951.SZ,0.149
000966.SZ,0.092
000968.SZ,0.055
000969.SZ,0.104
000982.SZ,0.097
000989.SZ,0.107
000990.SZ,0.069
001213.SZ,0.059
001236.SZ,0.024
001258.SZ,0.04
001269.SZ,0.064
001270.SZ,0.062
001301.SZ,0.066
001308.SZ,0.031
001322.SZ,0.027
001323.SZ,0.022
001338.SZ,0.042
001696.SZ,0.073
002002.SZ,0.105
002003.SZ,0.087
002004.SZ,0.119
002006.SZ,0.118
002011.SZ,0.132
002015.SZ,0.164
002017.SZ,0.069
002020.SZ,0.116
002023.SZ,0.084
002034.SZ,0.051
002036.SZ,0.156
002038.SZ,0.109
002041.SZ,0.081
002043.SZ,0.069
002044.SZ,0.334
002048.SZ,0.098
002051.SZ,0.089
002053.SZ,0.047
002055.SZ,0.069
002060.SZ,0.101
002061.SZ,0.104
002063.SZ,0.165
002068.SZ,0.08
002079.SZ,0.142
002085.SZ,0.156
002088.SZ,0.056
002091.SZ,0.111
002097.SZ,0.076
002099.SZ,0.146
002100.SZ,0.117
002101.SZ,0.078
002106.SZ,0.072
002108.SZ,0.091
002123.SZ,0.128
002124.SZ,0.1
002125.SZ,0.071
002126.SZ,0.21
002130.SZ,0.123
002135.SZ,0.068
002139.SZ,0.199
002145.SZ,0.205
002151.SZ,0.189
002158.SZ,0.08
002163.SZ,0.089
002171.SZ,0.1
002174.SZ,0.185
002176.SZ,0.305
002182.SZ,0.149
002190.SZ,0.06
002191.SZ,0.093
002194.SZ,0.067
002201.SZ,0.056
002204.SZ,0.06
002206.SZ,0.066
002212.SZ,0.173
002214.SZ,0.098
002215.SZ,0.079
002216.SZ,0.103
002217.SZ,0.116
002218.SZ,0.071
002219.SZ,0.161
002222.SZ,0.142
002226.SZ,0.081
002233.SZ,0.097
002234.SZ,0.067
002237.SZ,0.094
002239.SZ,0.091
002242.SZ,0.069
002243.SZ,0.077
002245.SZ,0.151
002254.SZ,0.158
002258.SZ,0.093
002261.SZ,0.291
002262.SZ,0.233
002267.SZ,0.053
002274.SZ,0.064
002276.SZ,0.151
002283.SZ,0.077
002285.SZ,0.047
002287.SZ,0.025
002291.SZ,0.143
002292.SZ,0.133
002302.SZ,0.054
002307.SZ,0.057
002310.SZ,0.055
002312.SZ,0.185
002314.SZ,0.054
002317.SZ,0.166
002318.SZ,0.175
002320.SZ,0.061
002324.SZ,0.131
002332.SZ,0.157
002335.SZ,0.174
002344.SZ,0.046
002349.SZ,0.066
002351.SZ,0.138
002367.SZ,0.066
002378.SZ,0.042
002389.SZ,0.233
002390.SZ,0.09
002396.SZ,0.161
002400.SZ,0.101
002402.SZ,0.238
002405.SZ,0.414
002413.SZ,0.105
002416.SZ,0.082
002421.SZ,0.078
002424.SZ,0.152
002428.SZ,0.095
002434.SZ,0.106
002435.SZ,0.045
002436.SZ,0.393
002440.SZ,0.069
002446.SZ,0.13
002453.SZ,0.085
002456.SZ,0.219
002461.SZ,0.059
002467.SZ,0.103
002472.SZ,0.371
002481.SZ,0.05
002484.SZ,0.188
002488.SZ,0.083
002489.SZ,0.066
002498.SZ,0.08
002516.SZ,0.053
002517.SZ,0.407
002534.SZ,0.056
002537.SZ,0.083
002539.SZ,0.081
002541.SZ,0.179
002544.SZ,0.164
002545.SZ,0.066
002549.SZ,0.055
002550.SZ,0.069
002556.SZ,0.073
002558.SZ,0.378
002567.SZ,0.111
002573.SZ,0.071
002581.SZ,0.095
002583.SZ,0.095
002585.SZ,0.131
002589.SZ,0.054
002597.SZ,0.119
002605.SZ,0.143
002610.SZ,0.172
002611.SZ,0.075
002612.SZ,0.079
002617.SZ,0.182
002626.SZ,0.086
002635.SZ,0.07
002636.SZ,0.04
002639.SZ,0.077
002641.SZ,0.042
002643.SZ,0.146
002645.SZ,0.054
002646.SZ,0.057
002649.SZ,0.125
002651.SZ,0.036
002664.SZ,0.06
002675.SZ,0.146
002677.SZ,0.041
002695.SZ,0.033
002697.SZ,0.072
002698.SZ,0.134
002701.SZ,0.122
002706.SZ,0.152
002724.SZ,0.03
002726.SZ,0.094
002727.SZ,0.142
002733.SZ,0.07
002737.SZ,0.107
002741.SZ,0.06
002746.SZ,0.061
002747.SZ,0.219
002759.SZ,0.06
002768.SZ,0.049
002773.SZ,0.106
002777.SZ,0.152
002782.SZ,0.045
002807.SZ,0.12
002810.SZ,0.056
002815.SZ,0.061
002832.SZ,0.182
002837.SZ,0.178
002838.SZ,0.045
002839.SZ,0.11
002840.SZ,0.072
002847.SZ,0.099
002851.SZ,0.218
002859.SZ,0.09
002865.SZ,0.259
002891.SZ,0.053
002895.SZ,0.074
002906.SZ,0.098
002911.SZ,0.024
002913.SZ,0.055
002918.SZ,0.038
002928.SZ,0.065
002929.SZ,0.061
002932.SZ,0.054
002941.SZ,0.06
002946.SZ,0.037
002948.SZ,0.083
002950.SZ,0.039
002959.SZ,0.059
002960.SZ,0.1
002961.SZ,0.029
002967.SZ,0.087
002978.SZ,0.039
002979.SZ,0.066
002984.SZ,0.153
002987.SZ,0.073
002990.SZ,0.043
002991.SZ,0.043
002993.SZ,0.056
003006.SZ,0.045
003009.SZ,0.042
003012.SZ,0.057
003021.SZ,0.068
003031.SZ,0.125
003032.SZ,0.044
003039.SZ,0.031
003040.SZ,0.05
300002.SZ,0.412
300007.SZ,0.083
300027.SZ,0.093
300031.SZ,0.122
300034.SZ,0.172
300035.SZ,0.131
300036.SZ,0.175
300039.SZ,0.076
300054.SZ,0.279
300055.SZ,0.063
300065.SZ,0.135
300068.SZ,0.249
300075.SZ,0.152
300077.SZ,0.119
300079.SZ,0.131
300080.SZ,0.067
300083.SZ,0.147
300085.SZ,0.075
300087.SZ,0.103
300091.SZ,0.047
300101.SZ,0.131
300102.SZ,0.072
300109.SZ,0.121
300119.SZ,0.075
300123.SZ,0.088
300130.SZ,0.152
300131.SZ,0.09
300133.SZ,0.142
300134.SZ,0.059
300143.SZ,0.066
300151.SZ,0.082
300158.SZ,0.071
300166.SZ,0.156
300170.SZ,0.168
300171.SZ,0.104
300180.SZ,0.076
300183.SZ,0.057
300185.SZ,0.131
300188.SZ,0.161
300191.SZ,0.053
300203.SZ,0.11
300204.SZ,0.043
300206.SZ,0.066
300208.SZ,0.047
300224.SZ,0.095
300226.SZ,0.125
300229.SZ,0.217
300232.SZ,0.12
300233.SZ,0.088
300236.SZ,0.131
300260.SZ,0.121
300263.SZ,0.09
300267.SZ,0.06
300271.SZ,0.11
300284.SZ,0.068
300294.SZ,0.165
300298.SZ,0.137
300303.SZ,0.126
300315.SZ,0.323
300319.SZ,0.078
300323.SZ,0.102
300327.SZ,0.144
300332.SZ,0.152
300339.SZ,0.286
300343.SZ,0.121
300346.SZ,0.225
300348.SZ,0.092
300352.SZ,0.088
300358.SZ,0.09
300366.SZ,0.09
300369.SZ,0.104
300377.SZ,0.073
300379.SZ,0.14
300382.SZ,0.074
300393.SZ,0.184
300394.SZ,0.38
300398.SZ,0.109
300401.SZ,0.067
300406.SZ,0.103
300409.SZ,0.088
300416.SZ,0.115
300428.SZ,0.087
300432.SZ,0.128
300443.SZ,0.097
300451.SZ,0.156
300455.SZ,0.062
300456.SZ,0.216
300457.SZ,0.121
300458.SZ,0.181
300459.SZ,0.24
300463.SZ,0.097
300470.SZ,0.116
300476.SZ,0.219
300477.SZ,0.06
300485.SZ,0.037
300497.SZ,0.084
300502.SZ,0.724
300525.SZ,0.135
300527.SZ,0.069
300567.SZ,0.278
300573.SZ,0.227
300579.SZ,0.059
300587.SZ,0.1
300593.SZ,0.129
300596.SZ,0.084
300598.SZ,0.08
300602.SZ,0.054
300607.SZ,0.058
300613.SZ,0.098
300623.SZ,0.1
300627.SZ,0.157
300630.SZ,0.077
300633.SZ,0.176
300634.SZ,0.088
300638.SZ,0.155
300639.SZ,0.068
300653.SZ,0.056
300655.SZ,0.14
300662.SZ,0.073
300663.SZ,0.075
300666.SZ,0.19
300671.SZ,0.093
300672.SZ,0.136
300674.SZ,0.151
300679.SZ,0.126
300685.SZ,0.101
300687.SZ,0.118
300693.SZ,0.137
300696.SZ,0.076
300702.SZ,0.051
300723.SZ,0.076
300725.SZ,0.116
300726.SZ,0.111
300735.SZ,0.062
300737.SZ,0.081
300738.SZ,0.088
300747.SZ,0.156
300755.SZ,0.042
300761.SZ,0.069
300762.SZ,0.111
300765.SZ,0.068
300767.SZ,0.066
300768.SZ,0.064
300770.SZ,0.095
300772.SZ,0.081
300773.SZ,0.147
300775.SZ,0.167
300777.SZ,0.249
300783.SZ,0.047
300792.SZ,0.059
300803.SZ,0.178
300811.SZ,0.089
300820.SZ,0.107
300821.SZ,0.07
300827.SZ,0.116
300841.SZ,0.08
300855.SZ,0.105
300856.SZ,0.08
300860.SZ,0.034
300869.SZ,0.069
300887.SZ,0.068
300894.SZ,0.063
300900.SZ,0.064
300910.SZ,0.109
300942.SZ,0.03
300953.SZ,0.057
300973.SZ,0.07
300981.SZ,0.027
301015.SZ,0.066
301031.SZ,0.095
301035.SZ,0.131
301039.SZ,0.115
301047.SZ,0.083
301050.SZ,0.119
301060.SZ,0.042
301069.SZ,0.064
301071.SZ,0.103
301078.SZ,0.076
301080.SZ,0.068
301087.SZ,0.077
301089.SZ,0.047
301090.SZ,0.042
301095.SZ,0.074
301155.SZ,0.101
301165.SZ,0.058
301171.SZ,0.031
301175.SZ,0.041
301177.SZ,0.025
301180.SZ,0.015
301200.SZ,0.025
301206.SZ,0.043
301207.SZ,0.033
301216.SZ,0.064
301217.SZ,0.053
301219.SZ,0.066
301236.SZ,0.156
301238.SZ,0.067
301239.SZ,0.066
301267.SZ,0.056
301268.SZ,0.025
301301.SZ,0.03
301308.SZ,0.057
301316.SZ,0.012
301327.SZ,0.044
301363.SZ,0.027
301367.SZ,0.043
302132.SZ,0.218
600006.SH,0.071
600007.SH,0.056
600017.SH,0.083
600037.SH,0.122
600055.SH,0.132
600057.SH,0.148
600058.SH,0.063
600059.SH,0.099
600063.SH,0.115
600064.SH,0.12
600072.SH,0.187
600073.SH,0.072
600075.SH,0.072
600098.SH,0.099
600100.SH,0.286
600108.SH,0.071
600110.SH,0.152
600116.SH,0.13
600120.SH,0.118
600123.SH,0.109
600125.SH,0.083
600129.SH,0.348
600151.SH,0.134
600158.SH,0.117
600163.SH,0.064
600169.SH,0.063
600172.SH,0.065
600179.SH,0.124
600184.SH,0.05
600185.SH,0.116
600197.SH,0.115
600201.SH,0.16
600206.SH,0.117
600210.SH,0.097
600211.SH,0.111
600216.SH,0.111
600217.SH,0.06
600223.SH,0.078
600225.SH,0.157
600246.SH,0.088
600248.SH,0.108
600252.SH,0.103
600266.SH,0.103
600267.SH,0.122
600273.SH,0.139
600277.SH,0.104
600284.SH,0.062
600285.SH,0.109
600295.SH,0.08
600305.SH,0.091
600308.SH,0.059
600312.SH,0.151
600313.SH,0.098
600320.SH,0.112
600323.SH,0.139
600328.SH,0.08
600330.SH,0.154
600331.SH,0.101
600335.SH,0.077
600338.SH,0.2
600340.SH,0.078
600360.SH,0.079
