wind_code,i_weight
000002.SZ,1.12
000063.SZ,0.52
000066.SZ,0.159
000069.SZ,0.161
000100.SZ,0.487
000157.SZ,0.229
000166.SZ,0.271
000333.SZ,2.279
000338.SZ,0.433
000425.SZ,0.15
000538.SZ,0.314
000568.SZ,0.755
000596.SZ,0.144
000625.SZ,0.22
000627.SZ,0.059
000651.SZ,1.68
000656.SZ,0.099
000661.SZ,0.634
000671.SZ,0.067
000703.SZ,0.127
000708.SZ,0.034
000709.SZ,0.052
000723.SZ,0.044
000725.SZ,0.765
000728.SZ,0.131
000768.SZ,0.2
000776.SZ,0.272
000783.SZ,0.174
000786.SZ,0.174
000858.SZ,2.833
000860.SZ,0.17
000876.SZ,0.338
000895.SZ,0.297
000938.SZ,0.188
000961.SZ,0.1
000963.SZ,0.146
000977.SZ,0.184
001979.SZ,0.266
002001.SZ,0.224
002007.SZ,0.335
002008.SZ,0.205
002024.SZ,0.216
002027.SZ,0.573
002032.SZ,0.069
002044.SZ,0.279
002050.SZ,0.262
002120.SZ,0.134
002129.SZ,0.254
002142.SZ,0.61
002146.SZ,0.073
002153.SZ,0.07
002157.SZ,0.128
002179.SZ,0.182
002202.SZ,0.191
002230.SZ,0.35
002236.SZ,0.243
002241.SZ,0.615
002252.SZ,0.103
002271.SZ,0.365
002304.SZ,0.605
002311.SZ,0.291
002352.SZ,0.655
002371.SZ,0.253
002410.SZ,0.383
002415.SZ,1.002
002422.SZ,0.141
002456.SZ,0.174
002460.SZ,0.278
002463.SZ,0.133
002466.SZ,0.105
002468.SZ,0.052
002475.SZ,1.373
002493.SZ,0.231
002508.SZ,0.104
002555.SZ,0.224
002558.SZ,0.069
002594.SZ,0.865
002601.SZ,0.15
002602.SZ,0.152
002607.SZ,0.16
002624.SZ,0.163
002673.SZ,0.095
002714.SZ,0.635
002736.SZ,0.23
002739.SZ,0.076
002773.SZ,0.067
002841.SZ,0.161
002916.SZ,0.092
002938.SZ,0.074
002939.SZ,0.069
002945.SZ,0.022
002958.SZ,0.078
003816.SZ,0.096
300003.SZ,0.229
300014.SZ,0.293
300015.SZ,0.749
300033.SZ,0.174
300059.SZ,0.962
300122.SZ,0.612
300124.SZ,0.399
300136.SZ,0.22
300142.SZ,0.457
300144.SZ,0.156
300347.SZ,0.389
300408.SZ,0.193
300413.SZ,0.315
300433.SZ,0.261
300498.SZ,0.505
300601.SZ,0.364
300628.SZ,0.097
600000.SH,0.649
600004.SH,0.078
600009.SH,0.38
600010.SH,0.155
600011.SH,0.128
600015.SH,0.223
600016.SH,0.671
600018.SH,0.087
600019.SH,0.284
600025.SH,0.044
600027.SH,0.065
600028.SH,0.312
600029.SH,0.146
600030.SH,1.457
600031.SH,0.915
600036.SH,2.453
600038.SH,0.088
600048.SH,0.657
600050.SH,0.265
600061.SH,0.141
600066.SH,0.127
600068.SH,0.115
600085.SH,0.088
600089.SH,0.182
600104.SH,0.485
600109.SH,0.216
600111.SH,0.131
600115.SH,0.123
600118.SH,0.111
600170.SH,0.081
600176.SH,0.175
600177.SH,0.118
600183.SH,0.163
600188.SH,0.048
600196.SH,0.392
600208.SH,0.082
600219.SH,0.101
600221.SH,0.107
600233.SH,0.105
600271.SH,0.104
600276.SH,1.971
600297.SH,0.085
600299.SH,0.022
600309.SH,0.736
600332.SH,0.103
600340.SH,0.132
600346.SH,0.243
600352.SH,0.207
600362.SH,0.092
600369.SH,0.1
600372.SH,0.074
600383.SH,0.18
600390.SH,0.093
600398.SH,0.053
600406.SH,0.287
600436.SH,0.413
600438.SH,0.472
600482.SH,0.067
600487.SH,0.12
600489.SH,0.103
600498.SH,0.099
600516.SH,0.086
600519.SH,5.012
600522.SH,0.162
600547.SH,0.259
600570.SH,0.464
600583.SH,0.056
600585.SH,0.729
600588.SH,0.419
600606.SH,0.135
600637.SH,0.112
600655.SH,0.081
600660.SH,0.314
600674.SH,0.079
600690.SH,0.562
600703.SH,0.297
600705.SH,0.141
600741.SH,0.293
600745.SH,0.224
600760.SH,0.13
600795.SH,0.138
600809.SH,0.352
600837.SH,0.81
600848.SH,0.081
600867.SH,0.122
600886.SH,0.15
600887.SH,1.439
600893.SH,0.233
600900.SH,0.997
600919.SH,0.332
600926.SH,0.184
600928.SH,0.041
600958.SH,0.23
600968.SH,0.028
600977.SH,0.056
600989.SH,0.049
600998.SH,0.081
600999.SH,0.459
601006.SH,0.228
601009.SH,0.274
601012.SH,1.198
601018.SH,0.069
601021.SH,0.093
601066.SH,0.131
601077.SH,0.031
601088.SH,0.328
601100.SH,0.177
601108.SH,0.193
601111.SH,0.121
601117.SH,0.078
601138.SH,0.162
601155.SH,0.175
601162.SH,0.117
601166.SH,1.325
601169.SH,0.413
601186.SH,0.229
601198.SH,0.1
601211.SH,0.496
601212.SH,0.023
601216.SH,0.142
601225.SH,0.209
601229.SH,0.466
