wind_code,i_weight
000019.SZ,0.029
000025.SZ,0.044
000028.SZ,0.062
000029.SZ,0.096
000030.SZ,0.037
000035.SZ,0.095
000048.SZ,0.053
000049.SZ,0.071
000058.SZ,0.033
000059.SZ,0.063
000061.SZ,0.074
000065.SZ,0.076
000088.SZ,0.044
000089.SZ,0.093
000090.SZ,0.06
000099.SZ,0.167
000156.SZ,0.096
000420.SZ,0.108
000422.SZ,0.151
000498.SZ,0.047
000503.SZ,0.104
000517.SZ,0.023
000544.SZ,0.032
000550.SZ,0.054
000552.SZ,0.066
000555.SZ,0.111
000557.SZ,0.059
000567.SZ,0.047
000581.SZ,0.162
000589.SZ,0.071
000597.SZ,0.05
000600.SZ,0.065
000603.SZ,0.09
000612.SZ,0.106
000620.SZ,0.047
000628.SZ,0.126
000650.SZ,0.087
000657.SZ,0.235
000672.SZ,0.054
000676.SZ,0.146
000680.SZ,0.108
000681.SZ,0.132
000682.SZ,0.116
000685.SZ,0.095
000686.SZ,0.153
000688.SZ,0.06
000690.SZ,0.126
000712.SZ,0.101
000718.SZ,0.042
000719.SZ,0.05
000727.SZ,0.089
000735.SZ,0.073
000737.SZ,0.151
000756.SZ,0.059
000758.SZ,0.121
000761.SZ,0.033
000762.SZ,0.114
000766.SZ,0.285
000767.SZ,0.058
000791.SZ,0.052
000795.SZ,0.104
000801.SZ,0.137
000810.SZ,0.089
000811.SZ,0.116
000813.SZ,0.051
000821.SZ,0.074
000828.SZ,0.059
000829.SZ,0.107
000837.SZ,0.098
000848.SZ,0.068
000860.SZ,0.106
000875.SZ,0.14
000881.SZ,0.055
000885.SZ,0.036
000899.SZ,0.035
000901.SZ,0.138
000902.SZ,0.117
000913.SZ,0.067
000915.SZ,0.078
000917.SZ,0.138
000923.SZ,0.084
000927.SZ,0.082
000928.SZ,0.071
000930.SZ,0.072
000935.SZ,0.077
000950.SZ,0.057
000966.SZ,0.059
000968.SZ,0.042
000969.SZ,0.133
000970.SZ,0.192
000990.SZ,0.06
001203.SZ,0.068
001227.SZ,0.123
001236.SZ,0.035
001258.SZ,0.025
001287.SZ,0.085
001301.SZ,0.118
001308.SZ,0.028
001309.SZ,0.133
001311.SZ,0.026
001323.SZ,0.033
001337.SZ,0.05
001339.SZ,0.061
001356.SZ,0.033
001376.SZ,0.035
001914.SZ,0.066
002003.SZ,0.095
002004.SZ,0.097
002006.SZ,0.08
002010.SZ,0.108
002011.SZ,0.104
002015.SZ,0.153
002019.SZ,0.139
002020.SZ,0.142
002023.SZ,0.093
002034.SZ,0.047
002036.SZ,0.153
002038.SZ,0.068
002041.SZ,0.043
002043.SZ,0.067
002045.SZ,0.097
002048.SZ,0.166
002051.SZ,0.053
002053.SZ,0.052
002060.SZ,0.051
002061.SZ,0.068
002063.SZ,0.11
002068.SZ,0.063
002073.SZ,0.108
002075.SZ,0.138
002077.SZ,0.069
002079.SZ,0.085
002081.SZ,0.07
002091.SZ,0.098
002093.SZ,0.08
002096.SZ,0.086
002097.SZ,0.147
002099.SZ,0.085
002100.SZ,0.09
002101.SZ,0.054
002123.SZ,0.144
002125.SZ,0.066
002126.SZ,0.408
002127.SZ,0.079
002139.SZ,0.236
002145.SZ,0.168
002149.SZ,0.079
002151.SZ,0.178
002154.SZ,0.055
002158.SZ,0.064
002163.SZ,0.072
002171.SZ,0.158
002174.SZ,0.194
002176.SZ,0.189
002182.SZ,0.122
002183.SZ,0.106
002192.SZ,0.091
002194.SZ,0.077
002204.SZ,0.077
002212.SZ,0.175
002215.SZ,0.109
002216.SZ,0.05
002219.SZ,0.055
002221.SZ,0.103
002222.SZ,0.217
002226.SZ,0.084
002233.SZ,0.08
002237.SZ,0.09
002239.SZ,0.099
002242.SZ,0.039
002243.SZ,0.068
002245.SZ,0.258
002249.SZ,0.176
002254.SZ,0.078
002258.SZ,0.077
002265.SZ,0.157
002267.SZ,0.046
002268.SZ,0.141
002270.SZ,0.129
002274.SZ,0.048
002275.SZ,0.033
002276.SZ,0.159
002292.SZ,0.108
002302.SZ,0.043
002314.SZ,0.038
002315.SZ,0.121
002317.SZ,0.181
002320.SZ,0.07
002324.SZ,0.12
002326.SZ,0.122
002327.SZ,0.038
002332.SZ,0.105
002335.SZ,0.26
002338.SZ,0.097
