wind_code,i_weight
000012.SZ,0.42
000021.SZ,0.15
000028.SZ,0.21
000030.SZ,0.11
000031.SZ,0.28
000049.SZ,0.13
000050.SZ,0.23
000062.SZ,0.11
000066.SZ,0.14
000078.SZ,0.21
000088.SZ,0.28
000090.SZ,0.19
000099.SZ,0.21
000415.SZ,0.26
000417.SZ,0.16
000418.SZ,0.1
000422.SZ,0.24
000426.SZ,0.13
000488.SZ,0.2
000501.SZ,0.14
000506.SZ,0.14
000510.SZ,0.12
000511.SZ,0.34
000513.SZ,0.2
000519.SZ,0.11
000525.SZ,0.12
000528.SZ,0.36
000540.SZ,0.29
000541.SZ,0.19
000543.SZ,0.24
000550.SZ,0.23
000552.SZ,0.08
000555.SZ,0.12
000563.SZ,0.22
000566.SZ,0.22
000572.SZ,0.19
000587.SZ,0.15
000596.SZ,0.15
000603.SZ,0.04
000612.SZ,0.26
000616.SZ,0.25
000620.SZ,0.13
000631.SZ,0.07
000636.SZ,0.18
000650.SZ,0.17
000652.SZ,0.27
000656.SZ,0.31
000661.SZ,0.33
000667.SZ,0.2
000669.SZ,0.21
000671.SZ,0.26
000680.SZ,0.27
000681.SZ,0.15
000685.SZ,0.25
000688.SZ,0.09
000690.SZ,0.27
000693.SZ,0.09
000697.SZ,0.18
000703.SZ,0.11
000712.SZ,0.44
000718.SZ,0.2
000719.SZ,0.09
000726.SZ,0.19
000732.SZ,0.18
000735.SZ,0.24
000748.SZ,0.46
000758.SZ,0.31
000762.SZ,0.18
000777.SZ,0.27
000780.SZ,0.09
000786.SZ,0.26
000788.SZ,0.18
000809.SZ,0.14
000816.SZ,0.18
000823.SZ,0.13
000829.SZ,0.19
000830.SZ,0.2
000848.SZ,0.24
000850.SZ,0.16
000852.SZ,0.12
000860.SZ,0.15
000861.SZ,0.1
000877.SZ,0.23
000886.SZ,0.14
000887.SZ,0.28
000897.SZ,0.35
000900.SZ,0.18
000919.SZ,0.15
000921.SZ,0.11
000926.SZ,0.22
000927.SZ,0.11
000930.SZ,0.22
000931.SZ,0.16
000933.SZ,0.25
000939.SZ,0.31
000951.SZ,0.12
000959.SZ,0.24
000961.SZ,0.17
000962.SZ,0.11
000969.SZ,0.17
000973.SZ,0.17
000975.SZ,0.24
000977.SZ,0.36
000979.SZ,0.19
000982.SZ,0.15
000988.SZ,0.27
000997.SZ,0.37
000998.SZ,0.49
001696.SZ,0.2
002004.SZ,0.21
002005.SZ,0.28
002011.SZ,0.15
002013.SZ,0.19
002018.SZ,0.24
002022.SZ,0.3
002025.SZ,0.13
002028.SZ,0.17
002029.SZ,0.15
002030.SZ,0.28
002041.SZ,0.16
002048.SZ,0.22
002050.SZ,0.19
002052.SZ,0.16
002056.SZ,0.16
002063.SZ,0.27
002064.SZ,0.16
002069.SZ,0.12
002073.SZ,0.26
002078.SZ,0.1
002083.SZ,0.11
002091.SZ,0.11
002092.SZ,0.27
002093.SZ,0.09
002106.SZ,0.23
002118.SZ,0.11
002122.SZ,0.2
002123.SZ,0.13
002128.SZ,0.11
002140.SZ,0.14
002155.SZ,0.26
002161.SZ,0.17
002168.SZ,0.19
002174.SZ,0.1
002179.SZ,0.2
002181.SZ,0.16
002183.SZ,0.32
002191.SZ,0.23
002194.SZ,0.09
002203.SZ,0.15
002204.SZ,0.17
002216.SZ,0.11
002219.SZ,0.21
002221.SZ,0.16
002223.SZ,0.24
002225.SZ,0.09
002226.SZ,0.09
002233.SZ,0.13
002237.SZ,0.16
002238.SZ,0.06
002240.SZ,0.24
