wind_code,i_weight
000002.SZ,1.254
000063.SZ,0.691
000069.SZ,0.215
000100.SZ,0.508
000157.SZ,0.242
000166.SZ,0.322
000333.SZ,1.985
000338.SZ,0.481
000413.SZ,0.099
000415.SZ,0.048
000423.SZ,0.116
000425.SZ,0.181
000538.SZ,0.328
000568.SZ,0.449
000596.SZ,0.122
000625.SZ,0.143
000627.SZ,0.095
000629.SZ,0.083
000630.SZ,0.104
000651.SZ,2.282
000656.SZ,0.113
000661.SZ,0.517
000671.SZ,0.086
000703.SZ,0.116
000709.SZ,0.076
000723.SZ,0.071
000725.SZ,0.83
000728.SZ,0.13
000768.SZ,0.171
000776.SZ,0.325
000783.SZ,0.198
000786.SZ,0.161
000858.SZ,1.816
000876.SZ,0.284
000895.SZ,0.216
000898.SZ,0.054
000938.SZ,0.2
000961.SZ,0.128
000963.SZ,0.135
001979.SZ,0.426
002001.SZ,0.225
002007.SZ,0.225
002008.SZ,0.275
002010.SZ,0.069
002024.SZ,0.276
002027.SZ,0.448
002032.SZ,0.086
002044.SZ,0.286
002050.SZ,0.213
002081.SZ,0.103
002120.SZ,0.147
002142.SZ,0.562
002146.SZ,0.117
002153.SZ,0.089
002179.SZ,0.148
002202.SZ,0.241
002230.SZ,0.402
002236.SZ,0.269
002241.SZ,0.398
002252.SZ,0.118
002271.SZ,0.18
002294.SZ,0.058
002304.SZ,0.479
002311.SZ,0.2
002352.SZ,0.257
002410.SZ,0.201
002411.SZ,0.056
002415.SZ,0.998
002422.SZ,0.16
002456.SZ,0.252
002460.SZ,0.246
002466.SZ,0.204
002468.SZ,0.043
002475.SZ,1.075
002493.SZ,0.161
002508.SZ,0.116
002555.SZ,0.254
002558.SZ,0.082
002594.SZ,0.402
002601.SZ,0.122
002602.SZ,0.224
002607.SZ,0.084
002624.SZ,0.182
002673.SZ,0.12
002714.SZ,0.524
002736.SZ,0.224
002739.SZ,0.107
002773.SZ,0.075
002841.SZ,0.045
002916.SZ,0.134
002938.SZ,0.094
002939.SZ,0.035
002945.SZ,0.029
002958.SZ,0.027
300003.SZ,0.253
300015.SZ,0.368
300017.SZ,0.118
300024.SZ,0.123
300033.SZ,0.174
300059.SZ,0.601
300070.SZ,0.121
300122.SZ,0.212
300124.SZ,0.226
300136.SZ,0.253
300142.SZ,0.257
300144.SZ,0.174
300347.SZ,0.285
300408.SZ,0.18
300413.SZ,0.182
300433.SZ,0.196
300498.SZ,0.901
600000.SH,0.988
600004.SH,0.118
600009.SH,0.493
600010.SH,0.211
600011.SH,0.177
600015.SH,0.338
600016.SH,1.119
600018.SH,0.179
600019.SH,0.359
600023.SH,0.113
600025.SH,0.053
600027.SH,0.086
600028.SH,0.49
600029.SH,0.205
600030.SH,1.395
600031.SH,0.701
600036.SH,2.816
600038.SH,0.097
600048.SH,0.814
600050.SH,0.39
600061.SH,0.175
600066.SH,0.155
600068.SH,0.129
600085.SH,0.111
600089.SH,0.175
600100.SH,0.155
600104.SH,0.588
600109.SH,0.158
600111.SH,0.164
600115.SH,0.17
600118.SH,0.129
600153.SH,0.09
600170.SH,0.112
600176.SH,0.156
600177.SH,0.18
600183.SH,0.205
