wind_code,i_weight
000011.SZ,0.059
000016.SZ,0.154
000019.SZ,0.052
000030.SZ,0.109
000034.SZ,0.19
000035.SZ,0.162
000036.SZ,0.089
000038.SZ,0.046
000040.SZ,0.071
000049.SZ,0.131
000056.SZ,0.025
000058.SZ,0.042
000059.SZ,0.113
000065.SZ,0.049
000070.SZ,0.12
000088.SZ,0.127
000150.SZ,0.03
000155.SZ,0.108
000403.SZ,0.199
000429.SZ,0.121
000498.SZ,0.049
000503.SZ,0.158
000507.SZ,0.077
000514.SZ,0.027
000516.SZ,0.276
000517.SZ,0.042
000520.SZ,0.05
000525.SZ,0.042
000532.SZ,0.055
000540.SZ,0.273
000544.SZ,0.057
000546.SZ,0.079
000550.SZ,0.082
000555.SZ,0.174
000557.SZ,0.062
000560.SZ,0.112
000561.SZ,0.044
000567.SZ,0.038
000576.SZ,0.059
000582.SZ,0.153
000584.SZ,0.06
000591.SZ,0.206
000592.SZ,0.093
000597.SZ,0.078
000601.SZ,0.094
000603.SZ,0.103
000615.SZ,0.057
000620.SZ,0.044
000626.SZ,0.045
000639.SZ,0.064
000650.SZ,0.112
000652.SZ,0.101
000657.SZ,0.06
000665.SZ,0.05
000666.SZ,0.055
000667.SZ,0.192
000672.SZ,0.189
000676.SZ,0.065
000682.SZ,0.081
000683.SZ,0.126
000688.SZ,0.073
000697.SZ,0.094
000710.SZ,0.177
000711.SZ,0.025
000720.SZ,0.065
000726.SZ,0.063
000733.SZ,0.338
000735.SZ,0.186
000751.SZ,0.087
000789.SZ,0.144
000791.SZ,0.042
000793.SZ,0.094
000795.SZ,0.081
000796.SZ,0.112
000797.SZ,0.054
000799.SZ,0.492
000801.SZ,0.071
000802.SZ,0.07
000810.SZ,0.095
000811.SZ,0.07
000815.SZ,0.04
000818.SZ,0.2
000821.SZ,0.046
000822.SZ,0.044
000823.SZ,0.094
000829.SZ,0.089
000831.SZ,0.174
000836.SZ,0.076
000851.SZ,0.146
000875.SZ,0.142
000881.SZ,0.052
000882.SZ,0.067
000885.SZ,0.062
000889.SZ,0.047
000900.SZ,0.085
000901.SZ,0.121
000902.SZ,0.188
000903.SZ,0.12
000905.SZ,0.037
000910.SZ,0.109
000913.SZ,0.142
000915.SZ,0.099
000917.SZ,0.131
000918.SZ,0.063
000921.SZ,0.137
000923.SZ,0.055
000925.SZ,0.056
000926.SZ,0.083
000928.SZ,0.054
000931.SZ,0.084
000933.SZ,0.204
000935.SZ,0.064
000936.SZ,0.085
000950.SZ,0.057
000951.SZ,0.188
000957.SZ,0.083
000958.SZ,0.063
000965.SZ,0.036
000968.SZ,0.064
000969.SZ,0.102
000973.SZ,0.073
000976.SZ,0.12
000989.SZ,0.076
000996.SZ,0.067
001696.SZ,0.122
001896.SZ,0.038
002015.SZ,0.049
002016.SZ,0.034
002017.SZ,0.058
002020.SZ,0.133
002022.SZ,0.149
002023.SZ,0.177
002025.SZ,0.28
002029.SZ,0.058
002031.SZ,0.076
002034.SZ,0.071
002035.SZ,0.136
002036.SZ,0.173
002041.SZ,0.122
002042.SZ,0.141
002043.SZ,0.1
002047.SZ,0.069
002055.SZ,0.1
002060.SZ,0.054
002061.SZ,0.062
002063.SZ,0.146
002065.SZ,0.349
002067.SZ,0.081
002073.SZ,0.083
002079.SZ,0.113
002083.SZ,0.073
002091.SZ,0.128
002095.SZ,0.047
