wind_code,i_weight
000008.SZ,0.186
000009.SZ,0.319
000012.SZ,0.136
000021.SZ,0.159
000025.SZ,0.06
000027.SZ,0.186
000028.SZ,0.164
000031.SZ,0.223
000039.SZ,0.291
000060.SZ,0.287
000061.SZ,0.097
000062.SZ,0.11
000066.SZ,0.442
000078.SZ,0.149
000089.SZ,0.253
000090.SZ,0.195
000156.SZ,0.159
000158.SZ,0.14
000301.SZ,0.169
000400.SZ,0.138
000401.SZ,0.421
000426.SZ,0.102
000488.SZ,0.188
000501.SZ,0.105
000513.SZ,0.248
000519.SZ,0.148
000528.SZ,0.185
000536.SZ,0.112
000537.SZ,0.096
000541.SZ,0.091
000543.SZ,0.14
000547.SZ,0.303
000552.SZ,0.079
000559.SZ,0.212
000563.SZ,0.236
000564.SZ,0.116
000581.SZ,0.282
000587.SZ,0.062
000598.SZ,0.226
000600.SZ,0.115
000623.SZ,0.403
000636.SZ,0.199
000681.SZ,0.226
000685.SZ,0.196
000686.SZ,0.33
000690.SZ,0.296
000712.SZ,0.148
000717.SZ,0.131
000718.SZ,0.156
000723.SZ,0.329
000727.SZ,0.157
000729.SZ,0.232
000732.SZ,0.182
000738.SZ,0.227
000750.SZ,0.401
000758.SZ,0.171
000761.SZ,0.042
000766.SZ,0.08
000778.SZ,0.309
000807.SZ,0.191
000813.SZ,0.178
000826.SZ,0.198
000829.SZ,0.092
000830.SZ,0.3
000848.SZ,0.126
000860.SZ,0.617
000869.SZ,0.107
000877.SZ,0.172
000878.SZ,0.236
000883.SZ,0.217
000887.SZ,0.193
000926.SZ,0.137
000930.SZ,0.215
000932.SZ,0.198
000937.SZ,0.105
000959.SZ,0.146
000960.SZ,0.28
000970.SZ,0.227
000975.SZ,0.477
000980.SZ,0.131
000983.SZ,0.256
000987.SZ,0.069
000988.SZ,0.353
000990.SZ,0.099
000997.SZ,0.337
000998.SZ,0.328
000999.SZ,0.303
002002.SZ,0.211
002004.SZ,0.202
002019.SZ,0.219
002028.SZ,0.149
002030.SZ,0.159
002038.SZ,0.229
002048.SZ,0.118
002049.SZ,0.545
002051.SZ,0.147
002056.SZ,0.147
002064.SZ,0.176
002074.SZ,0.27
002075.SZ,0.335
002078.SZ,0.302
002085.SZ,0.248
002092.SZ,0.296
002093.SZ,0.121
002110.SZ,0.218
002118.SZ,0.085
002127.SZ,0.401
002128.SZ,0.161
002129.SZ,0.45
002131.SZ,0.219
002152.SZ,0.22
002155.SZ,0.207
002157.SZ,0.6
002174.SZ,0.207
002176.SZ,0.132
002183.SZ,0.176
002191.SZ,0.281
002195.SZ,0.449
002212.SZ,0.192
002217.SZ,0.264
002221.SZ,0.248
002223.SZ,0.369
002233.SZ,0.206
002242.SZ,0.168
002244.SZ,0.171
002249.SZ,0.128
002250.SZ,0.215
002251.SZ,0.088
002254.SZ,0.116
002266.SZ,0.193
002268.SZ,0.4
002273.SZ,0.341
002280.SZ,0.141
002281.SZ,0.299
002285.SZ,0.139
002299.SZ,0.365
002302.SZ,0.153
002317.SZ,0.149
002332.SZ,0.131
002340.SZ,0.401
002344.SZ,0.077
002353.SZ,0.338
002358.SZ,0.127
002366.SZ,0.128
002368.SZ,0.182
002371.SZ,0.313
002372.SZ,0.271
002373.SZ,0.314
002375.SZ,0.095
002382.SZ,0.101
002384.SZ,0.415
002385.SZ,0.363
002387.SZ,0.324
002390.SZ,0.144
002399.SZ,0.199
002405.SZ,0.623
002407.SZ,0.192
002408.SZ,0.178
002414.SZ,0.19
002416.SZ,0.057
002419.SZ,0.162
002424.SZ,0.137
002426.SZ,0.167
002431.SZ,0.107
002434.SZ,0.092
002437.SZ,0.082
002439.SZ,0.479
002440.SZ,0.221
002444.SZ,0.154
002463.SZ,0.523
002465.SZ,0.408
002470.SZ,0.14
002482.SZ,0.09
002489.SZ,0.095
002491.SZ,0.14
002500.SZ,0.375
002503.SZ,0.105
002505.SZ,0.136
002506.SZ,0.458
002507.SZ,0.368
002509.SZ,0.081
002512.SZ,0.094
002517.SZ,0.091
002544.SZ,0.113
002572.SZ,0.317
002573.SZ,0.126
002583.SZ,0.237
002589.SZ,0.249
002603.SZ,0.173
002607.SZ,0.25
002635.SZ,0.131
002640.SZ,0.145
002665.SZ,0.154
002670.SZ,0.226
002672.SZ,0.113
002681.SZ,0.093
002690.SZ,0.224
002699.SZ,0.052
002701.SZ,0.169
002707.SZ,0.095
002709.SZ,0.119
002745.SZ,0.117
002797.SZ,0.338
002807.SZ,0.133
002812.SZ,0.215
002815.SZ,0.101
002818.SZ,0.076
002821.SZ,0.347
002831.SZ,0.137
002839.SZ,0.136
002916.SZ,0.317
002920.SZ,0.116
002926.SZ,0.349
002936.SZ,0.081
002941.SZ,0.041
002946.SZ,0.035
002948.SZ,0.089
300001.SZ,0.247
300002.SZ,0.155
300009.SZ,0.262
300010.SZ,0.165
300026.SZ,0.163
300027.SZ,0.244
300055.SZ,0.124
300058.SZ,0.235
300088.SZ,0.274
300113.SZ,0.175
300115.SZ,0.166
300133.SZ,0.184
300134.SZ,0.153
300159.SZ,0.108
300166.SZ,0.237
300168.SZ,0.254
300182.SZ,0.185
300197.SZ,0.142
300199.SZ,0.103
300207.SZ,0.256
300244.SZ,0.196
300253.SZ,0.471
300257.SZ,0.095
300266.SZ,0.098
300274.SZ,0.277
300287.SZ,0.117
300297.SZ,0.112
300308.SZ,0.157
300315.SZ,0.252
300316.SZ,0.223
300324.SZ,0.141
300376.SZ,0.114
300383.SZ,0.463
300418.SZ,0.201
300450.SZ,0.506
300459.SZ,0.074
600006.SH,0.104
600008.SH,0.208
600017.SH,0.151
600021.SH,0.244
600022.SH,0.276
600026.SH,0.23
600037.SH,0.253
600039.SH,0.198
600053.SH,0.08
600056.SH,0.193
600058.SH,0.093
600060.SH,0.177
600062.SH,0.175
600064.SH,0.219
600073.SH,0.169
600079.SH,0.268
600094.SH,0.323
600098.SH,0.092
600120.SH,0.192
600125.SH,0.158
600126.SH,0.059
600138.SH,0.192
600141.SH,0.148
600143.SH,0.262
600151.SH,0.135
600155.SH,0.168
600158.SH,0.183
600160.SH,0.28
600161.SH,0.359
600166.SH,0.267
600167.SH,0.219
600169.SH,0.12
600171.SH,0.234
600179.SH,0.054
600183.SH,0.532
600195.SH,0.128
600201.SH,0.472
