wind_code,i_weight
000002.SZ,0.657
000063.SZ,0.419
000066.SZ,0.107
000069.SZ,0.127
000100.SZ,0.345
000157.SZ,0.16
000166.SZ,0.247
000301.SZ,0.151
000333.SZ,1.444
000338.SZ,0.312
000425.SZ,0.157
000538.SZ,0.219
000568.SZ,0.853
000596.SZ,0.152
000625.SZ,0.288
000651.SZ,0.826
000661.SZ,0.291
000703.SZ,0.127
000708.SZ,0.106
000725.SZ,0.617
000768.SZ,0.195
000776.SZ,0.274
000783.SZ,0.119
000786.SZ,0.159
000800.SZ,0.045
000858.SZ,1.804
000876.SZ,0.174
000895.SZ,0.266
000938.SZ,0.138
000963.SZ,0.184
000977.SZ,0.136
001979.SZ,0.215
002001.SZ,0.209
002007.SZ,0.111
002008.SZ,0.138
002024.SZ,0.048
002027.SZ,0.352
002032.SZ,0.049
002044.SZ,0.076
002049.SZ,0.409
002050.SZ,0.17
002064.SZ,0.067
002120.SZ,0.114
002129.SZ,0.535
002142.SZ,0.704
002157.SZ,0.053
002179.SZ,0.248
002202.SZ,0.185
002230.SZ,0.363
002236.SZ,0.158
002241.SZ,0.528
002252.SZ,0.123
002271.SZ,0.427
002304.SZ,0.539
002311.SZ,0.27
002352.SZ,0.552
002371.SZ,0.385
002410.SZ,0.277
002414.SZ,0.083
002415.SZ,0.846
002459.SZ,0.325
002460.SZ,0.519
002466.SZ,0.551
002475.SZ,0.905
002493.SZ,0.263
002555.SZ,0.156
002568.SZ,0.072
002594.SZ,1.455
002600.SZ,0.073
002601.SZ,0.123
002602.SZ,0.113
002607.SZ,0.052
002624.SZ,0.086
002709.SZ,0.237
002714.SZ,0.73
002736.SZ,0.143
002791.SZ,0.059
002812.SZ,0.632
002821.SZ,0.208
002841.SZ,0.127
002916.SZ,0.098
002938.SZ,0.115
003816.SZ,0.179
300003.SZ,0.121
300014.SZ,0.494
300015.SZ,0.545
300033.SZ,0.1
300059.SZ,1.298
300122.SZ,0.379
300124.SZ,0.61
300142.SZ,0.394
300144.SZ,0.109
300274.SZ,0.451
300316.SZ,0.193
300347.SZ,0.244
300408.SZ,0.185
300413.SZ,0.147
300433.SZ,0.114
300450.SZ,0.288
300498.SZ,0.436
300529.SZ,0.115
300558.SZ,0.063
300595.SZ,0.127
300601.SZ,0.139
300628.SZ,0.145
300676.SZ,0.089
300677.SZ,0.057
300750.SZ,3.095
300759.SZ,0.171
300760.SZ,0.798
300782.SZ,0.246
300866.SZ,0.055
300888.SZ,0.027
300896.SZ,0.254
300999.SZ,0.107
600000.SH,0.506
600009.SH,0.263
600010.SH,0.248
600011.SH,0.176
600015.SH,0.178
600016.SH,0.513
600018.SH,0.118
600019.SH,0.309
600025.SH,0.069
600028.SH,0.324
600029.SH,0.178
600030.SH,1.051
600031.SH,0.546
600036.SH,2.664
600048.SH,0.604
600050.SH,0.351
600061.SH,0.086
600079.SH,0.089
600085.SH,0.173
600104.SH,0.436
600109.SH,0.099
600111.SH,0.412
600115.SH,0.143
600132.SH,0.17
600143.SH,0.087
600150.SH,0.181
600161.SH,0.084
600176.SH,0.213
600183.SH,0.102
600196.SH,0.287
600276.SH,0.736
600309.SH,0.716
600332.SH,0.118
600346.SH,0.27
600352.SH,0.151
600362.SH,0.102
600383.SH,0.146
600406.SH,0.515
600426.SH,0.239
600436.SH,0.507
600438.SH,0.662
600489.SH,0.113
600519.SH,6.145
600547.SH,0.18
600570.SH,0.254
600584.SH,0.163
600585.SH,0.479
600588.SH,0.18
600600.SH,0.178
600606.SH,0.08
600655.SH,0.084
600660.SH,0.305
600690.SH,0.521
600741.SH,0.189
600745.SH,0.258
600760.SH,0.178
600763.SH,0.17
600795.SH,0.174
600809.SH,0.721
600837.SH,0.478
600845.SH,0.096
600848.SH,0.074
600872.SH,0.079
600886.SH,0.167
600887.SH,1.055
600893.SH,0.286
600900.SH,1.481
600905.SH,0.289
600918.SH,0.11
600919.SH,0.411
600926.SH,0.219
600958.SH,0.271
600989.SH,0.186
600999.SH,0.26
601006.SH,0.216
601009.SH,0.293
601012.SH,1.86
601021.SH,0.096
601066.SH,0.158
601088.SH,0.607
601100.SH,0.151
601108.SH,0.127
601111.SH,0.157
601138.SH,0.203
601155.SH,0.119
601162.SH,0.071
601166.SH,1.55
601169.SH,0.355
601186.SH,0.198
601211.SH,0.354
601216.SH,0.079
601225.SH,0.399
601229.SH,0.346
601231.SH,0.045
601236.SH,0.04
601238.SH,0.177
601288.SH,0.577
601318.SH,2.597
601319.SH,0.072
601328.SH,0.732
601336.SH,0.128
601360.SH,0.128
601377.SH,0.18
601390.SH,0.363
601398.SH,0.886
601600.SH,0.219
601601.SH,0.394
601607.SH,0.108
601618.SH,0.137
601628.SH,0.225
601633.SH,0.221
601658.SH,0.31
601668.SH,0.627
601669.SH,0.324
601688.SH,0.372
601696.SH,0.091
601698.SH,0.026
601728.SH,0.098
601766.SH,0.334
601788.SH,0.122
601799.SH,0.117
601800.SH,0.184
601808.SH,0.048
601816.SH,0.519
601818.SH,0.28
601838.SH,0.18
601857.SH,0.298
601865.SH,0.121
601868.SH,0.164
601877.SH,0.214
601878.SH,0.081
601881.SH,0.062
601888.SH,0.936
601898.SH,0.099
601899.SH,0.786
601901.SH,0.14
601916.SH,0.147
601919.SH,0.527
601933.SH,0.086
601939.SH,0.218
601966.SH,0.069
601985.SH,0.371
601988.SH,0.365
601989.SH,0.226
601990.SH,0.091
601995.SH,0.067
601998.SH,0.077
603019.SH,0.158
603087.SH,0.039
603160.SH,0.072
603195.SH,0.062
603233.SH,0.056
