wind_code,i_weight
000011.SZ,0.079
000016.SZ,0.149
000019.SZ,0.061
000030.SZ,0.092
000034.SZ,0.162
000035.SZ,0.175
000036.SZ,0.086
000038.SZ,0.052
000040.SZ,0.064
000049.SZ,0.129
000056.SZ,0.025
000058.SZ,0.048
000059.SZ,0.092
000065.SZ,0.046
000070.SZ,0.124
000088.SZ,0.117
000150.SZ,0.035
000155.SZ,0.07
000403.SZ,0.175
000429.SZ,0.112
000498.SZ,0.047
000503.SZ,0.162
000507.SZ,0.071
000514.SZ,0.026
000516.SZ,0.177
000517.SZ,0.043
000520.SZ,0.048
000525.SZ,0.044
000532.SZ,0.052
000540.SZ,0.279
000544.SZ,0.055
000546.SZ,0.085
000550.SZ,0.057
000555.SZ,0.165
000557.SZ,0.059
000560.SZ,0.112
000561.SZ,0.049
000567.SZ,0.041
000576.SZ,0.053
000582.SZ,0.132
000584.SZ,0.055
000591.SZ,0.174
000592.SZ,0.098
000597.SZ,0.078
000601.SZ,0.085
000603.SZ,0.122
000615.SZ,0.045
000620.SZ,0.057
000626.SZ,0.03
000639.SZ,0.07
000650.SZ,0.105
000652.SZ,0.115
000657.SZ,0.056
000665.SZ,0.051
000666.SZ,0.056
000667.SZ,0.174
000672.SZ,0.214
000676.SZ,0.08
000682.SZ,0.081
000683.SZ,0.142
000688.SZ,0.146
000697.SZ,0.108
000710.SZ,0.244
000711.SZ,0.027
000720.SZ,0.064
000726.SZ,0.065
000733.SZ,0.302
000735.SZ,0.201
000751.SZ,0.063
000789.SZ,0.161
000791.SZ,0.036
000793.SZ,0.099
000795.SZ,0.078
000796.SZ,0.108
000797.SZ,0.058
000799.SZ,0.393
000801.SZ,0.076
000802.SZ,0.085
000810.SZ,0.11
000811.SZ,0.066
000815.SZ,0.047
000818.SZ,0.218
000821.SZ,0.04
000822.SZ,0.051
000823.SZ,0.096
000829.SZ,0.085
000831.SZ,0.157
000836.SZ,0.079
000851.SZ,0.129
000875.SZ,0.136
000881.SZ,0.055
000882.SZ,0.063
000885.SZ,0.056
000889.SZ,0.048
000900.SZ,0.077
000901.SZ,0.14
000902.SZ,0.146
000903.SZ,0.172
000905.SZ,0.034
000910.SZ,0.137
000913.SZ,0.114
000915.SZ,0.104
000917.SZ,0.141
000918.SZ,0.067
000921.SZ,0.118
000923.SZ,0.034
000925.SZ,0.06
000926.SZ,0.084
000928.SZ,0.051
000931.SZ,0.094
000933.SZ,0.113
000935.SZ,0.066
000936.SZ,0.094
000950.SZ,0.054
000951.SZ,0.188
000957.SZ,0.065
000958.SZ,0.071
000965.SZ,0.038
000968.SZ,0.062
000969.SZ,0.095
000973.SZ,0.077
000976.SZ,0.128
000989.SZ,0.084
000996.SZ,0.063
001696.SZ,0.119
001896.SZ,0.035
002015.SZ,0.046
002016.SZ,0.033
002017.SZ,0.064
002020.SZ,0.133
002022.SZ,0.157
002023.SZ,0.187
002025.SZ,0.233
002029.SZ,0.056
