wind_code,i_weight
000012.SZ,0.145
000021.SZ,0.159
000027.SZ,0.173
000031.SZ,0.071
000039.SZ,0.196
000050.SZ,0.17
000060.SZ,0.17
000062.SZ,0.057
000089.SZ,0.112
000155.SZ,0.214
000156.SZ,0.105
000400.SZ,0.232
000401.SZ,0.135
000402.SZ,0.092
000415.SZ,0.085
000513.SZ,0.186
000519.SZ,0.28
000537.SZ,0.11
000540.SZ,0.101
000547.SZ,0.199
000553.SZ,0.061
000559.SZ,0.102
000563.SZ,0.101
000581.SZ,0.137
000591.SZ,0.263
000598.SZ,0.132
000623.SZ,0.213
000629.SZ,0.328
000630.SZ,0.377
000636.SZ,0.205
000656.SZ,0.124
000683.SZ,0.333
000703.SZ,0.251
000709.SZ,0.146
000728.SZ,0.272
000729.SZ,0.232
000738.SZ,0.251
000739.SZ,0.21
000750.SZ,0.198
000778.SZ,0.134
000783.SZ,0.326
000785.SZ,0.119
000807.SZ,0.41
000825.SZ,0.154
000830.SZ,0.226
000831.SZ,0.356
000869.SZ,0.06
000878.SZ,0.232
000883.SZ,0.123
000887.SZ,0.187
000898.SZ,0.099
000930.SZ,0.142
000932.SZ,0.301
000937.SZ,0.102
000959.SZ,0.09
000960.SZ,0.223
000961.SZ,0.066
000967.SZ,0.091
000970.SZ,0.218
000975.SZ,0.304
000987.SZ,0.146
000988.SZ,0.276
000990.SZ,0.082
000997.SZ,0.172
000998.SZ,0.265
000999.SZ,0.281
001203.SZ,0.088
001227.SZ,0.034
001872.SZ,0.051
001914.SZ,0.102
002002.SZ,0.111
002010.SZ,0.124
002019.SZ,0.14
002025.SZ,0.263
002028.SZ,0.391
002030.SZ,0.229
002048.SZ,0.109
002056.SZ,0.265
002065.SZ,0.203
002078.SZ,0.264
002080.SZ,0.244
002081.SZ,0.127
002092.SZ,0.233
002110.SZ,0.089
002124.SZ,0.133
002127.SZ,0.135
002128.SZ,0.148
002131.SZ,0.183
002138.SZ,0.339
002146.SZ,0.07
002152.SZ,0.185
002153.SZ,0.158
002155.SZ,0.194
002156.SZ,0.244
002183.SZ,0.171
002185.SZ,0.335
002191.SZ,0.117
002192.SZ,0.347
002195.SZ,0.264
002203.SZ,0.216
002212.SZ,0.192
002221.SZ,0.128
002223.SZ,0.264
002242.SZ,0.084
002244.SZ,0.194
002249.SZ,0.137
002250.SZ,0.19
002266.SZ,0.13
002268.SZ,0.298
002273.SZ,0.258
002281.SZ,0.107
002294.SZ,0.296
002299.SZ,0.269
002326.SZ,0.219
002340.SZ,0.6
002353.SZ,0.243
002368.SZ,0.22
002372.SZ,0.213
002373.SZ,0.164
002384.SZ,0.573
002385.SZ,0.446
