wind_code,i_weight
600016.SH,3.74
600019.SH,1.678
600028.SH,1.541
600029.SH,0.54
600030.SH,2.878
600036.SH,6.35
600048.SH,1.871
600050.SH,1.052
600104.SH,2.423
600111.SH,0.525
600276.SH,3.3
600309.SH,1.813
600340.SH,0.674
600519.SH,7.915
600547.SH,0.394
600585.SH,1.671
600606.SH,0.511
600690.SH,1.367
600703.SH,1.004
600887.SH,3.485
600958.SH,0.709
600999.SH,0.669
601006.SH,1.154
601088.SH,0.789
601166.SH,4.176
601169.SH,1.909
601186.SH,1.022
601211.SH,1.223
601229.SH,1.339
601288.SH,3.024
601318.SH,14.47
601328.SH,3.426
601336.SH,0.892
601360.SH,0.235
601390.SH,0.892
601398.SH,2.643
601601.SH,2.333
601628.SH,0.847
601668.SH,2.641
601688.SH,1.095
601766.SH,1.328
601800.SH,0.45
601818.SH,1.267
601857.SH,1.086
601878.SH,0.061
601881.SH,0.22
601988.SH,1.654
601989.SH,0.835
603993.SH,0.292
