wind_code,i_weight
000008.SZ,0.272
000009.SZ,0.29
000012.SZ,0.151
000021.SZ,0.142
000025.SZ,0.066
000027.SZ,0.2
000028.SZ,0.194
000031.SZ,0.178
000039.SZ,0.328
000049.SZ,0.112
000060.SZ,0.334
000061.SZ,0.106
000062.SZ,0.122
000066.SZ,0.313
000078.SZ,0.158
000089.SZ,0.274
000090.SZ,0.114
000156.SZ,0.157
000158.SZ,0.129
000400.SZ,0.202
000401.SZ,0.406
000418.SZ,0.367
000426.SZ,0.147
000488.SZ,0.25
000501.SZ,0.125
000513.SZ,0.256
000519.SZ,0.147
000528.SZ,0.211
000536.SZ,0.077
000537.SZ,0.129
000541.SZ,0.109
000543.SZ,0.181
000547.SZ,0.351
000552.SZ,0.097
000559.SZ,0.241
000563.SZ,0.179
000564.SZ,0.151
000581.SZ,0.367
000587.SZ,0.083
000596.SZ,0.245
000598.SZ,0.253
000600.SZ,0.14
000612.SZ,0.12
000623.SZ,0.455
000636.SZ,0.243
000656.SZ,0.506
000667.SZ,0.209
000681.SZ,0.32
000685.SZ,0.212
000686.SZ,0.309
000690.SZ,0.369
000712.SZ,0.136
000717.SZ,0.195
000718.SZ,0.158
000723.SZ,0.169
000727.SZ,0.132
000729.SZ,0.278
000732.SZ,0.223
000738.SZ,0.231
000750.SZ,0.445
000758.SZ,0.167
000761.SZ,0.042
000766.SZ,0.095
000778.SZ,0.398
000807.SZ,0.183
000813.SZ,0.268
000829.SZ,0.08
000830.SZ,0.399
000848.SZ,0.151
000860.SZ,0.528
000877.SZ,0.166
000878.SZ,0.231
000887.SZ,0.228
000926.SZ,0.16
000930.SZ,0.238
000932.SZ,0.277
000937.SZ,0.13
000960.SZ,0.338
000969.SZ,0.094
000970.SZ,0.21
000975.SZ,0.333
000980.SZ,0.136
000987.SZ,0.07
000988.SZ,0.234
000990.SZ,0.092
000997.SZ,0.352
000998.SZ,0.365
000999.SZ,0.287
002002.SZ,0.145
002004.SZ,0.224
