wind_code,i_weight
000002.SZ,0.291
000063.SZ,0.494
000100.SZ,0.437
000157.SZ,0.172
000166.SZ,0.24
000301.SZ,0.126
000333.SZ,1.703
000338.SZ,0.362
000408.SZ,0.113
000425.SZ,0.285
000538.SZ,0.254
000568.SZ,0.508
000596.SZ,0.154
000617.SZ,0.094
000625.SZ,0.341
000651.SZ,0.943
000661.SZ,0.173
000708.SZ,0.059
000725.SZ,0.791
000733.SZ,0.089
000768.SZ,0.187
000776.SZ,0.242
000786.SZ,0.144
000792.SZ,0.483
000800.SZ,0.041
000807.SZ,0.141
000858.SZ,1.417
000876.SZ,0.108
000895.SZ,0.127
000938.SZ,0.289
000963.SZ,0.17
000977.SZ,0.245
000983.SZ,0.115
000999.SZ,0.115
001289.SZ,0.013
001965.SZ,0.121
001979.SZ,0.212
002001.SZ,0.201
002007.SZ,0.092
002027.SZ,0.347
002049.SZ,0.223
002050.SZ,0.258
002074.SZ,0.123
002129.SZ,0.169
002142.SZ,0.405
002179.SZ,0.254
002180.SZ,0.132
002230.SZ,0.472
002236.SZ,0.161
002241.SZ,0.303
002252.SZ,0.199
002271.SZ,0.137
002304.SZ,0.257
002311.SZ,0.192
002352.SZ,0.502
002371.SZ,0.658
002410.SZ,0.085
002415.SZ,0.559
002459.SZ,0.172
002460.SZ,0.236
002466.SZ,0.196
002475.SZ,0.967
002493.SZ,0.144
002555.SZ,0.13
002594.SZ,1.238
002601.SZ,0.148
002603.SZ,0.072
002648.SZ,0.15
002709.SZ,0.141
002714.SZ,0.554
002736.SZ,0.165
002812.SZ,0.109
002821.SZ,0.1
002841.SZ,0.08
002916.SZ,0.101
002920.SZ,0.172
002938.SZ,0.116
003816.SZ,0.153
300014.SZ,0.297
300015.SZ,0.341
300033.SZ,0.359
300059.SZ,1.713
300122.SZ,0.175
300124.SZ,0.562
300142.SZ,0.118
300223.SZ,0.116
300274.SZ,0.587
300308.SZ,0.565
300316.SZ,0.113
300347.SZ,0.167
300408.SZ,0.244
300413.SZ,0.107
300418.SZ,0.198
300433.SZ,0.205
300442.SZ,0.085
300450.SZ,0.129
300454.SZ,0.082
300496.SZ,0.101
300498.SZ,0.459
300628.SZ,0.095
300661.SZ,0.144
300750.SZ,3.43
300751.SZ,0.086
300759.SZ,0.122
300760.SZ,0.786
300782.SZ,0.173
300832.SZ,0.102
300896.SZ,0.159
300919.SZ,0.093
300957.SZ,0.042
300979.SZ,0.057
300999.SZ,0.101
301269.SZ,0.136
600000.SH,0.553
600009.SH,0.216
600010.SH,0.217
600011.SH,0.153
600015.SH,0.24
600016.SH,0.419
600018.SH,0.081
600019.SH,0.291
600023.SH,0.108
600025.SH,0.083
600026.SH,0.087
600027.SH,0.089
600028.SH,0.462
600029.SH,0.181
600030.SH,1.493
600031.SH,0.517
600036.SH,2.238
600039.SH,0.097
600048.SH,0.366
600050.SH,0.489
600061.SH,0.099
600085.SH,0.139
600089.SH,0.342
600104.SH,0.405
600111.SH,0.288
600115.SH,0.174
600132.SH,0.074
600150.SH,0.393
600161.SH,0.127
600176.SH,0.136
600183.SH,0.124
600188.SH,0.13
600196.SH,0.169
600219.SH,0.14
600233.SH,0.124
600276.SH,1.126
600309.SH,0.696
600332.SH,0.101
600346.SH,0.151
600362.SH,0.109
600372.SH,0.151
600406.SH,0.493
600415.SH,0.194
600426.SH,0.163
600436.SH,0.35
600438.SH,0.369
600460.SH,0.137
600489.SH,0.181
600515.SH,0.131
600519.SH,4.767
600547.SH,0.22
600570.SH,0.231
600584.SH,0.278
600585.SH,0.306
600588.SH,0.135
600600.SH,0.129
600660.SH,0.446
600674.SH,0.16
600690.SH,0.533
600732.SH,0.087
600741.SH,0.133
600745.SH,0.176
600760.SH,0.271
600795.SH,0.203
600803.SH,0.085
600809.SH,0.494
600837.SH,0.548
600845.SH,0.12
600875.SH,0.084
600886.SH,0.226
600887.SH,0.905
600893.SH,0.278
600900.SH,1.663
600905.SH,0.325
600918.SH,0.097
600919.SH,0.661
600926.SH,0.25
600938.SH,0.273
600941.SH,0.478
600958.SH,0.284
600989.SH,0.177
600999.SH,0.354
601006.SH,0.298
601009.SH,0.272
601012.SH,0.558
601021.SH,0.139
601059.SH,0.074
601066.SH,0.176
601088.SH,0.656
601100.SH,0.142
601111.SH,0.192
601117.SH,0.149
601138.SH,0.439
601166.SH,1.306
601169.SH,0.421
601186.SH,0.212
601211.SH,0.424
601225.SH,0.45
601229.SH,0.406
601236.SH,0.06
601238.SH,0.097
601288.SH,0.764
601318.SH,2.851
601319.SH,0.115
601328.SH,1.002
601336.SH,0.197
601360.SH,0.238
601377.SH,0.221
601390.SH,0.328
601398.SH,1.072
601600.SH,0.297
601601.SH,0.577
601607.SH,0.121
601618.SH,0.119
601628.SH,0.349
