wind_code,i_weight
000009.SZ,0.471
000012.SZ,0.214
000021.SZ,0.265
000027.SZ,0.21
000028.SZ,0.108
000031.SZ,0.082
000039.SZ,0.3
000046.SZ,0.074
000050.SZ,0.237
000060.SZ,0.201
000061.SZ,0.065
000062.SZ,0.08
000078.SZ,0.097
000089.SZ,0.152
000090.SZ,0.141
000156.SZ,0.074
000158.SZ,0.095
000301.SZ,0.252
000400.SZ,0.142
000401.SZ,0.23
000402.SZ,0.129
000415.SZ,0.089
000488.SZ,0.228
000501.SZ,0.091
000513.SZ,0.303
000519.SZ,0.126
000528.SZ,0.172
000537.SZ,0.053
000540.SZ,0.202
000543.SZ,0.076
000547.SZ,0.379
000553.SZ,0.067
000559.SZ,0.113
000563.SZ,0.11
000581.SZ,0.213
000598.SZ,0.162
000600.SZ,0.064
000623.SZ,0.246
000629.SZ,0.166
000630.SZ,0.365
000636.SZ,0.352
000681.SZ,0.097
000685.SZ,0.127
000686.SZ,0.2
000690.SZ,0.166
000709.SZ,0.188
000717.SZ,0.105
000718.SZ,0.18
000729.SZ,0.181
000732.SZ,0.045
000738.SZ,0.18
000739.SZ,0.318
000750.SZ,0.279
000758.SZ,0.119
000778.SZ,0.168
000807.SZ,0.335
000813.SZ,0.077
000825.SZ,0.252
000826.SZ,0.085
000830.SZ,0.305
000869.SZ,0.087
000877.SZ,0.16
000878.SZ,0.247
000883.SZ,0.157
000887.SZ,0.136
000898.SZ,0.203
000930.SZ,0.177
000932.SZ,0.251
000937.SZ,0.067
000959.SZ,0.139
000960.SZ,0.254
000967.SZ,0.13
000970.SZ,0.135
000975.SZ,0.248
000983.SZ,0.2
000988.SZ,0.282
000990.SZ,0.147
000997.SZ,0.178
000998.SZ,0.271
000999.SZ,0.17
001872.SZ,0.027
001914.SZ,0.155
002002.SZ,0.131
002004.SZ,0.178
002010.SZ,0.138
002013.SZ,0.329
002019.SZ,0.23
002028.SZ,0.333
002030.SZ,0.358
002038.SZ,0.127
002048.SZ,0.151
002051.SZ,0.059
002056.SZ,0.193
002064.SZ,0.309
002074.SZ,0.618
002075.SZ,0.302
002078.SZ,0.434
002080.SZ,0.256
002081.SZ,0.259
002085.SZ,0.147
002092.SZ,0.3
002093.SZ,0.052
002110.SZ,0.174
002124.SZ,0.226
002128.SZ,0.138
002131.SZ,0.289
002138.SZ,0.383
002152.SZ,0.27
002155.SZ,0.115
002156.SZ,0.247
002174.SZ,0.196
002183.SZ,0.132
002185.SZ,0.487
002191.SZ,0.159
002195.SZ,0.183
002203.SZ,0.184
002212.SZ,0.295
002217.SZ,0.107
002221.SZ,0.222
002223.SZ,0.332
002233.SZ,0.139
002242.SZ,0.169
002244.SZ,0.119
002249.SZ,0.123
002250.SZ,0.289
002266.SZ,0.157
002268.SZ,0.173
002273.SZ,0.252
002281.SZ,0.162
002294.SZ,0.266
002299.SZ,0.286
002302.SZ,0.073
002317.SZ,0.099
002340.SZ,0.665
002353.SZ,0.329
002368.SZ,0.144
002372.SZ,0.257
002373.SZ,0.206
002375.SZ,0.087
002382.SZ,0.254
002385.SZ,0.416
002387.SZ,0.134
002390.SZ,0.216
002396.SZ,0.152
002399.SZ,0.105
002408.SZ,0.159
002416.SZ,0.083
002419.SZ,0.058
002423.SZ,0.027
002424.SZ,0.1
002429.SZ,0.182
002434.SZ,0.092
002440.SZ,0.114
002444.SZ,0.458
002458.SZ,0.102
002465.SZ,0.318
002468.SZ,0.091
002500.SZ,0.25
002503.SZ,0.053
002505.SZ,0.105
002506.SZ,0.19
002507.SZ,0.383
002511.SZ,0.351
002544.SZ,0.073
002557.SZ,0.285
002563.SZ,0.165
002568.SZ,0.579
002572.SZ,0.323
002583.SZ,0.08
002589.SZ,0.079
002595.SZ,0.209
002603.SZ,0.293
002625.SZ,0.352
002635.SZ,0.07
002640.SZ,0.076
002648.SZ,0.348
002653.SZ,0.074
002670.SZ,0.215
002683.SZ,0.253
002690.SZ,0.226
002701.SZ,0.164
002705.SZ,0.208
002709.SZ,0.652
002745.SZ,0.169
002791.SZ,0.423
002797.SZ,0.334
002807.SZ,0.156
002815.SZ,0.072
002818.SZ,0.039
002831.SZ,0.254
002839.SZ,0.12
002867.SZ,0.157
002901.SZ,0.05
002920.SZ,0.301
002925.SZ,0.165
002926.SZ,0.213
002936.SZ,0.112
002941.SZ,0.036
002946.SZ,0.052
002948.SZ,0.071
002957.SZ,0.027
002966.SZ,0.218
002985.SZ,0.117
300001.SZ,0.262
300002.SZ,0.151
300009.SZ,0.328
300010.SZ,0.088
300012.SZ,0.945
300017.SZ,0.189
300024.SZ,0.209
300026.SZ,0.137
300058.SZ,0.214
300070.SZ,0.27
300072.SZ,0.131
300088.SZ,0.321
300113.SZ,0.093
300115.SZ,0.203
300133.SZ,0.135
300134.SZ,0.059
300146.SZ,0.449
300166.SZ,0.127
300168.SZ,0.208
300180.SZ,0.116
300182.SZ,0.124
300207.SZ,0.412
300212.SZ,0.167
300223.SZ,0.23
300244.SZ,0.294
300257.SZ,0.095
300271.SZ,0.203
300274.SZ,1.593
300285.SZ,0.663
300296.SZ,0.222
300315.SZ,0.202
300316.SZ,0.432
300324.SZ,0.066
300357.SZ,0.4
300376.SZ,0.101
300418.SZ,0.264
300459.SZ,0.098
300463.SZ,0.322
300474.SZ,0.191
300482.SZ,0.362
300496.SZ,0.691
300595.SZ,0.613
300618.SZ,0.193
300630.SZ,0.224
300699.SZ,0.284
600006.SH,0.089
600008.SH,0.227
600021.SH,0.128
600022.SH,0.165
600026.SH,0.147
600037.SH,0.151
600038.SH,0.261
600039.SH,0.223
600053.SH,0.037
600056.SH,0.119
600060.SH,0.151
600062.SH,0.109
600064.SH,0.146
600073.SH,0.093
600079.SH,0.56
600089.SH,0.795
600094.SH,0.1
600120.SH,0.13
600126.SH,0.131
600131.SH,0.086
600132.SH,0.661
600141.SH,0.131
600143.SH,0.713
600153.SH,0.242
600155.SH,0.196
600158.SH,0.141
600160.SH,0.205
600166.SH,0.298
600167.SH,0.144
600170.SH,0.224
600171.SH,0.169
600188.SH,0.2
600195.SH,0.125
600201.SH,0.427
600216.SH,0.191
600219.SH,0.476
600256.SH,0.215
600258.SH,0.219
600259.SH,0.105
600260.SH,0.143
600266.SH,0.112
600273.SH,0.158
600277.SH,0.075
600282.SH,0.225
600291.SH,0.029
600307.SH,0.102
600312.SH,0.083
600315.SH,0.347
600316.SH,0.221
600325.SH,0.185
600329.SH,0.12
600338.SH,0.1
600339.SH,0.08
600348.SH,0.116
600350.SH,0.076
600372.SH,0.201
600373.SH,0.13
600376.SH,0.125
600380.SH,0.299
600388.SH,0.11
600392.SH,0.403
600398.SH,0.163
600409.SH,0.245
600410.SH,0.123
600415.SH,0.231
600418.SH,0.192
600426.SH,0.771
600435.SH,0.14
600446.SH,0.137
600460.SH,0.492
600466.SH,0.103
600486.SH,0.362
600497.SH,0.206
600500.SH,0.134
600507.SH,0.171
600511.SH,0.242
600516.SH,0.353
600517.SH,0.066
600528.SH,0.196
600529.SH,0.339
600535.SH,0.222
600545.SH,0.061
600546.SH,0.087
600549.SH,0.283
600556.SH,0.07
600563.SH,0.272
600566.SH,0.089
600567.SH,0.192
