wind_code,i_weight
000012.SZ,0.133
000016.SZ,0.067
000019.SZ,0.039
000025.SZ,0.052
000028.SZ,0.105
000029.SZ,0.052
000030.SZ,0.048
000032.SZ,0.146
000034.SZ,0.244
000035.SZ,0.137
000048.SZ,0.065
000049.SZ,0.097
000058.SZ,0.035
000059.SZ,0.088
000061.SZ,0.071
000062.SZ,0.053
000065.SZ,0.096
000088.SZ,0.072
000090.SZ,0.105
000403.SZ,0.219
000415.SZ,0.146
000420.SZ,0.133
000422.SZ,0.115
000426.SZ,0.22
000488.SZ,0.086
000498.SZ,0.061
000503.SZ,0.123
000517.SZ,0.038
000528.SZ,0.202
000543.SZ,0.167
000550.SZ,0.111
000552.SZ,0.084
000555.SZ,0.125
000557.SZ,0.072
000560.SZ,0.061
000567.SZ,0.063
000582.SZ,0.124
000597.SZ,0.06
000600.SZ,0.084
000603.SZ,0.094
000627.SZ,0.086
000650.SZ,0.13
000657.SZ,0.128
000672.SZ,0.062
000676.SZ,0.129
000681.SZ,0.119
000682.SZ,0.13
000685.SZ,0.12
000686.SZ,0.169
000688.SZ,0.07
000690.SZ,0.194
000712.SZ,0.092
000718.SZ,0.056
000719.SZ,0.091
000727.SZ,0.121
000735.SZ,0.085
000736.SZ,0.064
000737.SZ,0.078
000756.SZ,0.07
000758.SZ,0.118
000761.SZ,0.044
000762.SZ,0.16
000767.SZ,0.09
000789.SZ,0.051
000791.SZ,0.049
000795.SZ,0.069
000801.SZ,0.142
000810.SZ,0.111
000811.SZ,0.112
000813.SZ,0.044
000818.SZ,0.287
000821.SZ,0.119
000828.SZ,0.077
000829.SZ,0.117
000837.SZ,0.085
000848.SZ,0.093
000851.SZ,0.106
000860.SZ,0.163
000869.SZ,0.055
000875.SZ,0.151
000881.SZ,0.058
000885.SZ,0.057
000901.SZ,0.082
000902.SZ,0.122
000913.SZ,0.077
000915.SZ,0.117
000917.SZ,0.163
000921.SZ,0.25
000923.SZ,0.137
000927.SZ,0.111
000928.SZ,0.093
000935.SZ,0.062
000950.SZ,0.08
000951.SZ,0.165
000966.SZ,0.087
000968.SZ,0.057
000969.SZ,0.115
000982.SZ,0.099
000989.SZ,0.079
000990.SZ,0.077
001213.SZ,0.063
001236.SZ,0.026
001258.SZ,0.033
001269.SZ,0.011
001270.SZ,0.078
001287.SZ,0.074
001301.SZ,0.042
001308.SZ,0.034
001311.SZ,0.037
001322.SZ,0.016
001323.SZ,0.025
001337.SZ,0.03
001338.SZ,0.028
001696.SZ,0.099
002003.SZ,0.108
002004.SZ,0.121
002006.SZ,0.096
002011.SZ,0.141
002015.SZ,0.151
002020.SZ,0.114
002023.SZ,0.099
002034.SZ,0.051
002036.SZ,0.149
002038.SZ,0.112
002041.SZ,0.062
002043.SZ,0.086
002048.SZ,0.112
002051.SZ,0.065
002053.SZ,0.053
002060.SZ,0.081
002061.SZ,0.102
002063.SZ,0.145
002068.SZ,0.072
002077.SZ,0.085
002079.SZ,0.108
002081.SZ,0.094
002085.SZ,0.448
002088.SZ,0.067
002091.SZ,0.121
002096.SZ,0.027
002097.SZ,0.114
002099.SZ,0.112
002100.SZ,0.147
002101.SZ,0.075
002108.SZ,0.086
002123.SZ,0.134
002124.SZ,0.085
002125.SZ,0.06
002126.SZ,0.257
002127.SZ,0.104
002130.SZ,0.218
002135.SZ,0.056
002139.SZ,0.164
002145.SZ,0.197
002151.SZ,0.215
002158.SZ,0.078
002163.SZ,0.083
002171.SZ,0.135
002174.SZ,0.13
002176.SZ,0.286
002182.SZ,0.151
002183.SZ,0.122
002190.SZ,0.053
002191.SZ,0.082
002194.SZ,0.073
002201.SZ,0.04
002204.SZ,0.064
002206.SZ,0.063
002212.SZ,0.146
002214.SZ,0.134
002215.SZ,0.114
002216.SZ,0.093
002217.SZ,0.074
002218.SZ,0.066
002219.SZ,0.105
002221.SZ,0.178
002222.SZ,0.168
002226.SZ,0.087
002233.SZ,0.109
002237.SZ,0.115
002239.SZ,0.12
002242.SZ,0.057
002243.SZ,0.073
002245.SZ,0.171
002249.SZ,0.15
002250.SZ,0.078
002254.SZ,0.07
002258.SZ,0.076
002261.SZ,0.266
002265.SZ,0.026
002267.SZ,0.051
002274.SZ,0.078
002275.SZ,0.044
002276.SZ,0.134
002283.SZ,0.078
002287.SZ,0.026
002291.SZ,0.085
002292.SZ,0.115
002302.SZ,0.057
002307.SZ,0.051
002312.SZ,0.188
002314.SZ,0.048
002317.SZ,0.193
002318.SZ,0.269
002320.SZ,0.076
002324.SZ,0.093
002332.SZ,0.131
002335.SZ,0.165
002349.SZ,0.08
002351.SZ,0.101
002354.SZ,0.142
002378.SZ,0.048
002389.SZ,0.207
002390.SZ,0.092
002396.SZ,0.14
002400.SZ,0.142
002402.SZ,0.209
002405.SZ,0.363
002416.SZ,0.161
002421.SZ,0.111
002424.SZ,0.148
002428.SZ,0.103
002434.SZ,0.088
002436.SZ,0.367
002440.SZ,0.073
002446.SZ,0.121
002453.SZ,0.055
002456.SZ,0.48
002458.SZ,0.104
002461.SZ,0.061
002467.SZ,0.099
002484.SZ,0.157
002488.SZ,0.074
002489.SZ,0.061
002498.SZ,0.087
002516.SZ,0.06
002534.SZ,0.041
002537.SZ,0.085
002539.SZ,0.112
002541.SZ,0.109
002544.SZ,0.211
002545.SZ,0.075
002549.SZ,0.036
002550.SZ,0.078
002556.SZ,0.06
002567.SZ,0.127
002573.SZ,0.057
002581.SZ,0.068
002583.SZ,0.093
002585.SZ,0.079
002597.SZ,0.113
002605.SZ,0.084
002610.SZ,0.151
002612.SZ,0.078
002617.SZ,0.149
002626.SZ,0.084
002635.SZ,0.084
002643.SZ,0.131
002645.SZ,0.059
002646.SZ,0.055
002649.SZ,0.112
002651.SZ,0.033
002675.SZ,0.159
002677.SZ,0.042
002697.SZ,0.07
