wind_code,i_weight
600028.SH,0.932
600030.SH,2.974
600031.SH,1.454
600036.SH,6.653
600048.SH,1.839
600104.SH,1.091
600111.SH,0.877
600196.SH,0.725
600276.SH,2.734
600309.SH,2.16
600346.SH,0.545
600436.SH,1.182
600438.SH,1.799
600519.SH,15.442
600570.SH,0.934
600585.SH,1.055
600588.SH,0.605
600690.SH,1.428
600745.SH,0.633
600809.SH,1.921
600837.SH,1.327
600887.SH,2.271
600893.SH,0.934
600900.SH,3.71
600905.SH,0.766
601012.SH,4.267
601066.SH,0.491
601088.SH,1.549
601166.SH,3.957
601211.SH,0.97
601288.SH,1.414
601318.SH,7.487
601398.SH,2.317
601601.SH,1.281
601628.SH,0.926
601633.SH,0.606
601668.SH,1.896
601688.SH,1.183
601728.SH,0.363
601857.SH,0.783
601888.SH,2.964
601899.SH,2.179
601919.SH,1.229
601995.SH,0.345
603259.SH,2.46
603288.SH,1.504
603501.SH,0.888
603799.SH,1.221
603986.SH,1.034
