wind_code,i_weight
600009.SH,0.668
600016.SH,1.087
600028.SH,0.747
600030.SH,2.896
600031.SH,1.792
600036.SH,8.775
600048.SH,1.185
600050.SH,0.997
600104.SH,0.934
600196.SH,0.793
600276.SH,2.897
600309.SH,2.175
600438.SH,2.031
600519.SH,15.067
600547.SH,0.473
600570.SH,0.968
600585.SH,1.201
600588.SH,0.683
600690.SH,1.352
600703.SH,1.186
600745.SH,0.898
600809.SH,1.933
600837.SH,1.566
600887.SH,3.436
600893.SH,0.829
600918.SH,0.093
601012.SH,5.557
601066.SH,0.362
601088.SH,0.862
601138.SH,0.444
601166.SH,3.559
601211.SH,1.038
601288.SH,1.11
601318.SH,7.054
601336.SH,0.429
601398.SH,2.15
601601.SH,1.232
601628.SH,0.652
601668.SH,1.284
601688.SH,1.074
601818.SH,0.748
601857.SH,0.699
601888.SH,3.443
601899.SH,1.898
601995.SH,0.166
603259.SH,3.251
603288.SH,1.943
603501.SH,1.82
603986.SH,1.183
