wind_code,i_weight
000012.SZ,0.332
000021.SZ,0.189
000028.SZ,0.268
000030.SZ,0.108
000031.SZ,0.315
000049.SZ,0.135
000050.SZ,0.267
000062.SZ,0.15
000066.SZ,0.469
000078.SZ,0.286
000088.SZ,0.15
000090.SZ,0.163
000099.SZ,0.136
000401.SZ,0.171
000417.SZ,0.128
000418.SZ,0.15
000426.SZ,0.139
000488.SZ,0.204
000501.SZ,0.131
000511.SZ,0.289
000513.SZ,0.161
000519.SZ,0.188
000525.SZ,0.091
000528.SZ,0.153
000541.SZ,0.188
000543.SZ,0.21
000547.SZ,0.306
000550.SZ,0.165
000552.SZ,0.054
000563.SZ,0.205
000566.SZ,0.268
000572.SZ,0.163
000582.SZ,0.046
000587.SZ,0.225
000592.SZ,0.225
000596.SZ,0.102
000600.SZ,0.189
000603.SZ,0.153
000612.SZ,0.164
000616.SZ,0.225
000620.SZ,0.125
000631.SZ,0.121
000636.SZ,0.127
000650.SZ,0.18
000652.SZ,0.149
000656.SZ,0.295
000661.SZ,0.314
000667.SZ,0.25
000669.SZ,0.122
000671.SZ,0.242
000680.SZ,0.156
000681.SZ,0.223
000685.SZ,0.199
000690.SZ,0.267
000693.SZ,0.112
000697.SZ,0.261
000703.SZ,0.16
000718.SZ,0.527
000719.SZ,0.051
000726.SZ,0.143
000732.SZ,0.267
000748.SZ,0.748
000758.SZ,0.238
000762.SZ,0.21
000777.SZ,0.202
000786.SZ,0.155
000816.SZ,0.222
000829.SZ,0.266
000830.SZ,0.166
000848.SZ,0.167
000852.SZ,0.061
000860.SZ,0.242
000861.SZ,0.179
000869.SZ,0.143
000877.SZ,0.119
000887.SZ,0.36
000897.SZ,0.183
000900.SZ,0.145
000919.SZ,0.111
000921.SZ,0.078
000926.SZ,0.2
000930.SZ,0.37
000931.SZ,0.139
000933.SZ,0.233
000939.SZ,0.189
000951.SZ,0.078
000961.SZ,0.21
000969.SZ,0.148
000970.SZ,0.263
000973.SZ,0.204
000975.SZ,0.183
000979.SZ,0.165
000988.SZ,0.31
000997.SZ,0.334
000998.SZ,0.334
001696.SZ,0.187
002001.SZ,0.34
002004.SZ,0.358
002005.SZ,0.167
002011.SZ,0.196
002013.SZ,0.282
002022.SZ,0.229
002025.SZ,0.153
002028.SZ,0.16
002029.SZ,0.153
002030.SZ,0.394
002041.SZ,0.142
002048.SZ,0.243
002049.SZ,0.48
002050.SZ,0.183
002051.SZ,0.198
002056.SZ,0.122
002063.SZ,0.187
002064.SZ,0.168
002073.SZ,0.22
002078.SZ,0.145
002085.SZ,0.439
002092.SZ,0.213
002093.SZ,0.117
002106.SZ,0.12
002118.SZ,0.101
002122.SZ,0.112
002128.SZ,0.084
002140.SZ,0.075
002143.SZ,0.157
002155.SZ,0.187
002161.SZ,0.227
002168.SZ,0.226
002174.SZ,0.273
002179.SZ,0.302
002180.SZ,0.249
002181.SZ,0.12
002190.SZ,0.167
002191.SZ,0.276
002194.SZ,0.073
002203.SZ,0.112
002204.SZ,0.079
002216.SZ,0.081
002217.SZ,0.206
002219.SZ,0.371
002221.SZ,0.213
002223.SZ,0.252
002233.SZ,0.111
002237.SZ,0.176
002238.SZ,0.073
002242.SZ,0.151
002244.SZ,0.259
002249.SZ,0.06
002250.SZ,0.246
002251.SZ,0.135
002254.SZ,0.181
002266.SZ,0.241
002267.SZ,0.089
002269.SZ,0.165
002271.SZ,0.286
002273.SZ,0.31
002276.SZ,0.379
002277.SZ,0.125
002281.SZ,0.128
002285.SZ,0.239
002293.SZ,0.108
002299.SZ,0.356
002308.SZ,0.269
002309.SZ,0.12
002311.SZ,0.269
002315.SZ,0.094
002317.SZ,0.139
002325.SZ,0.201
002327.SZ,0.112
002332.SZ,0.116
002340.SZ,0.294
002342.SZ,0.135
002344.SZ,0.168
002345.SZ,0.122
002354.SZ,0.149
002358.SZ,0.135
002368.SZ,0.203
002371.SZ,0.13
002373.SZ,0.201
002384.SZ,0.17
002390.SZ,0.203
002392.SZ,0.099
002396.SZ,0.155
002400.SZ,0.381
002405.SZ,0.473
002408.SZ,0.127
002414.SZ,0.136
002419.SZ,0.087
002428.SZ,0.246
002430.SZ,0.067
002431.SZ,0.184
002437.SZ,0.23
002439.SZ,0.374
002440.SZ,0.215
002444.SZ,0.234
002461.SZ,0.088
002463.SZ,0.15
002466.SZ,0.616
002477.SZ,0.236
002479.SZ,0.128
002482.SZ,0.139
002489.SZ,0.255
002493.SZ,0.09
002498.SZ,0.188
002503.SZ,0.137
002505.SZ,0.165
002508.SZ,0.331
002551.SZ,0.128
002568.SZ,0.195
002573.SZ,0.472
002588.SZ,0.184
002595.SZ,0.278
002603.SZ,0.18
002635.SZ,0.11
002642.SZ,0.18
002646.SZ,0.09
002648.SZ,0.055
002653.SZ,0.146
002657.SZ,0.23
002663.SZ,0.113
002665.SZ,0.258
002672.SZ,0.188
002678.SZ,0.073
002681.SZ,0.164
002698.SZ,0.115
002701.SZ,0.412
002714.SZ,0.276
002727.SZ,0.122
002745.SZ,0.041
300026.SZ,0.165
300039.SZ,0.149
300043.SZ,0.323
300055.SZ,0.271
