wind_code,i_weight
600028.SH,0.749
600030.SH,3.219
600031.SH,1.599
600036.SH,8.135
600048.SH,1.506
600050.SH,0.921
600104.SH,1.165
600196.SH,0.685
600276.SH,2.449
600309.SH,1.894
600436.SH,1.439
600438.SH,1.347
600519.SH,15.83
600547.SH,0.453
600570.SH,0.915
600585.SH,1.257
600588.SH,0.762
600690.SH,1.398
600745.SH,1.068
600809.SH,1.794
600837.SH,1.48
600887.SH,2.603
600893.SH,0.858
600900.SH,3.329
601012.SH,4.055
601066.SH,0.459
601088.SH,0.993
601138.SH,0.59
601166.SH,4.056
601211.SH,1.062
601288.SH,1.388
601318.SH,7.23
601336.SH,0.418
601398.SH,2.182
601601.SH,1.2
601628.SH,0.613
601633.SH,0.655
601668.SH,1.457
601688.SH,1.175
601728.SH,0.259
601857.SH,0.651
601888.SH,2.693
601899.SH,1.879
601919.SH,1.363
601995.SH,0.187
603259.SH,2.871
603288.SH,1.628
603501.SH,1.77
603986.SH,0.992
