wind_code,i_weight
000002.SZ,0.675
000063.SZ,0.467
000066.SZ,0.109
000069.SZ,0.154
000100.SZ,0.384
000157.SZ,0.171
000166.SZ,0.257
000301.SZ,0.119
000333.SZ,1.745
000338.SZ,0.359
000425.SZ,0.151
000538.SZ,0.225
000568.SZ,0.773
000596.SZ,0.125
000625.SZ,0.238
000651.SZ,0.873
000661.SZ,0.276
000703.SZ,0.108
000708.SZ,0.107
000725.SZ,0.71
000768.SZ,0.178
000776.SZ,0.3
000783.SZ,0.132
000786.SZ,0.16
000800.SZ,0.043
000858.SZ,1.878
000876.SZ,0.177
000895.SZ,0.252
000938.SZ,0.147
000963.SZ,0.156
000977.SZ,0.168
001979.SZ,0.209
002001.SZ,0.226
002007.SZ,0.135
002008.SZ,0.196
002024.SZ,0.071
002027.SZ,0.376
002032.SZ,0.041
002044.SZ,0.095
002049.SZ,0.444
002050.SZ,0.167
002064.SZ,0.064
002120.SZ,0.111
002129.SZ,0.473
002142.SZ,0.756
002157.SZ,0.068
002179.SZ,0.238
002202.SZ,0.201
002230.SZ,0.39
002236.SZ,0.167
002241.SZ,0.549
002252.SZ,0.133
002271.SZ,0.426
002304.SZ,0.46
002311.SZ,0.291
002352.SZ,0.606
002371.SZ,0.363
002410.SZ,0.285
002414.SZ,0.096
002415.SZ,1.08
002459.SZ,0.277
002460.SZ,0.525
002466.SZ,0.446
002475.SZ,1.123
002493.SZ,0.266
002555.SZ,0.161
002568.SZ,0.079
002594.SZ,1.003
002600.SZ,0.085
002601.SZ,0.14
002602.SZ,0.148
002607.SZ,0.06
002624.SZ,0.077
002709.SZ,0.263
002714.SZ,0.7
002736.SZ,0.154
002791.SZ,0.1
002812.SZ,0.663
002821.SZ,0.233
002841.SZ,0.124
002916.SZ,0.113
002938.SZ,0.123
003816.SZ,0.166
300003.SZ,0.128
300014.SZ,0.515
300015.SZ,0.425
300033.SZ,0.131
300059.SZ,1.265
300122.SZ,0.412
300124.SZ,0.538
300142.SZ,0.368
300144.SZ,0.117
300274.SZ,0.578
300316.SZ,0.18
300347.SZ,0.264
300408.SZ,0.213
300413.SZ,0.127
300433.SZ,0.164
300450.SZ,0.384
300498.SZ,0.437
300529.SZ,0.111
300558.SZ,0.076
300595.SZ,0.094
300601.SZ,0.161
300628.SZ,0.138
300676.SZ,0.102
300677.SZ,0.099
300750.SZ,4.042
300759.SZ,0.152
300760.SZ,0.767
300782.SZ,0.295
300866.SZ,0.074
300888.SZ,0.03
