wind_code,i_weight
600009.SH,1.114
600016.SH,1.787
600028.SH,0.816
600030.SH,4.1
600031.SH,1.979
600036.SH,5.884
600048.SH,1.745
600050.SH,0.731
600104.SH,0.99
600196.SH,1.001
600276.SH,5.334
600309.SH,1.741
600519.SH,13.587
600547.SH,0.799
600585.SH,2.212
600588.SH,1.03
600690.SH,1.278
600703.SH,0.92
600745.SH,0.78
600837.SH,2.217
600887.SH,3.851
601012.SH,2.529
601066.SH,0.404
601088.SH,0.807
601138.SH,0.443
601166.SH,3.049
601186.SH,0.622
601211.SH,1.32
601236.SH,0.126
601288.SH,1.396
601318.SH,12.562
601319.SH,0.233
601328.SH,1.967
601336.SH,0.756
601398.SH,2.631
601601.SH,1.269
601628.SH,1.101
601658.SH,0.188
601668.SH,1.632
601688.SH,1.907
601816.SH,0.278
601818.SH,0.926
601857.SH,0.651
601888.SH,3.073
601988.SH,1.046
601989.SH,0.67
603160.SH,0.494
603259.SH,1.724
603993.SH,0.458
