wind_code,i_weight
000002.SZ,0.703
000063.SZ,0.432
000066.SZ,0.128
000069.SZ,0.133
000100.SZ,0.313
000157.SZ,0.161
000166.SZ,0.206
000301.SZ,0.131
000333.SZ,1.299
000338.SZ,0.323
000408.SZ,0.081
000425.SZ,0.173
000538.SZ,0.225
000568.SZ,0.758
000596.SZ,0.216
000625.SZ,0.37
000651.SZ,0.843
000661.SZ,0.303
000703.SZ,0.087
000708.SZ,0.1
000725.SZ,0.744
000768.SZ,0.205
000776.SZ,0.263
000786.SZ,0.147
000792.SZ,0.609
000800.SZ,0.042
000858.SZ,1.687
000876.SZ,0.17
000877.SZ,0.031
000895.SZ,0.242
000938.SZ,0.15
000963.SZ,0.2
000977.SZ,0.125
001289.SZ,0.017
001979.SZ,0.269
002001.SZ,0.202
002007.SZ,0.124
002008.SZ,0.124
002027.SZ,0.336
002032.SZ,0.041
002049.SZ,0.433
002050.SZ,0.219
002064.SZ,0.06
002074.SZ,0.189
002120.SZ,0.099
002129.SZ,0.521
002142.SZ,0.705
002179.SZ,0.258
002202.SZ,0.176
002230.SZ,0.332
002236.SZ,0.118
002241.SZ,0.24
002252.SZ,0.124
002271.SZ,0.367
002304.SZ,0.472
002311.SZ,0.26
002352.SZ,0.575
002371.SZ,0.326
002410.SZ,0.293
002414.SZ,0.085
002415.SZ,0.824
002459.SZ,0.302
002460.SZ,0.505
002466.SZ,0.516
002475.SZ,0.849
002493.SZ,0.209
002555.SZ,0.13
002568.SZ,0.106
002594.SZ,1.304
002600.SZ,0.077
002601.SZ,0.142
002602.SZ,0.098
002607.SZ,0.051
002648.SZ,0.136
002709.SZ,0.336
002714.SZ,0.709
002736.SZ,0.146
002791.SZ,0.074
002812.SZ,0.369
002821.SZ,0.153
002841.SZ,0.113
002916.SZ,0.086
002920.SZ,0.169
002938.SZ,0.112
003816.SZ,0.18
300003.SZ,0.159
300014.SZ,0.521
300015.SZ,0.529
300033.SZ,0.12
300059.SZ,1.084
300122.SZ,0.401
300124.SZ,0.718
300142.SZ,0.375
300207.SZ,0.15
300223.SZ,0.084
300274.SZ,0.662
300316.SZ,0.23
300347.SZ,0.258
300408.SZ,0.192
300413.SZ,0.104
300433.SZ,0.117
300450.SZ,0.265
300454.SZ,0.155
300496.SZ,0.203
300498.SZ,0.506
300529.SZ,0.085
300595.SZ,0.078
300601.SZ,0.128
300628.SZ,0.127
300661.SZ,0.244
300750.SZ,2.983
300751.SZ,0.165
300759.SZ,0.176
300760.SZ,0.872
300763.SZ,0.163
300782.SZ,0.204
300866.SZ,0.052
300896.SZ,0.23
300919.SZ,0.077
300957.SZ,0.059
300979.SZ,0.025
300999.SZ,0.136
600000.SH,0.47
600009.SH,0.306
600010.SH,0.251
600011.SH,0.189
600015.SH,0.179
600016.SH,0.484
600018.SH,0.098
600019.SH,0.278
600025.SH,0.067
600028.SH,0.336
600029.SH,0.223
600030.SH,1.072
600031.SH,0.524
600036.SH,2.398
600048.SH,0.663
600050.SH,0.454
600061.SH,0.093
600085.SH,0.187
600089.SH,0.452
600104.SH,0.393
600111.SH,0.316
600115.SH,0.162
600132.SH,0.147
600150.SH,0.249
600161.SH,0.101
600176.SH,0.191
600183.SH,0.097
600188.SH,0.206
600196.SH,0.261
600219.SH,0.139
600276.SH,0.985
600309.SH,0.779
600332.SH,0.114
600346.SH,0.197
600352.SH,0.141
600362.SH,0.1
600383.SH,0.176
600406.SH,0.493
600426.SH,0.274
600436.SH,0.426
600438.SH,0.648
600460.SH,0.172
600489.SH,0.13
600519.SH,5.565
600547.SH,0.205
600570.SH,0.337
600584.SH,0.197
600585.SH,0.38
600588.SH,0.218
600600.SH,0.199
600606.SH,0.08
600655.SH,0.063
600660.SH,0.33
600690.SH,0.514
600741.SH,0.161
600745.SH,0.228
600760.SH,0.27
600763.SH,0.157
600795.SH,0.224
600809.SH,0.692
600837.SH,0.478
600845.SH,0.129
600886.SH,0.182
600887.SH,0.818
600893.SH,0.337
600900.SH,1.337
600905.SH,0.276
600918.SH,0.106
600919.SH,0.485
600926.SH,0.217
600941.SH,0.185
600958.SH,0.259
600989.SH,0.161
600999.SH,0.278
601006.SH,0.226
601009.SH,0.296
601012.SH,1.538
601021.SH,0.115
601066.SH,0.177
601088.SH,0.558
601100.SH,0.19
601111.SH,0.173
601117.SH,0.171
601138.SH,0.201
601155.SH,0.114
601166.SH,1.426
601169.SH,0.352
601186.SH,0.207
601211.SH,0.35
601216.SH,0.079
601225.SH,0.433
601229.SH,0.329
601236.SH,0.042
601238.SH,0.151
601288.SH,0.509
601318.SH,2.698
601319.SH,0.096
601328.SH,0.719
601336.SH,0.133
601360.SH,0.109
601377.SH,0.235
601390.SH,0.335
601398.SH,0.835
601600.SH,0.194
601601.SH,0.462
601618.SH,0.132
601628.SH,0.334
601633.SH,0.218
601658.SH,0.269
601668.SH,0.683
601669.SH,0.324
601688.SH,0.426
601698.SH,0.029
601728.SH,0.131
601766.SH,0.361
601788.SH,0.175
601799.SH,0.104
601800.SH,0.177
601808.SH,0.058
601816.SH,0.537
601818.SH,0.274
601825.SH,0.032
601838.SH,0.184
601857.SH,0.282
601865.SH,0.099
601868.SH,0.176
601877.SH,0.171
601878.SH,0.115
601881.SH,0.071
601888.SH,1.068
601898.SH,0.098
601899.SH,0.785
601901.SH,0.155
601916.SH,0.137
601919.SH,0.443
601939.SH,0.208
601966.SH,0.066
601985.SH,0.326
601988.SH,0.368
601989.SH,0.23
601995.SH,0.124
601998.SH,0.085
603019.SH,0.152
603087.SH,0.042
603160.SH,0.066
603185.SH,0.132
603195.SH,0.059
603259.SH,0.886
603260.SH,0.106
603288.SH,0.542
603290.SH,0.128
603369.SH,0.146
603392.SH,0.159
603486.SH,0.092
603501.SH,0.32
603659.SH,0.214
603799.SH,0.44
603806.SH,0.177
603833.SH,0.11
603882.SH,0.106
603899.SH,0.098
603986.SH,0.373
603993.SH,0.182
605499.SH,0.042
688005.SH,0.115
688008.SH,0.169
688012.SH,0.202
688036.SH,0.104
688065.SH,0.061
688111.SH,0.261
688126.SH,0.116
688169.SH,0.067
688363.SH,0.058
688396.SH,0.155
688561.SH,0.092
688599.SH,0.387
688981.SH,0.439
