wind_code,i_weight
000019.SZ,0.034
000025.SZ,0.051
000028.SZ,0.089
000029.SZ,0.063
000030.SZ,0.041
000035.SZ,0.133
000048.SZ,0.075
000049.SZ,0.085
000058.SZ,0.037
000059.SZ,0.072
000061.SZ,0.074
000062.SZ,0.11
000065.SZ,0.076
000088.SZ,0.059
000089.SZ,0.11
000090.SZ,0.084
000099.SZ,0.223
000156.SZ,0.104
000415.SZ,0.255
000420.SZ,0.111
000422.SZ,0.149
000429.SZ,0.12
000488.SZ,0.066
000498.SZ,0.058
000503.SZ,0.134
000517.SZ,0.033
000528.SZ,0.299
000543.SZ,0.14
000550.SZ,0.076
000552.SZ,0.092
000555.SZ,0.102
000557.SZ,0.071
000567.SZ,0.062
000581.SZ,0.17
000582.SZ,0.084
000597.SZ,0.059
000600.SZ,0.064
000603.SZ,0.077
000620.SZ,0.14
000627.SZ,0.144
000628.SZ,0.171
000650.SZ,0.101
000657.SZ,0.1
000672.SZ,0.058
000676.SZ,0.134
000680.SZ,0.136
000681.SZ,0.159
000682.SZ,0.134
000685.SZ,0.127
000686.SZ,0.174
000688.SZ,0.062
000690.SZ,0.152
000712.SZ,0.106
000718.SZ,0.056
000719.SZ,0.073
000727.SZ,0.118
000735.SZ,0.096
000736.SZ,0.05
000737.SZ,0.086
000756.SZ,0.072
000758.SZ,0.108
000761.SZ,0.037
000762.SZ,0.14
000766.SZ,0.237
000767.SZ,0.061
000791.SZ,0.055
000795.SZ,0.103
000801.SZ,0.137
000810.SZ,0.143
000811.SZ,0.102
000813.SZ,0.053
000821.SZ,0.097
000828.SZ,0.069
000829.SZ,0.148
000837.SZ,0.085
000848.SZ,0.088
000860.SZ,0.158
000869.SZ,0.05
000875.SZ,0.179
000881.SZ,0.065
000885.SZ,0.053
000899.SZ,0.04
000901.SZ,0.096
000902.SZ,0.128
000913.SZ,0.089
000915.SZ,0.082
000917.SZ,0.156
000923.SZ,0.099
000927.SZ,0.099
000928.SZ,0.086
000930.SZ,0.081
000935.SZ,0.052
000950.SZ,0.073
000951.SZ,0.156
000966.SZ,0.077
