wind_code,i_weight
000002.SZ,1.19
000009.SZ,0.22
000024.SZ,0.28
000027.SZ,0.13
000039.SZ,0.19
000060.SZ,0.23
000061.SZ,0.28
000063.SZ,0.52
000069.SZ,0.36
000100.SZ,0.47
000156.SZ,0.03
000157.SZ,0.33
000166.SZ,0.71
000333.SZ,0.66
000338.SZ,0.28
000400.SZ,0.16
000401.SZ,0.07
000402.SZ,0.26
000413.SZ,0.18
000423.SZ,0.26
000425.SZ,0.18
000503.SZ,0.38
000536.SZ,0.06
000538.SZ,0.33
000559.SZ,0.19
000568.SZ,0.15
000581.SZ,0.18
000598.SZ,0.16
000623.SZ,0.24
000625.SZ,0.41
000629.SZ,0.18
000630.SZ,0.11
000651.SZ,1.28
000686.SZ,0.23
000709.SZ,0.18
000725.SZ,0.44
000728.SZ,0.28
000729.SZ,0.13
000738.SZ,0.16
000750.SZ,0.15
000768.SZ,0.45
000776.SZ,0.65
000778.SZ,0.14
000783.SZ,0.49
000792.SZ,0.17
000793.SZ,0.21
000800.SZ,0.16
000825.SZ,0.15
000826.SZ,0.21
000831.SZ,0.18
000839.SZ,0.18
000858.SZ,0.43
000869.SZ,0.06
000876.SZ,0.12
000878.SZ,0.13
000883.SZ,0.24
000895.SZ,0.21
000898.SZ,0.11
000917.SZ,0.26
000937.SZ,0.07
000960.SZ,0.17
000963.SZ,0.14
000970.SZ,0.17
000983.SZ,0.12
000999.SZ,0.11
002001.SZ,0.11
002007.SZ,0.15
002008.SZ,0.22
002024.SZ,0.7
002038.SZ,0.15
002051.SZ,0.09
002065.SZ,0.28
002081.SZ,0.24
002129.SZ,0.23
002142.SZ,0.16
002146.SZ,0.1
002153.SZ,0.19
002202.SZ,0.3
002230.SZ,0.37
002236.SZ,0.21
002241.SZ,0.26
002252.SZ,0.15
002292.SZ,0.12
002294.SZ,0.09
002304.SZ,0.26
002310.SZ,0.13
002344.SZ,0.12
002353.SZ,0.18
002375.SZ,0.12
002385.SZ,0.18
002399.SZ,0.09
002400.SZ,0.18
002410.SZ,0.15
002415.SZ,0.47
002416.SZ,0.04
002422.SZ,0.14
002429.SZ,0.08
002450.SZ,0.41
002456.SZ,0.24
002465.SZ,0.28
002470.SZ,0.15
002475.SZ,0.1
002500.SZ,0.2
002570.SZ,0.13
002594.SZ,0.3
002603.SZ,0.1
002653.SZ,0.06
002673.SZ,0.22
300003.SZ,0.19
300015.SZ,0.11
300017.SZ,0.22
300024.SZ,0.46
300027.SZ,0.31
300058.SZ,0.19
300070.SZ,0.27
300124.SZ,0.25
300133.SZ,0.11
300146.SZ,0.11
300251.SZ,0.16
600000.SH,1.63
600008.SH,0.12
600009.SH,0.25
600010.SH,0.53
600011.SH,0.39
600015.SH,0.57
600016.SH,2.31
600018.SH,0.2
600019.SH,0.35
600023.SH,0.27
600027.SH,0.15
600028.SH,0.39
600029.SH,0.3
600030.SH,2.04
600031.SH,0.34
600036.SH,2.54
600038.SH,0.12
600048.SH,0.66
600050.SH,0.62
600058.SH,0.1
600060.SH,0.21
600066.SH,0.26
600068.SH,0.25
600079.SH,0.18
600085.SH,0.21
600089.SH,0.37
600100.SH,0.44
600104.SH,0.68
600108.SH,0.16
600109.SH,0.45
600111.SH,0.42
600115.SH,0.19
600118.SH,0.37
600143.SH,0.19
600150.SH,0.35
600153.SH,0.26
600157.SH,0.19
600166.SH,0.13
600170.SH,0.21
600177.SH,0.3
600188.SH,0.05
600196.SH,0.33
600208.SH,0.18
600221.SH,0.27
600252.SH,0.2
600256.SH,0.3
600267.SH,0.1
600271.SH,0.45
600276.SH,0.4
600277.SH,0.1
600309.SH,0.25
600315.SH,0.22
600316.SH,0.17
600332.SH,0.19
600340.SH,0.24
600348.SH,0.11
600352.SH,0.33
600362.SH,0.18
600369.SH,0.23
600372.SH,0.2
600373.SH,0.15
600383.SH,0.51
600395.SH,0.05
600398.SH,0.07
600406.SH,0.34
600415.SH,0.33
600436.SH,0.14
600485.SH,0.07
600489.SH,0.18
600497.SH,0.13
600498.SH,0.14
600516.SH,0.11
600518.SH,0.53
600519.SH,1.03
600535.SH,0.29
600547.SH,0.17
600549.SH,0.12
600570.SH,0.51
600578.SH,0.09
600583.SH,0.2
600585.SH,0.44
600588.SH,0.35
600597.SH,0.1
600600.SH,0.15
600633.SH,0.13
600637.SH,0.7
600642.SH,0.22
600648.SH,0.09
600649.SH,0.09
600655.SH,0.17
600660.SH,0.2
600663.SH,0.2
600664.SH,0.1
600674.SH,0.24
600688.SH,0.16
600690.SH,0.38
600703.SH,0.31
600705.SH,0.33
600718.SH,0.23
600739.SH,0.34
600741.SH,0.19
600783.SH,0.1
600795.SH,0.54
600804.SH,0.4
600809.SH,0.05
600827.SH,0.14
600837.SH,1.78
600839.SH,0.27
600863.SH,0.15
600867.SH,0.2
600873.SH,0.15
600875.SH,0.23
600880.SH,0.09
600886.SH,0.32
600887.SH,1.05
600893.SH,0.35
600900.SH,0.56
600998.SH,0.08
600999.SH,0.6
601006.SH,0.62
601009.SH,0.29
601018.SH,0.37
601088.SH,0.35
601098.SH,0.17
601111.SH,0.16
601117.SH,0.19
601118.SH,0.12
601158.SH,0.06
601166.SH,1.75
601168.SH,0.18
601169.SH,0.69
601179.SH,0.19
601186.SH,0.54
601216.SH,0.14
601225.SH,0.04
601231.SH,0.04
601258.SH,0.14
601288.SH,0.82
601318.SH,3.76
601328.SH,0.91
601333.SH,0.21
601336.SH,0.42
601377.SH,0.5
601390.SH,1.04
601398.SH,0.8
601555.SH,0.31
601600.SH,0.29
601601.SH,0.86
601607.SH,0.22
601618.SH,0.36
601628.SH,0.5
601633.SH,0.16
601668.SH,1.19
601669.SH,0.36
601688.SH,0.7
601699.SH,0.1
601727.SH,0.36
601766.SH,2.3
601800.SH,0.21
601808.SH,0.13
601818.SH,0.88
601857.SH,0.49
601866.SH,0.25
601888.SH,0.17
601898.SH,0.13
601899.SH,0.47
601901.SH,0.48
601928.SH,0.13
601929.SH,0.13
601933.SH,0.25
601939.SH,0.52
601958.SH,0.12
601988.SH,0.86
601989.SH,1.11
601992.SH,0.11
601998.SH,0.2
603000.SH,0.17
603288.SH,0.08
603699.SH,0.02
603993.SH,0.03
