wind_code,i_weight
600030.SH,2.856
600031.SH,1.468
600036.SH,5.127
600050.SH,0.822
600104.SH,0.704
600111.SH,1.688
600150.SH,1.822
600276.SH,2.7
600309.SH,1.867
600406.SH,1.172
600519.SH,9.739
600690.SH,1.031
600760.SH,0.503
600809.SH,0.841
600887.SH,1.764
600900.SH,3.406
600930.SH,0.188
601012.SH,1.187
601088.SH,1.49
601127.SH,0.937
601166.SH,3.314
601211.SH,2.286
601225.SH,0.983
601288.SH,1.966
601318.SH,7.19
601328.SH,1.868
601398.SH,2.393
601601.SH,1.493
601628.SH,0.792
601658.SH,0.586
601668.SH,1.113
601728.SH,0.961
601816.SH,1.553
601857.SH,1.316
601888.SH,0.841
601899.SH,6.964
601919.SH,1.012
601985.SH,0.749
601988.SH,0.808
603019.SH,1.442
603259.SH,2.591
603501.SH,1.113
603993.SH,2.239
688008.SH,2.002
688012.SH,1.652
688041.SH,2.595
688111.SH,0.746
688256.SH,2.655
688981.SH,2.458
