wind_code,i_weight
000019.SZ,0.032
000025.SZ,0.053
000028.SZ,0.074
000029.SZ,0.059
000030.SZ,0.044
000035.SZ,0.123
000048.SZ,0.069
000049.SZ,0.079
000058.SZ,0.036
000059.SZ,0.066
000061.SZ,0.064
000062.SZ,0.11
000065.SZ,0.078
000088.SZ,0.055
000089.SZ,0.102
000090.SZ,0.073
000099.SZ,0.193
000156.SZ,0.114
000415.SZ,0.215
000420.SZ,0.109
000422.SZ,0.154
000429.SZ,0.11
000498.SZ,0.054
000503.SZ,0.127
000517.SZ,0.028
000528.SZ,0.265
000543.SZ,0.126
000550.SZ,0.071
000552.SZ,0.08
000555.SZ,0.104
000557.SZ,0.071
000567.SZ,0.051
000581.SZ,0.184
000582.SZ,0.086
000597.SZ,0.054
000600.SZ,0.062
000603.SZ,0.097
000620.SZ,0.104
000627.SZ,0.113
000628.SZ,0.122
000650.SZ,0.092
000657.SZ,0.123
000672.SZ,0.055
000676.SZ,0.123
000680.SZ,0.122
000681.SZ,0.158
000682.SZ,0.119
000685.SZ,0.117
000686.SZ,0.165
000688.SZ,0.06
000690.SZ,0.134
000712.SZ,0.083
000718.SZ,0.049
000719.SZ,0.069
000727.SZ,0.11
000735.SZ,0.083
000736.SZ,0.029
000737.SZ,0.119
000756.SZ,0.065
000758.SZ,0.104
000761.SZ,0.041
000762.SZ,0.131
000766.SZ,0.257
000767.SZ,0.06
000791.SZ,0.064
000795.SZ,0.108
000801.SZ,0.146
000810.SZ,0.109
000811.SZ,0.098
000813.SZ,0.053
000821.SZ,0.092
000828.SZ,0.062
000829.SZ,0.115
000837.SZ,0.126
000848.SZ,0.08
000860.SZ,0.13
000869.SZ,0.044
000875.SZ,0.171
000881.SZ,0.058
000885.SZ,0.049
000899.SZ,0.039
000901.SZ,0.092
000902.SZ,0.118
000913.SZ,0.085
000915.SZ,0.079
000917.SZ,0.169
000923.SZ,0.107
000927.SZ,0.091
000928.SZ,0.083
000930.SZ,0.075
000935.SZ,0.054
