wind_code,i_weight
000008.SZ,0.116
000010.SZ,0.068
000011.SZ,0.042
000014.SZ,0.061
000016.SZ,0.303
000026.SZ,0.05
000029.SZ,0.065
000035.SZ,0.104
000036.SZ,0.112
000042.SZ,0.084
000055.SZ,0.076
000058.SZ,0.111
000065.SZ,0.072
000089.SZ,0.208
000096.SZ,0.087
000151.SZ,0.097
000153.SZ,0.059
000158.SZ,0.182
000159.SZ,0.075
000301.SZ,0.128
000404.SZ,0.092
000407.SZ,0.099
000409.SZ,0.074
000410.SZ,0.243
000416.SZ,0.134
000419.SZ,0.064
000428.SZ,0.085
000498.SZ,0.074
000507.SZ,0.115
000514.SZ,0.074
000516.SZ,0.214
000517.SZ,0.05
000518.SZ,0.116
000521.SZ,0.078
000523.SZ,0.097
000529.SZ,0.084
000530.SZ,0.052
000531.SZ,0.086
000532.SZ,0.092
000533.SZ,0.093
000537.SZ,0.088
000544.SZ,0.057
000545.SZ,0.094
000548.SZ,0.082
000551.SZ,0.072
000553.SZ,0.073
000554.SZ,0.127
000561.SZ,0.074
000570.SZ,0.071
000571.SZ,0.103
000573.SZ,0.089
000576.SZ,0.079
000589.SZ,0.079
000591.SZ,0.064
000597.SZ,0.053
000601.SZ,0.145
000606.SZ,0.08
000607.SZ,0.106
000627.SZ,0.216
000637.SZ,0.071
000657.SZ,0.094
000663.SZ,0.038
000665.SZ,0.096
000666.SZ,0.113
000670.SZ,0.13
000673.SZ,0.093
000682.SZ,0.145
000683.SZ,0.134
000687.SZ,0.139
000700.SZ,0.105
000701.SZ,0.077
000705.SZ,0.1
000707.SZ,0.077
000708.SZ,0.056
000713.SZ,0.053
000722.SZ,0.093
000727.SZ,0.08
000731.SZ,0.142
000733.SZ,0.114
000739.SZ,0.123
000751.SZ,0.208
000752.SZ,0.092
000757.SZ,0.073
000760.SZ,0.079
000767.SZ,0.191
000789.SZ,0.068
000790.SZ,0.119
000797.SZ,0.125
000801.SZ,0.126
000802.SZ,0.142
000806.SZ,0.319
000807.SZ,0.14
000811.SZ,0.066
000812.SZ,0.122
000819.SZ,0.098
000828.SZ,0.117
000837.SZ,0.082
000851.SZ,0.146
000868.SZ,0.086
000875.SZ,0.266
000882.SZ,0.281
000886.SZ,0.12
