wind_code,i_weight
000002.SZ,1.452
000008.SZ,0.075
000009.SZ,0.218
000027.SZ,0.087
000039.SZ,0.133
000060.SZ,0.185
000061.SZ,0.083
000063.SZ,0.39
000069.SZ,0.256
000100.SZ,0.277
000156.SZ,0.107
000157.SZ,0.221
000166.SZ,0.401
000333.SZ,1.488
000338.SZ,0.283
000402.SZ,0.135
000413.SZ,0.199
000415.SZ,0.138
000423.SZ,0.308
000425.SZ,0.178
000503.SZ,0.318
000538.SZ,0.415
000540.SZ,0.191
000555.SZ,0.062
000559.SZ,0.15
000568.SZ,0.272
000623.SZ,0.22
000625.SZ,0.329
000627.SZ,0.102
000630.SZ,0.218
000651.SZ,1.372
000671.SZ,0.095
000686.SZ,0.18
000709.SZ,0.173
000712.SZ,0.101
000718.SZ,0.093
000725.SZ,0.807
000728.SZ,0.247
000738.SZ,0.12
000750.SZ,0.208
000768.SZ,0.334
000776.SZ,0.54
000778.SZ,0.129
000783.SZ,0.356
000792.SZ,0.144
000793.SZ,0.237
000800.SZ,0.099
000826.SZ,0.184
000839.SZ,0.316
000858.SZ,0.78
000876.SZ,0.177
000895.SZ,0.221
000917.SZ,0.173
000938.SZ,0.085
000963.SZ,0.196
000977.SZ,0.132
000983.SZ,0.154
001979.SZ,0.422
002007.SZ,0.213
002008.SZ,0.213
002024.SZ,0.438
002027.SZ,0.078
002049.SZ,0.117
002065.SZ,0.206
002074.SZ,0.139
002081.SZ,0.178
002085.SZ,0.173
002129.SZ,0.114
002131.SZ,0.097
002142.SZ,0.381
002146.SZ,0.115
002152.SZ,0.109
002153.SZ,0.079
002174.SZ,0.103
002183.SZ,0.174
002195.SZ,0.117
002202.SZ,0.274
002230.SZ,0.292
002236.SZ,0.231
002241.SZ,0.283
002252.SZ,0.216
002292.SZ,0.12
002299.SZ,0.086
002304.SZ,0.507
002310.SZ,0.167
002385.SZ,0.141
002415.SZ,0.532
002424.SZ,0.08
002426.SZ,0.136
002450.SZ,0.465
002456.SZ,0.264
002465.SZ,0.213
002466.SZ,0.227
002470.SZ,0.126
002475.SZ,0.193
002500.SZ,0.135
002568.SZ,0.039
002594.SZ,0.283
002673.SZ,0.286
002714.SZ,0.112
002736.SZ,0.39
002739.SZ,0.271
002797.SZ,0.076
300002.SZ,0.133
300015.SZ,0.133
300017.SZ,0.241
300024.SZ,0.235
300027.SZ,0.187
300033.SZ,0.154
300058.SZ,0.143
300059.SZ,0.367
300070.SZ,0.319
300072.SZ,0.291
300085.SZ,0.059
300104.SZ,0.433
300124.SZ,0.217
300133.SZ,0.087
300144.SZ,0.128
300146.SZ,0.088
300168.SZ,0.14
300182.SZ,0.109
300251.SZ,0.09
300315.SZ,0.178
600000.SH,1.49
600008.SH,0.108
600009.SH,0.275
600010.SH,0.316
600015.SH,0.648
600016.SH,2.218
600018.SH,0.199
600019.SH,0.651
600021.SH,0.114
600023.SH,0.248
600028.SH,0.628
600029.SH,0.281
600030.SH,1.353
600031.SH,0.289
600036.SH,2.083
600037.SH,0.114
600038.SH,0.125
600048.SH,0.7
600050.SH,0.619
600060.SH,0.154
600061.SH,0.181
600066.SH,0.28
600068.SH,0.318
600074.SH,0.136
600085.SH,0.174
600089.SH,0.348
600100.SH,0.254
600104.SH,0.939
600109.SH,0.292
600111.SH,0.292
600115.SH,0.217
600118.SH,0.202
600150.SH,0.21
600153.SH,0.197
600157.SH,0.213
600170.SH,0.187
600177.SH,0.226
600188.SH,0.043
600196.SH,0.269
600208.SH,0.162
600221.SH,0.233
600252.SH,0.137
600256.SH,0.151
600271.SH,0.235
600276.SH,0.737
600297.SH,0.172
600309.SH,0.31
600332.SH,0.152
600340.SH,0.236
600352.SH,0.228
600362.SH,0.163
600369.SH,0.205
600372.SH,0.11
600373.SH,0.125
600376.SH,0.132
600383.SH,0.283
600406.SH,0.252
600415.SH,0.224
600446.SH,0.124
600482.SH,0.115
600485.SH,0.222
600489.SH,0.224
600498.SH,0.143
600518.SH,0.543
600519.SH,1.851
600535.SH,0.257
600547.SH,0.286
600549.SH,0.11
600570.SH,0.239
600582.SH,0.094
600583.SH,0.185
600585.SH,0.425
600588.SH,0.146
600606.SH,0.219
600637.SH,0.323
600648.SH,0.081
600649.SH,0.267
600654.SH,0.139
600660.SH,0.285
600663.SH,0.176
600666.SH,0.135
600674.SH,0.202
600685.SH,0.116
600688.SH,0.153
600690.SH,0.346
600703.SH,0.318
600704.SH,0.135
600705.SH,0.296
600718.SH,0.2
600737.SH,0.127
600739.SH,0.223
600741.SH,0.221
600754.SH,0.052
600783.SH,0.077
600795.SH,0.407
600804.SH,0.242
600816.SH,0.228
600820.SH,0.23
600827.SH,0.153
600837.SH,1.317
600839.SH,0.17
600867.SH,0.222
600871.SH,0.074
600873.SH,0.134
600875.SH,0.134
600886.SH,0.297
600887.SH,1.138
600893.SH,0.271
600895.SH,0.146
600900.SH,0.889
600958.SH,0.494
600959.SH,0.181
600999.SH,0.4
601006.SH,0.43
601009.SH,0.462
601018.SH,0.22
601021.SH,0.094
601088.SH,0.348
601099.SH,0.378
601111.SH,0.21
601118.SH,0.09
601127.SH,0.047
601155.SH,0.142
601166.SH,2.32
601169.SH,1.271
601186.SH,0.633
601198.SH,0.223
601211.SH,0.91
601216.SH,0.134
601225.SH,0.115
601258.SH,0.139
601288.SH,1.291
601318.SH,4.077
601328.SH,1.778
601333.SH,0.187
601336.SH,0.384
601377.SH,0.387
601390.SH,0.7
601398.SH,1.051
601555.SH,0.286
601600.SH,0.337
601601.SH,0.893
601607.SH,0.26
601608.SH,0.077
601611.SH,0.098
601618.SH,0.283
601628.SH,0.444
601633.SH,0.164
601668.SH,1.379
601669.SH,0.326
601688.SH,0.616
601718.SH,0.148
601727.SH,0.274
601766.SH,1.043
601788.SH,0.323
601800.SH,0.285
601818.SH,0.685
601857.SH,0.415
601866.SH,0.137
601872.SH,0.117
601877.SH,0.089
601888.SH,0.249
601899.SH,0.41
601901.SH,0.363
601919.SH,0.242
601928.SH,0.085
601933.SH,0.218
601939.SH,0.413
601958.SH,0.083
601985.SH,0.353
601988.SH,0.806
601989.SH,0.732
601998.SH,0.22
603000.SH,0.098
603885.SH,0.065
603993.SH,0.214
