date,000693
1997-02-26,11.09
1997-02-27,10.85
1997-02-28,10.77
1997-03-03,11.1
1997-03-04,10.91
1997-03-05,10.92
1997-03-06,11.02
1997-03-07,11.15
1997-03-10,11.06
1997-03-11,11.2
1997-03-12,11.48
1997-03-13,11.27
1997-03-14,11.1
1997-03-17,11.06
1997-03-18,11.3
1997-03-19,12.0
1997-03-20,11.52
1997-03-21,11.8
1997-03-24,11.61
1997-03-25,11.49
1997-03-26,11.59
1997-03-27,11.39
1997-03-28,11.28
1997-03-31,11.54
1997-04-01,11.5
1997-04-02,11.3
1997-04-03,11.58
1997-04-04,11.3
1997-04-07,11.1
1997-04-08,11.12
1997-04-09,11.15
1997-04-10,11.08
1997-04-11,10.78
1997-04-14,10.91
1997-04-15,10.83
1997-04-16,10.77
1997-04-17,10.83
1997-04-18,10.66
1997-04-21,10.8
1997-04-22,11.17
1997-04-23,10.97
1997-04-24,11.28
1997-04-25,11.48
1997-04-28,12.58
1997-04-29,11.93
1997-04-30,12.0
1997-05-05,12.22
1997-05-06,11.95
1997-05-07,11.99
1997-05-08,10.8
1997-05-09,11.44
1997-05-12,11.8
1997-05-13,11.39
1997-05-14,10.89
1997-05-15,11.18
1997-05-16,10.08
1997-05-19,10.29
1997-05-20,10.32
1997-05-21,9.95
1997-05-22,8.96
1997-05-23,8.49
1997-05-26,8.4
1997-05-27,8.51
1997-05-29,8.39
1997-05-30,8.95
1997-06-02,9.25
1997-06-03,9.02
1997-06-04,9.14
1997-06-05,8.91
1997-06-06,8.11
1997-06-09,8.28
1997-06-10,7.89
1997-06-11,7.87
1997-06-12,7.92
1997-06-13,8.14
1997-06-16,8.4
1997-06-17,8.13
1997-06-18,7.85
1997-06-19,6.85
1997-06-20,7.29
1997-06-23,6.99
1997-06-24,7.09
1997-06-25,7.19
1997-06-26,6.98
1997-06-27,6.63
1997-07-02,6.2
1997-07-03,5.9
1997-07-04,6.14
1997-07-07,5.54
1997-07-08,5.7
1997-07-09,5.65
1997-07-10,5.5
1997-07-11,5.83
1997-07-14,6.0
1997-07-15,6.13
1997-07-16,5.83
1997-07-17,5.91
1997-07-18,6.01
1997-07-21,6.17
1997-07-22,6.2
1997-07-23,6.49
1997-07-24,6.2
1997-07-25,6.15
1997-07-28,6.1
1997-07-29,6.1
1997-07-30,6.28
1997-07-31,6.33
1997-08-01,6.31
1997-08-04,6.6
1997-08-05,6.55
1997-08-06,6.29
1997-08-07,6.42
1997-08-08,6.45
1997-08-11,6.66
1997-08-12,6.2
1997-08-13,6.13
1997-08-14,6.19
1997-08-15,5.96
1997-08-18,5.88
1997-08-19,5.87
1997-08-20,5.85
1997-08-21,6.18
1997-08-22,5.92
1997-08-25,5.87
1997-08-26,5.93
1997-08-27,6.05
1997-08-28,6.22
1997-08-29,6.34
1997-09-01,6.42
1997-09-02,6.29
1997-09-03,6.3
1997-09-04,6.41
1997-09-05,6.3
1997-09-08,6.61
1997-09-09,6.4
1997-09-10,6.6
1997-09-11,6.48
1997-09-12,6.22
1997-09-15,6.0
1997-09-16,5.95
1997-09-17,5.97
1997-09-18,6.05
1997-09-19,6.15
1997-09-22,5.53
1997-09-23,5.05
1997-09-24,5.43
1997-09-25,5.68
1997-09-26,5.55
1997-09-29,5.32
1997-09-30,5.36
1997-10-06,5.4
1997-10-07,5.4
1997-10-08,5.59
1997-10-09,5.73
1997-10-10,6.0
1997-10-13,6.25
1997-10-14,6.29
1997-10-15,6.39
1997-10-16,6.2
1997-10-17,6.15
1997-10-20,6.58
1997-10-21,6.47
1997-10-22,6.16
1997-10-23,6.22
1997-10-24,6.36
1997-10-27,6.26
1997-10-28,5.91
1997-10-29,6.05
1997-10-30,5.86
1997-10-31,5.94
1997-11-03,6.08
1997-11-04,6.13
1997-11-05,6.01
1997-11-06,6.08
1997-11-07,6.22
1997-11-10,6.84
1997-11-11,7.48
1997-11-12,6.9
1997-11-13,7.28
1997-11-14,7.2
1997-11-17,7.04
1997-11-18,6.82
1997-11-19,6.89
1997-11-20,6.96
1997-11-21,7.11
1997-11-24,7.24
1997-11-25,7.23
1997-11-26,7.24
1997-11-27,7.06
1997-11-28,7.1
1997-12-01,6.76
1997-12-02,6.7
1997-12-03,6.58
1997-12-04,6.72
1997-12-05,6.9
1997-12-08,6.79
1997-12-09,6.75
1997-12-10,7.22
1997-12-11,7.0
1997-12-12,7.08
1997-12-15,7.18
1997-12-16,7.0
1997-12-17,6.75
1997-12-18,6.84
1997-12-19,6.88
1997-12-22,6.52
1997-12-23,6.6
1997-12-24,6.51
1997-12-25,6.7
1997-12-26,6.6
1997-12-29,6.7
1997-12-30,6.7
1997-12-31,7.04
