date,600005,002018,002070,600832,600270,600401,600432,600485,600614,600634,600680,600687,600701,600747,600074,600146,000024,000038,000418,000511,000562,000670,000693
2006-02-08,2.88,7.0,,13.71,,2.69,,7.11,,5.37,8.3,5.28,,,3.27,,,5.91,,4.2,4.5,2.62,5.16
2006-02-09,2.88,6.96,,13.5,,2.63,,6.91,,5.27,7.97,5.38,,,3.23,,10.49,5.75,,4.38,4.41,2.53,4.96
2006-02-10,2.92,7.09,,13.51,,2.62,,7.58,,5.31,7.98,5.43,,,3.28,,10.69,5.7,,4.36,4.44,2.6,5.02
2006-02-13,2.93,7.13,,13.31,,2.62,13.19,7.62,,5.19,7.95,5.33,,,3.3,,10.12,5.65,,4.11,4.45,2.69,4.92
2006-02-14,2.9,7.25,,13.28,,2.61,13.13,7.66,,5.3,7.96,5.31,,,3.3,,10.41,5.69,,4.25,4.43,2.74,4.98
2006-02-15,2.88,7.14,,13.28,,2.59,12.94,7.72,,5.33,8.05,5.29,,,3.29,,10.88,5.73,,4.31,4.48,2.73,5.09
2006-02-16,2.8,6.88,,12.81,,2.5,12.18,7.61,,5.47,7.71,5.12,,,3.15,,10.67,5.87,,4.18,4.25,2.84,4.87
2006-02-17,2.82,6.82,,12.61,,2.46,12.01,7.43,,5.36,7.33,5.01,,,3.13,,11.02,6.05,,4.19,4.26,2.81,4.78
2006-02-20,2.81,6.65,,12.75,,2.47,11.77,,,5.45,7.3,5.01,,,3.09,,11.79,6.06,,4.22,4.26,2.73,4.78
2006-02-21,2.9,6.83,,12.92,,2.5,,,,5.47,8.03,5.17,,,3.18,,11.92,6.24,,4.18,4.43,2.74,4.98
2006-02-22,2.93,6.77,,12.73,,2.51,,,,5.55,7.95,5.12,,,3.18,,11.71,6.35,,4.11,4.38,2.73,5.0
2006-02-23,2.92,6.85,,12.76,,2.48,,,,5.56,7.92,5.08,,,3.21,,11.35,6.3,,4.07,4.5,2.78,5.01
2006-02-24,2.93,6.95,,13.22,,2.49,,,,5.46,7.92,5.11,,,3.27,,11.98,6.24,,4.05,4.53,2.72,4.99
2006-02-27,2.88,6.85,,13.45,,2.49,,,,5.37,7.69,5.03,,,3.24,,11.74,6.15,,4.18,4.44,2.61,4.93
2006-02-28,2.89,6.85,,13.69,,2.45,,,,5.3,7.82,5.11,,,3.2,,11.56,6.12,,4.14,4.46,2.58,5.14
2006-03-01,2.88,6.88,,13.94,,2.48,,,,5.35,7.89,5.14,,,3.26,,11.67,6.11,,4.13,4.47,2.59,5.14
2006-03-02,2.81,6.69,,,,2.42,,7.4,,5.15,7.84,4.96,,,3.17,,11.28,6.02,,4.11,4.28,2.58,4.9
2006-03-03,2.82,6.68,,13.68,,2.41,,7.16,,5.17,7.68,4.94,,,3.16,,11.17,6.31,,4.07,4.21,2.66,5.1
2006-03-06,2.83,6.78,,13.57,,2.35,,6.96,,5.13,7.78,4.86,,,3.2,,11.41,6.17,,3.92,4.22,2.64,5.03
2006-03-07,2.75,6.55,,13.36,,2.43,,6.64,,4.93,7.48,4.7,,,3.1,,10.79,5.81,,3.85,4.09,2.65,4.81
2006-03-08,2.7,6.53,,13.73,,2.4,,6.41,,4.95,7.45,4.68,,,3.09,,10.37,5.66,,3.81,4.06,2.78,4.9
2006-03-09,2.72,6.5,,13.45,,2.36,,,,4.86,7.38,4.71,,,3.06,,10.56,5.61,,3.79,4.04,2.71,4.68
2006-03-10,2.73,6.48,,14.05,,2.4,,,,4.9,7.37,4.68,,,3.06,,10.81,5.58,,3.82,4.02,2.57,4.76
2006-03-13,2.76,6.51,,14.04,,2.41,,,,5.03,7.5,,,,3.22,,11.32,5.6,,3.89,4.08,2.56,4.84
2006-03-14,2.74,6.43,,13.92,,2.35,,,,4.97,7.6,,,,3.16,,11.2,5.65,,,4.06,2.57,5.12
2006-03-15,2.77,6.49,,14.25,,2.36,10.44,,,5.03,7.64,,,,3.28,,11.42,5.7,,3.89,4.08,2.63,
2006-03-16,2.74,6.54,,14.22,,2.35,10.53,,,5.0,7.6,,,,3.25,,11.9,5.65,,3.89,4.11,2.58,
2006-03-17,2.77,6.48,,14.18,,2.36,10.18,,,5.16,7.71,,,,3.2,,11.82,5.7,,3.85,4.08,2.64,
2006-03-20,2.78,6.53,,14.42,,2.36,10.39,,,5.36,7.94,,,,3.28,,12.37,5.76,,3.93,4.17,2.7,
2006-03-21,2.76,6.59,,14.66,,2.6,11.01,,,5.27,7.93,,,,3.26,,12.34,5.71,,3.96,4.2,2.63,
2006-03-22,2.74,6.61,,14.68,,2.57,11.55,,,5.25,7.9,,,,3.32,,12.66,5.74,,3.97,4.23,2.59,5.63
2006-03-23,2.74,6.73,,14.84,7.8,2.52,11.5,,,5.26,7.67,,,,3.41,,12.41,5.76,,4.13,4.24,2.67,5.47
2006-03-24,2.73,6.58,,14.61,7.7,2.62,12.1,,,5.2,7.57,4.89,,,3.33,,12.29,5.68,,4.08,4.34,2.61,5.16
2006-03-27,2.76,6.67,,14.61,7.74,2.57,12.24,,,5.11,7.93,4.87,,,3.35,,12.86,5.61,,4.25,4.36,2.65,5.24
2006-03-28,2.77,6.68,,14.64,7.58,2.56,12.37,6.21,,5.17,7.84,4.84,,,3.34,,13.05,5.67,,4.2,4.39,2.6,5.15
2006-03-29,2.83,6.77,,14.86,7.69,2.57,12.8,6.16,,5.26,7.84,4.86,,,3.29,,13.39,5.69,,4.2,4.37,2.47,5.13
2006-03-30,2.8,6.62,,14.4,7.46,2.47,12.95,6.07,,5.26,7.73,4.84,,,3.21,,13.01,5.55,,4.05,4.29,2.31,5.22
2006-03-31,2.8,6.54,,14.69,7.51,2.41,13.63,6.13,,5.41,7.64,4.91,,,3.23,,13.7,5.54,,4.06,4.52,2.32,5.09
2006-04-03,2.8,6.66,,,7.87,2.43,14.02,6.37,,5.48,7.72,4.97,,,3.31,,13.89,5.5,,4.19,,2.18,4.97
2006-04-04,2.82,6.75,,14.88,7.88,2.43,13.72,6.59,,5.47,7.87,5.0,,,3.38,,13.7,5.53,,4.29,,2.19,5.16
2006-04-05,2.82,6.85,,14.94,8.1,2.46,13.57,6.48,,5.62,7.9,5.07,,,3.37,,13.6,5.63,,4.29,,2.2,5.1
2006-04-06,2.79,6.74,,15.2,8.02,2.41,14.85,6.61,,5.51,8.24,5.02,,,3.39,,13.98,5.58,,4.37,,2.28,5.14
2006-04-07,2.78,6.73,,15.29,8.26,2.44,14.92,6.91,,5.52,8.28,5.35,,,3.47,,,5.54,,4.48,,2.28,5.19
2006-04-10,2.81,6.87,,16.38,8.29,2.51,14.54,7.01,,5.86,8.37,,,,3.6,,13.34,5.69,,4.6,,2.38,5.25
2006-04-11,2.84,,,16.34,8.15,2.51,14.38,6.84,,5.71,8.15,,,,3.57,,13.46,5.69,,4.58,,2.36,5.16
2006-04-12,2.81,6.94,,16.62,8.4,2.52,13.78,7.12,,5.8,8.13,,,,3.78,,12.99,5.8,,4.65,,2.32,5.08
2006-04-13,2.84,6.8,,15.93,8.15,2.42,12.94,6.63,,5.48,7.8,,,,3.6,,12.38,5.22,,4.37,,2.25,4.97
2006-04-14,2.95,6.98,,8.12,8.39,2.48,13.82,6.77,,5.61,7.94,,,,3.73,,13.06,4.87,,4.52,,2.31,4.98
2006-04-17,2.94,7.17,,8.14,9.23,2.44,13.35,7.13,,5.63,7.88,,,2.13,3.81,,12.59,4.81,,4.41,,2.26,4.95
2006-04-18,3.01,7.1,,8.76,8.92,2.47,14.33,7.25,,5.65,7.93,,,2.1,3.84,,12.34,4.85,,4.53,,2.19,4.93
2006-04-19,2.97,7.0,,8.79,8.86,2.48,15.76,7.23,,5.5,7.84,,,2.1,3.74,,12.55,4.53,,4.61,,2.22,4.79
2006-04-20,2.89,6.83,,8.91,9.3,2.39,16.04,7.32,,5.09,7.69,,,2.03,3.96,,12.2,4.26,,4.47,,2.19,4.31
2006-04-21,2.92,7.51,,9.52,9.65,2.43,15.37,7.3,,5.22,7.54,,,2.0,4.28,,11.98,4.35,,4.34,,2.09,3.88
2006-04-24,2.88,7.66,,9.5,9.54,2.67,16.91,7.73,,5.01,,,,,,,11.44,3.92,,4.09,,1.88,3.49
2006-04-25,2.67,7.43,,9.23,9.25,2.94,17.57,7.71,,5.08,6.79,,,,,,12.39,3.76,,4.14,,1.8,3.39
2006-04-26,2.69,7.93,,9.33,9.4,2.87,16.29,8.4,,5.13,7.02,,,,,,12.19,3.77,,4.29,,,3.38
2006-04-27,2.63,7.92,,9.29,9.29,2.73,16.84,8.32,,4.67,7.05,3.64,,,,,12.0,3.9,,4.23,,1.71,3.39
2006-04-28,2.64,8.71,,9.49,9.36,2.94,16.27,,,4.78,7.07,3.47,,,,,11.56,3.79,,4.65,,1.62,3.19
2006-05-08,2.7,8.83,,9.93,9.73,3.02,17.41,9.15,,4.86,,3.52,,,,,12.72,,,,,1.7,
2006-05-09,2.72,8.74,,10.92,10.2,2.95,16.8,10.07,,5.0,,3.74,,,,,12.97,3.6,,,,1.79,3.26
2006-05-10,2.74,9.01,,11.42,10.26,3.25,17.14,10.25,,5.07,,3.96,,,,,12.61,3.78,,,,1.82,3.42
2006-05-11,2.73,8.39,,11.0,10.32,3.28,17.78,9.8,,4.94,,3.8,,2.2,,,11.73,3.8,,,,1.82,3.57
2006-05-12,2.73,8.6,,11.54,11.18,3.42,19.56,10.14,,5.04,,3.94,,2.42,,,11.0,3.99,,,,1.91,3.65
2006-05-15,2.93,9.25,,12.08,11.76,3.38,21.52,10.74,,5.4,,4.16,,2.66,,,11.4,4.03,5.03,,,1.99,3.67
2006-05-16,2.9,9.32,,11.0,10.6,3.04,19.37,10.0,,5.1,,4.37,,2.93,4.71,,10.86,4.03,4.57,,,1.89,3.77
2006-05-17,2.92,9.72,,10.8,10.62,3.04,17.9,10.19,,5.28,,4.28,,2.91,5.18,,11.16,4.05,4.68,,,1.97,3.63
2006-05-18,,8.15,,10.65,,2.97,17.32,9.81,,5.54,,4.2,,2.95,5.7,,11.75,4.25,5.0,,4.97,2.02,3.59
2006-05-19,3.06,8.54,,10.98,11.08,3.04,17.76,10.28,,5.6,,4.24,,,5.97,,11.73,4.45,5.07,,5.47,2.05,3.6
2006-05-22,3.22,8.81,,11.0,11.15,3.2,16.0,,,5.75,,4.33,,,6.41,,11.7,4.66,5.25,5.12,6.02,2.15,3.78
2006-05-23,3.08,7.95,,10.28,10.42,2.91,16.17,9.25,,,,3.95,,,6.42,,11.33,4.89,5.1,5.63,6.62,2.26,3.78
2006-05-24,3.02,7.85,,9.92,9.88,2.89,17.2,8.66,,5.24,,3.78,,,6.23,,11.9,4.84,4.86,5.79,7.28,2.21,3.77
2006-05-25,2.99,7.84,,10.0,9.91,2.94,16.31,8.87,,5.76,7.78,3.98,,,6.17,,12.43,5.07,5.11,5.99,8.01,2.24,3.86
2006-05-26,3.02,8.15,,10.24,10.28,2.96,16.59,9.4,,6.01,8.56,4.1,,,,,12.49,5.17,5.29,6.03,,2.34,3.92
2006-05-29,3.2,8.26,,10.44,11.29,,17.25,10.34,,,9.38,4.2,,,,,12.35,5.43,5.32,,,2.42,4.12
2006-05-30,3.13,8.33,,10.51,11.16,3.14,17.94,10.08,,,9.84,4.29,,,,,,5.34,5.38,,,,4.25
2006-05-31,3.13,8.2,,10.12,10.99,3.03,16.78,9.77,,,9.73,4.14,,,,,12.31,5.35,5.45,,,2.43,4.26
2006-06-01,3.14,8.62,,10.32,11.73,3.1,16.54,9.96,,,10.2,4.37,,,,,12.49,5.62,5.79,,,2.55,4.46
2006-06-02,3.17,8.44,,10.92,11.45,3.24,15.99,9.8,,,,4.48,,,,,11.28,5.63,5.56,,,2.53,4.34
2006-06-05,3.23,8.88,,11.29,11.47,3.33,16.49,9.62,,,,4.55,,,,,11.17,5.75,5.94,,,2.66,4.56
2006-06-06,3.19,8.63,,11.01,11.55,3.21,15.84,9.67,,,,4.79,,,,,10.7,6.02,5.79,,,2.79,4.6
2006-06-07,3.07,7.77,,10.02,10.51,2.93,14.89,8.73,,,,4.31,,,,,10.4,5.72,5.21,,,2.65,4.37
2006-06-08,3.12,8.08,,10.24,10.51,3.22,14.98,8.92,,,,4.65,,,,,10.2,5.43,5.09,,,2.52,4.15
2006-06-09,2.72,7.91,,9.95,9.98,3.13,13.71,8.8,,,,4.52,,,,,10.38,,4.81,,,2.39,3.94
2006-06-12,2.75,7.92,,9.6,10.02,3.01,13.69,8.9,,,,4.3,,,,,10.25,5.16,4.83,,,2.27,3.74
2006-06-13,2.7,7.98,,9.77,10.1,3.06,,8.91,,5.7,,4.29,,1.9,,,10.41,4.9,,,,2.24,3.75
2006-06-14,2.61,7.81,,9.39,9.73,2.93,13.47,8.36,,5.51,,4.18,,1.94,,,10.21,4.67,4.68,,,2.34,3.59
2006-06-15,2.58,7.93,,9.31,9.73,2.91,13.81,8.43,,6.06,,4.17,,1.88,,,10.5,4.68,4.77,4.39,,2.36,3.58
2006-06-16,2.62,8.3,,9.63,10.13,3.01,14.15,8.96,,6.2,,4.27,,1.91,,,10.89,4.8,4.88,4.51,,2.4,3.68
2006-06-19,2.61,8.24,,9.93,10.2,3.02,14.48,9.24,,6.36,,4.27,,1.96,,,10.77,4.83,,4.71,,2.39,3.78
2006-06-20,2.63,8.48,,9.83,10.23,2.98,14.42,9.78,,6.39,,4.31,,2.0,,,10.55,4.87,,4.57,,2.34,3.89
2006-06-21,2.62,8.48,,9.7,10.21,3.09,14.76,9.92,,6.79,,4.19,,2.2,,,10.37,4.64,,4.46,8.17,2.35,3.87
2006-06-22,2.63,8.4,,9.73,10.31,3.2,14.79,10.26,,6.78,,4.2,,2.24,,,10.23,4.58,,4.47,8.57,2.23,3.75
2006-06-23,2.62,,,9.94,10.33,3.17,14.46,11.29,,6.53,,4.3,,2.22,,,10.28,4.66,,4.39,8.29,2.18,3.67
2006-06-26,2.65,8.64,,10.5,10.43,3.2,14.69,11.45,,6.41,,4.45,,,2.97,,10.33,4.88,,4.43,8.38,2.21,3.73
2006-06-27,2.68,8.45,,10.37,10.44,3.15,14.73,11.21,,6.6,,4.45,,2.28,3.24,,10.11,5.12,,4.35,8.21,,
2006-06-28,2.72,8.45,,10.31,10.33,3.2,14.28,10.82,,6.16,,4.42,,2.25,3.14,,10.13,5.36,,4.19,8.38,2.32,3.92
2006-06-29,2.83,8.6,,10.46,10.43,3.24,14.76,10.99,,,,4.45,,2.29,3.17,,10.51,5.63,5.37,4.3,9.22,2.44,4.05
2006-06-30,2.84,8.48,,10.25,10.9,3.51,15.39,10.87,,,,,,2.25,,,10.49,5.91,5.31,4.38,8.94,2.54,4.07
2006-07-03,2.84,8.88,,10.47,10.94,3.39,16.92,11.96,,,,4.61,,2.29,3.22,,10.95,5.95,5.34,4.68,9.38,2.54,4.21
2006-07-04,2.77,,,10.43,10.75,3.32,17.69,11.58,,,,4.44,,2.45,3.2,,10.88,5.83,5.28,4.57,9.18,2.51,4.12
2006-07-05,2.72,9.26,,10.24,10.6,3.36,18.01,12.42,,,,4.52,,2.49,3.18,,10.74,5.96,5.15,4.54,9.02,2.52,3.91
2006-07-06,2.76,9.37,,10.77,10.79,3.41,14.9,12.55,,,,4.63,,2.48,3.21,,10.9,6.02,5.25,4.61,9.32,2.52,3.99
2006-07-07,2.76,9.5,,10.82,10.58,3.28,16.3,12.8,,,,4.6,,2.4,3.17,,10.52,5.98,5.26,4.48,9.25,2.45,3.92
2006-07-10,2.74,9.6,,10.88,10.67,3.31,16.44,12.21,,,,4.72,,2.45,3.15,,11.25,6.04,5.45,4.37,9.16,2.48,4.11
2006-07-11,2.73,9.89,,10.65,11.09,3.3,18.08,12.29,,,,4.85,,2.49,3.16,,11.3,6.11,5.51,4.5,9.2,2.54,4.12
2006-07-12,2.71,10.15,,10.6,10.79,3.25,19.89,11.8,,,,4.89,,2.44,3.28,,11.73,6.42,5.42,4.6,8.88,2.53,4.12
2006-07-13,2.64,10.23,,9.79,9.88,2.94,17.9,10.62,,,,4.59,,2.2,3.07,,11.32,6.1,5.05,4.32,7.99,2.4,3.91
2006-07-14,2.64,10.19,,10.67,10.16,2.94,17.43,10.44,,,,4.71,,2.21,3.02,,11.84,5.8,,4.56,7.85,2.32,3.73
2006-07-17,2.65,10.62,,11.16,,2.98,17.52,11.09,,,,5.06,,2.21,3.04,,11.99,6.0,,4.88,7.95,2.36,3.75
2006-07-18,2.64,10.4,,11.26,,3.03,18.18,11.08,,,,5.14,,2.21,3.0,,11.8,5.91,,5.02,8.15,2.34,3.8
2006-07-19,2.6,9.85,,10.78,,2.91,16.58,10.61,,,,4.87,,2.14,2.79,3.49,11.4,5.61,,5.02,7.81,2.28,3.65
2006-07-20,2.61,9.81,,11.01,,2.95,16.01,10.7,,,,4.87,,2.13,2.82,3.52,11.36,5.56,,5.13,7.85,2.31,3.64
2006-07-21,2.7,,,10.96,,2.98,15.96,11.1,,,,4.71,,2.2,2.81,3.54,11.42,5.63,,5.27,8.0,2.43,3.74
2006-07-24,2.65,9.9,,10.78,,2.92,16.05,11.0,,,,4.59,,2.2,2.9,3.71,11.66,5.57,,5.07,7.81,2.4,3.78
2006-07-25,2.64,9.89,,10.99,,2.98,17.03,11.64,,,,4.65,,2.3,2.89,3.75,11.76,5.64,,5.0,7.95,2.46,3.81
2006-07-26,2.66,9.82,,11.02,,3.02,16.64,12.23,,,,4.73,,2.38,2.92,3.74,11.71,5.68,,4.92,8.07,2.57,3.85
2006-07-27,2.63,9.92,,10.83,10.39,2.95,16.01,12.01,,,7.07,4.62,,2.36,2.85,3.64,11.43,5.82,,4.98,7.88,2.59,3.73
2006-07-28,,10.28,,10.79,9.89,2.97,16.07,11.5,,,6.84,4.45,,2.28,2.83,3.61,11.4,5.54,,4.84,7.38,2.47,
2006-07-31,2.56,9.51,,,9.49,2.82,16.0,10.67,,,6.38,4.19,,2.15,,3.45,11.0,5.26,,4.48,6.85,2.54,3.61
2006-08-01,2.52,9.51,,10.02,9.29,2.71,15.7,10.76,,,6.28,4.2,,2.16,2.74,3.41,10.82,5.0,,4.46,6.88,2.52,3.62
2006-08-02,2.49,9.3,,10.02,9.19,2.72,14.13,11.05,,,6.18,4.21,,2.16,2.67,3.44,10.96,4.88,,4.53,6.98,2.45,3.44
2006-08-03,2.49,9.13,,9.91,8.88,2.77,13.63,10.8,,,6.31,4.23,,2.15,2.63,3.42,10.89,5.01,,4.42,6.76,2.5,3.43
2006-08-04,2.49,9.02,,9.5,8.67,2.6,12.81,10.03,,,6.08,4.0,,2.06,2.46,3.36,10.66,4.81,,4.22,6.63,2.44,3.32
2006-08-07,2.45,8.53,,9.02,8.46,2.49,12.85,10.16,,,5.49,3.79,,1.93,2.27,3.19,10.64,4.71,3.26,4.28,6.52,2.32,3.18
2006-08-08,2.5,8.81,,9.41,8.64,2.58,13.19,10.6,,,5.86,3.93,,2.05,2.37,3.3,10.75,4.9,3.35,4.43,6.84,2.35,3.26
2006-08-09,2.5,8.89,,9.27,8.54,2.56,13.24,10.6,,,5.89,3.87,,2.04,2.38,3.37,10.62,4.82,3.34,4.32,6.68,2.34,3.41
2006-08-10,2.52,9.24,,9.38,8.78,2.6,13.7,10.52,,,6.48,3.98,,2.08,2.45,3.38,11.3,4.94,3.39,4.39,6.86,2.4,3.54
2006-08-11,2.5,9.36,,9.25,8.74,2.64,13.47,,,,6.31,4.02,,2.15,2.45,3.3,11.4,4.98,3.4,4.45,7.12,2.48,3.4
2006-08-14,2.47,9.01,,8.92,8.45,2.51,13.09,9.91,,,6.1,3.82,3.76,2.06,2.34,3.17,11.35,4.95,3.32,4.3,6.75,2.36,3.32
2006-08-15,2.49,9.17,,9.13,8.59,2.57,13.79,10.15,,,6.18,3.91,3.81,2.09,2.41,3.21,11.95,5.01,3.37,4.5,6.9,2.39,3.36
2006-08-16,2.51,,,9.33,8.62,2.65,14.92,10.42,,,6.33,3.99,3.86,2.16,2.45,3.29,12.36,5.04,3.42,4.5,7.04,2.41,3.53
2006-08-17,2.49,9.14,,9.26,8.77,2.69,14.99,10.09,,,6.14,4.05,3.81,2.24,2.41,3.23,12.37,4.92,3.4,4.4,6.94,2.36,3.53
2006-08-18,2.48,9.0,,9.14,8.68,2.66,14.5,10.06,,,6.35,3.98,3.72,2.18,2.4,3.19,12.38,4.91,3.37,4.38,6.91,2.36,3.53
2006-08-21,2.48,9.18,,9.33,8.71,2.64,14.62,10.55,,,6.77,3.95,3.71,2.17,2.37,3.17,12.82,4.88,3.31,4.35,6.84,2.48,3.53
2006-08-22,2.47,9.18,,9.54,8.8,2.73,15.12,10.58,,,6.77,4.0,3.72,2.18,2.41,3.22,13.06,4.99,3.32,4.33,6.95,2.46,3.63
2006-08-23,2.48,9.23,,9.4,8.63,2.75,15.0,10.43,,,6.63,4.02,3.73,2.15,2.39,3.21,13.12,4.94,3.31,4.28,7.6,2.53,3.59
2006-08-24,2.47,9.3,,9.39,8.7,2.79,15.53,10.74,,,6.68,4.05,3.76,2.16,2.41,3.29,13.0,4.98,3.32,4.34,7.7,2.6,3.59
2006-08-25,2.49,9.38,,9.43,8.77,2.75,15.21,10.73,,,6.58,4.09,3.76,2.14,2.49,3.25,13.67,4.99,3.32,4.48,7.6,2.52,3.59
2006-08-28,2.51,9.61,,9.69,8.98,2.84,15.88,10.95,,,,4.17,3.84,2.23,2.74,3.43,14.7,5.05,3.38,4.79,8.0,2.51,3.55
2006-08-29,2.5,9.65,,9.93,8.9,2.79,15.7,10.97,5.87,,6.79,4.12,3.89,2.3,2.89,3.47,14.52,5.06,3.43,4.71,7.83,2.51,3.55
2006-08-30,2.48,9.68,,9.92,8.99,2.77,15.43,10.96,5.78,,6.8,4.27,3.96,2.37,2.9,3.53,14.35,5.1,3.45,4.78,7.93,2.52,3.66
2006-08-31,2.48,9.62,,10.05,8.85,,15.32,10.99,5.73,,7.09,4.26,4.13,2.33,2.84,3.5,14.26,5.04,3.52,4.78,7.84,2.5,3.62
2006-09-01,2.52,9.42,,9.69,8.64,2.7,15.1,10.58,5.77,,6.86,4.13,4.03,2.24,2.85,3.39,14.0,5.17,3.41,4.62,,2.42,3.51
2006-09-04,2.51,9.85,,9.96,8.95,2.73,15.22,10.84,5.72,,6.94,4.21,4.07,2.28,2.83,3.45,13.97,5.2,3.48,4.68,7.98,2.45,3.54
2006-09-05,2.49,9.7,,10.15,9.16,2.78,14.87,10.77,5.68,,7.17,4.23,4.01,2.31,2.78,3.49,13.74,5.23,3.53,4.71,8.07,2.57,3.66
2006-09-06,2.5,9.78,,10.08,9.16,2.85,15.77,10.87,5.96,,7.4,4.4,4.05,2.27,2.79,3.47,13.38,5.36,3.53,4.62,7.99,2.66,3.77
2006-09-07,2.51,9.64,,9.8,9.05,2.77,15.74,10.71,5.76,,7.09,4.29,3.98,2.24,2.69,3.4,13.49,5.17,3.46,4.52,7.77,2.6,3.76
2006-09-08,2.49,9.75,,9.76,8.99,2.82,15.5,10.5,5.78,,7.08,4.3,3.99,2.27,2.69,3.4,13.95,5.23,3.43,4.52,7.86,2.69,3.79
2006-09-11,2.48,10.0,,9.9,8.94,2.81,14.81,10.39,5.61,,6.94,,3.97,2.32,2.75,3.37,14.3,5.21,3.41,4.72,7.77,2.82,3.9
2006-09-12,2.51,10.08,,9.86,8.99,2.79,14.48,10.32,5.66,,6.94,4.34,3.97,2.34,2.74,3.45,14.4,5.26,3.45,4.68,8.08,2.92,3.87
2006-09-13,2.53,9.7,,9.65,9.02,2.76,14.26,,5.66,,7.33,4.23,3.92,2.28,2.7,3.8,14.4,5.26,3.38,4.63,7.8,2.78,3.8
2006-09-14,2.51,9.62,,9.7,8.96,2.74,14.41,10.17,5.61,,7.34,4.17,3.95,2.28,2.71,4.18,14.2,5.27,3.36,4.58,7.75,2.82,3.97
2006-09-15,2.57,9.63,,9.79,9.41,2.78,14.39,10.25,5.65,,7.42,4.24,4.0,2.29,2.73,4.6,14.13,5.27,3.48,4.61,7.92,2.92,4.08
2006-09-18,2.62,9.72,,9.9,9.42,3.06,14.39,10.47,5.76,,7.71,4.31,4.11,2.28,2.79,4.56,14.15,5.37,3.67,4.69,8.28,2.96,4.09
2006-09-19,2.61,9.66,,9.84,9.62,3.18,14.45,10.48,5.74,,7.55,4.31,4.08,2.27,2.78,4.41,13.82,5.33,3.6,4.72,8.16,2.94,4.08
2006-09-20,2.59,9.58,,9.69,9.68,3.23,14.38,10.22,5.79,5.8,7.43,4.41,4.05,2.3,2.77,4.35,14.3,5.35,3.57,4.98,8.16,3.08,4.27
2006-09-21,2.58,9.7,,9.71,9.78,3.2,14.19,10.51,5.8,5.58,7.49,4.36,4.29,2.27,2.8,4.18,14.68,5.4,3.54,4.89,8.03,3.22,4.45
2006-09-22,2.53,9.58,,9.56,9.52,3.39,14.02,10.94,5.7,5.59,7.44,4.32,4.32,2.22,2.71,4.13,14.98,5.44,3.53,4.8,7.87,3.12,4.35
