date,000693
1998-01-05,7.3
1998-01-06,7.11
1998-01-07,7.82
1998-01-08,7.71
1998-01-09,8.35
1998-01-12,8.1
1998-01-13,7.44
1998-01-14,7.68
1998-01-15,7.62
1998-01-16,7.62
1998-01-19,7.43
1998-01-20,7.23
1998-01-21,7.11
1998-01-22,7.03
1998-01-23,7.52
1998-02-09,7.53
1998-02-10,7.46
1998-02-11,7.61
1998-02-12,7.73
1998-02-13,7.73
1998-02-16,7.7
1998-02-17,7.84
1998-02-18,7.5
1998-02-19,7.51
1998-02-20,7.4
1998-02-23,7.5
1998-02-24,7.4
1998-02-25,7.38
1998-02-26,7.37
1998-02-27,7.3
1998-03-02,6.83
1998-03-03,6.67
1998-03-04,7.24
1998-03-05,7.11
1998-03-06,7.0
1998-03-09,7.09
1998-03-10,7.14
1998-03-11,7.18
1998-03-12,7.12
1998-03-13,7.35
1998-03-16,7.58
1998-03-17,7.7
1998-03-18,7.53
1998-03-19,7.75
1998-03-20,7.8
1998-03-23,7.73
1998-03-24,7.71
1998-03-25,8.05
1998-03-26,8.7
1998-03-27,8.62
1998-03-30,8.91
1998-03-31,9.06
1998-04-01,9.49
1998-04-02,9.99
1998-04-03,10.91
1998-04-06,11.0
1998-04-07,10.69
1998-04-08,10.83
1998-04-09,10.38
1998-04-10,10.75
1998-04-13,10.66
1998-04-14,11.74
1998-04-15,11.8
1998-04-16,11.81
1998-04-17,11.96
1998-04-20,11.78
1998-04-21,11.56
1998-04-22,11.84
1998-04-23,11.96
1998-04-24,11.4
1998-04-27,10.76
1998-04-28,10.27
1998-04-29,10.8
1998-04-30,11.37
1998-05-04,11.39
1998-05-05,11.03
1998-05-06,11.19
1998-05-07,10.6
1998-05-08,10.84
1998-05-11,11.0
1998-05-12,12.1
1998-05-13,12.96
1998-05-14,12.2
1998-05-15,11.42
1998-05-18,11.4
1998-05-19,11.55
1998-05-20,11.85
1998-05-21,11.98
1998-05-22,12.68
1998-05-25,12.71
1998-05-26,13.6
1998-05-27,13.58
1998-05-28,12.9
1998-05-29,12.69
1998-06-01,12.73
1998-06-02,12.38
1998-06-03,12.59
1998-06-04,12.31
1998-06-05,11.96
1998-06-08,11.51
1998-06-09,11.78
1998-06-10,11.88
1998-06-11,11.66
1998-06-12,12.0
1998-06-15,11.8
1998-06-16,11.56
1998-06-17,11.4
1998-06-19,11.97
1998-06-22,11.69
1998-06-23,12.4
1998-06-24,12.25
1998-06-25,12.2
1998-06-26,12.59
1998-06-29,12.82
1998-06-30,12.3
1998-07-01,11.88
1998-07-02,11.73
1998-07-03,11.86
1998-07-06,11.47
1998-07-07,11.05
1998-07-08,10.8
1998-07-09,11.07
1998-07-10,11.22
1998-07-13,11.0
1998-07-14,10.45
1998-07-15,10.45
1998-07-16,10.1
1998-07-17,9.6
1998-07-20,9.27
1998-07-21,9.35
1998-07-22,9.98
1998-07-23,10.16
1998-07-24,9.96
1998-07-27,9.55
1998-07-28,9.8
1998-07-29,9.94
1998-07-30,10.93
1998-07-31,11.09
1998-08-03,10.85
1998-08-04,11.43
1998-08-05,11.28
1998-08-06,11.49
1998-08-07,10.82
1998-08-10,10.56
1998-08-11,10.94
1998-08-12,11.0
1998-08-13,11.04
1998-08-14,11.65
1998-08-17,10.92
1998-08-18,10.7
1998-08-19,11.0
1998-08-20,11.48
1998-08-21,11.34
1998-08-24,12.2
1998-08-25,12.43
1998-08-26,12.99
1998-08-27,12.81
1998-08-28,12.65
1998-08-31,12.97
1998-09-01,13.1
1998-09-02,13.82
1998-09-03,13.92
1998-09-04,13.65
1998-09-07,13.59
1998-09-08,14.15
1998-09-09,14.34
1998-09-10,14.41
1998-09-11,14.37
1998-09-14,15.3
1998-09-15,15.3
1998-09-16,15.12
1998-09-17,14.8
1998-09-18,14.98
1998-09-21,15.21
1998-09-22,15.7
1998-09-23,15.71
1998-09-24,15.55
1998-09-25,15.63
1998-09-28,15.43
1998-09-29,14.8
1998-09-30,14.93
1998-10-05,14.55
1998-10-06,14.78
1998-10-07,15.23
1998-10-08,15.39
1998-10-09,16.2
1998-10-12,16.27
1998-10-13,16.3
1998-10-14,16.39
1998-10-15,16.14
1998-10-16,16.21
1998-10-19,16.11
1998-10-20,15.88
1998-10-21,15.89
1998-10-22,15.74
1998-10-23,16.58
1998-10-26,16.65
1998-10-27,16.8
1998-10-28,16.92
1998-10-29,16.8
1998-10-30,16.51
1998-11-02,16.16
1998-11-03,16.58
1998-11-04,16.47
1998-11-05,16.81
1998-11-06,18.49
1998-11-09,19.28
1998-11-10,19.49
1998-11-11,19.38
1998-11-13,19.18
1998-11-16,19.01
1998-11-17,19.14
1998-11-18,20.19
1998-11-19,20.9
1998-11-20,19.6
1998-11-23,18.33
1998-11-24,18.11
1998-11-25,18.21
1998-11-26,18.2
1998-11-27,18.0
1998-11-30,17.9
1998-12-01,16.75
1998-12-02,17.44
1998-12-03,17.43
1998-12-04,17.31
1998-12-07,17.1
1998-12-08,17.28
1998-12-09,16.73
1998-12-10,16.0
1998-12-11,16.88
1998-12-14,16.36
1998-12-15,16.32
1998-12-16,15.99
1998-12-17,15.95
1998-12-18,15.9
1998-12-21,15.4
1998-12-22,15.8
1998-12-23,15.32
1998-12-24,15.38
1998-12-25,14.79
1998-12-28,14.83
1998-12-29,14.8
1998-12-30,15.6
1998-12-31,15.25
