date,600005,002018,600832,600401,600432,600485,600634,600680,600687,600074,000024,000038,000511,000562,000670,000693
2005-03-29,4.12,,13.29,6.9,11.33,6.67,4.42,,,3.7,7.8,6.42,3.97,3.17,2.71,7.31
2005-03-30,4.13,,12.89,6.69,10.8,6.49,4.39,,,3.53,7.69,6.38,4.0,3.09,2.53,7.3
2005-03-31,4.1,,13.05,6.77,10.88,6.44,4.48,,,3.61,7.63,6.98,4.02,3.17,2.6,7.63
2005-04-01,4.32,,13.6,7.09,11.63,6.73,4.58,,,3.76,7.74,7.05,4.11,3.49,2.66,7.95
2005-04-04,4.26,,13.16,6.98,11.64,6.53,4.4,,,3.71,7.52,6.7,4.04,3.68,2.93,7.71
2005-04-05,4.11,,13.13,6.9,11.31,6.81,4.21,,,3.69,7.3,6.72,3.95,3.75,2.96,7.4
2005-04-06,4.0,,13.18,7.05,11.93,6.8,4.22,,,3.84,7.35,6.57,3.99,3.64,3.02,7.43
2005-04-07,4.0,,13.51,7.12,11.8,6.93,4.35,,,3.85,7.69,6.9,4.07,3.89,2.99,7.6
2005-04-08,4.0,,13.71,7.2,11.98,7.38,4.43,,,4.01,7.7,7.22,4.13,3.91,3.07,7.7
2005-04-11,3.94,,13.73,7.29,11.88,7.28,4.46,,,3.94,7.73,7.13,4.25,,3.01,7.96
2005-04-12,3.94,,13.33,7.17,11.64,6.88,4.29,,,3.79,7.57,7.02,4.15,3.56,2.94,7.8
2005-04-13,4.08,,13.58,7.25,11.87,7.08,4.51,,,3.94,7.69,7.25,4.29,3.92,3.0,8.19
2005-04-14,4.03,,13.17,7.1,11.61,6.78,4.33,,,3.84,7.57,7.13,4.15,4.05,2.84,7.8
2005-04-15,3.96,,13.09,6.8,11.6,6.57,4.22,,,3.74,7.52,7.1,4.0,3.97,2.62,7.39
2005-04-18,3.86,,12.99,6.72,11.3,6.59,,,,3.68,7.51,6.41,3.95,3.85,2.56,7.34
2005-04-19,3.87,,12.98,6.75,11.42,5.93,4.1,,,3.7,7.69,5.99,4.03,4.15,2.63,7.27
2005-04-20,3.9,,12.38,6.71,11.17,5.6,4.19,,,3.65,7.6,5.85,3.95,4.12,2.67,6.54
2005-04-21,3.67,,11.97,6.51,11.28,5.2,3.77,,,3.61,7.66,5.35,3.87,4.08,2.41,5.89
2005-04-22,3.69,,12.04,6.61,11.28,5.19,3.6,,,3.54,7.75,5.47,3.62,3.79,2.31,5.41
2005-04-25,3.53,,12.15,6.6,10.55,4.92,3.49,,,3.35,7.93,5.19,3.63,4.04,2.27,4.87
2005-04-26,3.51,,12.4,6.88,10.64,5.06,3.66,,,3.4,,5.34,3.69,4.29,2.31,4.99
2005-04-27,3.4,,11.99,6.78,10.8,5.27,3.62,,,3.29,7.97,5.01,3.63,4.28,2.19,4.5
2005-04-28,3.54,,12.19,6.86,11.05,5.27,3.98,,,3.4,8.11,5.26,3.72,4.31,2.24,4.73
2005-04-29,,,11.9,6.82,10.86,5.22,4.08,,,3.37,8.37,5.03,3.73,4.39,2.28,4.63
2005-05-09,3.45,,12.06,6.75,10.48,4.95,3.99,,,,8.2,4.81,3.52,4.23,2.21,4.6
2005-05-10,3.59,,12.03,6.82,10.58,5.29,4.18,,,,8.15,4.98,3.63,4.41,2.3,4.4
2005-05-11,3.56,,12.27,6.93,10.4,5.32,4.43,,,3.34,8.01,5.48,3.61,4.25,2.31,4.5
2005-05-12,3.45,,12.36,6.7,9.92,5.44,4.24,,,3.38,7.66,5.53,3.6,4.23,2.32,4.63
2005-05-13,3.46,,12.4,6.72,10.05,5.52,4.24,,,3.44,7.5,5.45,3.46,4.11,2.28,5.09
2005-05-16,3.38,,11.99,6.89,9.65,5.6,4.28,,,3.43,7.3,5.57,3.37,4.05,2.26,4.98
2005-05-17,3.41,,12.08,7.0,9.69,5.61,4.28,,,3.45,7.3,5.62,3.44,4.15,2.26,5.2
2005-05-18,3.45,,12.79,7.35,9.83,,4.24,,,3.45,7.51,5.63,3.46,4.17,2.33,5.34
2005-05-19,3.5,,12.69,7.43,9.72,5.63,4.44,,,3.51,7.52,5.54,3.5,4.16,2.32,5.16
2005-05-20,3.61,,12.63,7.4,9.67,5.58,4.36,,,3.45,7.45,5.41,3.5,4.29,2.27,4.96
2005-05-23,3.34,,12.37,7.29,9.44,5.68,4.24,,,3.29,7.44,5.03,3.37,4.31,2.18,5.18
2005-05-24,3.27,,12.62,7.33,9.57,5.68,4.34,,,3.38,7.45,5.28,3.47,4.38,2.21,5.38
2005-05-25,3.29,,12.41,7.03,9.55,5.67,4.47,,,3.39,7.43,5.6,3.53,4.35,2.26,5.26
2005-05-26,3.27,,12.36,6.68,,5.66,4.51,,,3.4,7.33,5.46,3.45,4.19,2.25,5.28
2005-05-27,3.3,,12.35,,9.2,5.4,4.76,,,3.39,7.33,5.43,3.45,4.13,2.35,5.28
2005-05-30,3.36,,11.96,6.48,9.3,5.7,4.66,,,3.42,7.3,5.61,3.5,4.16,2.37,5.23
2005-05-31,3.37,,11.89,6.39,9.28,5.67,4.61,,,3.49,7.1,5.6,3.52,4.05,2.34,5.08
2005-06-01,3.38,,11.67,6.39,9.0,5.61,4.67,,,3.4,6.52,5.47,3.45,4.12,2.28,5.18
2005-06-02,3.3,,11.51,6.34,8.74,5.6,4.37,,,3.42,6.49,5.43,3.41,4.07,2.29,5.22
2005-06-03,3.27,,11.01,6.5,8.82,5.74,4.3,,,3.38,6.77,5.46,3.37,4.08,2.26,5.12
2005-06-06,3.36,,11.21,6.64,9.15,5.72,4.44,,,3.41,6.86,5.89,3.4,4.13,2.28,5.33
2005-06-07,3.33,,11.69,6.5,9.11,5.84,4.52,,,3.39,6.72,5.77,3.49,4.13,2.29,5.46
2005-06-08,3.66,,12.86,6.96,10.0,6.32,4.9,,,3.69,7.24,6.28,3.82,4.54,2.51,5.93
2005-06-09,3.79,,13.38,6.81,10.01,6.5,4.94,,,3.66,7.15,6.34,3.8,4.99,2.66,6.41
2005-06-10,3.72,,12.83,7.1,9.77,6.42,5.13,,,3.56,6.87,6.15,3.7,4.71,2.55,6.05
2005-06-13,3.67,,12.83,6.9,9.83,6.59,5.09,,,3.57,6.95,6.19,3.72,4.71,2.57,5.96
2005-06-14,3.66,,12.7,6.98,9.66,6.35,4.88,,,3.5,6.81,5.93,3.62,4.52,2.51,5.68
2005-06-15,3.68,,12.48,6.89,9.34,6.29,4.94,,,3.4,6.64,5.7,3.5,4.58,2.36,
2005-06-16,3.71,,12.67,6.86,9.42,6.35,5.08,,,3.42,6.68,5.86,3.52,4.68,,5.36
2005-06-17,3.73,,12.69,6.9,9.4,6.33,4.84,,,3.42,6.98,5.6,3.6,4.54,2.43,5.07
2005-06-20,3.86,,,6.8,9.8,6.5,4.95,,,3.53,7.28,6.16,3.71,4.87,2.5,5.44
2005-06-21,3.68,,,6.73,9.58,6.52,5.01,,,3.46,7.3,6.17,3.62,4.7,2.42,5.22
2005-06-22,3.63,,,3.74,9.69,6.49,4.95,,,3.46,7.37,6.14,3.65,4.59,2.44,5.29
2005-06-23,3.58,,,3.63,9.22,6.11,4.94,,,3.51,7.2,6.06,3.6,4.49,2.42,5.1
2005-06-24,3.65,,,3.66,9.3,6.18,4.84,,,3.51,7.18,6.17,3.61,4.57,2.34,5.1
2005-06-27,3.7,,,3.73,9.76,6.21,5.14,,,3.59,7.25,6.34,3.71,4.71,2.38,5.24
2005-06-28,3.71,,,3.61,9.19,5.6,5.02,,,3.51,7.14,6.08,3.64,,2.62,5.15
2005-06-29,3.57,,13.96,3.71,9.19,5.6,4.98,,,3.12,7.15,,3.75,4.55,2.53,5.15
2005-06-30,3.4,,,3.68,9.06,5.35,,,,2.97,6.91,,3.69,4.3,2.42,4.94
2005-07-01,3.38,,13.54,3.65,8.86,5.08,4.48,,,2.78,6.72,,3.45,3.87,2.18,4.45
2005-07-04,3.41,,13.38,3.64,8.95,4.94,4.14,,,2.69,6.82,5.47,3.49,3.71,2.06,4.4
2005-07-05,3.31,,13.39,3.64,8.92,5.06,4.08,,,2.72,6.79,5.13,3.41,3.84,2.02,4.28
2005-07-06,3.3,,13.28,3.57,8.9,4.97,4.12,,,2.65,6.81,5.07,3.44,3.68,2.0,4.24
2005-07-07,3.31,,13.32,3.57,9.2,5.04,4.02,,,2.65,6.75,5.15,3.49,3.72,2.06,4.24
2005-07-08,3.31,,13.0,3.44,9.24,4.9,3.87,,,2.6,6.99,4.91,3.36,3.68,2.0,3.91
2005-07-11,3.32,,13.12,3.42,9.25,4.91,3.89,,,2.59,6.97,4.85,3.33,3.69,1.88,3.85
2005-07-12,3.38,,13.59,3.5,9.55,4.95,4.04,,,2.66,7.06,5.06,3.45,4.05,1.92,4.12
2005-07-13,3.38,,13.67,3.53,9.31,4.82,4.11,,,2.63,6.95,5.23,3.38,3.81,1.85,4.11
2005-07-14,3.4,,13.92,3.58,9.26,4.8,4.11,,,2.63,6.86,5.03,3.38,3.71,1.78,4.08
2005-07-15,3.33,,13.9,3.49,9.09,4.61,3.94,,,,6.88,4.93,3.06,3.64,1.76,3.89
2005-07-18,3.32,,13.75,3.37,9.22,4.61,3.89,,,2.37,7.1,4.44,3.13,3.6,1.7,3.86
2005-07-19,3.31,,,3.37,9.18,4.86,3.95,,,2.4,7.12,4.44,3.44,3.59,1.73,3.92
2005-07-20,3.34,,,3.35,9.16,5.16,3.97,,,2.41,7.31,4.37,3.43,3.65,1.77,4.01
2005-07-21,3.4,,,3.34,9.04,5.25,3.92,,,2.39,7.52,4.37,3.31,3.61,1.75,4.03
2005-07-22,3.41,,,3.38,9.15,5.28,4.08,,,2.48,7.92,4.49,3.49,3.7,1.82,4.14
2005-07-25,3.38,,,3.4,8.71,4.94,4.4,,,2.59,7.92,4.49,3.54,3.73,1.9,3.99
2005-07-26,3.48,,,3.44,8.94,4.77,4.55,,,2.61,8.26,4.64,3.62,3.82,1.9,4.09
2005-07-27,3.62,,,3.48,9.39,4.82,4.54,,,2.66,8.2,4.87,3.63,3.9,1.92,4.29
2005-07-28,3.62,,,3.54,9.32,5.19,4.44,,,2.63,8.08,4.74,3.7,3.98,1.95,4.37
2005-07-29,3.6,,,3.6,9.5,5.06,4.38,,,2.61,,4.73,3.63,3.89,1.98,4.32
2005-08-01,3.62,,,3.62,9.58,5.08,4.45,,,2.64,8.08,4.72,3.62,3.88,2.05,4.32
2005-08-02,3.68,,,3.61,9.62,5.05,4.55,,,2.7,8.14,5.04,3.69,3.95,2.19,4.52
2005-08-03,3.69,,,3.64,9.73,5.24,4.52,,,2.75,8.4,5.43,3.72,3.96,2.17,4.48
2005-08-04,3.64,,,3.65,9.55,5.07,4.42,,,2.77,8.32,5.22,3.8,3.97,2.13,4.47
2005-08-05,3.73,,12.11,3.64,9.77,5.14,4.57,,,2.83,8.4,5.33,3.85,4.13,2.18,4.56
2005-08-08,3.75,,12.04,3.74,10.05,5.36,4.67,,,2.84,8.55,5.39,3.82,4.23,2.2,4.75
2005-08-09,3.76,,12.19,3.87,10.17,5.34,4.91,,,2.85,8.43,5.6,3.92,4.27,2.23,5.08
2005-08-10,3.79,,12.24,3.9,10.17,5.64,4.9,,,2.9,8.41,5.55,3.86,4.41,2.3,5.18
2005-08-11,3.91,,11.96,3.83,10.33,5.64,5.33,,,2.91,8.94,5.74,3.87,4.44,2.27,5.12
2005-08-12,3.83,,11.88,3.68,10.14,6.13,5.38,,,2.83,8.44,5.96,3.73,4.56,2.2,4.92
2005-08-15,3.91,,11.93,3.71,10.46,6.74,5.38,,,2.86,8.81,6.18,3.81,4.48,2.23,5.22
2005-08-16,3.94,,11.89,3.59,10.46,6.55,5.44,,,2.87,8.62,6.38,3.75,4.45,2.3,5.12
2005-08-17,3.92,,11.52,3.68,10.5,6.47,5.44,,,2.92,8.59,6.93,3.85,4.46,2.31,5.23
2005-08-18,3.7,,11.35,3.51,9.94,6.69,5.03,,,2.85,8.5,6.27,3.74,4.26,2.27,5.41
2005-08-19,3.66,,11.54,3.42,9.89,6.78,4.87,,,2.79,8.46,5.98,3.71,4.12,2.5,5.95
2005-08-22,3.69,,11.37,3.47,10.09,6.1,4.88,,,2.84,8.56,6.02,,4.18,2.42,6.12
2005-08-23,3.69,,11.3,3.47,9.97,5.76,4.75,,,2.8,8.53,5.78,3.74,4.2,2.28,5.72
2005-08-24,3.74,,11.44,3.47,10.06,5.79,5.01,,,2.8,8.28,6.03,3.79,4.18,2.3,5.87
2005-08-25,3.71,,11.16,3.54,10.04,5.87,5.26,,,2.82,8.31,6.4,3.86,4.19,2.37,6.46
2005-08-26,3.71,,10.95,3.56,9.95,5.85,5.02,,,2.88,8.11,6.24,3.87,4.28,2.45,6.44
2005-08-29,3.67,,10.68,3.54,9.69,5.63,4.95,,,2.91,8.2,6.26,3.8,4.27,2.7,6.41
2005-08-30,3.6,,10.99,3.44,9.74,5.45,4.82,,,2.88,8.31,6.04,3.75,4.17,2.51,6.3
2005-08-31,3.65,,10.92,3.46,9.92,5.64,5.04,6.36,,2.94,8.44,6.19,3.87,4.3,2.61,6.31
2005-09-01,3.7,,11.01,3.65,10.08,5.83,5.25,6.39,,3.02,8.47,6.33,3.99,4.41,2.7,6.4
2005-09-02,3.7,,11.09,3.66,10.09,6.41,5.27,6.66,,3.02,8.4,6.4,3.99,4.4,2.71,6.42
2005-09-05,3.73,,11.22,3.65,10.17,6.87,5.41,7.11,,3.03,8.56,6.51,4.05,4.57,2.79,6.55
2005-09-06,3.67,,10.87,3.49,10.06,6.44,5.53,6.74,,2.92,8.57,6.21,3.98,4.34,2.73,6.19
2005-09-07,3.67,,11.04,3.6,10.44,6.57,5.66,6.88,,3.01,9.0,6.42,4.08,4.49,2.76,5.98
2005-09-08,3.68,,10.98,3.6,10.5,6.43,5.46,6.73,,3.0,8.83,6.34,4.08,4.45,2.8,6.18
2005-09-09,3.66,,10.83,3.55,10.37,6.39,5.5,6.72,,2.94,8.74,6.3,3.98,4.41,2.7,5.92
2005-09-12,3.62,,10.85,3.53,10.72,6.6,5.38,6.5,,3.0,8.52,6.16,3.95,4.38,2.7,5.89
2005-09-13,3.65,,11.01,3.61,10.85,6.67,5.5,6.64,,3.07,8.61,6.51,4.02,4.47,2.77,6.08
2005-09-14,3.71,,11.12,3.73,10.82,6.8,5.54,6.72,,3.09,8.6,6.7,4.06,4.5,2.79,6.37
2005-09-15,3.67,,11.1,3.76,10.79,6.88,5.58,6.79,,3.12,8.58,6.73,4.09,4.65,2.82,6.36
2005-09-16,3.69,,11.18,3.72,10.7,6.77,5.45,6.7,,3.09,8.59,6.71,4.04,4.72,2.83,6.32
2005-09-19,3.66,,11.61,3.73,10.79,6.64,5.65,6.78,,3.13,8.5,6.89,4.1,4.74,2.86,6.38
2005-09-20,3.61,,11.54,3.7,10.53,6.79,5.58,7.06,,3.12,8.3,6.87,4.03,4.62,2.87,6.11
2005-09-21,3.55,,11.29,4.07,10.37,6.48,5.57,7.27,,3.03,8.15,6.57,3.89,4.42,2.96,6.23
2005-09-22,3.44,,11.2,4.12,10.24,6.22,5.16,6.91,,2.91,7.99,6.28,3.71,4.28,2.66,5.85
2005-09-23,3.45,,11.38,3.85,10.17,5.9,5.08,6.6,,2.86,8.02,6.19,3.63,4.3,2.53,5.42
2005-09-26,,,11.64,3.75,10.31,6.03,5.13,6.73,,2.95,8.0,6.33,3.66,4.44,2.61,5.45
2005-09-27,,,11.78,3.54,10.01,5.71,5.05,6.29,,2.94,8.07,6.15,3.53,4.22,2.48,5.17
2005-09-28,,,11.66,3.56,10.27,5.87,5.16,6.43,,2.86,8.31,6.47,3.56,4.14,2.46,5.18
2005-09-29,,,11.88,3.6,10.36,6.04,5.59,6.89,,2.9,8.37,6.65,3.67,4.2,2.52,5.29
2005-09-30,,,11.77,3.55,10.33,6.0,5.54,6.65,,2.9,8.43,6.27,3.62,4.16,2.51,4.89
2005-10-10,,,11.45,,10.47,5.96,5.25,6.55,,2.9,8.39,6.11,3.58,3.91,2.37,4.8
2005-10-11,,,11.81,,10.68,6.18,5.36,6.53,,2.93,8.52,6.22,3.66,4.04,2.46,5.28
2005-10-12,,,12.08,,10.83,6.23,5.46,6.44,,2.94,8.69,6.21,3.73,4.06,2.5,5.26
2005-10-13,,,12.34,,10.67,5.96,5.42,6.46,,2.88,8.62,6.19,3.7,3.98,2.56,5.24
2005-10-14,,,12.27,,10.42,5.75,5.27,6.34,,2.83,8.52,6.27,3.74,3.93,2.44,5.01
2005-10-17,,,12.69,,10.71,5.77,5.59,6.37,,2.8,8.31,6.3,3.8,4.02,2.4,5.11
2005-10-18,3.53,,12.96,,10.86,5.82,6.15,6.58,,2.82,8.71,6.5,3.83,4.04,2.45,5.24
2005-10-19,3.51,,12.93,,10.62,5.7,6.39,6.76,,2.78,8.81,6.76,3.8,4.28,2.46,5.24
2005-10-20,3.55,,12.87,3.91,10.51,5.31,5.75,6.65,,2.77,8.72,6.79,3.75,4.37,2.33,5.08
2005-10-21,3.62,,12.86,3.8,10.68,5.84,5.74,6.67,,2.86,9.09,6.58,3.76,4.37,2.33,5.12
2005-10-24,3.56,,13.05,3.82,10.8,5.82,5.7,6.78,,2.86,9.19,6.67,3.67,4.27,2.35,5.19
2005-10-25,3.51,,12.7,3.71,10.34,5.51,5.63,6.58,,2.75,8.92,6.3,3.58,4.14,2.35,4.98
2005-10-26,3.43,,12.4,3.53,10.3,5.49,5.24,6.29,,2.66,9.2,6.05,3.44,3.77,2.15,4.73
2005-10-27,3.49,,12.65,3.52,10.33,5.55,5.09,6.02,,2.63,9.21,5.91,3.46,3.77,2.23,4.26
2005-10-28,3.45,,12.7,3.49,9.99,5.09,5.02,5.7,,2.54,8.79,5.59,3.35,3.69,2.2,4.35
2005-10-31,,,12.35,3.5,9.99,5.08,5.15,5.78,,2.72,8.82,5.6,3.38,3.72,2.29,4.39
2005-11-01,,,12.25,3.56,9.79,5.28,5.12,6.14,,2.71,8.82,5.65,3.32,3.76,2.36,4.36
2005-11-02,,,12.72,3.53,10.03,5.47,5.25,6.75,,2.77,8.83,5.93,3.42,3.84,2.37,4.54
2005-11-03,,,12.74,3.39,9.92,5.45,5.14,6.91,,2.74,8.7,5.76,3.36,3.76,2.37,4.49
2005-11-04,,,12.69,,9.94,5.56,5.14,6.9,,2.77,8.83,5.78,3.39,3.75,2.31,4.61
2005-11-07,,,12.87,,9.92,5.64,5.2,7.12,,2.79,8.89,5.82,3.41,3.82,2.32,4.71
2005-11-08,,,13.25,,10.07,5.54,5.35,6.87,,2.83,9.09,5.96,3.48,3.88,2.32,4.69
2005-11-09,,,13.24,,9.93,5.54,5.33,6.81,,2.77,9.6,5.91,3.52,3.79,2.32,4.66
2005-11-10,,,12.88,,9.52,5.25,5.06,6.68,,2.66,9.52,5.63,3.37,3.65,2.18,4.63
2005-11-11,,,13.03,,9.42,5.34,5.14,6.7,,2.68,9.56,5.7,3.36,3.68,2.2,4.67
2005-11-14,,,12.75,,9.27,5.34,5.13,6.75,,2.76,9.6,5.85,3.41,3.72,2.22,4.94
2005-11-15,,,12.2,,9.29,5.33,5.14,6.8,,2.81,9.73,5.94,3.41,3.65,2.21,4.94
2005-11-16,,,11.99,,9.4,5.56,5.2,6.92,,2.84,9.78,5.93,3.41,3.71,2.22,4.96
2005-11-17,,,12.13,,9.38,5.51,5.18,6.8,,2.83,10.03,5.9,3.47,3.71,2.23,4.9
2005-11-18,,,12.6,,9.67,5.68,5.28,6.92,,2.9,9.8,6.07,3.51,3.8,2.29,5.01
2005-11-21,2.51,,12.57,,9.64,5.66,5.39,7.1,,2.91,10.01,6.07,3.49,3.82,2.31,5.0
2005-11-22,2.65,,12.41,,9.42,5.42,5.18,6.74,,2.81,9.92,5.85,3.4,3.67,2.34,4.78
2005-11-23,2.77,,12.49,,9.4,5.47,5.22,6.79,,2.83,10.07,5.9,3.41,3.7,2.36,4.82
2005-11-24,2.79,,12.72,2.5,9.42,5.6,5.23,6.8,,2.83,9.79,5.93,3.43,3.78,2.33,4.81
2005-11-25,2.91,,12.82,2.47,9.37,5.55,5.16,6.75,,2.86,9.68,5.94,3.49,3.85,2.32,4.83
2005-11-28,2.78,,12.84,2.44,9.38,5.53,5.23,6.83,,2.83,9.65,5.85,3.45,3.79,2.29,4.79
2005-11-29,2.81,,12.63,2.44,9.29,5.22,5.09,6.55,,2.79,9.68,5.82,3.4,3.74,2.24,4.65
2005-11-30,2.87,,12.97,2.47,9.18,5.27,5.11,6.42,,2.82,9.8,5.99,3.44,3.81,2.23,4.7
2005-12-01,2.85,,12.88,2.43,9.24,5.19,5.1,6.44,,2.82,9.85,5.94,3.43,3.82,2.21,4.7
2005-12-02,2.76,,12.9,2.42,9.15,5.11,5.01,6.41,,2.75,9.61,5.75,3.39,3.7,2.16,4.84
2005-12-05,2.8,,12.61,2.36,8.96,4.75,4.59,6.09,,2.62,9.5,5.5,3.27,3.62,2.07,4.36
2005-12-06,2.81,,12.55,2.32,9.25,4.83,4.52,6.12,,2.66,9.76,5.6,3.27,3.67,2.12,4.32
2005-12-07,2.77,,12.6,2.37,9.33,4.86,4.59,6.21,,2.69,9.98,5.6,3.32,3.7,2.15,4.39
