date,open,high,low,close
2014-12-01,1936.811,1968.907,1916.626,1920.38
2014-12-02,1910.374,2040.469,1909.369,2021.54
2014-12-03,2031.132,2107.682,1999.73,2037.585
2014-12-04,2043.466,2161.388,2032.41,2160.66
2014-12-05,2201.819,2259.512,2115.42,2200.253
2014-12-08,2187.504,2317.555,2160.485,2298.849
2014-12-09,2283.161,2402.133,2149.596,2182.693
2014-12-10,2198.843,2263.992,2111.882,2254.823
2014-12-11,2211.544,2269.487,2190.249,2193.542
2014-12-12,2186.738,2250.566,2176.317,2193.287
2014-12-15,2170.28,2208.658,2139.469,2201.536
2014-12-16,2205.882,2299.383,2195.504,2299.278
2014-12-17,2326.846,2392.566,2307.184,2383.948
2014-12-18,2389.843,2413.676,2343.739,2364.041
2014-12-19,2366.451,2408.484,2304.611,2390.28
2014-12-22,2393.044,2479.108,2375.907,2426.684
2014-12-23,2392.614,2462.072,2360.718,2374.954
2014-12-24,2381.409,2388.412,2238.654,2270.883
2014-12-25,2295.218,2360.215,2263.424,2359.655
2014-12-26,2365.032,2471.045,2357.669,2464.819
2014-12-29,2533.987,2557.381,2437.754,2481.663
2014-12-30,2481.084,2550.465,2464.429,2523.627
2014-12-31,2529.575,2590.091,2507.944,2581.567
2015-01-05,2612.85,2678.443,2583.554,2649.639
2015-01-06,2616.291,2691.489,2591.828,2629.402
2015-01-07,2608.877,2668.839,2598.89,2635.231
2015-01-08,2647.817,2656.752,2551.816,2558.107
2015-01-09,2554.286,2692.607,2540.342,2569.019
2015-01-12,2565.737,2596.268,2499.869,2543.852
2015-01-13,2537.975,2567.62,2512.861,2527.828
2015-01-14,2539.249,2569.451,2508.657,2534.23
2015-01-15,2534.766,2633.397,2516.612,2632.89
2015-01-16,2642.744,2685.306,2626.82,2653.034
2015-01-19,2448.927,2512.58,2399.435,2410.201
2015-01-20,2381.143,2439.251,2355.258,2403.724
2015-01-21,2425.261,2553.696,2414.885,2542.318
2015-01-22,2546.701,2557.695,2504.066,2544.308
2015-01-23,2556.915,2612.931,2543.455,2564.514
2015-01-26,2563.91,2565.362,2528.076,2562.363
2015-01-27,2570.432,2574.331,2473.808,2522.103
2015-01-28,2497.05,2534.583,2476.277,2486.285
2015-01-29,2444.395,2465.312,2419.988,2442.038
2015-01-30,2456.054,2471.228,2400.628,2405.38
2015-02-02,2337.196,2376.426,2329.151,2332.533
2015-02-03,2362.413,2413.006,2335.107,2405.76
2015-02-04,2412.754,2439.605,2370.569,2372.455
2015-02-05,2456.384,2456.569,2348.448,2348.921
2015-02-06,2335.362,2366.331,2303.112,2325.241
2015-02-09,2319.241,2392.822,2311.799,2366.766
2015-02-10,2363.159,2409.024,2355.136,2403.548
2015-02-11,2408.079,2423.348,2395.195,2415.128
2015-02-12,2415.139,2425.635,2384.493,2416.449
2015-02-13,2426.953,2464.076,2415.425,2427.474
2015-02-16,2427.168,2437.843,2413.604,2431.21
2015-02-17,2437.689,2464.524,2437.689,2445.26
2015-02-25,2448.199,2448.199,2395.527,2407.457
2015-02-26,2401.138,2482.443,2382.687,2478.061
2015-02-27,2476.486,2498.697,2466.827,2474.595
2015-03-02,2495.571,2498.716,2459.421,2479.237
2015-03-03,2462.003,2462.003,2395.83,2396.805
2015-03-04,2403.862,2416.219,2378.927,2397.993
2015-03-05,2379.732,2382.892,2344.947,2366.899
2015-03-06,2370.885,2393.739,2366.019,2371.623
2015-03-09,2352.223,2443.204,2321.265,2429.867
2015-03-10,2413.837,2424.151,2390.604,2395.428
2015-03-11,2401.261,2444.655,2399.54,2408.503
2015-03-12,2444.415,2505.633,2423.431,2485.114
2015-03-13,2494.345,2532.154,2477.396,2495.277
2015-03-16,2512.353,2551.445,2485.291,2550.861
2015-03-17,2576.413,2586.431,2556.469,2583.198
2015-03-18,2595.739,2649.816,2592.264,2649.642
2015-03-19,2649.002,2649.002,2613.765,2630.243
2015-03-20,2642.798,2710.128,2617.065,2680.679
2015-03-23,2700.157,2724.644,2690.48,2720.671
2015-03-24,2719.506,2720.03,2649.621,2683.647
2015-03-25,2674.352,2691.238,2626.659,2649.161
2015-03-26,2637.527,2714.63,2621.451,2687.762
2015-03-27,2693.189,2715.007,2664.864,2689.24
2015-03-30,2716.431,2793.414,2704.798,2784.456
2015-03-31,2826.634,2860.24,2744.927,2754.658
2015-04-01,2758.962,2810.649,2751.372,2799.451
2015-04-02,2821.214,2824.822,2746.302,2781.641
2015-04-03,2771.03,2817.624,2764.347,2817.181
2015-04-07,2854.407,2889.859,2838.885,2889.452
2015-04-08,2907.584,2960.653,2879.974,2952.079
2015-04-09,2973.811,3021.85,2914.695,2931.772
2015-04-10,2925.926,2992.408,2911.463,2986.605
2015-04-13,3040.007,3059.775,3016.965,3041.125
2015-04-14,3057.407,3074.671,3013.312,3052.407
2015-04-15,3054.017,3119.484,3039.255,3053.304
2015-04-16,3045.851,3183.583,3033.248,3183.302
2015-04-17,3251.977,3271.567,3216.206,3235.332
2015-04-20,3267.851,3296.18,3146.84,3164.461
2015-04-21,3163.288,3214.893,3135.218,3214.364
2015-04-22,3219.696,3300.836,3204.437,3299.221
2015-04-23,3311.071,3313.81,3245.762,3273.398
2015-04-24,3226.384,3250.23,3161.972,3223.958
2015-04-27,3257.97,3313.251,3257.97,3308.454
2015-04-28,3309.529,3370.025,3255.769,3282.33
2015-04-29,3268.518,3304.707,3243.539,3283.282
2015-04-30,3290.581,3309.419,3249.246,3250.49
2015-05-04,3250.125,3273.149,3204.306,3272.005
2015-05-05,3266.809,3270.962,3132.936,3148.813
2015-05-06,3175.886,3244.596,3110.111,3139.02
2015-05-07,3116.788,3142.137,3093.732,3094.883
2015-05-08,3126.002,3138.661,3045.01,3110.455
2015-05-11,3112.241,3169.867,3075.201,3169.134
2015-05-12,3162.671,3200.184,3136.458,3188.313
2015-05-13,3188.061,3188.961,3122.337,3141.296
2015-05-14,3136.128,3153.748,3107.681,3128.572
2015-05-15,3122.894,3124.605,3044.854,3060.411
2015-05-18,3032.708,3045.586,2997.129,2998.389
2015-05-19,2996.841,3127.001,2996.716,3116.086
2015-05-20,3127.566,3181.54,3105.626,3122.85
2015-05-21,3132.335,3156.488,3110.999,3150.901
2015-05-22,3180.39,3249.516,3170.453,3248.855
