date,open,high,low,close
2015-10-26,3614.702,3620.756,3561.192,3589.261
2015-10-27,3569.449,3601.053,3486.102,3592.879
2015-10-28,3575.805,3598.172,3517.21,3524.92
2015-10-29,3539.978,3561.814,3507.966,3533.307
2015-10-30,3530.223,3574.473,3497.568,3534.079
2015-11-02,3489.225,3543.45,3474.712,3475.962
2015-11-03,3484.722,3501.704,3452.62,3465.493
2015-11-04,3477.159,3628.538,3477.159,3628.538
2015-11-05,3630.782,3781.409,3627.301,3705.97
2015-11-06,3698.342,3801.705,3694.657,3793.374
2015-11-09,3796.379,3891.773,3796.379,3840.355
2015-11-10,3806.669,3876.49,3798.821,3833.238
2015-11-11,3828.448,3843.112,3781.41,3833.646
2015-11-12,3841.738,3843.9,3771.274,3795.324
2015-11-13,3756.204,3793.713,3727.585,3746.242
2015-11-16,3682.735,3764.409,3680.073,3764.126
2015-11-17,3790.426,3852.774,3750.157,3758.387
2015-11-18,3760.456,3771.847,3706.31,3715.58
2015-11-19,3725.622,3775.232,3714.675,3774.969
2015-11-20,3778.884,3793.545,3757.026,3774.383
2015-11-23,3774.436,3802.851,3743.405,3753.335
2015-11-24,3745.761,3754.169,3702.737,3753.889
2015-11-25,3747.759,3781.857,3735.716,3781.607
2015-11-26,3795.245,3805.844,3756.823,3759.429
2015-11-27,3739.096,3742.742,3534.39,3556.992
2015-11-30,3554.89,3587.97,3455.068,3566.412
2015-12-01,3562.319,3617.305,3536.116,3591.696
2015-12-02,3587.758,3725.854,3573.403,3721.955
2015-12-03,3709.547,3758.446,3693.137,3749.299
2015-12-04,3719.734,3726.124,3667.291,3677.592
2015-12-07,3681.582,3699.337,3658.578,3687.607
2015-12-08,3668.839,3668.839,3619.445,3623.02
2015-12-09,3613.42,3655.159,3611.49,3635.938
2015-12-10,3634.366,3678.318,3615.991,3623.084
2015-12-11,3605.372,3630.744,3578.146,3608.059
2015-12-14,3573.884,3712.503,3570.998,3711.322
2015-12-15,3707.73,3717.357,3679.23,3694.389
2015-12-16,3703.95,3713.09,3677.45,3685.44
2015-12-17,3712.783,3768.844,3709.851,3755.888
2015-12-18,3754.96,3810.218,3750.925,3767.913
2015-12-21,3762.097,3877.82,3759.989,3865.965
2015-12-22,3872.098,3880.468,3841.593,3876.733
2015-12-23,3877.872,3926.686,3862.965,3866.381
2015-12-24,3858.135,3867.679,3787.084,3829.402
2015-12-25,3832.085,3848.025,3813.204,3838.201
2015-12-28,3847.532,3853.389,3727.632,3727.632
2015-12-29,3723.05,3762.052,3710.48,3761.875
2015-12-30,3762.914,3765.657,3726.278,3765.175
2015-12-31,3760.904,3772.617,3727.325,3731.005
2016-01-04,3725.856,3726.245,3468.949,3469.066
2016-01-05,3382.177,3518.217,3377.28,3478.78
2016-01-06,3482.406,3543.739,3468.467,3539.808
2016-01-07,3481.15,3481.15,3284.737,3294.384
2016-01-08,3371.871,3418.851,3237.931,3361.563
2016-01-11,3303.125,3342.481,3192.45,3192.45
2016-01-12,3214.823,3242.253,3174.55,3215.71
2016-01-13,3240.484,3257.295,3155.879,3155.879
2016-01-14,3076.645,3226.658,3072.039,3221.571
2016-01-15,3200.888,3216.798,3101.052,3118.73
2016-01-18,3068.235,3165.616,3066.727,3130.729
2016-01-19,3132.705,3227.908,3119.216,3223.125
2016-01-20,3204.218,3225.95,3154.426,3174.378
2016-01-21,3136.384,3202.538,3081.345,3081.345
2016-01-22,3114.895,3132.171,3053.958,3113.463
2016-01-25,3129.028,3149.332,3105.1,3128.886
2016-01-26,3099.596,3106.53,2934.647,2940.509
2016-01-27,2953.183,2963.544,2839.29,2930.352
2016-01-28,2909.334,2941.887,2841.844,2853.756
2016-01-29,2855.598,2965.309,2854.371,2946.09
2016-02-01,2939.04,2944.517,2869.561,2901.048
2016-02-02,2901.528,2972.426,2901.512,2961.334
2016-02-03,2931.288,2954.71,2909.898,2948.639
2016-02-04,2960.334,2999.206,2960.207,2984.76
2016-02-05,2982.056,2988.36,2962.847,2963.789
2016-02-15,2888.428,2961.493,2886.018,2946.707
2016-02-16,2962.187,3042.089,2962.187,3037.035
2016-02-17,3034.09,3065.785,3027.046,3063.32
2016-02-18,3079.527,3093.513,3049.841,3053.699
2016-02-19,3047.942,3065.968,3032.634,3051.585
2016-02-22,3083.933,3128.207,3071.329,3118.868
2016-02-23,3117.203,3119.221,3061.429,3089.363
2016-02-24,3077.606,3109.545,3055.251,3109.545
2016-02-25,3104.41,3104.436,2905.457,2918.75
2016-02-26,2942.095,2964.385,2902.948,2948.031
2016-02-29,2939.58,2939.875,2821.215,2877.467
2016-03-01,2881.335,2950.436,2863.323,2930.694
2016-03-02,2933.921,3054.724,2933.116,3051.333
2016-03-03,3050.389,3078.444,3040.246,3058.422
2016-03-04,3047.537,3101.656,3032.424,3093.89
2016-03-07,3108.999,3130.903,3083.584,3104.84
2016-03-08,3100.149,3109.25,3001.829,3107.673
2016-03-09,3045.924,3072.916,3020.134,3071.907
2016-03-10,3056.21,3074.16,3012.691,3013.146
2016-03-11,2990.214,3026.437,2982.172,3018.284
2016-03-14,3039.569,3106.8,3034.0,3065.69
2016-03-15,3061.343,3077.085,3028.578,3074.78
2016-03-16,3068.866,3100.352,3064.521,3090.033
2016-03-17,3096.808,3147.841,3077.572,3124.204
2016-03-18,3136.223,3197.668,3130.102,3171.963
2016-03-21,3203.293,3267.775,3198.361,3249.437
2016-03-22,3231.615,3249.677,3218.728,3225.79
2016-03-23,3217.729,3242.247,3202.976,3236.092
2016-03-24,3211.496,3221.906,3181.813,3181.851
2016-03-25,3176.81,3204.442,3174.318,3197.817
2016-03-28,3206.953,3229.624,3161.878,3169.728
2016-03-29,3171.314,3178.075,3122.761,3135.41
2016-03-30,3161.289,3216.676,3161.289,3216.275
2016-03-31,3229.2,3241.927,3208.665,3218.088
2016-04-01,3213.674,3222.612,3165.856,3221.895
2016-04-05,3211.305,3271.93,3205.207,3264.486
2016-04-06,3250.522,3267.64,3236.196,3257.528
2016-04-07,3266.288,3270.82,3208.644,3209.29
2016-04-08,3189.846,3197.774,3163.305,3185.726
2016-04-11,3213.507,3251.572,3213.507,3230.096
2016-04-12,3227.367,3232.264,3198.903,3218.45
2016-04-13,3237.858,3296.523,3237.858,3261.383
2016-04-14,3277.098,3286.072,3252.05,3275.832
2016-04-15,3279.857,3282.985,3261.73,3272.205
2016-04-18,3252.671,3252.671,3221.662,3228.453
2016-04-19,3243.971,3250.725,3221.577,3238.303
2016-04-20,3244.142,3248.422,3107.369,3181.026
2016-04-21,3160.796,3198.557,3150.94,3160.603
2016-04-22,3142.561,3175.38,3137.993,3174.901
2016-04-25,3164.738,3172.269,3137.113,3162.033
2016-04-26,3159.771,3181.095,3150.404,3179.161
2016-04-27,3181.931,3188.826,3162.691,3165.916
2016-04-28,3169.333,3174.766,3135.643,3160.581
2016-04-29,3153.537,3171.289,3149.397,3156.745
2016-05-03,3159.823,3218.485,3151.405,3213.54
2016-05-04,3203.465,3222.882,3198.292,3209.461
2016-05-05,3204.169,3217.282,3196.566,3213.92
2016-05-06,3213.136,3216.893,3130.147,3130.354
2016-05-09,3115.43,3115.43,3055.006,3065.615
2016-05-10,3055.212,3084.725,3055.183,3069.112
2016-05-11,3080.636,3102.877,3063.088,3082.809
2016-05-12,3059.383,3095.349,3035.023,3090.137
2016-05-13,3081.68,3103.096,3064.691,3074.935
2016-05-16,3064.526,3095.555,3053.662,3095.309
2016-05-17,3095.523,3105.201,3073.459,3086.025
2016-05-18,3071.529,3072.612,3039.462,3068.036
2016-05-19,3060.343,3086.977,3058.145,3062.5
2016-05-20,3047.778,3078.532,3041.517,3078.218
2016-05-23,3078.515,3098.478,3076.504,3087.223
2016-05-24,3083.244,3083.257,3052.591,3063.556
2016-05-25,3079.749,3089.102,3054.87,3059.226
2016-05-26,3056.6,3072.524,3027.444,3064.211
2016-05-27,3059.732,3073.756,3052.179,3062.499
2016-05-30,3056.314,3075.261,3037.665,3066.71
2016-05-31,3068.596,3170.926,3068.596,3169.56
2016-06-01,3172.962,3181.793,3159.818,3160.547
2016-06-02,3158.026,3168.824,3151.065,3167.1
2016-06-03,3172.946,3201.749,3162.088,3189.326
2016-06-06,3192.779,3197.22,3168.554,3178.788
2016-06-07,3182.437,3186.617,3168.179,3177.054
2016-06-08,3171.813,3174.972,3148.352,3163.986
2016-06-13,3134.045,3145.606,3065.767,3066.341
2016-06-14,3058.443,3078.749,3055.655,3075.983
2016-06-15,3043.958,3128.673,3042.233,3116.368
2016-06-16,3104.362,3112.476,3089.478,3094.675
2016-06-17,3096.09,3131.049,3096.09,3110.357
2016-06-20,3114.906,3118.725,3089.713,3112.674
2016-06-21,3124.898,3155.493,3097.94,3106.318
2016-06-22,3100.45,3134.061,3096.992,3133.961
2016-06-23,3129.721,3129.721,3102.481,3117.317
2016-06-24,3110.647,3130.539,3033.965,3077.155
2016-06-27,3065.128,3120.641,3064.966,3120.544
2016-06-28,3107.398,3139.43,3099.701,3136.401
2016-06-29,3142.484,3158.076,3139.133,3151.39
2016-06-30,3152.833,3163.721,3148.199,3153.921
2016-07-01,3156.932,3170.258,3148.295,3154.2
2016-07-04,3136.385,3210.602,3134.023,3204.696
2016-07-05,3199.157,3216.703,3197.996,3207.383
2016-07-06,3197.625,3217.516,3183.451,3216.804
2016-07-07,3206.551,3220.54,3190.124,3209.954
2016-07-08,3199.754,3204.928,3183.959,3192.28
2016-07-11,3199.038,3235.962,3197.626,3203.33
2016-07-12,3201.906,3273.474,3200.303,3273.182
2016-07-13,3274.02,3300.991,3271.775,3282.868
2016-07-14,3277.482,3281.95,3259.065,3276.764
2016-07-15,3278.836,3285.026,3265.291,3276.278
2016-07-18,3269.708,3281.638,3251.766,3262.022
2016-07-19,3260.435,3264.73,3226.199,3248.234
2016-07-20,3246.863,3254.508,3232.257,3237.605
2016-07-21,3238.337,3271.374,3238.303,3252.523
2016-07-22,3251.242,3253.769,3220.894,3225.162
2016-07-25,3220.166,3243.79,3218.142,3230.885
2016-07-26,3228.234,3269.746,3228.008,3269.588
2016-07-27,3270.084,3276.511,3157.409,3218.243
2016-07-28,3204.465,3235.782,3195.27,3221.137
2016-07-29,3217.192,3225.418,3198.684,3203.93
2016-08-01,3196.425,3199.975,3156.749,3176.809
2016-08-02,3173.758,3189.053,3165.542,3189.053
2016-08-03,3179.684,3197.157,3173.536,3193.507
2016-08-04,3190.546,3201.554,3170.419,3201.289
2016-08-05,3201.354,3224.873,3192.861,3205.11
2016-08-08,3199.572,3234.48,3187.252,3234.183
2016-08-09,3232.603,3257.334,3229.174,3256.981
2016-08-10,3255.182,3261.861,3242.751,3243.341
2016-08-11,3239.558,3274.026,3232.613,3233.36
2016-08-12,3231.807,3294.234,3231.137,3294.234
2016-08-15,3303.469,3417.915,3302.378,3393.424
2016-08-16,3403.384,3418.688,3372.021,3378.245
2016-08-17,3377.771,3394.389,3356.924,3373.048
2016-08-18,3369.947,3394.791,3349.688,3364.485
2016-08-19,3358.555,3374.045,3341.192,3365.02
2016-08-22,3364.681,3372.833,3335.47,3336.795
2016-08-23,3332.621,3359.648,3324.96,3341.83
2016-08-24,3341.93,3348.129,3323.725,3329.863
2016-08-25,3314.085,3315.081,3279.806,3308.972
2016-08-26,3312.499,3328.945,3301.736,3307.09
2016-08-29,3306.575,3315.079,3297.07,3307.781
2016-08-30,3310.319,3325.122,3304.597,3311.987
2016-08-31,3310.565,3333.973,3304.655,3327.794
2016-09-01,3326.739,3329.346,3301.213,3301.577
2016-09-02,3298.722,3320.425,3295.755,3314.114
2016-09-05,3321.005,3338.42,3314.629,3319.68
2016-09-06,3322.018,3347.951,3300.126,3342.626
2016-09-07,3344.066,3357.357,3337.751,3340.817
2016-09-08,3338.008,3343.395,3328.226,3339.564
2016-09-09,3339.373,3344.951,3318.044,3318.044
2016-09-12,3271.87,3276.716,3234.573,3262.604
2016-09-13,3265.337,3269.222,3246.386,3260.333
2016-09-14,3245.737,3254.995,3231.336,3238.73
2016-09-19,3242.743,3264.9,3242.743,3263.124
2016-09-20,3264.665,3265.035,3252.389,3257.403
2016-09-21,3257.71,3270.902,3254.321,3266.636
2016-09-22,3281.472,3303.199,3277.979,3291.121
2016-09-23,3292.279,3293.916,3275.025,3275.667
2016-09-26,3267.691,3267.691,3220.284,3220.284
2016-09-27,3214.87,3240.776,3214.441,3240.755
2016-09-28,3243.647,3243.647,3227.996,3230.89
2016-09-29,3234.857,3257.767,3234.803,3244.387
2016-09-30,3240.178,3260.941,3239.036,3253.285
2016-10-10,3265.364,3294.641,3258.958,3293.869
2016-10-11,3296.867,3308.004,3292.878,3306.557
2016-10-12,3299.139,3302.561,3289.753,3300.01
2016-10-13,3299.156,3307.409,3292.397,3302.646
2016-10-14,3298.734,3306.686,3285.729,3305.848
2016-10-17,3305.964,3309.01,3271.541,3277.879
2016-10-18,3272.682,3321.332,3272.682,3321.332
2016-10-19,3323.304,3332.52,3309.831,3316.241
2016-10-20,3317.179,3324.903,3312.174,3318.604
2016-10-21,3315.716,3341.56,3309.179,3327.74
2016-10-24,3332.513,3382.826,3330.967,3367.578
2016-10-25,3367.475,3373.914,3356.585,3367.455
2016-10-26,3365.198,3367.831,3349.574,3354.8
2016-10-27,3351.46,3352.355,3335.133,3345.695
2016-10-28,3347.144,3370.749,3337.289,3340.126
2016-10-31,3332.406,3340.47,3317.328,3336.278
2016-11-01,3338.71,3359.394,3334.457,3359.052
2016-11-02,3350.71,3356.397,3331.384,3333.352
2016-11-03,3326.905,3379.989,3324.838,3365.085
2016-11-04,3362.206,3377.639,3348.426,3354.175
2016-11-07,3353.444,3362.742,3342.312,3356.592
2016-11-08,3367.697,3383.917,3361.129,3371.118
2016-11-09,3370.6,3373.096,3322.08,3353.055
2016-11-10,3374.906,3403.016,3374.906,3390.612
2016-11-11,3387.948,3422.672,3382.893,3417.221
2016-11-14,3409.224,3452.616,3408.139,3430.248
2016-11-15,3428.866,3434.922,3415.995,3429.87
2016-11-16,3432.434,3435.637,3419.244,3429.592
2016-11-17,3423.465,3437.669,3412.877,3436.535
2016-11-18,3437.49,3443.119,3413.27,3417.455
2016-11-21,3412.652,3463.142,3412.08,3441.111
2016-11-22,3443.22,3469.219,3443.22,3468.364
2016-11-23,3473.895,3492.956,3465.764,3474.729
2016-11-24,3468.807,3508.165,3467.011,3488.74
2016-11-25,3490.04,3521.303,3463.948,3521.298
2016-11-28,3538.675,3553.36,3528.32,3535.081
2016-11-29,3525.901,3583.719,3521.379,3564.04
2016-11-30,3557.636,3567.069,3527.023,3538.001
2016-12-01,3543.956,3575.97,3543.245,3565.036
2016-12-02,3559.771,3562.55,3516.788,3528.955
2016-12-05,3473.688,3496.884,3457.343,3469.407
2016-12-06,3466.242,3477.59,3456.807,3459.153
2016-12-07,3458.369,3475.747,3445.756,3475.747
2016-12-08,3481.807,3484.34,3466.512,3470.143
2016-12-09,3464.873,3507.928,3461.761,3493.7
2016-12-12,3489.268,3495.802,3400.793,3409.179
2016-12-13,3394.207,3416.215,3370.596,3405.036
2016-12-14,3399.411,3412.28,3378.266,3378.945
2016-12-15,3363.86,3378.037,3327.143,3340.434
2016-12-16,3335.363,3356.292,3330.493,3346.031
2016-12-19,3342.345,3344.858,3324.999,3328.983
2016-12-20,3328.299,3329.102,3289.268,3309.064
2016-12-21,3313.745,3342.476,3313.745,3338.536
2016-12-22,3335.122,3340.363,3322.72,3335.672
2016-12-23,3333.401,3334.894,3300.884,3307.599
2016-12-26,3293.224,3322.421,3267.048,3322.401
2016-12-27,3319.206,3330.232,3315.832,3316.385
2016-12-28,3315.753,3320.547,3293.174,3301.889
2016-12-29,3297.036,3312.113,3288.096,3297.765
2016-12-30,3302.599,3313.55,3295.751,3310.081
2017-01-03,3313.953,3345.263,3313.953,3342.227
2017-01-04,3340.558,3369.566,3338.153,3368.312
2017-01-05,3368.34,3373.412,3361.462,3367.789
2017-01-06,3366.852,3368.871,3346.891,3347.667
2017-01-09,3345.748,3366.222,3344.347,3363.901
2017-01-10,3361.639,3370.505,3354.088,3358.272
