date,open,high,low,close
2017-06-14,5976.014,5992.782,5958.2,5966.431
2017-06-15,5959.475,6024.376,5959.189,6021.165
2017-06-16,6016.973,6027.395,6003.262,6013.0
2017-06-19,6010.939,6057.412,6009.224,6057.412
2017-06-20,6061.11,6089.812,6058.688,6066.905
2017-06-21,6074.61,6080.533,6035.274,6078.193
2017-06-22,6074.366,6094.553,5992.335,5992.335
2017-06-23,5978.239,6010.314,5923.551,6010.314
2017-06-26,6013.479,6111.707,6011.859,6111.641
2017-06-27,6109.37,6128.377,6089.68,6113.166
2017-06-28,6102.228,6110.348,6075.142,6086.211
2017-06-29,6089.92,6132.245,6089.92,6116.993
2017-06-30,6101.365,6139.068,6090.252,6138.156
2017-07-03,6142.171,6177.395,6129.841,6177.395
2017-07-04,6169.034,6170.852,6134.879,6146.853
2017-07-05,6135.713,6193.964,6127.514,6193.964
2017-07-06,6187.43,6211.965,6149.931,6201.654
2017-07-07,6182.454,6229.831,6176.743,6226.011
2017-07-10,6221.525,6236.292,6189.0,6206.557
2017-07-11,6194.616,6202.203,6128.994,6128.994
2017-07-12,6124.957,6143.798,6050.65,6132.992
2017-07-13,6134.751,6172.683,6124.36,6149.934
2017-07-14,6143.326,6143.459,6107.909,6128.74
2017-07-17,6108.452,6108.452,5860.78,5876.459
2017-07-18,5854.072,5938.434,5842.956,5938.434
2017-07-19,5928.008,6059.532,5917.67,6059.358
2017-07-20,6052.511,6120.192,6046.41,6099.284
2017-07-21,6089.658,6136.973,6080.562,6126.108
2017-07-24,6121.327,6171.819,6117.296,6167.128
2017-07-25,6159.412,6170.646,6113.561,6153.598
2017-07-26,6151.854,6162.881,6111.038,6146.703
2017-07-27,6136.96,6192.938,6105.962,6184.021
2017-07-28,6170.658,6229.056,6165.992,6215.463
2017-07-31,6214.657,6299.8,6208.461,6298.0
2017-08-01,6293.056,6299.156,6261.285,6286.536
2017-08-02,6289.245,6313.506,6248.356,6251.863
2017-08-03,6240.152,6288.435,6236.66,6261.968
2017-08-04,6258.847,6297.116,6224.203,6225.115
2017-08-07,6227.518,6304.267,6217.289,6303.421
2017-08-08,6302.026,6322.469,6281.618,6303.716
2017-08-09,6296.115,6340.375,6285.025,6340.022
2017-08-10,6322.831,6341.48,6246.658,6289.217
2017-08-11,6242.488,6275.893,6153.601,6161.19
2017-08-14,6165.13,6293.352,6165.13,6292.642
2017-08-15,6291.184,6316.199,6283.544,6314.761
2017-08-16,6307.171,6323.56,6268.188,6318.799
2017-08-17,6327.028,6366.252,6312.889,6366.034
2017-08-18,6324.897,6361.972,6313.151,6347.756
2017-08-21,6354.096,6404.05,6354.011,6403.78
2017-08-22,6396.926,6398.565,6362.409,6375.981
2017-08-23,6359.776,6371.3,6310.01,6322.782
2017-08-24,6322.628,6329.031,6267.232,6278.59
2017-08-25,6274.351,6358.887,6274.351,6346.531
2017-08-28,6348.87,6442.4,6348.87,6424.584
2017-08-29,6420.568,6439.079,6393.476,6408.157
2017-08-30,6405.896,6462.757,6405.896,6453.464
2017-08-31,6451.517,6470.943,6429.743,6470.426
2017-09-01,6472.948,6530.899,6466.126,6526.505
2017-09-04,6530.509,6566.101,6519.788,6564.68
2017-09-05,6561.673,6576.562,6528.113,6571.859
2017-09-06,6550.061,6610.745,6540.825,6607.118
2017-09-07,6601.343,6614.102,6553.699,6558.596
2017-09-08,6554.601,6599.132,6537.041,6574.183
2017-09-11,6579.886,6650.119,6566.278,6649.628
2017-09-12,6659.802,6715.394,6628.883,6644.012
2017-09-13,6635.169,6684.859,6630.503,6684.38
2017-09-14,6683.473,6701.691,6643.588,6672.185
2017-09-15,6661.521,6663.51,6603.728,6622.044
2017-09-18,6616.129,6669.455,6616.129,6669.455
2017-09-19,6670.966,6681.254,6611.751,6636.02
2017-09-20,6627.692,6692.712,6613.657,6692.472
2017-09-21,6684.65,6687.116,6612.046,6612.046
2017-09-22,6591.15,6592.885,6547.277,6572.01
2017-09-25,6560.135,6567.998,6484.208,6489.844
2017-09-26,6484.341,6520.718,6482.286,6520.718
2017-09-27,6523.495,6589.735,6522.204,6583.14
2017-09-28,6577.432,6599.127,6565.883,6567.792
2017-09-29,6572.45,6611.653,6572.45,6603.259
2017-10-09,6682.577,6696.666,6657.531,6678.371
2017-10-10,6677.372,6705.718,6658.862,6705.481
2017-10-11,6702.69,6703.583,6661.088,6666.47
2017-10-12,6658.13,6674.384,6611.975,6659.096
2017-10-13,6660.026,6711.931,6659.879,6709.816
2017-10-16,6709.874,6709.874,6609.619,6619.206
2017-10-17,6604.33,6644.752,6589.542,6612.943
2017-10-18,6612.489,6630.669,6557.66,6563.437
2017-10-19,6553.868,6562.353,6494.731,6501.4
2017-10-20,6489.79,6571.442,6485.805,6571.424
2017-10-23,6569.786,6613.031,6562.906,6612.764
2017-10-24,6605.521,6605.899,6556.345,6603.004
2017-10-25,6596.791,6648.387,6593.075,6647.892
2017-10-26,6639.887,6686.119,6630.975,6671.929
2017-10-27,6664.429,6673.466,6622.124,6630.807
2017-10-30,6621.779,6629.3,6460.048,6511.762
2017-10-31,6496.687,6560.253,6496.687,6560.205
2017-11-01,6559.522,6586.132,6547.85,6552.955
2017-11-02,6541.61,6541.61,6476.373,6484.926
2017-11-03,6477.824,6491.048,6395.458,6426.98
2017-11-06,6432.074,6512.135,6408.36,6511.096
2017-11-07,6508.206,6552.259,6498.393,6551.936
2017-11-08,6544.59,6601.467,6534.159,6561.69
2017-11-09,6562.358,6611.386,6558.49,6611.352
2017-11-10,6599.65,6647.228,6593.033,6641.216
2017-11-13,6644.692,6671.256,6624.671,6671.205
2017-11-14,6664.612,6673.75,6588.253,6614.514
2017-11-15,6592.758,6603.508,6505.992,6537.656
2017-11-16,6529.314,6570.276,6511.903,6558.309
2017-11-17,6549.224,6555.746,6359.518,6361.942
2017-11-20,6330.905,6433.779,6239.321,6433.17
2017-11-21,6420.388,6473.701,6397.358,6456.352
2017-11-22,6456.324,6483.628,6391.456,6439.442
2017-11-23,6427.576,6427.576,6274.512,6274.512
2017-11-24,6250.057,6307.89,6243.963,6278.029
2017-11-27,6269.226,6279.588,6186.034,6194.552
2017-11-28,6188.089,6299.312,6188.089,6299.312
2017-11-29,6293.246,6329.177,6245.06,6318.368
2017-11-30,6303.918,6322.044,6248.183,6263.421
2017-12-01,6259.956,6323.835,6256.228,6316.407
2017-12-04,6311.216,6334.871,6272.669,6279.621
2017-12-05,6265.787,6279.393,6099.407,6132.912
2017-12-06,6116.161,6173.351,6053.241,6172.803
2017-12-07,6156.351,6182.753,6130.834,6135.47
2017-12-08,6128.121,6217.573,6126.377,6203.143
2017-12-11,6214.645,6286.5,6214.645,6286.166
2017-12-12,6281.139,6290.847,6233.212,6233.212
2017-12-13,6224.782,6277.725,6217.787,6277.441
2017-12-14,6273.607,6288.502,6247.677,6284.081
2017-12-15,6274.098,6278.926,6214.647,6235.761
2017-12-18,6229.742,6247.592,6179.028,6199.989
2017-12-19,6200.934,6251.492,6200.707,6251.242
2017-12-20,6244.062,6246.91,6188.324,6199.363
2017-12-21,6191.781,6255.843,6148.817,6238.499
2017-12-22,6236.226,6269.314,6235.226,6242.885
2017-12-25,6244.864,6257.021,6170.682,6185.591
2017-12-26,6179.56,6220.499,6148.104,6220.147
