报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
1996-06-30,1996-10-08,3.0,3.0,0.0,,10送3.00,,,2.33,1.009976704793,0.248018717851,,60500000,,1996-10-10,1996-10-11,实施分配,1996-10-08
1997-12-31,1998-06-10,5.0,2.0,3.0,0.5,10送2.00转3.00派0.50元(含税),0.003289473684,,2.87,1.341212560331,0.400088896798,24.987869690853,96800000,,1998-06-16,1998-06-17,实施分配,1998-06-10
1999-06-30,1999-10-12,5.0,2.0,3.0,0.5,10送2.00转3.00派0.50元(含税),0.003965107058,,2.43,0.694141706887,0.589799907507,42.234202911706,145200000,,1999-10-18,1999-10-19,实施分配,1999-10-12
2001-06-30,2001-11-09,0.0,0.0,0.0,2.0,"10派2.00元(含税,扣税后1.60元)",0.025348542459,0.0645,2.186,0.842227189683,0.206582921641,-13.546803056697,239588758,,2001-11-14,2001-11-15,实施分配,2001-11-09
2002-12-31,2003-06-06,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.80元)",0.016420361248,0.08,2.19,0.842231042744,0.198162537117,-46.27685703102,239588758,,2003-06-12,2003-06-13,实施分配,2003-06-06
2003-12-31,2004-03-27,2.0,0.0,2.0,0.5,"10转2.00派0.50元(含税,扣税后0.40元)",0.009293680297,0.12,2.32,0.845029705693,0.249452934223,58.399106553024,239588758,,2004-06-08,2004-06-09,实施分配,2004-06-02
2008-12-31,2009-03-30,4.0,2.0,2.0,1.0,"10送2.00转2.00派1.00元(含税,扣税后0.70元)",0.008354218881,0.39,2.36,0.232535403532,0.917880341462,767.309749953625,356720904,2009-03-30,2009-05-26,2009-05-27,实施分配,2009-05-21
2010-12-31,2011-03-19,3.0,3.0,0.0,0.6,"10送3.00派0.60元(含税,扣税后0.24元)",0.007290400972,0.5,2.51,0.022206925496,1.291215011339,21.510984647656,499409265,2011-03-19,2011-05-05,2011-05-06,实施分配,2011-04-28
2015-12-31,2016-04-26,,,,0.2,"10派0.20元(含税,扣税后0.18元)",0.002971768202,0.04,2.320964055355,0.638605371567,0.514714968373,-21.696984944763,880084656,2016-04-26,2016-07-22,2016-07-25,实施分配,2016-07-15
2019-12-31,2020-03-28,,,,0.35,"10派0.35元(含税,扣税后0.315元)",0.010670731707,0.15,2.752030373985,1.151024829423,0.429014478455,30.134049765586,880084656,2020-03-28,2020-06-18,2020-06-19,实施分配,2020-06-11
2020-12-31,2021-04-28,,,,0.2,"10派0.20元(含税,扣税后0.18元)",0.004901960784,0.16,2.792575174995,1.082600230176,0.542078189555,6.660919916301,880084656,2021-04-28,2021-06-29,2021-06-30,实施分配,2021-06-23
2021-12-31,2022-03-19,,,,0.35,"10派0.35元(含税,扣税后0.315元)",0.009433962264,0.13,2.969426961115,1.0824579751,0.640492226046,-22.683304508029,880084656,2022-03-19,2022-07-14,2022-07-15,实施分配,2022-07-07
2022-12-31,2023-03-18,,,,0.2,"10派0.20元(含税,扣税后0.18元)",0.005405405405,0.17,3.099016222878,1.082303400856,0.771337144458,37.881938997219,880084656,2023-03-18,2023-07-13,2023-07-14,实施分配,2023-07-06
2023-12-31,2024-03-23,,,,0.55,"10派0.55元(含税,扣税后0.495元)",0.021653543307,0.17,3.276899238986,1.08346533109,0.894100623009,0.421772484706,880084656,2024-03-23,2024-07-24,2024-07-25,实施分配,2024-07-17
2024-12-31,2025-03-22,,,,0.42,"10派0.42元(含税,扣税后0.378元)",0.012316715543,0.13,3.361080449799,1.085730374863,0.958870831444,-23.56782747943,880084656,2025-03-22,2025-07-04,2025-07-07,实施分配,2025-06-30
2025-06-30,2025-08-20,,,,0.15,"10派0.15元(含税,扣税后0.135元)",0.002912621359,0.1,3.425594813131,1.087048512308,1.017364166613,7.774278075263,880084656,2025-08-20,2026-02-09,2026-02-10,实施分配,2026-02-03
2025-12-31,2026-03-25,,,,0.45,"10派0.45元(含税,扣税后0.405元)",0.012032085561,0.18,3.470161314379,1.084931605761,1.04652060732,32.866593015883,880084656,2026-03-25,2026-07-09,2026-07-10,实施分配,2026-07-03
2026-06-30,2026-03-25,,,,0.15,10派0.15元(含税),0.00355450237,0.1143,3.543235756902,1.084196599117,1.115810895583,13.729222381213,880084656,2026-08-15,,,董事会决议通过,2026-08-15
