报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2007-12-31,2008-03-08,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.007278020378,0.5,1.99,0.014666666667,0.854090052933,64.58149040857,100000000,2008-03-08,2008-04-23,2008-04-24,实施分配,2008-04-16
2008-12-31,2009-03-27,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.005617977528,0.4,3.34,1.318984,0.8929375754,3.456185610332,100000000,2009-03-27,2009-06-16,2009-06-17,实施分配,2009-06-09
2009-12-31,2010-03-20,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.003055300947,0.45,3.7,1.318984,1.2006711691,15.733340983537,100000000,2010-03-20,2010-06-10,2010-06-11,实施分配,2010-06-04
2010-12-31,2011-04-09,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.002247191011,0.53,4.13,1.318984,1.5808579093,17.769725510258,100000000,2011-04-09,2011-06-24,2011-06-27,实施分配,2011-06-18
2012-06-30,2012-08-08,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.006071645416,0.08,4.42,1.318984,1.8431268039,39.570544383829,100000000,2012-08-08,2012-10-25,2012-10-26,实施分配,2012-10-18
2012-12-31,2013-02-27,10.0,,10.0,1.0,"10转10.00派1.00元(含税,扣税后0.90元)",0.004618937644,0.34,4.5741870696,1.318984,1.9610927515,8.383919424781,100000000,2013-04-13,2013-05-27,2013-05-28,实施分配,2013-05-22
2013-12-31,2014-03-28,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.005232862376,0.17,2.40644511045,0.159492,1.08296328185,1.008353405587,229333333,2014-03-28,2014-04-29,2014-04-30,实施分配,2014-04-24
2014-12-31,2015-02-03,10.0,,10.0,0.5,"10转10.00派0.50元(含税,扣税后0.45元)",0.001529051988,0.23,4.073013253202,1.864094585239,1.043737171822,49.948587723498,229333333,2015-03-28,2015-05-14,2015-05-15,实施分配,2015-05-08
2015-12-31,2016-03-26,,,,0.25,"10派0.25元(含税,扣税后0.225元)",0.00214961307,0.07,2.082255745963,0.432047292619,0.560418590175,-36.106510784356,458666666,2016-03-26,2016-06-16,2016-06-17,实施分配,2016-06-08
2016-12-31,2017-03-25,0.0,0.0,0.0,0.25,"10派0.25元(含税,扣税后0.225元)",0.00315258512,0.07,2.129440329876,0.432047292619,0.600250947231,2.028948116692,458666666,2017-03-25,2017-06-14,2017-06-15,实施分配,2017-06-08
2017-12-31,2018-04-14,,,,0.25,"10派0.25元(含税,扣税后0.225元)",0.004025764895,0.07,2.170197513721,0.432047292619,0.634359233596,-8.904116995124,458666666,2018-04-14,2018-06-04,2018-06-05,实施分配,2018-05-29
2018-12-31,2019-04-18,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.00355450237,0.12,2.265015272006,0.43221748384,0.71738122698,81.953608525658,458666666,2019-04-18,2019-06-19,2019-06-20,实施分配,2019-06-14
2019-12-31,2020-04-23,,,,0.804486,"10派0.804486元(含税,扣税后0.724037元)",0.003243895161,0.3,2.507353553964,0.432228492707,0.932726024524,147.410096196221,458666666,2020-04-23,2020-06-17,2020-06-18,实施分配,2020-06-12
2020-12-31,2021-04-22,2.0,,2.0,0.8,"10转2.00派0.80元(含税,扣税后0.72元)",0.003391267486,0.86,3.126035927974,0.432515059509,1.620853642763,187.561395604675,499925704,2021-04-22,2021-06-08,2021-06-09,实施分配,2021-06-02
2021-12-31,2022-04-23,,,,0.8,"10派0.80元(含税,扣税后0.72元)",0.006722689076,0.29,4.212916816256,1.697324798955,1.429034575907,-56.160838487751,599237935,2022-04-23,2022-06-09,2022-06-10,实施分配,2022-06-02
2022-12-31,2023-04-22,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.00393081761,-0.25,3.857165616709,1.604216934247,1.098307405321,-188.101029312005,599237935,2023-04-22,2023-06-08,2023-06-09,实施分配,2023-06-01
2023-12-31,2024-04-27,,,,0.500613,"10派0.500613元(含税,扣税后0.450552元)",0.004147580779,-0.49,3.282093217747,1.616910856854,0.560731739455,-93.822579267106,599237935,2024-04-27,2024-05-31,2024-06-03,实施分配,2024-05-28
