报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
1996-12-31,1997-06-17,3.0,0.0,3.0,3.25,"10转3.00派3.25元(含税,扣税后2.60元)",0.02731092437,,2.62,1.039805822492,0.373086664286,34.92252928526,65800000,,1997-06-24,1997-06-25,实施分配,1997-06-17
1997-12-31,1998-04-21,6.0,3.0,3.0,,10送3.00转3.00,,,2.15,0.569081401917,0.363486294833,115.46107460246,85540000,,1998-04-24,1998-04-27,实施分配,1998-04-21
2004-12-31,2005-02-01,3.0,2.0,1.0,0.6,"10送2.00转1.00派0.60元(含税,扣税后0.08元)",0.010471204188,0.5632,1.798,0.193861046075,0.367193530074,78.765547699743,136864000,,2005-05-26,2005-05-27,实施分配,2005-05-21
2005-12-31,2006-02-28,2.0,2.0,0.0,0.23,"10送2.00派0.23元(含税,扣税后0.007元)",0.004811715481,0.5196,1.8648,0.083536199945,0.420994736268,19.942662846317,177923200,,2006-04-20,2006-04-21,实施分配,2006-04-15
2006-12-31,2007-03-07,0.0,0.0,0.0,0.2,"10派0.20元(含税,扣税后0.18元)",0.000771307366,0.28,2.0638,0.055979955069,0.906328662498,28.505007661767,213507840,2007-03-07,2007-05-28,2007-05-29,实施分配,2007-05-23
2007-06-30,2007-08-01,10.0,10.0,0.0,1.2,"10送10.00派1.20元(含税,扣税后0.08元)",0.00223255814,0.51,2.46,0.055979955069,1.186331074821,90.662103163462,213507840,2007-08-01,2007-08-24,2007-08-27,实施分配,2007-08-21
2008-12-31,2009-03-20,3.0,0.0,3.0,2.0,"10转3.00派2.00元(含税,扣税后1.80元)",0.015885623511,0.58,3.09,0.97923983725,0.961489675524,23.618871958951,462015680,2009-03-20,2009-04-29,2009-04-30,实施分配,2009-04-25
2009-12-31,2010-03-19,7.0,2.0,5.0,0.5,"10送2.00转5.00派0.50元(含税,扣税后0.25元)",0.002589331952,0.63,2.85,0.520710932731,1.186307860624,41.614595966096,600620384,2010-03-19,2010-04-26,2010-04-27,实施分配,2010-04-20
2010-12-31,2011-03-01,0.0,0.0,0.0,4.0,"10派4.00元(含税,扣税后3.60元)",0.038095238095,0.34,1.98,0.012183743871,0.829112398864,-8.893170731184,1021054653,2011-03-01,2011-04-13,2011-04-14,实施分配,2011-04-08
2011-12-31,2012-03-24,0.0,0.0,0.0,2.0,"10派2.00元(含税,扣税后1.80元)",0.02773925104,0.335,1.91,0.012204362551,0.728650664256,-0.773248045769,1186495828,2012-03-24,2012-05-24,2012-05-25,实施分配,2012-05-19
2012-12-31,2013-04-13,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.010504201681,0.29,2.451831885169,0.5934012733,0.706647343062,-1.378591243121,1186495828,2013-04-13,2013-06-13,2013-06-14,实施分配,2013-06-04
2013-12-31,2014-04-24,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.005964214712,0.26,2.580893239235,0.476442819047,0.947994437284,-9.021662914679,1145026920,2014-04-24,2014-06-11,2014-06-12,实施分配,2014-06-06
2014-12-31,2015-04-25,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.001175548589,0.33,2.878444687169,0.476440520761,1.235458196965,22.252790753374,1145026920,2015-04-25,2015-05-28,2015-05-29,实施分配,2015-05-23
2015-12-31,2016-04-09,,,,3.6,"10派3.60元(含税,扣税后3.24元)",0.032229185318,0.3329,3.184710636891,0.476440520761,1.451316422412,1.598219409231,1145026920,2016-04-09,2016-07-07,2016-07-08,实施分配,2016-07-02
