报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2014-12-31,2015-04-29,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.006993006993,0.7,4.0,0.814953387439,1.127836752622,134.451344211102,8200000000,2015-04-29,2015-06-24,2015-06-25,实施分配,2015-06-18
2015-12-31,2016-04-18,,,,6.0,"10派6.00元(含税,扣税后5.40元)",0.033821871477,1.7,5.453923256704,0.82522190351,2.11753571841,183.081692975199,8200000000,2016-04-18,2016-06-23,2016-06-24,实施分配,2016-06-17
2016-12-31,2017-04-18,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.015026296018,0.56,5.273137131271,0.825810626505,1.842675337822,-67.337148056418,8200000000,2017-04-18,2017-06-08,2017-06-09,实施分配,2017-06-03
2017-12-31,2018-04-24,,,,1.5,"10派1.50元(含税,扣税后1.35元)",0.01503006012,0.52,5.723134725985,0.825502402626,2.005448479205,0.408793444198,8200000000,2018-04-24,2018-06-14,2018-06-15,实施分配,2018-06-09
2018-12-31,2019-04-20,,,,1.2,"10派1.20元(含税,扣税后1.08元)",0.009685230024,0.38,5.769923264574,0.825905526502,2.155198748816,-25.1680198518,8200000000,2019-04-20,2019-06-11,2019-06-12,实施分配,2019-06-05
2019-12-31,2020-03-20,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.01872659176,0.56,6.245010819478,0.825516240343,2.442378897165,43.430274483011,8200000000,2020-03-20,2020-04-28,2020-04-29,实施分配,2020-04-23
2020-12-31,2021-04-02,,,,2.3,"10派2.30元(含税,扣税后2.07元)",0.021616541353,0.72,7.376638564794,2.096827535992,2.378678641481,34.734974318615,9612429377,2021-04-02,2021-06-16,2021-06-17,实施分配,2021-06-10
2021-12-31,2022-04-19,,,,5.0,"10派5.00元(含税,扣税后4.50元)",0.049504950495,0.97,8.001110554965,2.096834398395,2.869562940248,52.889315553279,9612429377,2022-04-19,2022-06-21,2022-06-22,实施分配,2022-06-15
2022-12-31,2023-04-29,,,,2.7,"10派2.70元(含税,扣税后2.43元)",0.029637760703,0.52,7.99850166774,2.095852964682,2.734747397066,-39.810777322663,9612429377,2023-04-29,2023-06-20,2023-06-21,实施分配,2023-06-14
2023-12-31,2024-04-17,,,,2.7,"10派2.70元(含税,扣税后2.43元)",0.029220779221,0.54,8.370363094051,2.094868478483,2.861245338423,5.573254002318,9612429377,2024-04-17,2024-06-18,2024-06-19,实施分配,2024-06-12
2024-12-31,2025-04-19,,,,3.5,"10派3.50元(含税,扣税后3.15元)",0.030701754386,0.72,9.226808440426,2.09582990745,3.15672356096,27.843118726506,9612429377,2025-04-19,2025-06-13,2025-06-16,实施分配,2025-06-10
2025-09-30,2025-12-09,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.007974481659,0.85,9.486090737565,2.421665790927,3.470386175831,87.282214891703,10241743060,2025-10-31,2026-02-10,2026-02-11,实施分配,2026-02-04
2025-12-31,2026-04-18,,,,3.5,"10派3.50元(含税,扣税后3.15元)",0.03431372549,1.01,9.548506031037,2.417201286664,3.182780097955,34.756709529938,10241743060,2026-04-18,2026-06-18,2026-06-22,实施分配,2026-06-13
2026-06-30,2026-08-26,,,,1.0,10派1.00元(含税),0.00968054211,0.51,9.497143081009,2.414731373265,3.41426191896,6.786248111098,10241743060,2026-08-26,,,董事会决议通过,2026-08-26
