报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2004-12-31,2005-01-25,2.0,0.0,2.0,1.0,"10转2.00派1.00元(含税,扣税后0.80元)",0.005405405405,0.6363,3.76,1.936392491125,0.55567907575,66.804187185662,80000000,,2005-04-12,2005-04-13,实施分配,2005-04-06
2005-12-31,2006-02-17,5.0,5.0,0.0,2.0,"10送5.00派2.00元(含税,扣税后1.30元)",0.005884083554,1.1914,4.24,1.4385048725,1.271839596771,176.514400600411,96000000,,2006-04-06,2006-04-07,实施分配,2006-04-01
2007-12-31,2008-04-22,10.0,3.0,7.0,1.0,"10送3.00转7.00派1.00元(含税,扣税后0.60元)",0.004338394794,0.56,6.13,3.249763766364,1.355776097394,-23.801293623837,165000000,2008-04-22,2008-05-27,2008-05-28,实施分配,2008-05-22
2009-12-31,2010-04-13,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.008474576271,0.31,3.63,1.278911973515,0.971260337333,5.172413881025,330000000,2010-04-13,2010-05-28,2010-05-31,实施分配,2010-05-25
2010-12-31,2011-04-19,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.00872600349,0.36,3.89,1.279303784273,1.172450660788,13.91533715186,330000000,2011-04-19,2011-06-21,2011-06-22,实施分配,2011-06-16
2011-12-31,2012-04-10,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.007342143906,0.41,4.2,1.279303784273,1.41708942597,15.972677274843,330000000,2012-04-10,2012-06-19,2012-06-20,实施分配,2012-06-12
2012-12-31,2013-04-18,,,,1.5,"10派1.50元(含税,扣税后1.35元)",0.013812154696,0.47,4.565456490242,1.279447351636,1.703707814939,12.73431079542,330000000,2013-04-18,2013-07-02,2013-07-03,实施分配,2013-06-26
2013-12-31,2014-04-15,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.012714558169,0.53,4.962393290939,1.279447351636,1.993203661152,14.369076771975,330000000,2014-04-15,2014-07-03,2014-07-04,实施分配,2014-06-26
2014-12-31,2015-04-21,3.0,3.0,,2.0,"10送3.00派2.00元(含税,扣税后1.50元)",0.004636068614,0.62,5.406472560848,1.279447351636,2.306583030636,15.80244473984,330000000,2015-04-21,2015-06-24,2015-06-25,实施分配,2015-06-17
2015-12-31,2016-04-12,,,,1.8,"10派1.80元(含税,扣税后1.62元)",0.007226013649,0.54,4.574411472168,0.98419027049,1.85837571345,14.701555898118,429000000,2016-04-12,2016-06-28,2016-06-29,实施分配,2016-06-22
2016-12-31,2017-04-11,0.0,0.0,0.0,2.5,"10派2.50元(含税,扣税后2.25元)",0.009920634921,0.61,5.023375956177,0.984769022681,2.200974348695,11.895748052636,429000000,2017-04-11,2017-06-27,2017-06-28,实施分配,2017-06-22
2017-12-31,2018-04-10,,,,2.5,"10派2.50元(含税,扣税后2.25元)",0.01076194576,0.73,5.529192770862,0.984769022681,2.572504159254,19.276644014642,429000000,2018-04-10,2018-06-26,2018-06-27,实施分配,2018-06-20
2018-12-31,2019-04-16,,,,1.5,"10派1.50元(含税,扣税后1.35元)",0.00603378922,0.84,6.272824722751,1.124037777576,3.037657467692,15.272685783973,429000000,2019-04-16,2019-06-27,2019-06-28,实施分配,2019-06-20
2019-12-31,2020-04-14,,,,1.5,"10派1.50元(含税,扣税后1.35元)",0.00445368171,0.94,7.067091694126,1.124037777576,3.68497772035,12.058440824248,429000000,2020-04-14,2020-06-23,2020-06-24,实施分配,2020-06-17
2020-12-31,2021-04-13,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.0038925652,1.01,7.939432477459,1.124037777576,4.396928751585,7.795431141331,429000000,2021-04-13,2021-06-24,2021-06-25,实施分配,2021-06-17
2021-12-31,2022-04-12,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.002762430939,1.12,11.661665708947,4.233583852196,4.881077028786,12.373941988671,452662256,2022-04-12,2022-06-23,2022-06-24,实施分配,2022-06-16
2022-12-31,2023-04-18,,,,3.7,"10派3.70元(含税,扣税后3.33元)",0.005627376426,1.23,12.555585638468,4.012822654138,5.75751784496,13.591645674291,452662256,2023-04-18,2023-05-18,2023-05-19,实施分配,2023-05-11
2023-12-31,2024-03-30,,,,3.8,"10派3.80元(含税,扣税后3.42元)",0.007739307536,1.65,13.753339525565,4.42968879887,6.745793437098,35.113613329031,456870256,2024-03-30,2024-06-13,2024-06-14,实施分配,2024-06-05
2024-12-31,2025-04-01,,,,2.3,"10派2.30元(含税,扣税后2.07元)",0.004779717373,0.76,14.146320789988,4.430098128406,7.015663925427,-53.750608796732,455425988,2025-04-01,2025-07-10,2025-07-11,实施分配,2025-07-04
2025-12-31,2026-03-31,,,,1.3,"10派1.30元(含税,扣税后1.17元)",0.001803551609,0.4,14.500204789499,4.283806336849,7.148378697133,-47.320457893363,454019772,2026-03-31,2026-07-16,2026-07-17,实施分配,2026-07-10
