报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2011-12-31,2012-04-16,5.0,0.0,5.0,3.2,"10转5.00派3.20元(含税,扣税后2.88元)",0.014911463187,0.96,8.66,6.4634009438,1.1885467652,29.516569096751,100000000,2012-04-16,2012-05-17,2012-05-18,实施分配,2012-05-12
2012-12-31,2013-04-10,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.006622516556,0.64,6.188425433,3.9756006292,1.190916619733,33.638191161131,150000000,2013-04-10,2013-06-20,2013-06-21,实施分配,2013-06-15
2013-12-31,2014-03-12,,,,2.32,"10派2.32元(含税,扣税后2.088元)",0.008197879859,0.85,8.511083371342,5.847327969831,1.646597143894,33.596570141177,165400000,2014-03-12,2014-05-27,2014-05-28,实施分配,2014-05-21
2014-12-31,2015-03-12,,,,3.100554,"10派3.100554元(含税,扣税后2.790499元)",0.003914840909,1.03,9.284404315984,6.05252071627,2.379596155607,33.259520574986,167700000,2015-03-12,2015-05-14,2015-05-15,实施分配,2015-05-09
2015-12-31,2016-03-16,,,,2.20863,"10派2.20863元(含税,扣税后1.987767元)",0.006509372237,1.09,10.142991105708,6.266344667286,3.085693818648,6.144091671762,176904000,2016-03-16,2016-05-30,2016-05-31,实施分配,2016-05-24
2016-12-31,2017-03-23,20.0,0.0,20.0,1.7,"10转20.00派1.70元(含税,扣税后1.53元)",0.005224339275,0.7,10.535944433887,7.066318894557,3.390536899008,-35.231614669083,175771400,2017-03-23,2017-06-02,2017-06-05,实施分配,2017-05-26
2017-12-31,2018-03-12,0.0,0.0,0.0,0.830873,"10派0.830873元(含税,扣税后0.747786元)",0.008035522244,0.426,4.01572690409,1.691456807672,1.449115076534,85.735455981716,525688800,2018-03-12,2018-06-06,2018-06-07,实施分配,2018-06-01
2018-12-31,2019-03-25,,,,0.86,"10派0.86元(含税,扣税后0.774元)",0.008838643371,0.422,4.614966358537,1.66239605414,1.781014197498,1.867872046321,525492600,2019-03-25,2019-04-30,2019-05-06,实施分配,2019-04-25
2019-12-31,2020-04-30,,,,0.94,"10派0.94元(含税,扣税后0.846元)",0.010295728368,0.469,5.026005785296,1.66157494659,2.138755741906,11.148503729196,528985868,2020-04-30,2020-06-17,2020-06-18,实施分配,2020-06-11
2020-12-31,2021-03-16,,,,2.18,"10派2.18元(含税,扣税后1.962元)",0.02072243346,0.626,5.554048307209,1.743770712113,2.638702325837,34.258510837373,532206170,2021-03-16,2021-04-21,2021-04-22,实施分配,2021-04-15
2021-12-31,2022-03-23,,,,3.1,"10派3.10元(含税,扣税后2.79元)",0.031124497992,0.752,6.223154348794,2.417923216168,2.912550762505,22.100510565171,591664848,2022-03-23,2022-05-12,2022-05-13,实施分配,2022-05-06
2022-12-31,2023-04-20,,,,2.05,"10派2.05元(含税,扣税后1.845元)",0.015769230769,0.533,6.544699306777,2.38747072929,3.077241852147,-23.447871115945,591664848,2023-04-20,2023-05-25,2023-05-26,实施分配,2023-05-19
2023-12-31,2024-04-27,,,,0.26,"10派0.26元(含税,扣税后0.234元)",0.003457446809,0.37,6.8127475852,2.380650096596,3.186108295571,-29.728768667411,585344532,2024-04-27,2024-07-15,2024-07-16,实施分配,2024-07-09
2024-12-31,2025-04-26,,,,1.71,"10派1.71元(含税,扣税后1.539元)",0.012915407855,0.21,7.07577723726,2.316476069721,3.356921494365,-42.812317934167,585344532,2025-04-26,2025-05-28,2025-05-29,实施分配,2025-05-22
2025-12-31,2026-04-29,,,,1.3,"10派1.30元(含税,扣税后1.17元)",0.01467268623,0.18,7.107773519887,2.317166601396,3.359085824945,-16.202207400447,591434532,2026-04-29,2026-06-23,2026-06-24,实施分配,2026-06-16
