报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2010-12-31,2011-03-04,10.0,0.0,10.0,4.0,"10转10.00派4.00元(含税,扣税后3.60元)",0.007889546351,1.24,12.49,8.86724306974,2.308797707699,56.066410029267,111700000,2011-03-04,2011-05-12,2011-05-13,实施分配,2011-05-06
2011-12-31,2012-04-10,0.0,0.0,0.0,3.0,"10派3.00元(含税,扣税后2.70元)",0.018315018315,0.58,6.68,3.945019411683,1.551824987645,0.383721964747,223400000,2012-04-10,2012-05-30,2012-05-31,实施分配,2012-05-25
2012-12-31,2013-04-12,,,,3.3,"10派3.30元(含税,扣税后2.97元)",0.018171806167,0.67,7.066737735228,3.966888512131,1.887802169606,13.990481849924,223400000,2013-04-12,2013-06-20,2013-06-21,实施分配,2013-06-17
2013-12-31,2014-03-26,,,,1.5,"10派1.50元(含税,扣税后1.35元)",0.006666666667,0.51,7.266488776947,3.966888512131,2.040429856938,-23.079034964827,223400000,2014-03-26,2014-05-12,2014-05-13,实施分配,2014-05-07
2014-12-31,2015-04-15,10.0,,10.0,2.0,"10转10.00派2.00元(含税,扣税后1.80元)",0.004125412541,0.56,7.670569144539,3.966888512131,2.415239546016,9.814926978553,247984584,2015-04-15,2015-05-19,2015-05-20,实施分配,2015-05-14
2015-12-31,2016-03-15,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.002873563218,0.29,4.414659426713,2.015751539035,1.258524966375,11.523522939271,495969168,2016-03-15,2016-05-25,2016-05-26,实施分配,2016-05-20
2016-06-30,2016-09-28,20.0,,20.0,0.03,"10转20.00派0.03元(含税,扣税后0.027元)",0.000130890052,0.14,4.501951774289,2.016068451174,1.349136051114,39.179883178974,495969168,2016-08-23,2016-10-27,2016-10-28,实施分配,2016-10-20
2016-12-31,2017-03-31,0.0,0.0,0.0,0.3,"10派0.30元(含税,扣税后0.27元)",0.004643962848,0.13,1.576568733509,0.00662467614,0.52501532639,37.370548520489,1487907504,2017-03-31,2017-05-18,2017-05-19,实施分配,2017-05-13
2017-12-31,2018-04-10,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.006550218341,0.11,1.610099034254,0.005356150391,0.556575962554,-14.463704217797,1487907504,2018-04-10,2018-06-04,2018-06-05,实施分配,2018-05-29
2018-12-31,2019-03-20,,,,0.6,"10派0.60元(含税,扣税后0.54元)",0.010452961672,0.14,1.709287907543,0.005356150391,0.665166672719,30.332309768495,1487907504,2019-03-20,2019-04-19,2019-04-22,实施分配,2019-04-16
2019-12-31,2020-03-31,,,,0.8,"10派0.80元(含税,扣税后0.72元)",0.006284367636,0.2,1.902921557421,0.018536472385,0.796339369789,35.951763055893,1487907504,2020-03-31,2020-05-18,2020-05-19,实施分配,2020-05-13
2020-12-31,2021-04-15,,,,0.8,"10派0.80元(含税,扣税后0.72元)",0.007699711261,0.35,2.187484571964,0.005412841389,1.035464898368,78.664623321441,1487909973,2021-04-15,2021-05-31,2021-06-01,实施分配,2021-05-25
2021-12-31,2022-04-26,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.009803921569,0.42,2.505438534843,0.042209918859,1.364099471294,19.161672557116,1487930886,2022-04-26,2022-06-15,2022-06-16,实施分配,2022-06-09
2022-12-31,2023-03-31,,,,0.8,"10派0.80元(含税,扣税后0.72元)",0.005164622337,0.33,3.849611694985,1.142147767275,1.415624643708,-15.423724052175,1689546557,2023-03-31,2023-06-15,2023-06-16,实施分配,2023-06-09
2023-12-31,2024-04-25,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.004310344828,0.13,3.136588477532,0.361968243269,1.456377429477,-59.817590446477,1689596542,2024-04-25,2024-05-30,2024-05-31,实施分配,2024-05-24
2024-12-31,2025-04-25,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.002564102564,-0.12,2.900757691624,0.384292445853,1.316868751862,-193.881853718316,1689600801,2025-04-25,2025-05-27,2025-05-28,实施分配,2025-05-21
2025-12-31,2026-04-25,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.000810372771,0.08,3.146641386573,0.468990301592,1.391086114428,168.054954520224,1699673563,2026-04-25,2026-05-27,2026-05-28,实施分配,2026-05-21
