报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2009-12-31,2010-04-16,0.0,0.0,0.0,3.0,"10派3.00元(含税,扣税后2.70元)",0.008931229533,0.46,2.59,0.490952432,0.998826749571,15.0433878436,280000000,2010-04-16,2010-05-17,2010-05-18,实施分配,2010-05-11
2010-12-31,2011-02-26,10.0,0.0,10.0,5.0,"10转10.00派5.00元(含税,扣税后4.50元)",0.010848340204,0.92,6.99,4.570836718321,1.2695786125,157.678144032565,280000000,2011-04-27,2011-05-25,2011-05-26,实施分配,2011-05-20
2011-12-31,2012-04-18,0.0,0.0,0.0,2.5,"10派2.50元(含税,扣税后2.25元)",0.009877518767,0.94,4.19,1.785418359161,1.267406099839,110.07194694253,560000000,2012-04-18,2012-06-07,2012-06-08,实施分配,2012-06-02
2012-12-31,2013-03-08,10.0,,10.0,2.5,"10转10.00派2.50元(含税,扣税后2.25元)",0.006203473945,1.26,5.192679932268,1.784655183179,2.173376931054,33.687680596566,560000000,2013-04-20,2013-05-30,2013-05-31,实施分配,2013-05-25
2013-12-31,2014-04-04,,,,1.5,"10派1.50元(含税,扣税后1.35元)",0.012028869286,0.93,3.400361720116,0.393666877304,1.826682673455,47.468762826641,1120000000,2014-04-04,2014-06-30,2014-07-01,实施分配,2014-06-25
2014-12-31,2015-03-27,,,,1.2,"10派1.20元(含税,扣税后1.08元)",0.00487804878,0.84,4.086413353634,0.393666877304,2.449987035857,-9.877392006796,1120000000,2015-03-27,2015-06-24,2015-06-25,实施分配,2015-06-17
2015-12-31,2016-04-20,,,,0.35,"10派0.35元(含税,扣税后0.315元)",0.003438113949,0.49,4.339295734705,0.276546811375,2.795033508339,-41.390886945711,1120000000,2016-04-20,2016-08-22,2016-08-23,实施分配,2016-08-16
2016-12-31,2017-04-15,0.0,0.0,0.0,0.5,"10派0.50元(含税,扣税后0.45元)",0.006009615385,0.49,5.528916286799,1.456570445761,2.80403429604,0.215999650045,1282745046,2017-04-15,2017-06-28,2017-06-29,实施分配,2017-06-23
2017-12-31,2018-04-14,0.0,0.0,0.0,1.2,"10派1.20元(含税,扣税后1.08元)",0.021897810219,0.23,5.712698386013,1.455464680929,2.96055801639,-45.223852121775,1282745046,2018-04-14,2018-06-14,2018-06-15,实施分配,2018-06-08
2018-12-31,2019-04-20,,,,0.21,"10派0.21元(含税,扣税后0.189元)",0.004411764706,0.28,5.814615448797,1.40658969717,3.117357594964,20.314678422506,1282745046,2019-04-20,2019-06-20,2019-06-21,实施分配,2019-06-17
2019-12-31,2020-04-11,,,,0.19,"10派0.19元(含税,扣税后0.171元)",0.004260089686,0.22,5.882072252985,1.263466740818,3.305348313698,-23.30514579061,1282745046,2020-04-11,2020-06-10,2020-06-11,实施分配,2020-06-05
2020-12-31,2021-04-17,,,,0.19,"10派0.19元(含税,扣税后0.171元)",0.004513064133,0.15,6.014756911071,1.263466740818,3.429449887651,-30.346374405756,1282745046,2021-04-17,2021-05-27,2021-05-28,实施分配,2021-05-20
2021-12-31,2022-04-16,,,,0.3,"10派0.30元(含税,扣税后0.27元)",0.006578947368,0.26,6.251380968818,1.263466740818,3.652921073842,68.524202953396,1282616960,2022-04-16,2022-06-16,2022-06-17,实施分配,2022-06-10
2022-12-31,2023-04-20,,,,0.45,"10派0.45元(含税,扣税后0.405元)",0.009183673469,0.21,6.43261696605,1.263221862839,3.812151305484,-17.616419278902,1282616960,2023-04-20,2023-08-21,2023-08-22,实施分配,2023-08-15
2023-12-31,2024-04-03,,,,0.43,"10派0.43元(含税,扣税后0.387元)",0.013395638629,0.14,6.526002956931,1.263221862839,3.899947636877,-34.293308808433,1282616960,2024-04-03,2024-07-03,2024-07-04,实施分配,2024-06-27
2024-12-31,2025-04-10,,,,0.38,"10派0.38元(含税,扣税后0.342元)",0.008278867102,0.07,6.578797635827,1.26440221383,3.922938014986,-49.948217206229,1282616960,2025-04-10,2025-07-29,2025-07-30,实施分配,2025-07-22
2025-12-31,2026-04-16,,,,0.4,"10派0.40元(含税,扣税后0.36元)",0.011142061281,0.06,6.55736516117,1.26440221383,3.93241807944,-20.52148209195,1282616960,2026-04-16,2026-07-07,2026-07-08,实施分配,2026-06-30
