报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2015-12-31,2016-04-23,,,,3.0,"10派3.00元(含税,扣税后2.70元)",0.006108735492,0.77,4.894817254444,1.739630004556,1.820544625222,1.831363273609,120000000,2016-04-23,2016-06-08,2016-06-13,实施分配,2016-06-03
2016-12-31,2017-04-18,,,,3.0,"10派3.00元(含税,扣税后2.70元)",0.009819967267,0.68,6.750550771917,3.799814170083,1.608410172667,10.410492161202,120000000,2017-04-18,2017-06-01,2017-06-02,实施分配,2017-05-24
2017-12-31,2018-03-27,,,,5.0,"10派5.00元(含税,扣税后4.50元)",0.023320895522,0.69,7.143192224917,3.799814170083,1.891970078333,9.189821961038,120000000,2018-03-27,2018-06-27,2018-06-28,实施分配,2018-06-21
2018-12-31,2019-04-26,4.0,,4.0,3.0,"10转4.00派3.00元(含税,扣税后2.70元)",0.008810572687,0.78,7.425329828167,3.802299847333,2.050889811917,12.704266639928,120000000,2019-04-26,2019-06-24,2019-06-25,实施分配,2019-06-19
2019-12-31,2020-03-31,4.0,,4.0,3.5,"10转4.00派3.50元(含税,扣税后3.15元)",0.003978629078,1.01,5.930953033748,2.309263033723,2.176735349955,81.830225797804,167898388,2020-03-31,2020-05-29,2020-06-01,实施分配,2020-05-26
2020-12-31,2021-04-28,,,,5.0,"10派5.00元(含税,扣税后4.50元)",0.006684491979,1.0,7.445765088061,3.992019828256,2.150943510759,40.155336432857,244904743,2021-04-28,2021-06-23,2021-06-24,实施分配,2021-06-18
2021-12-31,2022-04-26,4.0,,4.0,5.0,"10转4.00派5.00元(含税,扣税后4.50元)",0.011717834544,1.32,8.876849988465,4.655534721729,2.814174554413,35.61582124761,245016871,2022-04-26,2022-06-16,2022-06-17,实施分配,2022-06-13
2022-12-31,2023-04-18,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.01226993865,-0.22,5.147756750599,2.373167740802,1.411293386424,-123.426899475191,342914439,2023-04-18,2023-06-29,2023-06-30,实施分配,2023-06-26
2024-06-30,2024-08-23,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.006082725061,0.06,6.164369620104,3.746798889895,1.097189995725,-35.088230357402,438409881,2024-08-23,2024-09-06,2024-09-09,实施分配,2024-09-03
2024-12-31,2025-04-30,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.009451795841,-0.12,5.994746087988,3.747799514674,0.882966534028,-211.003074916876,438409881,2025-04-30,2025-06-05,2025-06-06,实施分配,2025-05-30
2025-06-30,2025-08-29,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.004201680672,0.07,5.989993471566,3.747799514674,0.849423660983,27.239038651451,438409881,2025-08-29,2025-09-11,2025-09-12,实施分配,2025-09-06
2025-12-31,2026-04-30,,,,2.5,"10派2.50元(含税,扣税后2.25元)",0.024975024975,0.02,5.83447570884,3.756454025565,0.746465490681,120.832239284808,438409881,2026-04-30,2026-06-03,2026-06-04,实施分配,2026-05-29
2026-06-30,2026-08-31,,,,0.5,"10派0.50元(含税,扣税后0.45元)",0.005841121495,0.09,5.650716074007,3.738556890555,0.587542453907,37.046196042685,438409881,2026-08-31,2026-09-10,2026-09-11,实施分配,2026-09-07
