报告期,业绩披露日期,送转股份-送转总比例,送转股份-送股比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-现金分红比例描述,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
2010-12-31,2011-03-08,2.0,0.0,2.0,3.0,"10转2.00派3.00元(含税,扣税后2.70元)",0.012776831346,0.6,4.98,2.712151218438,1.119301977875,30.513251327262,160000000,2011-03-08,2011-04-06,2011-04-07,实施分配,2011-03-30
2011-12-31,2012-03-22,2.0,0.0,2.0,2.5,"10转2.00派2.50元(含税,扣税后2.25元)",0.024533856722,0.06,3.95,2.093459348698,0.73179944099,-86.649197748352,192000000,2012-03-22,2012-04-23,2012-04-24,实施分配,2012-04-17
2012-12-31,2013-04-02,2.0,,2.0,,10转2.00,,0.03,3.120985522483,1.577882790582,0.436114294054,-25.487050040638,230400000,2013-04-02,2013-05-09,2013-05-10,实施分配,2013-05-03
2013-12-31,2014-04-22,2.0,,2.0,0.1,"10转2.00派0.10元(含税,扣税后0.09元)",0.001138952164,0.03,2.611177401476,1.148235658818,0.37059067126,12.972363433061,276480000,2014-04-22,2014-06-03,2014-06-04,实施分配,2014-05-27
2014-12-31,2015-04-14,,,,0.1,"10派0.10元(含税,扣税后0.09元)",0.000357142857,0.03,2.192755130691,0.790196382348,0.315752704385,-6.733600532861,331776000,2015-04-14,2015-05-29,2015-06-01,实施分配,2015-05-25
2015-12-31,2016-03-02,,,,0.1,"10派0.10元(含税,扣税后0.09元)",0.000344946533,0.012,2.194409754804,0.790196382348,0.310401219196,-53.580721147832,331776000,2016-03-02,2016-04-27,2016-04-28,实施分配,2016-04-22
2016-12-31,2017-04-18,0.0,0.0,0.0,1.0,"10派1.00元(含税,扣税后0.90元)",0.004053506283,1.23,3.554826169641,2.102750730913,1.077894042149,64.960780481518,1530802166,2017-04-18,2017-05-25,2017-05-26,实施分配,2017-05-19
2017-12-31,2018-04-26,,,,2.0,"10派2.00元(含税,扣税后1.80元)",0.00852151683,0.97,4.41126843691,2.086554032469,1.845228824644,17.927843541552,1530802166,2018-04-26,2018-06-14,2018-06-15,实施分配,2018-06-09
2018-12-31,2019-04-10,,,,5.0,"10派5.00元(含税,扣税后4.50元)",0.020145044319,1.34,5.554153131359,2.086554032469,2.848455190408,37.72947858692,1530802166,2019-04-10,2019-05-29,2019-05-30,实施分配,2019-05-23
2019-12-31,2020-04-30,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.005820721769,0.92,5.968730423935,2.086554032469,3.303449399895,-31.274922295807,1530802166,2020-04-30,2020-06-19,2020-06-22,实施分配,2020-06-16
2023-12-31,2024-04-25,,,,0.2,"10派0.20元(含税,扣税后0.18元)",0.002275312856,0.23,5.740802493998,1.971243520745,2.963848692477,18.413136140984,1530802166,2024-04-25,2024-06-18,2024-06-19,实施分配,2024-06-12
2024-12-31,2025-04-25,,,,0.67,"10派0.67元(含税,扣税后0.603元)",0.00604147881,0.69,6.406236683696,1.995365001528,3.808161551314,205.243086459667,1530802166,2025-04-25,2025-06-04,2025-06-05,实施分配,2025-05-29
2025-12-31,2026-04-28,,,,1.0,"10派1.00元(含税,扣税后0.90元)",0.007173601148,0.92,7.134946921802,1.961654136345,4.61653508846,31.605131243358,1530802166,2026-04-28,2026-06-09,2026-06-10,实施分配,2026-06-04
