date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-19,IM,next,IM1503,2015-03-20,6109.285,,,0.059162400149162575,,,0.0,y
2015-01-19,IM,next,IM1503,2015-03-20,6109.285,,,0.059162400149162575,,,0.0,d
2015-01-19,IM,next,IM1503,2015-03-20,6109.285,,,0.059162400149162575,,,0.0,p
2015-01-19,IM,q1,IM1503,2015-03-20,6109.285,,,0.059162400149162575,,,0.0,y
2015-01-19,IM,q1,IM1503,2015-03-20,6109.285,,,0.059162400149162575,,,0.0,d
2015-01-19,IM,q1,IM1503,2015-03-20,6109.285,,,0.059162400149162575,,,0.0,p
2015-01-19,IM,q2,IM1506,2015-06-19,6109.285,,,5.916997797713851,,,0.0,y
2015-01-19,IM,q2,IM1506,2015-06-19,6109.285,,,5.912852595858219,,,0.0,d
2015-01-19,IM,q2,IM1506,2015-06-19,6109.285,,,5.992197038452409,,,0.0,p
2015-01-20,IM,current,IM1502,2015-02-20,6336.631,,,0.0,,,,y
2015-01-20,IM,current,IM1502,2015-02-20,6336.631,,,0.0,,,,d
2015-01-20,IM,current,IM1502,2015-02-20,6336.631,,,0.0,,,,p
2015-01-20,IM,next,IM1503,2015-03-20,6336.631,,,0.06136402194685438,,,0.0,y
2015-01-20,IM,next,IM1503,2015-03-20,6336.631,,,0.06136402194685438,,,0.0,d
2015-01-20,IM,next,IM1503,2015-03-20,6336.631,,,0.06136402194685438,,,0.0,p
2015-01-20,IM,q1,IM1503,2015-03-20,6336.631,,,0.06136402194685438,,,0.0,y
2015-01-20,IM,q1,IM1503,2015-03-20,6336.631,,,0.06136402194685438,,,0.0,d
2015-01-20,IM,q1,IM1503,2015-03-20,6336.631,,,0.06136402194685438,,,0.0,p
2015-01-20,IM,q2,IM1506,2015-06-19,6336.631,,,6.137188177000307,,,0.0,y
2015-01-20,IM,q2,IM1506,2015-06-19,6336.631,,,6.132888718949217,,,0.0,d
2015-01-20,IM,q2,IM1506,2015-06-19,6336.631,,,6.215185821575803,,,0.0,p
2015-01-21,IM,current,IM1502,2015-02-20,6465.733,,,0.0,,,,y
2015-01-21,IM,current,IM1502,2015-02-20,6465.733,,,0.0,,,,d
2015-01-21,IM,current,IM1502,2015-02-20,6465.733,,,0.0,,,,p
2015-01-21,IM,next,IM1503,2015-03-20,6465.733,,,0.06261424749437053,,,0.0,y
2015-01-21,IM,next,IM1503,2015-03-20,6465.733,,,0.06261424749437053,,,0.0,d
2015-01-21,IM,next,IM1503,2015-03-20,6465.733,,,0.06261424749437053,,,0.0,p
2015-01-21,IM,q1,IM1503,2015-03-20,6465.733,,,0.06261424749437053,,,0.0,y
2015-01-21,IM,q1,IM1503,2015-03-20,6465.733,,,0.06261424749437053,,,0.0,d
2015-01-21,IM,q1,IM1503,2015-03-20,6465.733,,,0.06261424749437053,,,0.0,p
2015-01-21,IM,q2,IM1506,2015-06-19,6465.733,,,6.262226745291106,,,0.0,y
2015-01-21,IM,q2,IM1506,2015-06-19,6465.733,,,6.257839690434503,,,0.0,d
2015-01-21,IM,q2,IM1506,2015-06-19,6465.733,,,6.341813507476572,,,0.0,p
2015-01-22,IM,current,IM1502,2015-02-20,6568.636,,,0.0,,,,y
2015-01-22,IM,current,IM1502,2015-02-20,6568.636,,,0.0,,,,d
2015-01-22,IM,current,IM1502,2015-02-20,6568.636,,,0.0,,,,p
2015-01-22,IM,next,IM1503,2015-03-20,6568.636,,,0.0636107615647649,,,0.0,y
2015-01-22,IM,next,IM1503,2015-03-20,6568.636,,,0.0636107615647649,,,0.0,d
2015-01-22,IM,next,IM1503,2015-03-20,6568.636,,,0.0636107615647649,,,0.0,p
2015-01-22,IM,q1,IM1503,2015-03-20,6568.636,,,0.0636107615647649,,,0.0,y
2015-01-22,IM,q1,IM1503,2015-03-20,6568.636,,,0.0636107615647649,,,0.0,d
2015-01-22,IM,q1,IM1503,2015-03-20,6568.636,,,0.0636107615647649,,,0.0,p
2015-01-22,IM,q2,IM1506,2015-06-19,6568.636,,,6.361890916201147,,,0.0,y
2015-01-22,IM,q2,IM1506,2015-06-19,6568.636,,,6.357434040783455,,,0.0,d
2015-01-22,IM,q2,IM1506,2015-06-19,6568.636,,,6.442744312283987,,,0.0,p
2015-01-23,IM,current,IM1502,2015-02-20,6502.067,,,0.0,,,,y
2015-01-23,IM,current,IM1502,2015-02-20,6502.067,,,0.0,,,,d
2015-01-23,IM,current,IM1502,2015-02-20,6502.067,,,0.0,,,,p
2015-01-23,IM,next,IM1503,2015-03-20,6502.067,,,0.0629661064511911,,,0.0,y
2015-01-23,IM,next,IM1503,2015-03-20,6502.067,,,0.0629661064511911,,,0.0,d
2015-01-23,IM,next,IM1503,2015-03-20,6502.067,,,0.0629661064511911,,,0.0,p
2015-01-23,IM,q1,IM1503,2015-03-20,6502.067,,,0.0629661064511911,,,0.0,y
2015-01-23,IM,q1,IM1503,2015-03-20,6502.067,,,0.0629661064511911,,,0.0,d
