date,product,role,contract,expire,spot,future,basis_raw,calibre,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-01-05,IF,current,IF1501,2015-01-16,3641.541,3671.4,29.858999999999924,y,0.9371612867047276,30.796161286704653,28.061543849523634,1.0
2015-01-05,IF,current,IF1501,2015-01-16,3641.541,3671.4,29.858999999999924,d,0.9371612867047276,30.796161286704653,28.061543849523634,1.0
2015-01-05,IF,current,IF1501,2015-01-16,3641.541,3671.4,29.858999999999924,p,0.9371612867047276,30.796161286704653,28.061543849523634,1.0
2015-01-05,IF,current,IF1501,2015-01-16,3641.541,3671.4,29.858999999999924,pq,0.9371612867047276,30.796161286704653,28.061543849523634,1.0
2015-01-05,IF,next,IF1502,2015-02-20,3641.541,3726.8,85.25900000000001,y,0.9371612867047276,86.19616128670474,18.78182345095305,1.0
2015-01-05,IF,next,IF1502,2015-02-20,3641.541,3726.8,85.25900000000001,d,0.9371612867047276,86.19616128670474,18.78182345095305,1.0
2015-01-05,IF,next,IF1502,2015-02-20,3641.541,3726.8,85.25900000000001,p,0.9371612867047276,86.19616128670474,18.78182345095305,1.0
2015-01-05,IF,next,IF1502,2015-02-20,3641.541,3726.8,85.25900000000001,pq,0.9371612867047276,86.19616128670474,18.78182345095305,1.0
2015-01-05,IF,q1,IF1503,2015-03-20,3641.541,3766.0,124.45899999999983,y,0.9371612867047276,125.39616128670455,16.9847900334795,1.0
2015-01-05,IF,q1,IF1503,2015-03-20,3641.541,3766.0,124.45899999999983,d,0.9371612867047276,125.39616128670455,16.9847900334795,1.0
2015-01-05,IF,q1,IF1503,2015-03-20,3641.541,3766.0,124.45899999999983,p,0.9371612867047276,125.39616128670455,16.9847900334795,1.0
2015-01-05,IF,q1,IF1503,2015-03-20,3641.541,3766.0,124.45899999999983,pq,0.9371612867047276,125.39616128670455,16.9847900334795,1.0
2015-01-05,IF,q2,IF1506,2015-06-19,3641.541,3801.8,160.25900000000001,y,37.540351082725294,197.7993510827253,12.015686223879053,0.02496410554711022
2015-01-05,IF,q2,IF1506,2015-06-19,3641.541,3801.8,160.25900000000001,d,37.53159886953747,197.7905988695375,12.015154554554288,0.02496992707298102
2015-01-05,IF,q2,IF1506,2015-06-19,3641.541,3801.8,160.25900000000001,p,37.5137748333426,197.77277483334262,12.014071800617087,0.02498179111188165
2015-01-05,IF,q2,IF1506,2015-06-19,3641.541,3801.8,160.25900000000001,pq,37.5137748333426,197.77277483334262,12.014071800617087,0.02498179111188165
2015-01-06,IF,current,IF1501,2015-01-16,3641.059,3656.8,15.740999999999985,y,0.9370372425870885,16.678037242587074,16.71899190192821,1.0
2015-01-06,IF,current,IF1501,2015-01-16,3641.059,3656.8,15.740999999999985,d,0.9370372425870885,16.678037242587074,16.71899190192821,1.0
2015-01-06,IF,current,IF1501,2015-01-16,3641.059,3656.8,15.740999999999985,p,0.9370372425870885,16.678037242587074,16.71899190192821,1.0
2015-01-06,IF,current,IF1501,2015-01-16,3641.059,3656.8,15.740999999999985,pq,0.9370372425870885,16.678037242587074,16.71899190192821,1.0
2015-01-06,IF,next,IF1502,2015-02-20,3641.059,3712.4,71.3409999999999,y,0.9370372425870885,72.27803724258699,16.101227444203737,1.0
2015-01-06,IF,next,IF1502,2015-02-20,3641.059,3712.4,71.3409999999999,d,0.9370372425870885,72.27803724258699,16.101227444203737,1.0
2015-01-06,IF,next,IF1502,2015-02-20,3641.059,3712.4,71.3409999999999,p,0.9370372425870885,72.27803724258699,16.101227444203737,1.0
2015-01-06,IF,next,IF1502,2015-02-20,3641.059,3712.4,71.3409999999999,pq,0.9370372425870885,72.27803724258699,16.101227444203737,1.0
2015-01-06,IF,q1,IF1503,2015-03-20,3641.059,3757.6,116.54099999999971,y,0.9370372425870885,117.47803724258681,16.13239956322965,1.0
2015-01-06,IF,q1,IF1503,2015-03-20,3641.059,3757.6,116.54099999999971,d,0.9370372425870885,117.47803724258681,16.13239956322965,1.0
2015-01-06,IF,q1,IF1503,2015-03-20,3641.059,3757.6,116.54099999999971,p,0.9370372425870885,117.47803724258681,16.13239956322965,1.0
2015-01-06,IF,q1,IF1503,2015-03-20,3641.059,3757.6,116.54099999999971,pq,0.9370372425870885,117.47803724258681,16.13239956322965,1.0
2015-01-06,IF,q2,IF1506,2015-06-19,3641.059,3796.0,154.9409999999998,y,37.53538218378337,192.4763821837832,11.765184634651364,0.02496410554711022
2015-01-06,IF,q2,IF1506,2015-06-19,3641.059,3796.0,154.9409999999998,d,37.52663112905203,192.46763112905182,11.76464972344047,0.02496992707298102
2015-01-06,IF,q2,IF1506,2015-06-19,3641.059,3796.0,154.9409999999998,p,37.50880945207415,192.44980945207396,11.763560367345114,0.02498179111188165
2015-01-06,IF,q2,IF1506,2015-06-19,3641.059,3796.0,154.9409999999998,pq,37.50880945207415,192.44980945207396,11.763560367345114,0.02498179111188165
