date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-06-15,IH,q1,IH1509,2015-09-18,3262.479,3302.4,39.92100000000028,33.999052624226586,73.92005262422686,8.705301190918028,0.9517761602755306
2015-06-15,IH,q2,IH1512,2015-12-18,3262.479,3357.2,94.721,34.74958240967235,129.47058240967235,7.7875939130636755,0.9312194713075171
2015-06-16,IH,current,IH1506,2015-06-19,3179.652,3193.4,13.748000000000047,0.38750922802320487,14.135509228023253,54.0883181370004,1.0
2015-06-16,IH,next,IH1507,2015-07-17,3179.652,3207.2,27.547999999999774,27.56713708514758,55.11513708514735,20.409035060642246,1.0
2015-06-16,IH,q1,IH1509,2015-09-18,3179.652,3229.8,50.14800000000014,32.5538917933218,82.70189179332195,10.09952303644393,0.9509140101463386
2015-06-16,IH,q2,IH1512,2015-12-18,3179.652,3292.6,112.94799999999987,33.28536731649059,146.23336731649044,9.073775415116652,0.930016829819423
2015-06-17,IH,current,IH1506,2015-06-19,3211.707,3205.4,-6.306999999999789,0.39141582167064926,-5.91558417832914,-33.614340054839005,1.0
2015-06-17,IH,next,IH1507,2015-07-17,3211.707,3221.6,9.893000000000029,27.84504944136279,37.73804944136282,14.296019786463948,1.0
2015-06-17,IH,q1,IH1509,2015-09-18,3211.707,3251.4,39.69300000000021,32.88207707945844,72.57507707945865,8.868731428724749,0.9509140101463386
2015-06-17,IH,q2,IH1512,2015-12-18,3211.707,3311.2,99.49299999999994,33.62092682090494,133.11392682090488,8.22171878936732,0.930016829819423
2015-06-18,IH,current,IH1506,2015-06-19,3068.488,3085.4,16.912000000000262,0.37396149518200983,17.28596149518227,205.61840051978461,1.0
2015-06-18,IH,next,IH1507,2015-07-17,3068.488,3103.6,35.11200000000008,26.60336078920911,61.715360789209186,25.314171005013623,1.0
2015-06-18,IH,q1,IH1509,2015-09-18,3068.488,3129.0,60.51200000000017,31.415773273649577,91.92777327364975,11.885770722060393,0.9509140101463386
2015-06-18,IH,q2,IH1512,2015-12-18,3068.488,3174.4,105.91200000000026,32.1216756381653,138.03367563816556,8.972271323720173,0.930016829819423
2015-06-19,IH,current,IH1506,2015-06-19,2903.057,2993.0,89.94300000000021,0.0,89.94300000000021,,
2015-06-19,IH,next,IH1507,2015-07-17,2903.057,2860.0,-43.05699999999979,24.815297053897694,-18.241702946102095,-8.191145667834268,1.0
