date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-01-05,IF,current,IF1501,2015-01-16,3641.541,3671.4,29.858999999999924,0.09237732683232315,29.951377326832247,27.291774464546165,1.0
2015-01-05,IF,next,IF1502,2015-02-20,3641.541,3726.8,85.25900000000001,0.09237732683232315,85.35137732683233,18.597748163241043,1.0
2015-01-05,IF,q1,IF1503,2015-03-20,3641.541,3766.0,124.45899999999983,0.1298441003612055,124.58884410036104,16.875439693247692,0.7114480101548257
2015-01-05,IF,q2,IF1506,2015-06-19,3641.541,3801.8,160.25900000000001,22.262055075005453,182.52105507500548,11.08757796740895,0.004149541743611939
2015-01-06,IF,current,IF1501,2015-01-16,3641.059,3656.8,15.740999999999985,0.09236509962644157,15.833365099626427,15.87224557845299,1.0
2015-01-06,IF,next,IF1502,2015-02-20,3641.059,3712.4,71.3409999999999,0.09236509962644157,71.43336509962634,15.913061594542574,1.0
2015-01-06,IF,q1,IF1503,2015-03-20,3641.059,3757.6,116.54099999999971,0.12982691399522087,116.67082691399493,16.02155127313165,0.7114480101548257
2015-01-06,IF,q2,IF1506,2015-06-19,3641.059,3796.0,154.9409999999998,22.259108434957696,177.20010843495749,10.831417181495468,0.004149541743611939
2015-01-07,IF,current,IF1501,2015-01-16,3643.79,3663.2,19.409999999999854,0.09243437867055478,19.502434378670408,21.706301979882056,1.0
2015-01-07,IF,next,IF1502,2015-02-20,3643.79,3719.6,75.80999999999995,0.09243437867055478,75.9024343786705,17.2799528589081,1.0
2015-01-07,IF,q1,IF1503,2015-03-20,3643.79,3765.8,122.01000000000022,0.12992429151701354,122.13992429151723,16.99278939358462,0.7114480101548257
2015-01-07,IF,q2,IF1506,2015-06-19,3643.79,3799.4,155.61000000000013,22.27580402410796,177.8858040241081,10.931838611442316,0.004149541743611939
2015-01-08,IF,current,IF1501,2015-01-16,3559.259,3562.0,2.7409999999999854,0.0902900260971626,2.831290026097148,3.629339911500747,1.0
2015-01-08,IF,next,IF1502,2015-02-20,3559.259,3611.6,52.340999999999894,0.0902900260971626,52.43129002609706,12.50418413098712,1.0
2015-01-08,IF,q1,IF1503,2015-03-20,3559.259,3657.0,97.74099999999999,0.12691022366836566,97.86791022366835,14.135632271377292,0.7114480101548257
2015-01-08,IF,q2,IF1506,2015-06-19,3559.259,3690.4,131.14100000000008,21.75903549739213,152.9000354973922,9.678896465779513,0.004149541743611939
2015-01-09,IF,current,IF1501,2015-01-16,3546.723,3528.0,-18.722999999999956,0.0,-18.722999999999956,-27.525992706103974,
