date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-05,IC,current,IC1501,2015-01-16,5417.017,,,0.0,,,,y
2015-01-05,IC,current,IC1501,2015-01-16,5417.017,,,0.0,,,,d
2015-01-05,IC,current,IC1501,2015-01-16,5417.017,,,0.0,,,,p
2015-01-05,IC,next,IC1502,2015-02-20,5417.017,,,0.054436643081211024,,,1.0,y
2015-01-05,IC,next,IC1502,2015-02-20,5417.017,,,0.054436643081211024,,,1.0,d
2015-01-05,IC,next,IC1502,2015-02-20,5417.017,,,0.054436643081211024,,,1.0,p
2015-01-05,IC,q1,IC1503,2015-03-20,5417.017,,,0.054436643081211024,,,1.0,y
2015-01-05,IC,q1,IC1503,2015-03-20,5417.017,,,0.054436643081211024,,,1.0,d
2015-01-05,IC,q1,IC1503,2015-03-20,5417.017,,,0.054436643081211024,,,1.0,p
2015-01-05,IC,q2,IC1506,2015-06-19,5417.017,,,5.159062266751667,,,0.01055165459661845,y
2015-01-05,IC,q2,IC1506,2015-06-19,5417.017,,,5.154870099963754,,,0.010560235665607518,d
2015-01-05,IC,q2,IC1506,2015-06-19,5417.017,,,5.173591528564843,,,0.010522021845105305,p
2015-01-06,IC,current,IC1501,2015-01-16,5479.864,,,0.0,,,,y
2015-01-06,IC,current,IC1501,2015-01-16,5479.864,,,0.0,,,,d
2015-01-06,IC,current,IC1501,2015-01-16,5479.864,,,0.0,,,,p
2015-01-06,IC,next,IC1502,2015-02-20,5479.864,,,0.05506820464133255,,,1.0,y
2015-01-06,IC,next,IC1502,2015-02-20,5479.864,,,0.05506820464133255,,,1.0,d
2015-01-06,IC,next,IC1502,2015-02-20,5479.864,,,0.05506820464133255,,,1.0,p
2015-01-06,IC,q1,IC1503,2015-03-20,5479.864,,,0.05506820464133255,,,1.0,y
2015-01-06,IC,q1,IC1503,2015-03-20,5479.864,,,0.05506820464133255,,,1.0,d
2015-01-06,IC,q1,IC1503,2015-03-20,5479.864,,,0.05506820464133255,,,1.0,p
2015-01-06,IC,q2,IC1506,2015-06-19,5479.864,,,5.21891653456706,,,0.01055165459661845,y
2015-01-06,IC,q2,IC1506,2015-06-19,5479.864,,,5.214675731212912,,,0.010560235665607518,d
2015-01-06,IC,q2,IC1506,2015-06-19,5479.864,,,5.233614361573436,,,0.010522021845105305,p
2015-01-07,IC,current,IC1501,2015-01-16,5488.242,,,0.0,,,,y
2015-01-07,IC,current,IC1501,2015-01-16,5488.242,,,0.0,,,,d
2015-01-07,IC,current,IC1501,2015-01-16,5488.242,,,0.0,,,,p
2015-01-07,IC,next,IC1502,2015-02-20,5488.242,,,0.05515239677064181,,,1.0,y
2015-01-07,IC,next,IC1502,2015-02-20,5488.242,,,0.05515239677064181,,,1.0,d
2015-01-07,IC,next,IC1502,2015-02-20,5488.242,,,0.05515239677064181,,,1.0,p
2015-01-07,IC,q1,IC1503,2015-03-20,5488.242,,,0.05515239677064181,,,1.0,y
2015-01-07,IC,q1,IC1503,2015-03-20,5488.242,,,0.05515239677064181,,,1.0,d
