date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-08,IC,next,IC1502,2015-02-20,5444.037,,,0.05483978773553088,,,1.0,d
2015-01-08,IC,next,IC1502,2015-02-20,5444.037,,,0.05483978773553088,,,1.0,p
2015-01-08,IC,next,IC1502,2015-02-20,5444.037,,,0.05483978773553088,,,1.0,pq
2015-01-08,IC,q1,IC1503,2015-03-20,5444.037,,,0.20422536218746565,,,0.26852584394092793,y
2015-01-08,IC,q1,IC1503,2015-03-20,5444.037,,,0.20422536218746565,,,0.26852584394092793,d
2015-01-08,IC,q1,IC1503,2015-03-20,5444.037,,,0.20422536218746565,,,0.26852584394092793,p
2015-01-08,IC,q1,IC1503,2015-03-20,5444.037,,,0.20422536218746565,,,0.26852584394092793,pq
2015-01-08,IC,q2,IC1506,2015-06-19,5444.037,,,31.22762362492582,,,0.0017561306743737583,y
2015-01-08,IC,q2,IC1506,2015-06-19,5444.037,,,31.239036880668024,,,0.0017554890678933817,d
2015-01-08,IC,q2,IC1506,2015-06-19,5444.037,,,31.366986993487508,,,0.001748328194445863,p
2015-01-08,IC,q2,IC1506,2015-06-19,5444.037,,,31.366986993487508,,,0.001748328194445863,pq
2015-01-09,IC,current,IC1501,2015-01-16,5409.058,,,0.0,,,,y
2015-01-09,IC,current,IC1501,2015-01-16,5409.058,,,0.0,,,,d
2015-01-09,IC,current,IC1501,2015-01-16,5409.058,,,0.0,,,,p
2015-01-09,IC,current,IC1501,2015-01-16,5409.058,,,0.0,,,,pq
2015-01-09,IC,next,IC1502,2015-02-20,5409.058,,,0.05448743139864318,,,1.0,y
2015-01-09,IC,next,IC1502,2015-02-20,5409.058,,,0.05448743139864318,,,1.0,d
2015-01-09,IC,next,IC1502,2015-02-20,5409.058,,,0.05448743139864318,,,1.0,p
2015-01-09,IC,next,IC1502,2015-02-20,5409.058,,,0.05448743139864318,,,1.0,pq
2015-01-09,IC,q1,IC1503,2015-03-20,5409.058,,,0.20291317438566425,,,0.26852584394092793,y
2015-01-09,IC,q1,IC1503,2015-03-20,5409.058,,,0.20291317438566425,,,0.26852584394092793,d
2015-01-09,IC,q1,IC1503,2015-03-20,5409.058,,,0.20291317438566425,,,0.26852584394092793,p
2015-01-09,IC,q1,IC1503,2015-03-20,5409.058,,,0.20291317438566425,,,0.26852584394092793,pq
2015-01-09,IC,q2,IC1506,2015-06-19,5409.058,,,31.02698004980385,,,0.0017561306743737583,y
2015-01-09,IC,q2,IC1506,2015-06-19,5409.058,,,31.038319973150884,,,0.0017554890678933817,d
2015-01-09,IC,q2,IC1506,2015-06-19,5409.058,,,31.165447981529066,,,0.001748328194445863,p
2015-01-09,IC,q2,IC1506,2015-06-19,5409.058,,,31.165447981529066,,,0.001748328194445863,pq
2015-01-12,IC,current,IC1501,2015-01-16,5332.221,,,0.0,,,,y
2015-01-12,IC,current,IC1501,2015-01-16,5332.221,,,0.0,,,,d
2015-01-12,IC,current,IC1501,2015-01-16,5332.221,,,0.0,,,,p
2015-01-12,IC,current,IC1501,2015-01-16,5332.221,,,0.0,,,,pq
2015-01-12,IC,next,IC1502,2015-02-20,5332.221,,,0.05371342402686466,,,1.0,y
2015-01-12,IC,next,IC1502,2015-02-20,5332.221,,,0.05371342402686466,,,1.0,d
2015-01-12,IC,next,IC1502,2015-02-20,5332.221,,,0.05371342402686466,,,1.0,p
2015-01-12,IC,next,IC1502,2015-02-20,5332.221,,,0.05371342402686466,,,1.0,pq
2015-01-12,IC,q1,IC1503,2015-03-20,5332.221,,,0.20003074280880348,,,0.26852584394092793,y
2015-01-12,IC,q1,IC1503,2015-03-20,5332.221,,,0.20003074280880348,,,0.26852584394092793,d
2015-01-12,IC,q1,IC1503,2015-03-20,5332.221,,,0.20003074280880348,,,0.26852584394092793,p
2015-01-12,IC,q1,IC1503,2015-03-20,5332.221,,,0.20003074280880348,,,0.26852584394092793,pq
2015-01-12,IC,q2,IC1506,2015-06-19,5332.221,,,30.58623416279602,,,0.0017561306743737583,y
