date,product,role,contract,expire,spot,future,basis_raw,calibre,dpv_pts,basis_adj,annualized_rate,announced_ratio
2016-05-25,IH,q2,IH1612,2016-12-16,2071.907,1961.0,-110.90700000000015,p,35.01718490850529,-75.88981509149485,-6.521571203961214,0.9271367290644221
2016-05-26,IH,current,IH1606,2016-06-17,2076.137,2057.2,-18.937000000000353,y,7.344064643519203,-11.59293535648115,-9.26419290230676,1.0
2016-05-26,IH,current,IH1606,2016-06-17,2076.137,2057.2,-18.937000000000353,d,7.344064643519203,-11.59293535648115,-9.26419290230676,1.0
2016-05-26,IH,current,IH1606,2016-06-17,2076.137,2057.2,-18.937000000000353,p,7.344064643519203,-11.59293535648115,-9.26419290230676,1.0
2016-05-26,IH,next,IH1607,2016-07-15,2076.137,2035.6,-40.53700000000026,y,27.72809099533035,-12.80890900466991,-4.5037989176095,1.0
2016-05-26,IH,next,IH1607,2016-07-15,2076.137,2035.6,-40.53700000000026,d,27.72809099533035,-12.80890900466991,-4.5037989176095,1.0
2016-05-26,IH,next,IH1607,2016-07-15,2076.137,2035.6,-40.53700000000026,p,27.72809099533035,-12.80890900466991,-4.5037989176095,1.0
2016-05-26,IH,q1,IH1609,2016-09-16,2076.137,1997.6,-78.53700000000026,y,34.056122176283885,-44.480877823716376,-6.9204089966834195,0.9552467552124235
2016-05-26,IH,q1,IH1609,2016-09-16,2076.137,1997.6,-78.53700000000026,d,34.63240786856285,-43.90459213143741,-6.830749509626694,0.9393513823086951
2016-05-26,IH,q1,IH1609,2016-09-16,2076.137,1997.6,-78.53700000000026,p,34.4377572311635,-44.09924276883676,-6.86103357972997,0.9446608263610762
2016-05-26,IH,q2,IH1612,2016-12-16,2076.137,1967.8,-108.33700000000022,y,34.62821714806371,-73.7087828519365,-6.352225816258097,0.9394650629835304
2016-05-26,IH,q2,IH1612,2016-12-16,2076.137,1967.8,-108.33700000000022,d,35.34294213912673,-72.99405786087348,-6.290630788310406,0.9204666684497155
2016-05-26,IH,q2,IH1612,2016-12-16,2076.137,1967.8,-108.33700000000022,p,35.08867590311218,-73.24832409688804,-6.312543462568762,0.9271367290644221
2016-05-27,IH,current,IH1606,2016-06-17,2074.92,2062.2,-12.720000000000255,y,7.339759664285576,-5.380240335714679,-4.506858147453206,1.0
2016-05-27,IH,current,IH1606,2016-06-17,2074.92,2062.2,-12.720000000000255,d,7.339759664285576,-5.380240335714679,-4.506858147453206,1.0
2016-05-27,IH,current,IH1606,2016-06-17,2074.92,2062.2,-12.720000000000255,p,7.339759664285576,-5.380240335714679,-4.506858147453206,1.0
2016-05-27,IH,next,IH1607,2016-07-15,2074.92,2039.8,-35.12000000000012,y,27.711837209216373,-7.408162790783745,-2.6595364371422696,1.0
2016-05-27,IH,next,IH1607,2016-07-15,2074.92,2039.8,-35.12000000000012,d,27.711837209216373,-7.408162790783745,-2.6595364371422696,1.0
2016-05-27,IH,next,IH1607,2016-07-15,2074.92,2039.8,-35.12000000000012,p,27.711837209216373,-7.408162790783745,-2.6595364371422696,1.0
2016-05-27,IH,q1,IH1609,2016-09-16,2074.92,2004.2,-70.72000000000003,y,34.03615899433176,-36.68384100566827,-5.761668766174857,0.9552467552124235
2016-05-27,IH,q1,IH1609,2016-09-16,2074.92,2004.2,-70.72000000000003,d,34.61210687668416,-36.10789312331587,-5.671208747983696,0.9393513823086951
2016-05-27,IH,q1,IH1609,2016-09-16,2074.92,2004.2,-70.72000000000003,p,34.417570340534255,-36.30242965946577,-5.701763211570036,0.9446608263610762
2016-05-27,IH,q2,IH1612,2016-12-16,2074.92,1974.4,-100.51999999999998,y,34.607918612721775,-65.9120813872782,-5.711635652201664,0.9394650629835304
2016-05-27,IH,q2,IH1612,2016-12-16,2074.92,1974.4,-100.51999999999998,d,35.32222464284237,-65.19777535715761,-5.649737200470979,0.9204666684497155
2016-05-27,IH,q2,IH1612,2016-12-16,2074.92,1974.4,-100.51999999999998,p,35.0681074538364,-65.45189254616358,-5.671757818937504,0.9271367290644221
2016-05-30,IH,current,IH1606,2016-06-17,2092.161,2075.0,-17.161000000000058,y,7.400747459656938,-9.76025254034312,-9.459894915738744,1.0
2016-05-30,IH,current,IH1606,2016-06-17,2092.161,2075.0,-17.161000000000058,d,7.400747459656938,-9.76025254034312,-9.459894915738744,1.0
2016-05-30,IH,current,IH1606,2016-06-17,2092.161,2075.0,-17.161000000000058,p,7.400747459656938,-9.76025254034312,-9.459894915738744,1.0
